date,WTM_Open,WTM_High,WTM_Low,WTM_Close,WTM_Volume,WTM_Dividends,WTM_Stock Splits
1985-10-23 00:00:00+00:00,0.0,28.0,25.875,22.324630737304688,4668600,0.0,
1985-10-24 00:00:00+00:00,0.0,28.125,27.25,21.92238998413086,1081200,0.0,
1985-10-25 00:00:00+00:00,0.0,28.125,27.125,22.62631225585937,491200,0.0,
1985-10-28 00:00:00+00:00,0.0,28.375,27.75,22.52574920654297,368700,0.0,
1985-10-29 00:00:00+00:00,0.0,29.5,27.875,23.43079948425293,853800,0.0,
1985-10-30 00:00:00+00:00,0.0,29.75,29.0,23.83304786682129,518000,0.0,
1985-10-31 00:00:00+00:00,0.0,29.625,29.125,23.43079948425293,504600,0.0,
1985-11-01 00:00:00+00:00,0.0,29.75,29.0,23.83304786682129,348100,0.0,
1985-11-04 00:00:00+00:00,0.0,29.75,29.25,23.83304786682129,197200,0.0,
1985-11-05 00:00:00+00:00,0.0,29.75,29.25,23.83304786682129,249900,0.0,
1985-11-06 00:00:00+00:00,0.0,31.25,29.75,24.536975860595703,886900,0.0,
1985-11-07 00:00:00+00:00,0.0,31.0,30.25,24.93922233581543,534200,0.0,
1985-11-08 00:00:00+00:00,0.0,31.125,30.75,24.83866500854492,198900,0.0,
1985-11-11 00:00:00+00:00,0.0,32.5,31.0,25.34147453308105,390900,0.0,
1985-11-12 00:00:00+00:00,0.0,31.625,31.125,25.24091148376465,474500,0.0,
1985-11-13 00:00:00+00:00,0.0,31.5,31.125,25.24091148376465,140600,0.0,
1985-11-14 00:00:00+00:00,0.0,31.375,30.5,24.93922233581543,180100,0.0,
1985-11-15 00:00:00+00:00,0.0,30.875,30.125,24.33585929870605,76200,0.0,
1985-11-18 00:00:00+00:00,0.0,30.875,30.125,24.637535095214844,211700,0.0,
1985-11-19 00:00:00+00:00,0.0,30.625,30.25,24.43641662597656,159800,0.0,
1985-11-20 00:00:00+00:00,0.0,30.625,30.125,24.536975860595703,96900,0.0,
1985-11-21 00:00:00+00:00,0.0,31.625,30.75,25.44203758239746,328600,0.0,
1985-11-22 00:00:00+00:00,0.0,32.125,31.625,25.743715286254883,221100,0.0,
1985-11-25 00:00:00+00:00,0.0,32.0,31.0,25.24091148376465,187800,0.0,
1985-11-26 00:00:00+00:00,0.0,31.5,31.25,25.14034843444824,181300,0.0,
1985-11-27 00:00:00+00:00,0.0,31.625,31.125,25.34147453308105,151200,0.0,
1985-11-29 00:00:00+00:00,0.0,31.875,31.25,25.64314842224121,108700,0.0,
1985-12-02 00:00:00+00:00,0.0,32.125,31.625,25.542598724365234,149800,0.0,
1985-12-03 00:00:00+00:00,0.0,31.375,30.875,24.93922233581543,238900,0.0,
1985-12-04 00:00:00+00:00,0.0,32.0,30.875,25.542598724365234,426500,0.0,
1985-12-05 00:00:00+00:00,0.0,32.875,32.0,26.34708976745605,241800,0.0,
1985-12-06 00:00:00+00:00,0.0,32.625,32.0,25.844276428222656,143100,0.0,
1985-12-09 00:00:00+00:00,0.0,32.25,32.0,25.743715286254883,268700,0.0,
1985-12-10 00:00:00+00:00,0.0,32.0,31.625,25.542598724365234,149800,0.0,
1985-12-11 00:00:00+00:00,0.0,31.75,31.125,25.542598724365234,353900,0.0,
1985-12-12 00:00:00+00:00,0.0,32.375,31.75,25.9448356628418,703700,0.0,
