date,XXII_Open,XXII_High,XXII_Low,XXII_Close,XXII_Volume,XXII_Dividends,XXII_Stock Splits
2011-01-26 00:00:00+00:00,312.0,312.0,264.0,312.0,29,,
2011-01-27 00:00:00+00:00,312.0,312.0,300.0,300.0,42,,
2011-01-28 00:00:00+00:00,288.0,312.0,288.0,312.0,26,,
2011-01-31 00:00:00+00:00,312.0,312.0,300.0,300.0,19,,
2011-02-01 00:00:00+00:00,307.20001220703125,312.0,307.20001220703125,312.0,33,,
2011-02-02 00:00:00+00:00,312.0,312.0,307.20001220703125,307.20001220703125,23,,
2011-02-03 00:00:00+00:00,309.6000061035156,316.79998779296875,309.6000061035156,316.79998779296875,29,,
2011-02-04 00:00:00+00:00,316.79998779296875,316.79998779296875,307.20001220703125,307.20001220703125,11,,
2011-02-07 00:00:00+00:00,307.20001220703125,307.20001220703125,307.20001220703125,307.20001220703125,0,,
2011-02-08 00:00:00+00:00,316.79998779296875,316.79998779296875,316.79998779296875,316.79998779296875,2,,
2011-02-09 00:00:00+00:00,316.79998779296875,316.79998779296875,316.79998779296875,316.79998779296875,3,,
2011-02-10 00:00:00+00:00,316.79998779296875,316.79998779296875,316.79998779296875,316.79998779296875,15,,
2011-02-11 00:00:00+00:00,316.79998779296875,316.79998779296875,316.79998779296875,316.79998779296875,5,,
2011-02-14 00:00:00+00:00,316.79998779296875,321.6000061035156,316.79998779296875,321.6000061035156,48,,
2011-02-15 00:00:00+00:00,321.6000061035156,321.6000061035156,321.6000061035156,321.6000061035156,19,,
2011-02-16 00:00:00+00:00,321.6000061035156,321.6000061035156,321.6000061035156,321.6000061035156,0,,
2011-02-17 00:00:00+00:00,321.6000061035156,321.6000061035156,321.6000061035156,321.6000061035156,0,,
2011-02-18 00:00:00+00:00,321.6000061035156,321.6000061035156,321.6000061035156,321.6000061035156,21,,
2011-02-22 00:00:00+00:00,324.0,326.3999938964844,324.0,326.3999938964844,56,,
2011-02-23 00:00:00+00:00,326.3999938964844,326.3999938964844,326.3999938964844,326.3999938964844,0,,
2011-02-24 00:00:00+00:00,324.0,326.3999938964844,324.0,326.3999938964844,38,,
2011-02-25 00:00:00+00:00,326.3999938964844,331.20001220703125,326.3999938964844,331.20001220703125,77,,
2011-02-28 00:00:00+00:00,331.20001220703125,336.0,331.20001220703125,336.0,98,,
2011-03-01 00:00:00+00:00,336.0,336.0,336.0,336.0,87,,
2011-03-02 00:00:00+00:00,336.0,336.0,336.0,336.0,40,,
2011-03-03 00:00:00+00:00,336.0,336.0,336.0,336.0,0,,
2011-03-04 00:00:00+00:00,336.0,338.3999938964844,336.0,338.3999938964844,78,,
2011-03-07 00:00:00+00:00,338.3999938964844,338.3999938964844,338.3999938964844,338.3999938964844,24,,
2011-03-08 00:00:00+00:00,338.3999938964844,338.3999938964844,338.3999938964844,338.3999938964844,0,,
2011-03-09 00:00:00+00:00,338.3999938964844,338.3999938964844,338.3999938964844,338.3999938964844,0,,
2011-03-10 00:00:00+00:00,338.3999938964844,338.3999938964844,338.3999938964844,338.3999938964844,8,,
2011-03-11 00:00:00+00:00,336.0,336.0,336.0,336.0,13,,
2011-03-14 00:00:00+00:00,336.0,336.0,336.0,336.0,0,,
2011-03-15 00:00:00+00:00,333.6000061035156,333.6000061035156,333.6000061035156,333.6000061035156,3,,
2011-03-16 00:00:00+00:00,333.6000061035156,333.6000061035156,333.6000061035156,333.6000061035156,0,,
2011-03-17 00:00:00+00:00,333.6000061035156,333.6000061035156,333.6000061035156,333.6000061035156,0,,
2011-03-18 00:00:00+00:00,333.6000061035156,333.6000061035156,333.6000061035156,333.6000061035156,0,,
2011-03-21 00:00:00+00:00,333.6000061035156,333.6000061035156,333.6000061035156,333.6000061035156,0,,
2011-03-22 00:00:00+00:00,312.0,312.0,300.0,300.0,21,,
2011-03-23 00:00:00+00:00,300.0,300.0,300.0,300.0,15,,
2011-03-24 00:00:00+00:00,268.79998779296875,268.79998779296875,242.3999938964844,268.79998779296875,15,,
2011-03-25 00:00:00+00:00,288.0,288.0,288.0,288.0,8,,
2011-03-28 00:00:00+00:00,288.0,288.0,288.0,288.0,0,,
2011-03-29 00:00:00+00:00,288.0,288.0,288.0,288.0,0,,
2011-03-30 00:00:00+00:00,288.0,288.0,288.0,288.0,0,,
2011-03-31 00:00:00+00:00,288.0,288.0,288.0,288.0,0,,
2011-04-01 00:00:00+00:00,288.0,288.0,288.0,288.0,8,,
2011-04-04 00:00:00+00:00,288.0,288.0,288.0,288.0,27,,
2011-04-05 00:00:00+00:00,288.0,288.0,288.0,288.0,6,,
2011-04-06 00:00:00+00:00,288.0,300.0,288.0,300.0,6,,
2011-04-07 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-08 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-11 00:00:00+00:00,300.0,300.0,300.0,300.0,45,,
2011-04-12 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-13 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-14 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-15 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-18 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-19 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-20 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-21 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-25 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-04-26 00:00:00+00:00,300.0,300.0,300.0,300.0,42,,
2011-04-27 00:00:00+00:00,300.0,300.0,300.0,300.0,42,,
2011-04-28 00:00:00+00:00,300.0,300.0,300.0,300.0,22,,
2011-04-29 00:00:00+00:00,288.0,288.0,288.0,288.0,1,,
2011-05-02 00:00:00+00:00,288.0,288.0,288.0,288.0,0,,
2011-05-03 00:00:00+00:00,300.0,300.0,300.0,300.0,31,,
2011-05-04 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-05-05 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-05-06 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-05-09 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-05-10 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-05-11 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-05-12 00:00:00+00:00,300.0,300.0,300.0,300.0,0,,
2011-05-13 00:00:00+00:00,276.0,276.0,276.0,276.0,4,,
