date,HYG_Open,HYG_High,HYG_Low,HYG_Close,HYG_Volume,HYG_Dividends,HYG_Stock Splits
2007-04-11 00:00:00+00:00,104.3499984741211,104.38999938964844,104.3499984741211,35.453853607177734,1900,0.0,
2007-04-12 00:00:00+00:00,104.41999816894533,104.41999816894533,104.3499984741211,35.47761154174805,6100,0.0,
2007-04-13 00:00:00+00:00,104.38999938964844,104.48999786376952,104.2300033569336,35.41304016113281,3400,0.0,
2007-04-16 00:00:00+00:00,104.2699966430664,104.2699966430664,104.1500015258789,35.39948654174805,7600,0.0,
2007-04-17 00:00:00+00:00,104.1500015258789,104.4000015258789,104.13999938964844,35.38249969482422,28100,0.0,
2007-04-18 00:00:00+00:00,104.19000244140624,104.2699966430664,104.1500015258789,35.39268112182617,6300,0.0,
2007-04-19 00:00:00+00:00,104.1999969482422,104.56999969482422,104.05999755859376,35.514984130859375,47500,0.0,
2007-04-20 00:00:00+00:00,104.54000091552734,104.54000091552734,104.4499969482422,35.494571685791016,4900,0.0,
2007-04-23 00:00:00+00:00,104.58999633789062,104.66000366210938,104.4499969482422,35.514984130859375,1700,0.0,
2007-04-24 00:00:00+00:00,104.58999633789062,105.30999755859376,104.41999816894533,35.75961685180664,398500,0.0,
2007-04-25 00:00:00+00:00,105.27999877929688,105.41000366210938,105.27999877929688,35.81398391723633,16300,0.0,
2007-04-26 00:00:00+00:00,105.43000030517578,105.5999984741211,105.29000091552734,35.87853240966797,48200,0.0,
2007-04-27 00:00:00+00:00,105.51000213623048,105.5999984741211,105.51000213623048,35.87853240966797,8300,0.0,
2007-04-30 00:00:00+00:00,105.55999755859376,105.62999725341795,105.33000183105467,35.88192367553711,15500,0.0,
2007-05-01 00:00:00+00:00,105.2699966430664,105.43000030517578,105.2699966430664,35.88633728027344,8600,0.293,
2007-05-02 00:00:00+00:00,105.3499984741211,105.38999938964844,105.1999969482422,35.87272262573242,4700,0.0,
2007-05-03 00:00:00+00:00,105.37000274658205,105.4800033569336,105.1999969482422,35.87612533569336,17200,0.0,
2007-05-04 00:00:00+00:00,105.3499984741211,105.44000244140624,105.20999908447266,35.92045211791992,4600,0.0,
2007-05-07 00:00:00+00:00,105.31999969482422,105.41999816894533,105.3000030517578,35.917022705078125,4200,0.0,
2007-05-08 00:00:00+00:00,105.54000091552734,105.5500030517578,105.4499969482422,35.94427490234375,16100,0.0,
2007-05-09 00:00:00+00:00,105.58999633789062,105.5999984741211,105.16000366210938,35.84888458251953,9400,0.0,
