date,LTPZ_Open,LTPZ_High,LTPZ_Low,LTPZ_Close,LTPZ_Volume,LTPZ_Dividends,LTPZ_Stock Splits
2009-09-08 00:00:00+00:00,49.52000045776367,50.40999984741211,49.52000045776367,33.218994140625,0,0.0,
2009-09-09 00:00:00+00:00,50.04999923706055,50.13999938964844,49.84999847412109,33.25214767456055,0,0.0,
2009-09-10 00:00:00+00:00,50.380001068115234,50.54999923706055,50.2599983215332,33.52407455444336,0,0.0,
2009-09-11 00:00:00+00:00,50.84999847412109,50.95000076293945,50.75,33.65669631958008,0,0.0,
2009-09-14 00:00:00+00:00,50.59999847412109,50.61000061035156,50.369998931884766,33.411338806152344,1200,0.0,
2009-09-15 00:00:00+00:00,50.2599983215332,50.459999084472656,50.2599983215332,33.39142227172852,1900,0.0,
2009-09-16 00:00:00+00:00,50.09999847412109,50.58000183105469,50.09999847412109,33.43120193481445,4700,0.0,
2009-09-17 00:00:00+00:00,50.29999923706055,50.66999816894531,50.29999923706055,33.60365676879883,300,0.0,
2009-09-18 00:00:00+00:00,50.43000030517578,50.5099983215332,50.25,33.4179573059082,1000,0.0,
2009-09-21 00:00:00+00:00,50.25,50.630001068115234,50.25,33.51743698120117,500,0.0,
2009-09-22 00:00:00+00:00,50.59999847412109,50.68999862670898,50.43000030517578,33.616905212402344,1900,0.0,
2009-09-23 00:00:00+00:00,50.66999816894531,50.66999816894531,50.66999816894531,33.60365676879883,2300,0.0,
2009-09-24 00:00:00+00:00,50.84000015258789,50.84000015258789,50.75,33.696495056152344,1400,0.0,
2009-09-25 00:00:00+00:00,50.84999847412109,50.91999816894531,50.84999847412109,33.762786865234375,1500,0.0,
2009-09-28 00:00:00+00:00,51.04999923706055,51.150001525878906,51.040000915527344,33.92198181152344,1900,0.0,
2009-09-29 00:00:00+00:00,50.93999862670898,51.209999084472656,50.900001525878906,33.835750579833984,2200,0.0,
2009-09-30 00:00:00+00:00,51.150001525878906,51.29999923706055,51.150001525878906,34.027469635009766,1500,0.009,
2009-10-01 00:00:00+00:00,51.29999923706055,51.29999923706055,51.29999923706055,34.027469635009766,0,0.0,
2009-10-02 00:00:00+00:00,51.45000076293945,51.47999954223633,51.45000076293945,34.1468505859375,3800,0.0,
2009-10-05 00:00:00+00:00,51.470001220703125,51.470001220703125,51.34000015258789,34.093780517578125,1300,0.0,
2009-10-06 00:00:00+00:00,51.209999084472656,51.220001220703125,51.209999084472656,33.974388122558594,1000,0.0,
2009-10-07 00:00:00+00:00,51.380001068115234,51.4900016784668,51.22999954223633,34.15348815917969,4900,0.0,
2009-10-08 00:00:00+00:00,51.790000915527344,51.790000915527344,51.2400016784668,33.987667083740234,600,0.0,
2009-10-09 00:00:00+00:00,51.34000015258789,51.34000015258789,51.02999877929688,33.84835433959961,2300,0.0,
2009-10-12 00:00:00+00:00,51.09999847412109,51.09999847412109,50.9900016784668,33.86162185668945,13700,0.0,
2009-10-13 00:00:00+00:00,51.459999084472656,51.77000045776367,51.459999084472656,34.33920669555664,900,0.0,
2009-10-14 00:00:00+00:00,51.52000045776367,51.59999847412109,51.25,34.027469635009766,6700,0.0,
2009-10-15 00:00:00+00:00,51.209999084472656,51.209999084472656,51.209999084472656,33.96776580810547,900,0.0,
