date,TSCO_Open,TSCO_High,TSCO_Low,TSCO_Close,TSCO_Volume,TSCO_Dividends,TSCO_Stock Splits
1994-02-17 00:00:00+00:00,0.4375,0.4375,0.4375,0.3667965531349182,48000,0.0,
1994-02-18 00:00:00+00:00,1.421875,1.4375,1.3125,1.19208824634552,39870400,0.0,
1994-02-22 00:00:00+00:00,1.40625,1.4375,1.359375,1.19208824634552,9164800,0.0,
1994-02-23 00:00:00+00:00,1.390625,1.421875,1.359375,1.1527889966964722,5124800,0.0,
1994-02-24 00:00:00+00:00,1.375,1.375,1.3125,1.1003893613815308,2246400,0.0,
1994-02-25 00:00:00+00:00,1.359375,1.375,1.3125,1.1396888494491575,2414400,0.0,
1994-02-28 00:00:00+00:00,1.34375,1.375,1.34375,1.1265891790390017,1006400,0.0,
1994-03-01 00:00:00+00:00,1.375,1.375,1.34375,1.1396888494491575,952000,0.0,
1994-03-02 00:00:00+00:00,1.359375,1.359375,1.3125,1.1265891790390017,2105600,0.0,
1994-03-03 00:00:00+00:00,1.359375,1.359375,1.328125,1.1396888494491575,680000,0.0,
1994-03-04 00:00:00+00:00,1.328125,1.484375,1.328125,1.2444881200790403,1984000,0.0,
1994-03-07 00:00:00+00:00,1.484375,1.53125,1.46875,1.270687699317932,1929600,0.0,
1994-03-08 00:00:00+00:00,1.515625,1.515625,1.46875,1.2575875520706177,1313600,0.0,
1994-03-09 00:00:00+00:00,1.46875,1.515625,1.46875,1.270687699317932,2572800,0.0,
1994-03-10 00:00:00+00:00,1.46875,1.515625,1.453125,1.2182881832122805,2112000,0.0,
1994-03-11 00:00:00+00:00,1.453125,1.484375,1.4375,1.2444881200790403,260800,0.0,
1994-03-14 00:00:00+00:00,1.484375,1.484375,1.4375,1.2379382848739624,81600,0.0,
1994-03-15 00:00:00+00:00,1.484375,1.484375,1.390625,1.1658885478973389,1931200,0.0,
1994-03-16 00:00:00+00:00,1.390625,1.4375,1.390625,1.19208824634552,211200,0.0,
1994-03-17 00:00:00+00:00,1.4375,1.46875,1.40625,1.2313882112503052,528000,0.0,
1994-03-18 00:00:00+00:00,1.46875,1.515625,1.453125,1.2444881200790403,1096000,0.0,
1994-03-21 00:00:00+00:00,1.484375,1.546875,1.484375,1.2968875169754028,920000,0.0,
1994-03-22 00:00:00+00:00,1.53125,1.578125,1.53125,1.3099875450134275,1142400,0.0,
1994-03-23 00:00:00+00:00,1.53125,1.578125,1.53125,1.3230870962142944,635200,0.0,
1994-03-24 00:00:00+00:00,1.578125,1.578125,1.5,1.2968875169754028,2140800,0.0,
1994-03-25 00:00:00+00:00,1.484375,1.484375,1.484375,1.2444881200790403,11200,0.0,
1994-03-28 00:00:00+00:00,1.484375,1.53125,1.453125,1.2182881832122805,1056000,0.0,
1994-03-29 00:00:00+00:00,1.4375,1.46875,1.4375,1.2051883935928345,182400,0.0,
1994-03-30 00:00:00+00:00,1.4375,1.46875,1.421875,1.2313882112503052,387200,0.0,
1994-03-31 00:00:00+00:00,1.40625,1.4375,1.359375,1.2051883935928345,1528000,0.0,
1994-04-04 00:00:00+00:00,1.421875,1.4375,1.375,1.1527889966964722,2270400,0.0,
1994-04-05 00:00:00+00:00,1.421875,1.46875,1.40625,1.2182881832122805,872000,0.0,
1994-04-06 00:00:00+00:00,1.46875,1.46875,1.46875,1.2313882112503052,8000,0.0,
1994-04-07 00:00:00+00:00,1.421875,1.46875,1.421875,1.2313882112503052,166400,0.0,
1994-04-08 00:00:00+00:00,1.421875,1.421875,1.421875,1.19208824634552,3200,0.0,
1994-04-11 00:00:00+00:00,1.4375,1.46875,1.421875,1.2313882112503052,230400,0.0,
1994-04-12 00:00:00+00:00,1.4453129768371582,1.4453129768371582,1.4375,1.2051883935928345,76800,0.0,
1994-04-13 00:00:00+00:00,1.4375,1.4453129768371582,1.421875,1.19208824634552,219200,0.0,
1994-04-14 00:00:00+00:00,1.453125,1.453125,1.40625,1.2182881832122805,145600,0.0,
1994-04-15 00:00:00+00:00,1.421875,1.453125,1.421875,1.2182881832122805,16000,0.0,
1994-04-18 00:00:00+00:00,1.453125,1.5,1.421875,1.19208824634552,784000,0.0,
1994-04-19 00:00:00+00:00,1.453125,1.453125,1.40625,1.1789884567260742,89600,0.0,
1994-04-20 00:00:00+00:00,1.4375,1.4375,1.4375,1.2051883935928345,80000,0.0,
1994-04-21 00:00:00+00:00,1.453125,1.453125,1.40625,1.2182881832122805,17600,0.0,
1994-04-22 00:00:00+00:00,1.40625,1.453125,1.375,1.19208824634552,182400,0.0,
1994-04-25 00:00:00+00:00,1.421875,1.421875,1.375,1.1527889966964722,200000,0.0,
1994-04-26 00:00:00+00:00,1.359375,1.375,1.359375,1.1462395191192627,1544000,0.0,
1994-04-28 00:00:00+00:00,1.359375,1.4375,1.359375,1.1789884567260742,388800,0.0,
1994-04-29 00:00:00+00:00,1.4375,1.515625,1.4375,1.270687699317932,2176000,0.0,
1994-05-02 00:00:00+00:00,1.515625,1.515625,1.453125,1.270687699317932,4124800,0.0,
1994-05-03 00:00:00+00:00,1.46875,1.484375,1.46875,1.2444881200790403,137600,0.0,
1994-05-04 00:00:00+00:00,1.46875,1.484375,1.46875,1.2379382848739624,428800,0.0,
1994-05-05 00:00:00+00:00,1.453125,1.5,1.453125,1.2379382848739624,734400,0.0,
