date,XLG_Open,XLG_High,XLG_Low,XLG_Close,XLG_Volume,XLG_Dividends,XLG_Stock Splits
2005-05-10 00:00:00+00:00,9.109999656677246,9.116000175476074,9.053999900817873,6.371338367462158,2136000,0.0,
2005-05-11 00:00:00+00:00,9.076000213623049,9.109999656677246,9.03499984741211,6.402974605560303,615000,0.0,
2005-05-12 00:00:00+00:00,9.11400032043457,9.128999710083008,9.02400016784668,6.349547386169434,306000,0.0,
2005-05-13 00:00:00+00:00,9.038999557495115,9.050999641418455,8.96399974822998,6.329158306121826,294000,0.0,
2005-05-16 00:00:00+00:00,9.02400016784668,9.088000297546388,9.02400016784668,6.388915061950684,126000,0.0,
2005-05-17 00:00:00+00:00,9.071999549865724,9.145000457763672,9.053000450134276,6.427579402923584,69000,0.0,
2005-05-18 00:00:00+00:00,9.196000099182127,9.237000465393066,9.170000076293944,6.480306148529053,408000,0.0,
2005-05-19 00:00:00+00:00,9.232000350952148,9.255000114440918,9.227999687194824,6.500692844390869,51000,0.0,
2005-05-20 00:00:00+00:00,9.244999885559082,9.263999938964844,9.241999626159668,6.509832382202148,31000,0.0,
2005-05-23 00:00:00+00:00,9.277999877929688,9.307000160217283,9.270000457763672,6.5358428955078125,72000,0.0,
2005-05-24 00:00:00+00:00,9.276000022888184,9.3100004196167,9.276000022888184,6.536544799804688,31000,0.0,
2005-05-25 00:00:00+00:00,9.277000427246094,9.284000396728516,9.26200008392334,6.526701927185059,14000,0.0,
2005-05-26 00:00:00+00:00,9.31999969482422,9.34000015258789,9.312000274658203,6.5660719871521,83000,0.0,
2005-05-27 00:00:00+00:00,9.326000213623049,9.33899974822998,9.31999969482422,6.564665794372559,56000,0.0,
2005-05-31 00:00:00+00:00,9.336000442504885,9.336000442504885,9.281000137329102,6.527406215667725,576000,0.0,
2005-06-01 00:00:00+00:00,9.270000457763672,9.373000144958496,9.269000053405762,6.582944393157959,44000,0.0,
