date,VIOG_Open,VIOG_High,VIOG_Low,VIOG_Close,VIOG_Volume,VIOG_Dividends,VIOG_Stock Splits
2010-09-09 00:00:00+00:00,25.3700008392334,25.3700008392334,25.0049991607666,22.025634765625,31800,0.0,
2010-09-10 00:00:00+00:00,25.09000015258789,25.09000015258789,25.09000015258789,22.10050773620605,5200,0.0,
2010-09-13 00:00:00+00:00,25.09000015258789,25.09000015258789,25.09000015258789,22.10050773620605,0,0.0,
2010-09-14 00:00:00+00:00,25.545000076293945,25.670000076293945,25.545000076293945,22.518909454345703,6400,0.0,
2010-09-15 00:00:00+00:00,25.440000534057617,25.440000534057617,25.420000076293945,22.39118385314941,3200,0.0,
2010-09-16 00:00:00+00:00,25.51499938964844,25.59000015258789,25.40999984741211,22.540935516357425,73400,0.0,
2010-09-17 00:00:00+00:00,25.475000381469727,25.799999237060547,25.420000076293945,22.677459716796875,24000,0.0,
2010-09-20 00:00:00+00:00,26.030000686645508,26.23500061035156,26.030000686645508,23.10907554626465,25200,0.0,
2010-09-21 00:00:00+00:00,26.28499984741211,26.28499984741211,26.280000686645508,23.148717880249023,2400,0.0,
2010-09-22 00:00:00+00:00,26.315000534057617,26.315000534057617,25.82999992370605,22.752336502075195,14800,0.0,
2010-09-23 00:00:00+00:00,26.114999771118164,26.114999771118164,25.80500030517578,22.730308532714844,4000,0.0,
2010-09-24 00:00:00+00:00,26.31999969482422,26.524999618530277,26.31999969482422,23.364517211914062,13000,0.0,
2010-09-27 00:00:00+00:00,26.4950008392334,26.540000915527344,26.3799991607666,23.37774085998535,21200,0.0,
2010-09-28 00:00:00+00:00,26.170000076293945,26.674999237060547,26.084999084472656,23.49664688110352,73400,0.0,
2010-09-29 00:00:00+00:00,26.700000762939453,26.850000381469727,26.6299991607666,23.57592010498047,30600,0.0,
2010-09-30 00:00:00+00:00,26.920000076293945,26.920000076293945,26.38999938964844,23.434988021850582,13000,0.0,
2010-10-01 00:00:00+00:00,26.73500061035156,26.774999618530277,26.725000381469727,23.58473396301269,600,0.0,
2010-10-04 00:00:00+00:00,26.399999618530277,26.40999984741211,26.34499931335449,23.263221740722656,2800,0.0,
2010-10-05 00:00:00+00:00,27.03499984741211,27.03499984741211,27.030000686645508,23.80935287475586,400,0.0,
2010-10-06 00:00:00+00:00,27.149999618530277,27.15999984741211,26.82999992370605,23.6331787109375,1400,0.0,
2010-10-07 00:00:00+00:00,27.020000457763672,27.020000457763672,26.96999931335449,23.756502151489254,600,0.0,
2010-10-08 00:00:00+00:00,26.9950008392334,27.25,26.780000686645508,24.00313949584961,1000,0.0,
2010-10-11 00:00:00+00:00,27.32999992370605,27.32999992370605,27.32999992370605,24.073610305786133,3600,0.0,
2010-10-12 00:00:00+00:00,27.06999969482422,27.40999984741211,26.95499992370605,24.139671325683597,2600,0.0,
2010-10-13 00:00:00+00:00,27.75,27.989999771118164,27.75,24.60652732849121,4200,0.0,
2010-10-14 00:00:00+00:00,27.88999938964844,27.88999938964844,27.88999938964844,24.566883087158203,1000,0.0,
2010-10-15 00:00:00+00:00,27.895000457763672,27.895000457763672,27.815000534057617,24.527240753173828,14800,0.0,
2010-10-18 00:00:00+00:00,27.84499931335449,27.84499931335449,27.84499931335449,24.527240753173828,0,0.0,
2010-10-19 00:00:00+00:00,27.84499931335449,27.84499931335449,27.84499931335449,24.527240753173828,0,0.0,
2010-10-20 00:00:00+00:00,27.655000686645508,27.655000686645508,27.614999771118164,24.32464599609375,600,0.0,
2010-10-21 00:00:00+00:00,27.875,27.875,27.354999542236328,24.095630645751957,8200,0.0,
2010-10-22 00:00:00+00:00,27.354999542236328,27.354999542236328,27.354999542236328,24.095630645751957,0,0.0,
2010-10-25 00:00:00+00:00,28.174999237060547,28.174999237060547,27.96500015258789,24.63294982910156,15400,0.0,
2010-10-26 00:00:00+00:00,27.86000061035156,27.86000061035156,27.854999542236328,24.536052703857425,6000,0.0,
2010-10-27 00:00:00+00:00,27.774999618530277,27.78499984741211,27.63500022888184,24.35547637939453,11400,0.0,
2010-10-28 00:00:00+00:00,27.895000457763672,27.895000457763672,27.655000686645508,24.41272735595703,4600,0.0,
2010-10-29 00:00:00+00:00,27.71999931335449,27.86000061035156,27.71999931335449,24.54045867919922,2200,0.0,
2010-11-01 00:00:00+00:00,27.86000061035156,27.86000061035156,27.86000061035156,24.54045867919922,0,0.0,
2010-11-02 00:00:00+00:00,27.940000534057617,27.940000534057617,27.940000534057617,24.61092758178711,2000,0.0,
2010-11-03 00:00:00+00:00,28.25,28.25,28.145000457763672,24.7914981842041,12200,0.0,
2010-11-04 00:00:00+00:00,28.864999771118164,28.934999465942383,28.864999771118164,25.460939407348636,3400,0.0,
2010-11-05 00:00:00+00:00,29.19499969482422,29.19499969482422,29.190000534057617,25.711990356445312,4000,0.0,
2010-11-08 00:00:00+00:00,29.25,29.25,29.25,25.76483917236328,200,0.0,
2010-11-09 00:00:00+00:00,29.25,29.25,29.25,25.76483917236328,0,0.0,
2010-11-10 00:00:00+00:00,29.03499984741211,29.03499984741211,29.03499984741211,25.57545661926269,1800,0.0,
2010-11-11 00:00:00+00:00,28.9950008392334,29.18000030517578,28.9950008392334,25.70317268371582,26200,0.0,
2010-11-12 00:00:00+00:00,29.045000076293945,29.045000076293945,29.0049991607666,25.54903030395508,1200,0.0,
2010-11-15 00:00:00+00:00,28.8700008392334,28.8700008392334,28.68000030517578,25.26275634765625,2400,0.0,
2010-11-16 00:00:00+00:00,28.415000915527344,28.420000076293945,28.40999984741211,25.033735275268555,2000,0.0,
2010-11-17 00:00:00+00:00,28.420000076293945,28.420000076293945,28.420000076293945,25.033735275268555,0,0.0,
2010-11-18 00:00:00+00:00,28.655000686645508,28.82999992370605,28.655000686645508,25.2891788482666,2800,0.0,
2010-11-19 00:00:00+00:00,28.649999618530277,28.834999084472656,28.649999618530277,25.39928436279297,600,0.0,
2010-11-22 00:00:00+00:00,28.84000015258789,28.96999931335449,28.84000015258789,25.518198013305664,1000,0.0,
2010-11-23 00:00:00+00:00,28.690000534057617,28.88999938964844,28.690000534057617,25.438926696777344,29200,0.0,
2010-11-24 00:00:00+00:00,28.8799991607666,28.8799991607666,28.8799991607666,25.438926696777344,0,0.0,
