date,GFI_Open,GFI_High,GFI_Low,GFI_Close,GFI_Volume,GFI_Dividends,GFI_Stock Splits
1980-03-17 00:00:00+00:00,0.0,8.936262130737305,8.613264083862305,3.542128562927246,208283,0.0,
1980-03-18 00:00:00+00:00,0.0,8.936262130737305,8.613264083862305,3.542128562927246,189940,0.0,
1980-03-19 00:00:00+00:00,0.0,10.335917472839355,10.012920379638672,4.117724418640137,151394,0.0,
1980-03-20 00:00:00+00:00,0.0,9.797588348388672,9.474591255187988,3.8963425159454346,101471,0.0,
1980-03-21 00:00:00+00:00,0.0,10.55124855041504,10.228252410888672,4.206278324127197,63391,0.0,
1980-03-24 00:00:00+00:00,0.0,10.55124855041504,10.228252410888672,4.206278324127197,106115,0.0,
1980-03-25 00:00:00+00:00,0.0,9.582257270812988,9.259259223937988,3.807788848876953,72679,0.0,
1980-03-26 00:00:00+00:00,0.0,9.259259223937988,8.936262130737305,3.674957275390625,91022,0.0,
1980-03-27 00:00:00+00:00,0.0,8.074934959411621,7.7519378662109375,3.187915563583374,151394,0.0,
1980-03-28 00:00:00+00:00,0.0,9.151593208312988,8.828596115112305,3.630682945251465,153949,0.0,
1980-03-31 00:00:00+00:00,0.0,8.936262130737305,8.613264083862305,3.542128562927246,115171,0.0,
1980-04-01 00:00:00+00:00,0.0,8.936262130737305,8.613264083862305,3.542128562927246,42957,0.0,
1980-04-02 00:00:00+00:00,0.0,9.366925239562988,9.043928146362305,3.719235181808472,44350,0.0,
1980-04-03 00:00:00+00:00,0.0,9.259259223937988,8.936262130737305,3.674957275390625,64784,0.0,
1980-04-07 00:00:00+00:00,0.0,9.905254364013672,9.582257270812988,3.940619945526123,36688,0.0,
1980-04-08 00:00:00+00:00,0.0,10.282084465026855,9.959087371826172,4.095587730407715,110992,0.0,
1980-04-09 00:00:00+00:00,0.0,10.120586395263672,9.797588348388672,4.029172420501709,46208,0.0,
1980-04-10 00:00:00+00:00,0.0,9.689922332763672,9.366925239562988,3.8520662784576416,62926,0.0,
1980-04-11 00:00:00+00:00,0.0,9.797588348388672,9.474591255187988,3.8963425159454346,42260,0.0,
1980-04-14 00:00:00+00:00,0.0,9.474591255187988,9.151593208312988,3.76351261138916,37384,0.0,
1980-04-15 00:00:00+00:00,0.0,9.366925239562988,9.043928146362305,3.719235181808472,117958,0.0,
1980-04-16 00:00:00+00:00,0.0,9.366925239562988,9.043928146362305,3.719235181808472,67570,0.0,
1980-04-17 00:00:00+00:00,0.0,10.012920379638672,9.689922332763672,3.984893798828125,27400,0.0,
1980-04-18 00:00:00+00:00,0.0,9.797588348388672,9.474591255187988,3.8963425159454346,26006,0.0,
1980-04-21 00:00:00+00:00,0.0,9.689922332763672,9.366925239562988,3.8520662784576416,35527,0.0,
1980-04-22 00:00:00+00:00,0.0,9.689922332763672,9.366925239562988,3.8520662784576416,33669,0.0,
1980-04-23 00:00:00+00:00,0.0,9.797588348388672,9.474591255187988,3.8963425159454346,43189,0.0,
1980-04-24 00:00:00+00:00,0.0,10.55124855041504,10.228252410888672,4.206278324127197,107044,0.0,
1980-04-25 00:00:00+00:00,0.0,10.44358253479004,10.120586395263672,4.162002086639404,92416,0.0,
1980-04-28 00:00:00+00:00,0.0,9.689922332763672,9.366925239562988,3.8520662784576416,101239,0.0,
1980-04-29 00:00:00+00:00,0.0,9.689922332763672,9.366925239562988,3.8520662784576416,71053,0.0,
1980-04-30 00:00:00+00:00,0.0,9.474591255187988,9.151593208312988,3.76351261138916,38777,0.0,
1980-05-01 00:00:00+00:00,0.0,9.582257270812988,9.259259223937988,3.807788848876953,47137,0.0,
1980-05-02 00:00:00+00:00,0.0,9.797588348388672,9.474591255187988,3.8963425159454346,29954,0.0,
1980-05-05 00:00:00+00:00,0.0,9.797588348388672,9.474591255187988,3.8963425159454346,27400,0.0,
1980-05-06 00:00:00+00:00,0.0,9.474591255187988,9.151593208312988,3.76351261138916,72214,0.0,
1980-05-07 00:00:00+00:00,0.0,9.582257270812988,9.259259223937988,3.807788848876953,82199,0.0,
1980-05-08 00:00:00+00:00,0.0,9.797588348388672,9.474591255187988,3.8963425159454346,59211,0.0,
1980-05-09 00:00:00+00:00,0.0,9.797588348388672,9.474591255187988,3.8963425159454346,19040,0.0,
1980-05-12 00:00:00+00:00,0.0,9.797588348388672,9.474591255187988,3.8963425159454346,47137,0.0,
1980-05-13 00:00:00+00:00,0.0,10.228252410888672,9.905254364013672,4.073450088500977,45511,0.0,
1980-05-14 00:00:00+00:00,0.0,10.65891456604004,10.335917472839355,4.250553607940674,85450,0.0,
1980-05-15 00:00:00+00:00,0.0,10.228252410888672,9.905254364013672,4.073450088500977,67570,0.0,
1980-05-16 00:00:00+00:00,0.0,10.55124855041504,10.228252410888672,4.206278324127197,55960,0.0,
1980-05-19 00:00:00+00:00,0.0,10.55124855041504,10.228252410888672,4.206278324127197,31579,0.0,
1980-05-20 00:00:00+00:00,0.0,10.55124855041504,10.228252410888672,4.206278324127197,66409,0.0,
1980-05-21 00:00:00+00:00,0.0,10.55124855041504,10.228252410888672,4.206278324127197,50155,0.0,
1980-05-22 00:00:00+00:00,0.0,10.44358253479004,10.120586395263672,4.162002086639404,61765,0.0,
1980-05-23 00:00:00+00:00,0.0,10.76658058166504,10.44358253479004,4.294831275939941,74768,0.0,
1980-05-27 00:00:00+00:00,0.0,11.197243690490724,10.874245643615724,4.471937656402588,114242,0.0,
1980-05-28 00:00:00+00:00,0.0,11.089577674865724,10.76658058166504,4.427659511566162,115636,0.0,
1980-05-29 00:00:00+00:00,0.0,11.412574768066406,11.089577674865724,4.560491561889648,90558,0.0,
1980-05-30 00:00:00+00:00,0.0,11.412574768066406,11.089577674865724,4.560491561889648,155806,0.0,
1980-06-02 00:00:00+00:00,0.0,11.089577674865724,10.76658058166504,4.427659511566162,145125,0.0,
1980-06-03 00:00:00+00:00,0.0,10.44358253479004,10.120586395263672,4.162002086639404,143035,0.0,
1980-06-04 00:00:00+00:00,0.0,11.412574768066406,11.089577674865724,4.560491561889648,107973,0.0,
1980-06-05 00:00:00+00:00,0.0,10.981911659240724,10.65891456604004,4.383382797241211,113314,0.0,
1980-06-06 00:00:00+00:00,0.0,11.412574768066406,11.089577674865724,4.560491561889648,131425,0.0,
1980-06-09 00:00:00+00:00,0.0,12.16623592376709,11.843238830566406,4.870428562164307,163004,0.0,
1980-06-10 00:00:00+00:00,0.0,11.412574768066406,11.089577674865724,4.560491561889648,175775,0.0,
1980-06-11 00:00:00+00:00,0.0,11.412574768066406,11.089577674865724,4.560491561889648,83824,0.0,
1980-06-12 00:00:00+00:00,0.0,11.735572814941406,11.412574768066406,4.693321228027344,79180,0.0,
1980-06-13 00:00:00+00:00,0.0,11.627906799316406,11.304909706115724,4.649044990539551,75465,0.0,
1980-06-16 00:00:00+00:00,0.0,11.251076698303224,10.928078651428224,4.494075298309326,88700,0.0,
1980-06-17 00:00:00+00:00,0.0,11.304909706115724,10.981911659240724,4.516215801239014,69660,0.0,
1980-06-18 00:00:00+00:00,0.0,10.55124855041504,10.228252410888672,4.206278324127197,87539,0.0,
1980-06-19 00:00:00+00:00,0.0,10.874245643615724,10.55124855041504,4.339107513427734,98917,0.0,
1980-06-20 00:00:00+00:00,0.0,11.197243690490724,10.874245643615724,4.471937656402588,83360,0.0,
1980-06-23 00:00:00+00:00,0.0,10.335917472839355,10.012920379638672,4.117724418640137,57121,0.0,
1980-06-24 00:00:00+00:00,0.0,10.874245643615724,10.55124855041504,4.339107513427734,72446,0.0,
1980-06-25 00:00:00+00:00,0.0,10.981911659240724,10.65891456604004,4.383382797241211,118886,0.0,
1980-06-26 00:00:00+00:00,0.0,10.981911659240724,10.65891456604004,4.383382797241211,63158,0.0,
1980-06-27 00:00:00+00:00,0.0,11.412574768066406,11.089577674865724,4.560491561889648,104490,0.0,
1980-06-30 00:00:00+00:00,0.0,11.197243690490724,10.874245643615724,4.471937656402588,103793,0.0,
1980-07-01 00:00:00+00:00,0.0,11.304909706115724,10.981911659240724,4.516215801239014,66874,0.0,
1980-07-02 00:00:00+00:00,0.0,11.304909706115724,10.981911659240724,4.516215801239014,110759,0.0,
