date,JPM_Open,JPM_High,JPM_Low,JPM_Close,JPM_Volume,JPM_Dividends,JPM_Stock Splits
1980-03-17 00:00:00+00:00,0.0,5.129630088806152,5.018518924713135,1.071496605873108,62775,0.0,
1980-03-18 00:00:00+00:00,0.0,5.111111164093018,5.037036895751953,1.0793746709823608,64125,0.0,
1980-03-19 00:00:00+00:00,0.0,5.1666669845581055,5.111111164093018,1.0951331853866575,40500,0.0,
1980-03-20 00:00:00+00:00,0.0,5.148148059844971,5.092593193054199,1.0872538089752195,18900,0.0,
1980-03-21 00:00:00+00:00,0.0,5.222221851348877,5.111111164093018,1.1108896732330322,97200,0.0,
1980-03-24 00:00:00+00:00,0.0,5.185184955596924,5.092593193054199,1.08331561088562,90450,0.0,
1980-03-25 00:00:00+00:00,0.0,5.111111164093018,5.055555820465088,1.0793746709823608,72225,0.0,
1980-03-26 00:00:00+00:00,0.0,5.148148059844971,5.037036895751953,1.0872538089752195,31725,0.0,
1980-03-27 00:00:00+00:00,0.0,5.092593193054199,4.925926208496094,1.0793746709823608,62100,0.0,
1980-03-28 00:00:00+00:00,0.0,5.074073791503906,4.925926208496094,1.0675575733184814,84375,0.0,
1980-03-31 00:00:00+00:00,0.0,5.185184955596924,5.074073791503906,1.0990720987319946,55350,0.0,
1980-04-01 00:00:00+00:00,0.0,5.259259223937988,5.074073791503906,1.0872538089752195,126225,0.0,
1980-04-02 00:00:00+00:00,0.0,5.296296119689941,5.148148059844971,1.1266469955444336,58725,0.0,
1980-04-03 00:00:00+00:00,0.0,5.555555820465088,5.407406806945801,1.169979691505432,311175,0.0,
1980-04-07 00:00:00+00:00,0.0,5.629630088806152,5.481481075286865,1.177857518196106,115425,0.0,
1980-04-08 00:00:00+00:00,0.0,5.5,5.444444179534912,1.158161759376526,218025,0.0,
1980-04-09 00:00:00+00:00,0.0,5.407406806945801,5.259259223937988,1.1424047946929932,181575,0.0,
1980-04-10 00:00:00+00:00,0.0,5.518518924713135,5.370369911193848,1.1660404205322266,191700,0.0,
1980-04-11 00:00:00+00:00,0.0,5.592593193054199,5.462963104248047,1.1660404205322266,112050,0.0,
1980-04-14 00:00:00+00:00,0.0,5.481481075286865,5.425926208496094,1.162101149559021,18900,0.0,
1980-04-15 00:00:00+00:00,0.0,5.425926208496094,5.333333015441895,1.1345257759094238,63450,0.0,
1980-04-16 00:00:00+00:00,0.0,5.425926208496094,5.370369911193848,1.154222011566162,30375,0.0,
1980-04-17 00:00:00+00:00,0.0,5.388888835906982,5.314815044403076,1.1345257759094238,43875,0.0,
1980-04-18 00:00:00+00:00,0.0,5.388888835906982,5.296296119689941,1.1266469955444336,27675,0.0,
1980-04-21 00:00:00+00:00,0.0,5.277778148651123,5.111111164093018,1.0990720987319946,83700,0.0,
1980-04-22 00:00:00+00:00,0.0,5.333333015441895,5.111111164093018,1.1345257759094238,122850,0.0,
1980-04-23 00:00:00+00:00,0.0,5.333333015441895,5.203703880310059,1.1345257759094238,132300,0.0,
1980-04-24 00:00:00+00:00,0.0,5.333333015441895,5.222221851348877,1.1266469955444336,209250,0.0,
1980-04-25 00:00:00+00:00,0.0,5.277778148651123,5.203703880310059,1.1108896732330322,21600,0.0,
1980-04-28 00:00:00+00:00,0.0,5.370369911193848,5.277778148651123,1.1345257759094238,141750,0.0,
1980-04-29 00:00:00+00:00,0.0,5.370369911193848,5.314815044403076,1.1384652853012085,45225,0.0,
1980-04-30 00:00:00+00:00,0.0,5.425926208496094,5.296296119689941,1.150282859802246,85050,0.0,
1980-05-01 00:00:00+00:00,0.0,5.537036895751953,5.425926208496094,1.169979691505432,48600,0.0,
1980-05-02 00:00:00+00:00,0.0,5.592593193054199,5.462963104248047,1.1817972660064695,49950,0.0,
1980-05-05 00:00:00+00:00,0.0,5.851851940155029,5.629630088806152,1.2448278665542605,621675,0.0,
