date,GBX_Open,GBX_High,GBX_Low,GBX_Close,GBX_Volume,GBX_Dividends,GBX_Stock Splits
1994-07-14 00:00:00+00:00,14.125,14.375,14.0,8.49642276763916,738900,0.0,
1994-07-15 00:00:00+00:00,14.125,14.125,14.0,8.27477741241455,106400,0.0,
1994-07-18 00:00:00+00:00,14.0,14.125,14.0,8.348658561706543,264000,0.0,
1994-07-19 00:00:00+00:00,14.125,14.125,14.0,8.348658561706543,87100,0.0,
1994-07-20 00:00:00+00:00,14.125,14.125,14.0,8.27477741241455,73600,0.0,
1994-07-21 00:00:00+00:00,14.125,15.125,14.125,8.49642276763916,255600,0.0,
1994-07-22 00:00:00+00:00,14.625,15.25,14.625,8.86583423614502,109100,0.0,
1994-07-25 00:00:00+00:00,15.0,15.25,14.875,9.013592720031738,149000,0.0,
1994-07-26 00:00:00+00:00,15.375,15.375,14.875,8.86583423614502,68100,0.0,
1994-07-27 00:00:00+00:00,15.125,15.25,15.0,8.939713478088379,38100,0.0,
1994-07-28 00:00:00+00:00,15.25,15.625,15.125,9.235244750976562,60300,0.0,
1994-07-29 00:00:00+00:00,15.75,16.25,15.375,9.456887245178224,60300,0.0,
1994-08-01 00:00:00+00:00,16.25,16.875,16.0,9.60464859008789,83500,0.0,
1994-08-02 00:00:00+00:00,16.5,16.875,16.375,9.90017795562744,108300,0.0,
1994-08-03 00:00:00+00:00,17.0,17.0,16.75,9.974059104919434,213300,0.0,
1994-08-04 00:00:00+00:00,17.0,17.0,16.125,9.678533554077148,62000,0.0,
1994-08-05 00:00:00+00:00,16.5,16.5,16.25,9.75241756439209,9600,0.0,
1994-08-08 00:00:00+00:00,16.5,16.5,15.875,9.60464859008789,13200,0.0,
1994-08-09 00:00:00+00:00,16.375,16.375,15.75,9.309124946594238,9100,0.0,
1994-08-10 00:00:00+00:00,15.875,16.75,15.875,9.90017795562744,25700,0.0,
1994-08-11 00:00:00+00:00,17.0,17.25,16.875,10.195706367492676,51700,0.0,
1994-08-12 00:00:00+00:00,17.375,17.875,17.125,10.565114974975586,23300,0.0,
1994-08-15 00:00:00+00:00,18.0,18.0,17.375,10.343473434448242,24600,0.0,
1994-08-16 00:00:00+00:00,17.875,18.5,17.75,10.63900375366211,35500,0.0,
1994-08-17 00:00:00+00:00,18.0,18.0,17.25,10.343473434448242,25900,0.0,
1994-08-18 00:00:00+00:00,17.625,18.0,17.5,10.491235733032228,12400,0.0,
1994-08-19 00:00:00+00:00,17.625,17.625,17.125,10.343473434448242,8600,0.0,
1994-08-22 00:00:00+00:00,17.5,17.5,16.75,10.047944068908691,27000,0.0,
1994-08-23 00:00:00+00:00,17.125,17.25,16.75,9.90017795562744,7700,0.0,
1994-08-24 00:00:00+00:00,16.875,16.875,16.75,9.974059104919434,19700,0.0,
1994-08-25 00:00:00+00:00,16.875,17.75,16.875,10.343473434448242,19500,0.0,
1994-08-26 00:00:00+00:00,17.5,17.5,16.75,10.047944068908691,12500,0.0,
1994-08-29 00:00:00+00:00,16.75,16.875,16.125,9.974059104919434,9600,0.0,
1994-08-30 00:00:00+00:00,17.0,17.25,16.75,10.047944068908691,16200,0.0,
1994-08-31 00:00:00+00:00,17.125,17.375,17.125,10.2695894241333,64800,0.0,
1994-09-01 00:00:00+00:00,17.375,17.375,16.875,10.047944068908691,54800,0.0,
1994-09-02 00:00:00+00:00,17.0,17.0,16.5,9.75241756439209,80300,0.0,
1994-09-06 00:00:00+00:00,16.25,16.875,16.25,9.974059104919434,12900,0.0,
1994-09-07 00:00:00+00:00,17.0,17.375,16.875,10.2695894241333,11100,0.0,
1994-09-08 00:00:00+00:00,17.25,17.875,17.25,10.565114974975586,32400,0.0,
1994-09-09 00:00:00+00:00,17.75,17.875,17.625,10.565114974975586,13100,0.0,
1994-09-12 00:00:00+00:00,17.75,18.125,17.5,10.63900375366211,43400,0.0,
1994-09-13 00:00:00+00:00,18.0,18.5,18.0,10.860645294189451,26500,0.0,
1994-09-14 00:00:00+00:00,18.375,18.375,17.875,10.860645294189451,44600,0.0,
1994-09-15 00:00:00+00:00,18.5,19.0,18.25,11.008408546447754,16600,0.0,
1994-09-16 00:00:00+00:00,18.5,18.75,18.5,11.008408546447754,9800,0.0,
1994-09-19 00:00:00+00:00,18.375,18.5,18.125,10.860645294189451,15900,0.0,
1994-09-20 00:00:00+00:00,18.125,18.375,18.125,10.786762237548828,5300,0.0,
1994-09-21 00:00:00+00:00,18.25,18.25,18.0,10.786762237548828,18900,0.0,
1994-09-22 00:00:00+00:00,18.375,18.375,18.125,10.712881088256836,9900,0.0,
1994-09-23 00:00:00+00:00,18.25,18.375,18.125,10.712881088256836,5200,0.0,
1994-09-26 00:00:00+00:00,18.0,18.25,18.0,10.63900375366211,22300,0.0,
1994-09-27 00:00:00+00:00,18.25,18.75,18.125,11.008408546447754,34900,0.0,
1994-09-28 00:00:00+00:00,18.5,18.875,18.5,11.156172752380373,12200,0.0,
1994-09-29 00:00:00+00:00,18.75,18.75,18.375,10.934521675109863,5100,0.0,
1994-09-30 00:00:00+00:00,18.75,18.75,18.375,11.008408546447754,5300,0.0,
1994-10-03 00:00:00+00:00,18.625,18.75,18.0,10.786762237548828,46700,0.0,
1994-10-04 00:00:00+00:00,18.25,18.375,18.0,10.712881088256836,3500,0.0,
1994-10-05 00:00:00+00:00,17.875,18.25,17.875,10.63900375366211,27300,0.0,
1994-10-06 00:00:00+00:00,17.875,18.25,17.875,10.712881088256836,4300,0.0,
1994-10-07 00:00:00+00:00,18.25,18.375,18.25,10.786762237548828,13200,0.0,
1994-10-10 00:00:00+00:00,18.25,18.25,18.125,10.712881088256836,21900,0.0,
1994-10-11 00:00:00+00:00,18.125,18.5,18.125,10.860645294189451,33300,0.0,
1994-10-12 00:00:00+00:00,18.5,18.5,18.25,10.934521675109863,21800,0.0,
1994-10-13 00:00:00+00:00,18.5,18.5,18.25,10.786762237548828,18800,0.0,
1994-10-14 00:00:00+00:00,18.25,18.5,18.25,10.860645294189451,8900,0.0,
1994-10-17 00:00:00+00:00,18.25,18.375,18.0,10.860645294189451,8100,0.0,
1994-10-18 00:00:00+00:00,18.375,18.5,18.125,10.934521675109863,3400,0.0,
1994-10-19 00:00:00+00:00,18.5,18.5,18.25,10.934521675109863,6000,0.0,
1994-10-20 00:00:00+00:00,18.625,18.875,18.625,11.082287788391112,11500,0.0,
1994-10-21 00:00:00+00:00,18.75,18.75,18.5,11.008408546447754,3100,0.0,
1994-10-24 00:00:00+00:00,18.75,18.75,18.625,11.008408546447754,900,0.0,
1994-10-25 00:00:00+00:00,18.375,18.75,18.125,10.712881088256836,9600,0.0,
1994-10-26 00:00:00+00:00,18.25,18.625,18.0,10.934521675109863,2400,0.0,
1994-10-27 00:00:00+00:00,18.625,18.75,18.375,11.082287788391112,4200,0.0,
1994-10-28 00:00:00+00:00,18.75,18.875,18.75,11.156172752380373,2600,0.0,
1994-10-31 00:00:00+00:00,18.875,19.5,18.875,11.377814292907717,65200,0.0,
1994-11-01 00:00:00+00:00,19.25,19.25,19.0,11.303936958312988,86800,0.0,
1994-11-02 00:00:00+00:00,19.125,19.125,18.75,11.082287788391112,16500,0.0,
1994-11-03 00:00:00+00:00,19.0,19.0,18.625,11.082287788391112,11100,0.0,
1994-11-04 00:00:00+00:00,18.75,18.75,18.75,11.082287788391112,4500,0.0,
1994-11-07 00:00:00+00:00,18.75,18.875,18.25,11.008408546447754,10800,0.0,
1994-11-08 00:00:00+00:00,18.625,18.625,18.5,11.008408546447754,9600,0.0,
1994-11-09 00:00:00+00:00,18.625,18.625,18.5,10.934521675109863,2500,0.0,
1994-11-10 00:00:00+00:00,18.5,18.875,18.5,11.008408546447754,20500,0.0,
1994-11-11 00:00:00+00:00,18.625,18.625,17.5,10.63900375366211,42200,0.0,
1994-11-14 00:00:00+00:00,18.125,18.375,18.125,10.860645294189451,13800,0.0,
1994-11-15 00:00:00+00:00,18.25,18.5,18.125,10.934521675109863,7600,0.0,
1994-11-16 00:00:00+00:00,18.625,18.625,18.625,11.008408546447754,6800,0.0,
1994-11-17 00:00:00+00:00,18.25,18.375,18.125,10.747503280639648,7400,0.06,
1994-11-18 00:00:00+00:00,18.375,18.75,18.125,10.747503280639648,7100,0.0,
1994-11-21 00:00:00+00:00,18.375,18.375,17.625,10.525138854980469,3400,0.0,
1994-11-22 00:00:00+00:00,17.75,18.0,17.0,10.08041763305664,16800,0.0,
1994-11-23 00:00:00+00:00,17.0,17.25,16.5,9.932175636291504,18200,0.0,
1994-11-25 00:00:00+00:00,16.625,16.875,16.625,10.006296157836914,2400,0.0,
1994-11-28 00:00:00+00:00,16.875,16.875,16.75,10.006296157836914,14400,0.0,
1994-11-29 00:00:00+00:00,16.75,16.75,16.75,9.932175636291504,100,0.0,
1994-11-30 00:00:00+00:00,16.875,16.875,16.375,9.858055114746094,3500,0.0,
1994-12-01 00:00:00+00:00,16.375,16.5,15.875,9.413328170776367,18800,0.0,
1994-12-02 00:00:00+00:00,15.75,15.75,15.375,9.116847038269045,7000,0.0,
1994-12-05 00:00:00+00:00,15.375,15.375,14.75,8.894484519958496,25900,0.0,
1994-12-06 00:00:00+00:00,14.875,15.25,14.875,8.894484519958496,24300,0.0,
1994-12-07 00:00:00+00:00,14.875,14.875,14.25,8.523880004882812,84400,0.0,
1994-12-08 00:00:00+00:00,14.5,14.75,14.5,8.598002433776855,58700,0.0,
1994-12-09 00:00:00+00:00,14.5,14.625,14.5,8.672121047973633,16300,0.0,
1994-12-12 00:00:00+00:00,14.875,15.0,14.75,8.74624252319336,14900,0.0,
1994-12-13 00:00:00+00:00,14.75,15.25,14.75,9.042724609375,16400,0.0,
1994-12-14 00:00:00+00:00,15.25,15.5,15.0,9.190969467163086,40600,0.0,
1994-12-15 00:00:00+00:00,15.5,15.75,15.375,9.33920955657959,12500,0.0,
1994-12-16 00:00:00+00:00,15.75,16.0,15.75,9.413328170776367,2800,0.0,
1994-12-19 00:00:00+00:00,15.875,15.875,15.875,9.413328170776367,2100,0.0,
1994-12-20 00:00:00+00:00,15.75,16.0,15.625,9.487451553344728,4600,0.0,
1994-12-21 00:00:00+00:00,16.0,16.0,15.875,9.413328170776367,3900,0.0,
1994-12-22 00:00:00+00:00,15.75,16.0,15.5,9.413328170776367,12000,0.0,
1994-12-23 00:00:00+00:00,15.75,16.0,15.75,9.413328170776367,14500,0.0,
1994-12-27 00:00:00+00:00,15.75,15.875,15.75,9.413328170776367,2100,0.0,
1994-12-28 00:00:00+00:00,15.75,16.125,15.75,9.561573028564451,2700,0.0,
1994-12-29 00:00:00+00:00,16.25,16.5,16.25,9.635690689086914,8900,0.0,
1994-12-30 00:00:00+00:00,16.375,16.5,16.375,9.78393840789795,10000,0.0,
1995-01-03 00:00:00+00:00,16.5,16.5,16.375,9.78393840789795,3300,0.0,
1995-01-04 00:00:00+00:00,16.5,16.625,16.5,9.858055114746094,4500,0.0,
1995-01-05 00:00:00+00:00,16.75,16.75,16.625,9.858055114746094,2000,0.0,
1995-01-06 00:00:00+00:00,16.5,16.5,16.375,9.78393840789795,1600,0.0,
1995-01-09 00:00:00+00:00,16.625,16.75,16.375,9.78393840789795,58100,0.0,
1995-01-10 00:00:00+00:00,16.75,17.0,16.5,10.08041763305664,11500,0.0,
1995-01-11 00:00:00+00:00,17.0,17.25,17.0,10.08041763305664,8400,0.0,
1995-01-12 00:00:00+00:00,17.0,17.25,17.0,10.154539108276367,9400,0.0,
1995-01-13 00:00:00+00:00,17.125,17.375,17.125,10.302778244018556,2000,0.0,
1995-01-16 00:00:00+00:00,17.125,17.75,17.125,10.525138854980469,11600,0.0,
1995-01-17 00:00:00+00:00,17.5,17.625,17.375,10.302778244018556,2000,0.0,
1995-01-18 00:00:00+00:00,17.25,17.375,17.25,10.338480949401855,500,0.06,
1995-01-19 00:00:00+00:00,17.625,17.625,17.375,10.338480949401855,1600,0.0,
1995-01-20 00:00:00+00:00,17.25,17.25,17.125,10.189726829528809,2500,0.0,
1995-01-23 00:00:00+00:00,17.0,17.25,17.0,10.189726829528809,6600,0.0,
1995-01-24 00:00:00+00:00,17.125,17.125,16.875,10.040968894958496,6300,0.0,
1995-01-25 00:00:00+00:00,17.0,17.0,16.5,9.817841529846191,12400,0.0,
1995-01-26 00:00:00+00:00,16.75,17.0,16.75,10.040968894958496,3800,0.0,
1995-01-27 00:00:00+00:00,16.75,16.75,16.75,9.966591835021973,400,0.0,
1995-01-30 00:00:00+00:00,16.875,16.875,16.25,9.817841529846191,4200,0.0,
1995-01-31 00:00:00+00:00,16.375,16.375,16.375,9.743462562561035,300,0.0,
1995-02-01 00:00:00+00:00,16.375,16.375,16.125,9.66908073425293,600,0.0,
1995-02-02 00:00:00+00:00,16.375,16.625,16.25,9.89221477508545,35200,0.0,
1995-02-03 00:00:00+00:00,16.375,16.75,16.375,9.89221477508545,2800,0.0,
1995-02-06 00:00:00+00:00,16.5,17.0,16.5,10.040968894958496,12000,0.0,
1995-02-07 00:00:00+00:00,16.875,16.875,16.75,9.966591835021973,6800,0.0,
1995-02-08 00:00:00+00:00,16.5,16.5,16.25,9.66908073425293,1100,0.0,
1995-02-09 00:00:00+00:00,16.5,16.5,16.5,9.817841529846191,13500,0.0,
1995-02-10 00:00:00+00:00,16.375,16.375,16.125,9.59470558166504,1400,0.0,
1995-02-13 00:00:00+00:00,16.25,16.375,16.25,9.743462562561035,1600,0.0,
1995-02-14 00:00:00+00:00,16.375,16.375,16.0,9.52032470703125,2900,0.0,
1995-02-15 00:00:00+00:00,16.0,16.0,15.875,9.52032470703125,7900,0.0,
1995-02-16 00:00:00+00:00,15.75,15.875,15.625,9.44594955444336,1300,0.0,
1995-02-17 00:00:00+00:00,15.5,15.5,15.125,8.999683380126953,79500,0.0,
1995-02-21 00:00:00+00:00,15.125,15.375,15.0,8.925307273864746,9100,0.0,
1995-02-22 00:00:00+00:00,15.0,15.5,15.0,9.222819328308104,11100,0.0,
1995-02-23 00:00:00+00:00,15.75,15.875,15.5,9.44594955444336,4000,0.0,
1995-02-24 00:00:00+00:00,15.875,16.25,15.75,9.66908073425293,3600,0.0,
1995-02-27 00:00:00+00:00,16.0,16.0,15.75,9.37157154083252,2700,0.0,
