date,DIN_Open,DIN_High,DIN_Low,DIN_Close,DIN_Volume,DIN_Dividends,DIN_Stock Splits
1991-07-12 00:00:00+00:00,5.0,5.0625,4.9375,2.684541702270508,6450000,0.0,
1991-07-15 00:00:00+00:00,5.0,5.125,5.0,2.718100547790528,1151400,0.0,
1991-07-16 00:00:00+00:00,5.125,5.5,5.0625,2.8523263931274414,722800,0.0,
1991-07-17 00:00:00+00:00,5.25,5.375,5.25,2.885882616043091,762800,0.0,
1991-07-18 00:00:00+00:00,5.1875,5.375,5.1875,2.8523263931274414,876800,0.0,
1991-07-19 00:00:00+00:00,5.125,5.375,5.125,2.8187694549560547,496200,0.0,
1991-07-22 00:00:00+00:00,5.25,5.25,5.0,2.684541702270508,153200,0.0,
1991-07-23 00:00:00+00:00,5.0625,5.125,5.0,2.684541702270508,259600,0.0,
1991-07-24 00:00:00+00:00,5.0625,5.0625,5.0,2.684541702270508,719600,0.0,
1991-07-25 00:00:00+00:00,5.125,5.125,5.0625,2.7516560554504395,91200,0.0,
1991-07-26 00:00:00+00:00,5.1875,5.25,5.125,2.8187694549560547,548800,0.0,
1991-07-29 00:00:00+00:00,5.25,5.25,5.1875,2.785212516784668,215200,0.0,
1991-07-30 00:00:00+00:00,5.25,5.375,5.1875,2.885882616043091,403000,0.0,
1991-07-31 00:00:00+00:00,5.5,5.5,5.3125,2.8523263931274414,534200,0.0,
1991-08-01 00:00:00+00:00,5.4375,5.4375,5.1875,2.8187694549560547,677400,0.0,
1991-08-02 00:00:00+00:00,5.3125,5.375,4.9375,2.650986433029175,569000,0.0,
1991-08-05 00:00:00+00:00,5.0,5.125,5.0,2.718100547790528,492600,0.0,
1991-08-06 00:00:00+00:00,5.0,5.125,5.0,2.684541702270508,148200,0.0,
1991-08-07 00:00:00+00:00,5.0,5.125,5.0,2.7516560554504395,238400,0.0,
1991-08-08 00:00:00+00:00,5.0,5.0625,5.0,2.684541702270508,353200,0.0,
1991-08-09 00:00:00+00:00,5.0,5.125,5.0,2.7516560554504395,122800,0.0,
1991-08-12 00:00:00+00:00,5.125,5.125,5.0,2.718100547790528,23000,0.0,
1991-08-13 00:00:00+00:00,5.125,5.125,5.0625,2.7516560554504395,173800,0.0,
1991-08-14 00:00:00+00:00,5.125,5.1875,5.0625,2.7516560554504395,599600,0.0,
1991-08-15 00:00:00+00:00,5.125,5.1875,5.0625,2.7516560554504395,79800,0.0,
1991-08-16 00:00:00+00:00,5.25,5.25,5.125,2.7516560554504395,93000,0.0,
1991-08-19 00:00:00+00:00,4.9375,5.0625,4.6875,2.650986433029175,460400,0.0,
1991-08-20 00:00:00+00:00,4.9375,5.125,4.9375,2.7516560554504395,558600,0.0,
1991-08-21 00:00:00+00:00,5.0625,5.3125,5.0625,2.8523263931274414,212200,0.0,
1991-08-22 00:00:00+00:00,5.1875,5.375,5.1875,2.8523263931274414,471800,0.0,
1991-08-23 00:00:00+00:00,5.375,5.5625,5.25,2.919440746307373,767600,0.0,
1991-08-26 00:00:00+00:00,5.5625,5.6875,5.4375,2.9865548610687256,774800,0.0,
1991-08-27 00:00:00+00:00,5.6875,5.9375,5.5625,3.154337167739868,373000,0.0,
1991-08-28 00:00:00+00:00,5.9375,6.625,5.875,3.489906072616577,1031400,0.0,
1991-08-29 00:00:00+00:00,6.6875,6.6875,6.25,3.4563496112823486,365400,0.0,
1991-08-30 00:00:00+00:00,6.5,6.6875,6.25,3.590576171875,327200,0.0,
1991-09-03 00:00:00+00:00,6.6875,6.6875,6.375,3.5234618186950684,214200,0.0,
1991-09-04 00:00:00+00:00,6.5,6.5,6.25,3.4563496112823486,219400,0.0,
1991-09-05 00:00:00+00:00,6.4375,6.5625,6.25,3.5234618186950684,456600,0.0,
1991-09-06 00:00:00+00:00,6.5625,6.625,6.5,3.557018518447876,76600,0.0,
1991-09-09 00:00:00+00:00,6.6875,6.6875,6.5,3.557018518447876,65000,0.0,
1991-09-10 00:00:00+00:00,6.6875,6.6875,6.3125,3.489906072616577,354400,0.0,
1991-09-11 00:00:00+00:00,6.5625,6.5625,6.4375,3.5234618186950684,100200,0.0,
1991-09-12 00:00:00+00:00,6.5625,6.625,6.5625,3.557018518447876,10400,0.0,
1991-09-13 00:00:00+00:00,6.5625,6.75,6.5625,3.557018518447876,177400,0.0,
1991-09-16 00:00:00+00:00,6.6875,6.75,6.625,3.557018518447876,42200,0.0,
1991-09-17 00:00:00+00:00,6.75,6.75,6.5625,3.590576171875,486400,0.0,
1991-09-18 00:00:00+00:00,6.75,6.75,6.625,3.557018518447876,72200,0.0,
1991-09-19 00:00:00+00:00,6.5625,6.875,6.5625,3.691246271133423,445400,0.0,
1991-09-20 00:00:00+00:00,6.875,7.125,6.6875,3.791916847229004,124400,0.0,
1991-09-23 00:00:00+00:00,7.0625,7.1875,7.0,3.8254740238189697,181200,0.0,
1991-09-24 00:00:00+00:00,7.1875,7.5625,7.1875,3.993256330490112,251200,0.0,
1991-09-25 00:00:00+00:00,7.5,7.5,7.0625,3.9597008228302,372600,0.0,
1991-09-26 00:00:00+00:00,7.375,7.375,7.25,3.926142930984497,14200,0.0,
1991-09-27 00:00:00+00:00,7.3125,7.3125,6.5,3.6241323947906494,342200,0.0,
1991-09-30 00:00:00+00:00,6.75,6.75,6.625,3.6241323947906494,233400,0.0,
1991-10-01 00:00:00+00:00,6.75,6.8125,6.625,3.557018518447876,9800,0.0,
1991-10-02 00:00:00+00:00,6.6875,6.6875,6.5,3.5234618186950684,17400,0.0,
1991-10-03 00:00:00+00:00,6.5,6.625,6.5,3.557018518447876,7400,0.0,
1991-10-04 00:00:00+00:00,6.625,7.0625,6.625,3.691246271133423,261200,0.0,
1991-10-07 00:00:00+00:00,6.9375,7.0,6.5625,3.5234618186950684,195800,0.0,
1991-10-08 00:00:00+00:00,6.6875,6.6875,6.375,3.5234618186950684,69000,0.0,
1991-10-09 00:00:00+00:00,6.625,6.625,6.375,3.4563496112823486,201000,0.0,
1991-10-10 00:00:00+00:00,6.4375,6.4375,6.3125,3.4563496112823486,158400,0.0,
1991-10-11 00:00:00+00:00,6.5625,6.8125,6.5,3.657689094543457,159400,0.0,
1991-10-14 00:00:00+00:00,6.8125,6.875,6.625,3.691246271133423,47600,0.0,
1991-10-15 00:00:00+00:00,6.875,6.9375,6.75,3.7248032093048096,161800,0.0,
1991-10-16 00:00:00+00:00,7.0,7.0625,6.8125,3.791916847229004,219000,0.0,
1991-10-17 00:00:00+00:00,7.0,7.0625,6.9375,3.758359432220459,226400,0.0,
1991-10-18 00:00:00+00:00,7.0625,7.0625,6.875,3.7248032093048096,180600,0.0,
1991-10-21 00:00:00+00:00,7.0,7.0,6.6875,3.590576171875,71800,0.0,
1991-10-22 00:00:00+00:00,6.875,6.875,6.6875,3.691246271133423,8600,0.0,
1991-10-23 00:00:00+00:00,6.875,6.875,6.75,3.657689094543457,20400,0.0,
1991-10-24 00:00:00+00:00,6.8125,6.875,6.6875,3.657689094543457,69200,0.0,
1991-10-25 00:00:00+00:00,6.8125,6.8125,6.5625,3.590576171875,64800,0.0,
1991-10-28 00:00:00+00:00,6.6875,6.6875,6.5625,3.590576171875,17000,0.0,
1991-10-29 00:00:00+00:00,6.6875,6.75,6.5625,3.6241323947906494,71200,0.0,
1991-10-30 00:00:00+00:00,6.75,6.75,6.625,3.557018518447876,266200,0.0,
1991-10-31 00:00:00+00:00,6.75,7.1875,6.6875,3.791916847229004,1216800,0.0,
1991-11-01 00:00:00+00:00,7.0,7.0625,6.625,3.657689094543457,718400,0.0,
1991-11-04 00:00:00+00:00,6.8125,6.8125,6.625,3.590576171875,1764200,0.0,
1991-11-05 00:00:00+00:00,6.625,6.8125,6.625,3.590576171875,474000,0.0,
1991-11-06 00:00:00+00:00,6.8125,6.8125,6.6875,3.657689094543457,117000,0.0,
1991-11-07 00:00:00+00:00,6.8125,7.0625,6.6875,3.691246271133423,100400,0.0,
1991-11-08 00:00:00+00:00,6.9375,6.9375,6.75,3.691246271133423,407200,0.0,
1991-11-11 00:00:00+00:00,6.9375,6.9375,6.75,3.6241323947906494,320800,0.0,
1991-11-12 00:00:00+00:00,6.875,6.875,6.75,3.691246271133423,246600,0.0,
1991-11-13 00:00:00+00:00,6.625,6.8125,6.5625,3.5234618186950684,102600,0.0,
1991-11-14 00:00:00+00:00,6.5625,6.6875,6.25,3.3892335891723637,696400,0.0,
1991-11-15 00:00:00+00:00,6.375,6.5,6.1875,3.32212233543396,154600,0.0,
1991-11-18 00:00:00+00:00,6.3125,6.3125,6.125,3.3892335891723637,227600,0.0,
1991-11-19 00:00:00+00:00,6.3125,6.3125,5.8125,3.1878950595855717,306800,0.0,
1991-11-20 00:00:00+00:00,5.9375,5.9375,5.8125,3.154337167739868,232200,0.0,
1991-11-21 00:00:00+00:00,5.9375,5.9375,5.8125,3.1878950595855717,234400,0.0,
1991-11-22 00:00:00+00:00,5.9375,5.9375,5.8125,3.12078070640564,16400,0.0,
1991-11-25 00:00:00+00:00,5.8125,5.9375,5.6875,3.053666830062866,166600,0.0,
1991-11-26 00:00:00+00:00,5.6875,5.875,5.6875,3.12078070640564,257200,0.0,
1991-11-27 00:00:00+00:00,5.875,5.875,5.75,3.12078070640564,44800,0.0,
1991-11-29 00:00:00+00:00,5.75,5.875,5.75,3.154337167739868,31000,0.0,
1991-12-02 00:00:00+00:00,5.875,6.375,5.8125,3.4227919578552246,167800,0.0,
1991-12-03 00:00:00+00:00,6.5,6.5,6.1875,3.355676889419556,127800,0.0,
1991-12-04 00:00:00+00:00,6.3125,6.4375,6.25,3.4563496112823486,408200,0.0,
1991-12-05 00:00:00+00:00,6.4375,6.6875,6.375,3.5234618186950684,111800,0.0,
1991-12-06 00:00:00+00:00,6.6875,6.75,6.5625,3.6241323947906494,135200,0.0,
1991-12-09 00:00:00+00:00,6.75,6.75,6.5625,3.590576171875,104800,0.0,
1991-12-10 00:00:00+00:00,6.625,6.6875,6.5,3.557018518447876,59800,0.0,
1991-12-11 00:00:00+00:00,6.625,6.625,6.5,3.489906072616577,35800,0.0,
1991-12-12 00:00:00+00:00,6.5,6.5625,6.4375,3.4563496112823486,92800,0.0,
1991-12-13 00:00:00+00:00,6.4375,6.625,6.4375,3.5234618186950684,118400,0.0,
1991-12-16 00:00:00+00:00,6.5625,6.6875,6.5,3.590576171875,81000,0.0,
1991-12-17 00:00:00+00:00,6.6875,6.6875,6.4375,3.489906072616577,72200,0.0,
1991-12-18 00:00:00+00:00,6.3125,6.4375,6.25,3.4563496112823486,40400,0.0,
1991-12-19 00:00:00+00:00,6.375,6.375,6.25,3.4227919578552246,27000,0.0,
1991-12-20 00:00:00+00:00,6.5,6.5,6.3125,3.489906072616577,58200,0.0,
1991-12-23 00:00:00+00:00,6.4375,6.4375,6.3125,3.4563496112823486,580800,0.0,
1991-12-24 00:00:00+00:00,6.4375,6.5625,6.375,3.5234618186950684,285400,0.0,
1991-12-26 00:00:00+00:00,6.4375,6.875,6.4375,3.6241323947906494,308400,0.0,
1991-12-27 00:00:00+00:00,6.875,6.9375,6.75,3.657689094543457,473200,0.0,
1991-12-30 00:00:00+00:00,7.0,7.0,6.8125,3.758359432220459,333800,0.0,
1991-12-31 00:00:00+00:00,7.0,7.375,7.0,3.8925869464874263,482600,0.0,
1992-01-02 00:00:00+00:00,7.375,7.375,7.0625,3.791916847229004,212800,0.0,
1992-01-03 00:00:00+00:00,7.1875,7.5,7.125,3.9597008228302,512400,0.0,
1992-01-06 00:00:00+00:00,7.5625,7.75,7.4375,4.127483367919922,392200,0.0,
1992-01-07 00:00:00+00:00,7.625,7.75,7.625,4.161040782928467,141400,0.0,
1992-01-08 00:00:00+00:00,7.5625,7.75,7.5,4.127483367919922,442000,0.0,
1992-01-09 00:00:00+00:00,7.5625,7.875,7.5625,4.228156089782715,283200,0.0,
1992-01-10 00:00:00+00:00,7.875,8.0625,7.75,4.261710166931152,593800,0.0,
1992-01-13 00:00:00+00:00,7.9375,8.75,7.875,4.563722610473633,367000,0.0,
1992-01-14 00:00:00+00:00,8.5625,8.625,8.3125,4.630836009979248,484400,0.0,
1992-01-15 00:00:00+00:00,8.625,8.875,8.5625,4.765062808990479,682200,0.0,
1992-01-16 00:00:00+00:00,8.875,8.9375,8.5,4.630836009979248,516600,0.0,
1992-01-17 00:00:00+00:00,8.625,8.625,8.4375,4.597280979156494,221800,0.0,
1992-01-20 00:00:00+00:00,8.625,8.625,8.5,4.597280979156494,33800,0.0,
1992-01-21 00:00:00+00:00,8.4375,8.5625,8.125,4.463052272796631,242200,0.0,
1992-01-22 00:00:00+00:00,8.25,8.3125,8.125,4.4294962882995605,34400,0.0,
1992-01-23 00:00:00+00:00,8.3125,8.5625,8.3125,4.496609210968018,880200,0.0,
1992-01-24 00:00:00+00:00,8.3125,8.4375,8.25,4.463052272796631,114800,0.0,
1992-01-27 00:00:00+00:00,8.4375,8.4375,8.25,4.530165195465088,43600,0.0,
1992-01-28 00:00:00+00:00,8.4375,8.4375,7.75,4.261710166931152,428400,0.0,
1992-01-29 00:00:00+00:00,8.0625,8.375,8.0625,4.496609210968018,340800,0.0,
1992-01-30 00:00:00+00:00,8.3125,8.8125,8.3125,4.630836009979248,812800,0.0,
1992-01-31 00:00:00+00:00,8.5,8.625,8.4375,4.530165195465088,541000,0.0,
1992-02-03 00:00:00+00:00,8.4375,8.5625,8.375,4.597280979156494,81800,0.0,
1992-02-04 00:00:00+00:00,8.5625,8.75,8.5,4.697948455810547,118000,0.0,
1992-02-05 00:00:00+00:00,8.875,9.625,8.75,5.100631713867188,473400,0.0,
1992-02-06 00:00:00+00:00,9.5625,10.125,9.4375,5.234857082366943,437000,0.0,
1992-02-07 00:00:00+00:00,9.75,9.8125,9.375,5.134187698364258,500400,0.0,
1992-02-10 00:00:00+00:00,9.5,9.625,9.4375,5.167742729187012,242000,0.0,
