date,IDN_Open,IDN_High,IDN_Low,IDN_Close,IDN_Volume,IDN_Dividends,IDN_Stock Splits
2007-11-21 00:00:00+00:00,26.399999618530277,31.200000762939453,26.15999984741211,30.31999969482422,9575,,
2007-11-23 00:00:00+00:00,30.15999984741211,30.399999618530277,29.36000061035156,29.600000381469727,1788,,
2007-11-26 00:00:00+00:00,30.15999984741211,30.15999984741211,29.1200008392334,29.36000061035156,1588,,
2007-11-27 00:00:00+00:00,28.63999938964844,29.36000061035156,28.399999618530277,29.36000061035156,2988,,
2007-11-28 00:00:00+00:00,28.71999931335449,28.71999931335449,26.559999465942383,28.71999931335449,3813,,
2007-11-29 00:00:00+00:00,28.0,28.0,26.559999465942383,27.68000030517578,1538,,
2007-11-30 00:00:00+00:00,27.600000381469727,28.31999969482422,26.71999931335449,28.0,6938,,
2007-12-03 00:00:00+00:00,28.0,28.799999237060547,27.200000762939453,27.920000076293945,1075,,
2007-12-04 00:00:00+00:00,27.200000762939453,28.399999618530277,26.399999618530277,26.63999938964844,1450,,
2007-12-05 00:00:00+00:00,26.799999237060547,26.799999237060547,24.799999237060547,25.600000381469727,1938,,
2007-12-06 00:00:00+00:00,25.280000686645508,25.600000381469727,24.799999237060547,25.200000762939453,1438,,
2007-12-07 00:00:00+00:00,25.920000076293945,26.71999931335449,25.920000076293945,26.399999618530277,525,,
2007-12-10 00:00:00+00:00,26.71999931335449,26.71999931335449,24.799999237060547,26.0,1413,,
2007-12-11 00:00:00+00:00,26.63999938964844,26.63999938964844,25.040000915527344,25.920000076293945,1188,,
2007-12-12 00:00:00+00:00,23.68000030517578,26.0,23.68000030517578,25.200000762939453,6425,,
2007-12-13 00:00:00+00:00,26.71999931335449,28.799999237060547,24.8799991607666,27.36000061035156,3763,,
2007-12-14 00:00:00+00:00,28.399999618530277,30.0,27.520000457763672,28.559999465942383,3125,,
2007-12-17 00:00:00+00:00,27.68000030517578,29.84000015258789,27.520000457763672,28.799999237060547,2513,,
2007-12-18 00:00:00+00:00,28.799999237060547,29.600000381469727,28.71999931335449,28.799999237060547,725,,
2007-12-19 00:00:00+00:00,29.280000686645508,31.520000457763672,28.07999992370605,28.959999084472656,6863,,
2007-12-20 00:00:00+00:00,28.559999465942383,29.36000061035156,27.76000022888184,29.36000061035156,1850,,
2007-12-21 00:00:00+00:00,29.36000061035156,29.600000381469727,24.15999984741211,28.399999618530277,2363,,
2007-12-24 00:00:00+00:00,30.0,30.0,24.799999237060547,28.0,5688,,
2007-12-26 00:00:00+00:00,26.559999465942383,28.0,25.600000381469727,26.71999931335449,2238,,
2007-12-27 00:00:00+00:00,26.399999618530277,27.600000381469727,24.8799991607666,27.1200008392334,3988,,
2007-12-28 00:00:00+00:00,27.1200008392334,28.0,26.399999618530277,27.200000762939453,9175,,
2007-12-31 00:00:00+00:00,26.799999237060547,29.200000762939453,24.8799991607666,25.440000534057617,8900,,
2008-01-02 00:00:00+00:00,24.8799991607666,25.600000381469727,24.8799991607666,25.1200008392334,1200,,
2008-01-03 00:00:00+00:00,26.0,26.07999992370605,24.8799991607666,24.8799991607666,588,,
2008-01-04 00:00:00+00:00,27.1200008392334,27.1200008392334,24.799999237060547,25.440000534057617,2375,,
2008-01-07 00:00:00+00:00,25.68000030517578,26.479999542236328,24.8799991607666,25.68000030517578,375,,
2008-01-08 00:00:00+00:00,25.200000762939453,26.399999618530277,24.8799991607666,26.15999984741211,1813,,
2008-01-09 00:00:00+00:00,24.8799991607666,25.600000381469727,24.799999237060547,24.799999237060547,1588,,
2008-01-10 00:00:00+00:00,24.799999237060547,25.36000061035156,24.399999618530277,25.36000061035156,2900,,
2008-01-11 00:00:00+00:00,24.8799991607666,24.8799991607666,23.200000762939453,23.200000762939453,2225,,
2008-01-14 00:00:00+00:00,23.600000381469727,24.399999618530277,22.399999618530277,23.200000762939453,1213,,
2008-01-15 00:00:00+00:00,24.15999984741211,25.600000381469727,23.36000061035156,23.920000076293945,1950,,
2008-01-16 00:00:00+00:00,24.0,25.440000534057617,24.0,25.440000534057617,900,,
2008-01-17 00:00:00+00:00,25.68000030517578,26.399999618530277,24.479999542236328,25.600000381469727,1713,,
2008-01-18 00:00:00+00:00,26.0,26.0,24.0,25.200000762939453,1825,,
2008-01-22 00:00:00+00:00,22.959999084472656,25.200000762939453,22.959999084472656,25.200000762939453,2700,,
2008-01-23 00:00:00+00:00,23.76000022888184,24.63999938964844,23.280000686645508,23.440000534057617,1438,,
2008-01-24 00:00:00+00:00,24.07999992370605,24.399999618530277,21.440000534057617,23.280000686645508,1813,,
2008-01-25 00:00:00+00:00,24.0,25.600000381469727,23.200000762939453,25.600000381469727,1500,,
2008-01-28 00:00:00+00:00,24.15999984741211,25.600000381469727,23.200000762939453,25.600000381469727,950,,
2008-01-29 00:00:00+00:00,25.200000762939453,25.200000762939453,24.71999931335449,25.200000762939453,1363,,
2008-01-30 00:00:00+00:00,24.399999618530277,25.200000762939453,24.0,24.63999938964844,2838,,
2008-01-31 00:00:00+00:00,25.200000762939453,25.600000381469727,24.959999084472656,25.200000762939453,1775,,
2008-02-01 00:00:00+00:00,24.799999237060547,25.76000022888184,24.799999237060547,25.200000762939453,1438,,
2008-02-04 00:00:00+00:00,25.200000762939453,25.200000762939453,19.440000534057617,23.600000381469727,10438,,
2008-02-05 00:00:00+00:00,22.959999084472656,24.63999938964844,22.399999618530277,24.07999992370605,2625,,
2008-02-06 00:00:00+00:00,23.600000381469727,24.63999938964844,23.600000381469727,24.239999771118164,1825,,
2008-02-07 00:00:00+00:00,24.8799991607666,25.200000762939453,24.31999969482422,24.799999237060547,1963,,
2008-02-08 00:00:00+00:00,25.200000762939453,25.84000015258789,24.399999618530277,25.84000015258789,4275,,
2008-02-11 00:00:00+00:00,26.31999969482422,26.399999618530277,24.0,25.520000457763672,2475,,
2008-02-12 00:00:00+00:00,26.0,26.31999969482422,24.71999931335449,24.959999084472656,1600,,
2008-02-13 00:00:00+00:00,25.36000061035156,25.36000061035156,24.799999237060547,25.200000762939453,500,,
2008-02-14 00:00:00+00:00,26.399999618530277,26.399999618530277,24.07999992370605,24.399999618530277,4500,,
2008-02-15 00:00:00+00:00,24.8799991607666,25.200000762939453,24.31999969482422,24.559999465942383,725,,
2008-02-19 00:00:00+00:00,24.31999969482422,25.200000762939453,24.31999969482422,24.71999931335449,163,,
2008-02-20 00:00:00+00:00,24.31999969482422,25.200000762939453,24.31999969482422,25.200000762939453,1113,,
2008-02-21 00:00:00+00:00,24.399999618530277,24.71999931335449,24.0,24.559999465942383,1750,,
2008-02-22 00:00:00+00:00,25.520000457763672,25.520000457763672,23.920000076293945,25.200000762939453,638,,
2008-02-25 00:00:00+00:00,24.399999618530277,25.200000762939453,22.399999618530277,25.1200008392334,2950,,
2008-02-26 00:00:00+00:00,24.15999984741211,29.440000534057617,24.15999984741211,24.799999237060547,13350,,
2008-02-27 00:00:00+00:00,25.200000762939453,25.200000762939453,24.0,25.200000762939453,2475,,
2008-02-28 00:00:00+00:00,24.63999938964844,24.799999237060547,23.76000022888184,24.799999237060547,1225,,
2008-02-29 00:00:00+00:00,24.799999237060547,25.520000457763672,24.799999237060547,24.799999237060547,438,,
2008-03-03 00:00:00+00:00,24.15999984741211,27.200000762939453,23.76000022888184,27.200000762939453,5863,,
2008-03-04 00:00:00+00:00,26.799999237060547,26.799999237060547,23.76000022888184,26.559999465942383,1138,,
2008-03-05 00:00:00+00:00,26.0,26.0,24.799999237060547,26.0,1563,,
2008-03-06 00:00:00+00:00,25.600000381469727,26.31999969482422,25.520000457763672,26.239999771118164,275,,
2008-03-07 00:00:00+00:00,25.520000457763672,25.520000457763672,24.71999931335449,25.520000457763672,675,,
2008-03-10 00:00:00+00:00,24.71999931335449,25.520000457763672,24.63999938964844,25.440000534057617,788,,
2008-03-11 00:00:00+00:00,24.63999938964844,25.440000534057617,23.76000022888184,24.799999237060547,1413,,
2008-03-12 00:00:00+00:00,25.200000762939453,25.440000534057617,24.63999938964844,25.200000762939453,1038,,
2008-03-13 00:00:00+00:00,24.07999992370605,26.15999984741211,24.07999992370605,26.15999984741211,1125,,
2008-03-14 00:00:00+00:00,24.8799991607666,25.600000381469727,24.0,25.600000381469727,875,,
2008-03-17 00:00:00+00:00,25.520000457763672,26.239999771118164,25.440000534057617,26.239999771118164,963,,
2008-03-18 00:00:00+00:00,26.399999618530277,27.200000762939453,25.76000022888184,26.399999618530277,3350,,
2008-03-19 00:00:00+00:00,26.399999618530277,27.040000915527344,26.399999618530277,27.040000915527344,588,,
2008-03-20 00:00:00+00:00,26.0,26.399999618530277,25.200000762939453,26.0,1450,,
2008-03-24 00:00:00+00:00,25.440000534057617,25.600000381469727,25.1200008392334,25.200000762939453,613,,
2008-03-25 00:00:00+00:00,24.559999465942383,25.200000762939453,24.559999465942383,25.200000762939453,1325,,
2008-03-26 00:00:00+00:00,25.600000381469727,25.600000381469727,24.0,25.280000686645508,738,,
2008-03-27 00:00:00+00:00,24.799999237060547,26.0,24.799999237060547,25.520000457763672,400,,
2008-03-28 00:00:00+00:00,26.239999771118164,26.31999969482422,25.200000762939453,25.600000381469727,825,,
2008-03-31 00:00:00+00:00,27.1200008392334,27.1200008392334,25.200000762939453,26.0,12538,,
2008-04-01 00:00:00+00:00,26.0,26.799999237060547,24.15999984741211,24.399999618530277,3013,,
2008-04-02 00:00:00+00:00,24.07999992370605,26.0,24.07999992370605,25.68000030517578,350,,
2008-04-03 00:00:00+00:00,26.399999618530277,26.799999237060547,24.959999084472656,26.0,1350,,
2008-04-04 00:00:00+00:00,25.600000381469727,26.0,25.200000762939453,26.0,750,,
2008-04-07 00:00:00+00:00,25.200000762939453,25.200000762939453,24.399999618530277,24.399999618530277,400,,
2008-04-08 00:00:00+00:00,25.280000686645508,25.280000686645508,24.0,24.559999465942383,1200,,
2008-04-09 00:00:00+00:00,24.63999938964844,24.63999938964844,23.200000762939453,23.200000762939453,2238,,
2008-04-10 00:00:00+00:00,24.0,24.71999931335449,22.799999237060547,24.0,1913,,
2008-04-11 00:00:00+00:00,22.399999618530277,24.0,22.399999618530277,23.200000762939453,738,,
2008-04-14 00:00:00+00:00,23.200000762939453,26.0,22.0,24.399999618530277,1688,,
2008-04-15 00:00:00+00:00,25.280000686645508,25.280000686645508,23.200000762939453,24.0,1413,,
2008-04-16 00:00:00+00:00,23.200000762939453,24.799999237060547,22.559999465942383,24.0,2900,,
2008-04-17 00:00:00+00:00,24.239999771118164,24.239999771118164,22.559999465942383,22.559999465942383,1313,,
2008-04-18 00:00:00+00:00,22.799999237060547,24.0,21.600000381469727,24.0,2613,,
2008-04-21 00:00:00+00:00,23.200000762939453,23.600000381469727,22.15999984741211,23.440000534057617,1000,,
2008-04-22 00:00:00+00:00,22.799999237060547,24.0,22.0,23.84000015258789,1225,,
2008-04-23 00:00:00+00:00,23.68000030517578,24.0,23.68000030517578,24.0,300,,
2008-04-24 00:00:00+00:00,24.0,24.0,23.200000762939453,24.0,1100,,
2008-04-25 00:00:00+00:00,24.31999969482422,24.31999969482422,23.200000762939453,24.0,2025,,
2008-04-28 00:00:00+00:00,23.200000762939453,24.0,21.600000381469727,22.07999992370605,1113,,
2008-04-29 00:00:00+00:00,22.31999969482422,23.200000762939453,22.31999969482422,23.200000762939453,388,,
2008-04-30 00:00:00+00:00,22.559999465942383,24.0,22.559999465942383,24.0,1438,,
2008-05-01 00:00:00+00:00,23.84000015258789,23.84000015258789,22.399999618530277,23.200000762939453,1188,,
2008-05-02 00:00:00+00:00,22.8799991607666,23.200000762939453,21.600000381469727,22.799999237060547,1463,,
2008-05-05 00:00:00+00:00,24.799999237060547,24.799999237060547,22.399999618530277,23.600000381469727,2163,,
2008-05-06 00:00:00+00:00,23.200000762939453,24.399999618530277,23.200000762939453,23.280000686645508,3363,,
2008-05-07 00:00:00+00:00,23.600000381469727,23.600000381469727,23.600000381469727,23.600000381469727,1438,,
2008-05-08 00:00:00+00:00,24.31999969482422,24.31999969482422,23.520000457763672,23.600000381469727,763,,
2008-05-09 00:00:00+00:00,24.0,24.0,22.399999618530277,23.200000762939453,950,,
2008-05-12 00:00:00+00:00,23.200000762939453,24.0,22.479999542236328,23.600000381469727,713,,
2008-05-13 00:00:00+00:00,23.200000762939453,24.0,22.0,23.600000381469727,938,,
2008-05-14 00:00:00+00:00,22.07999992370605,24.0,20.799999237060547,24.0,2738,,
2008-05-15 00:00:00+00:00,22.799999237060547,24.0,22.0,23.600000381469727,2238,,
2008-05-16 00:00:00+00:00,23.84000015258789,24.0,23.200000762939453,23.600000381469727,3238,,
2008-05-19 00:00:00+00:00,23.600000381469727,24.0,21.600000381469727,22.8799991607666,2025,,
2008-05-20 00:00:00+00:00,23.520000457763672,23.520000457763672,22.799999237060547,23.440000534057617,488,,
2008-05-21 00:00:00+00:00,22.8799991607666,23.1200008392334,20.959999084472656,22.399999618530277,3363,,
2008-05-22 00:00:00+00:00,23.520000457763672,23.520000457763672,20.15999984741211,21.920000076293945,3000,,
2008-05-23 00:00:00+00:00,21.920000076293945,23.200000762939453,21.920000076293945,22.799999237060547,1288,,
2008-05-27 00:00:00+00:00,22.71999931335449,23.200000762939453,21.36000061035156,23.1200008392334,2200,,
2008-05-28 00:00:00+00:00,23.200000762939453,23.600000381469727,22.71999931335449,22.799999237060547,875,,
2008-05-29 00:00:00+00:00,22.0,22.399999618530277,20.0,20.959999084472656,900,,
2008-05-30 00:00:00+00:00,21.600000381469727,23.1200008392334,21.600000381469727,22.799999237060547,2425,,
2008-06-02 00:00:00+00:00,22.0,22.31999969482422,20.399999618530277,22.31999969482422,513,,
2008-06-03 00:00:00+00:00,21.040000915527344,22.239999771118164,21.040000915527344,21.600000381469727,1088,,
2008-06-04 00:00:00+00:00,22.15999984741211,22.399999618530277,20.799999237060547,22.0,850,,
2008-06-05 00:00:00+00:00,21.600000381469727,21.600000381469727,20.63999938964844,21.440000534057617,2350,,
2008-06-06 00:00:00+00:00,21.200000762939453,21.200000762939453,21.1200008392334,21.200000762939453,338,,
2008-06-09 00:00:00+00:00,21.600000381469727,22.71999931335449,21.200000762939453,21.36000061035156,1450,,
2008-06-10 00:00:00+00:00,21.600000381469727,22.0,20.15999984741211,21.200000762939453,2313,,
2008-06-11 00:00:00+00:00,20.959999084472656,22.07999992370605,20.8799991607666,21.040000915527344,675,,
2008-06-12 00:00:00+00:00,20.799999237060547,21.36000061035156,20.479999542236328,21.200000762939453,1038,,
2008-06-13 00:00:00+00:00,20.959999084472656,21.36000061035156,20.559999465942383,21.200000762939453,388,,
2008-06-16 00:00:00+00:00,21.200000762939453,21.200000762939453,21.1200008392334,21.200000762939453,188,,
2008-06-17 00:00:00+00:00,21.36000061035156,21.440000534057617,20.63999938964844,21.200000762939453,375,,
2008-06-18 00:00:00+00:00,21.36000061035156,22.0,20.799999237060547,20.799999237060547,363,,
2008-06-19 00:00:00+00:00,20.799999237060547,21.280000686645508,19.520000457763672,20.559999465942383,4563,,
2008-06-20 00:00:00+00:00,20.31999969482422,20.31999969482422,19.200000762939453,20.07999992370605,1213,,
2008-06-23 00:00:00+00:00,20.8799991607666,20.8799991607666,18.15999984741211,18.959999084472656,900,,
2008-06-24 00:00:00+00:00,19.200000762939453,19.76000022888184,19.200000762939453,19.280000686645508,300,,
2008-06-25 00:00:00+00:00,19.600000381469727,19.600000381469727,18.399999618530277,18.479999542236328,1575,,
2008-06-26 00:00:00+00:00,18.479999542236328,19.200000762939453,18.0,19.200000762939453,2775,,
2008-06-27 00:00:00+00:00,17.520000457763672,19.600000381469727,17.040000915527344,17.600000381469727,3488,,
2008-06-30 00:00:00+00:00,16.8799991607666,17.600000381469727,16.15999984741211,16.799999237060547,2263,,
2008-07-01 00:00:00+00:00,16.15999984741211,16.559999465942383,15.4399995803833,16.0,1150,,
2008-07-02 00:00:00+00:00,14.479999542236328,15.920000076293944,14.479999542236328,14.800000190734863,5788,,
2008-07-03 00:00:00+00:00,14.5600004196167,15.760000228881836,14.5600004196167,15.4399995803833,1600,,
2008-07-07 00:00:00+00:00,14.640000343322754,15.119999885559082,10.239999771118164,12.720000267028809,6500,,
2008-07-08 00:00:00+00:00,12.800000190734863,12.800000190734863,11.359999656677246,11.920000076293944,4925,,
2008-07-09 00:00:00+00:00,10.880000114440918,11.760000228881836,10.880000114440918,11.199999809265137,4138,,
2008-07-10 00:00:00+00:00,10.479999542236328,10.800000190734863,8.319999694824219,8.399999618530273,5025,,
2008-07-11 00:00:00+00:00,8.079999923706055,14.800000190734863,8.079999923706055,13.600000381469728,7363,,
2008-07-14 00:00:00+00:00,13.199999809265137,18.0,13.199999809265137,17.520000457763672,9525,,
2008-07-15 00:00:00+00:00,17.760000228881836,20.63999938964844,17.520000457763672,18.799999237060547,6938,,
2008-07-16 00:00:00+00:00,19.600000381469727,19.84000015258789,16.0,19.200000762939453,2975,,
2008-07-17 00:00:00+00:00,19.200000762939453,19.520000457763672,17.520000457763672,18.8799991607666,3725,,
2008-07-18 00:00:00+00:00,18.15999984741211,18.799999237060547,18.0,18.799999237060547,1663,,
2008-07-21 00:00:00+00:00,19.200000762939453,19.84000015258789,18.959999084472656,19.200000762939453,3275,,
2008-07-22 00:00:00+00:00,19.600000381469727,19.600000381469727,16.079999923706055,17.440000534057617,3588,,
2008-07-23 00:00:00+00:00,17.600000381469727,17.600000381469727,16.0,17.520000457763672,2975,,
2008-07-24 00:00:00+00:00,17.040000915527344,17.040000915527344,13.760000228881836,13.760000228881836,5438,,
2008-07-25 00:00:00+00:00,13.760000228881836,15.039999961853027,13.760000228881836,14.0,2250,,
2008-07-28 00:00:00+00:00,14.31999969482422,14.31999969482422,12.800000190734863,13.600000381469728,1263,,
2008-07-29 00:00:00+00:00,13.600000381469728,14.0,12.5600004196167,13.119999885559082,638,,
2008-07-30 00:00:00+00:00,14.31999969482422,14.800000190734863,12.640000343322754,14.800000190734863,2338,,
2008-07-31 00:00:00+00:00,15.600000381469728,15.600000381469728,14.079999923706056,14.079999923706056,1150,,
2008-08-01 00:00:00+00:00,13.68000030517578,14.239999771118164,12.079999923706056,14.15999984741211,1088,,
2008-08-04 00:00:00+00:00,13.4399995803833,13.68000030517578,12.31999969482422,12.31999969482422,575,,
2008-08-05 00:00:00+00:00,11.84000015258789,12.800000190734863,11.84000015258789,12.720000267028809,2075,,
2008-08-06 00:00:00+00:00,14.800000190734863,14.800000190734863,12.479999542236328,12.800000190734863,1500,,
2008-08-07 00:00:00+00:00,13.279999732971191,13.279999732971191,11.84000015258789,12.0,1213,,
2008-08-08 00:00:00+00:00,12.800000190734863,12.800000190734863,12.0,12.479999542236328,1938,,
2008-08-11 00:00:00+00:00,12.800000190734863,16.0,12.800000190734863,16.0,4125,,
2008-08-12 00:00:00+00:00,16.0,19.1200008392334,16.0,17.200000762939453,5850,,
2008-08-13 00:00:00+00:00,16.959999084472656,18.799999237060547,16.0,18.31999969482422,4450,,
2008-08-14 00:00:00+00:00,18.479999542236328,19.84000015258789,18.479999542236328,19.520000457763672,1900,,
2008-08-15 00:00:00+00:00,20.63999938964844,22.399999618530277,20.0,21.520000457763672,5413,,
2008-08-18 00:00:00+00:00,22.0,22.0,20.799999237060547,21.440000534057617,1113,,
2008-08-19 00:00:00+00:00,20.799999237060547,21.440000534057617,20.31999969482422,20.559999465942383,2675,,
2008-08-20 00:00:00+00:00,20.07999992370605,20.31999969482422,19.600000381469727,20.31999969482422,438,,
2008-08-21 00:00:00+00:00,18.559999465942383,19.200000762939453,18.31999969482422,18.799999237060547,2063,,
2008-08-22 00:00:00+00:00,19.040000915527344,20.63999938964844,19.040000915527344,20.15999984741211,1513,,
2008-08-25 00:00:00+00:00,20.0,20.399999618530277,18.799999237060547,20.0,1000,,
2008-08-26 00:00:00+00:00,19.280000686645508,19.280000686645508,18.799999237060547,19.280000686645508,725,,
2008-08-27 00:00:00+00:00,19.600000381469727,20.399999618530277,19.600000381469727,20.399999618530277,1638,,
2008-08-28 00:00:00+00:00,19.280000686645508,21.520000457763672,19.280000686645508,21.520000457763672,1738,,
2008-08-29 00:00:00+00:00,21.600000381469727,22.0,18.0,18.0,4688,,
2008-09-02 00:00:00+00:00,18.799999237060547,19.520000457763672,18.15999984741211,19.280000686645508,875,,
2008-09-03 00:00:00+00:00,18.8799991607666,19.200000762939453,18.799999237060547,18.8799991607666,288,,
2008-09-04 00:00:00+00:00,18.799999237060547,18.799999237060547,16.31999969482422,17.600000381469727,2700,,
2008-09-05 00:00:00+00:00,17.200000762939453,17.200000762939453,15.68000030517578,16.959999084472656,2013,,
2008-09-08 00:00:00+00:00,17.040000915527344,17.360000610351562,16.239999771118164,17.200000762939453,1425,,
2008-09-09 00:00:00+00:00,16.8799991607666,16.8799991607666,16.0,16.399999618530273,2288,,
2008-09-10 00:00:00+00:00,16.15999984741211,16.399999618530273,15.279999732971191,16.399999618530273,1213,,
2008-09-11 00:00:00+00:00,16.639999389648438,16.639999389648438,15.039999961853027,15.68000030517578,363,,
2008-09-12 00:00:00+00:00,16.239999771118164,16.399999618530273,15.600000381469728,16.399999618530273,100,,
2008-09-15 00:00:00+00:00,15.600000381469728,15.600000381469728,14.479999542236328,15.279999732971191,1513,,
2008-09-16 00:00:00+00:00,15.4399995803833,16.0,14.960000038146973,16.0,1363,,
2008-09-17 00:00:00+00:00,16.079999923706055,16.079999923706055,14.15999984741211,15.279999732971191,1075,,
2008-09-18 00:00:00+00:00,16.799999237060547,17.200000762939453,16.0,16.959999084472656,2013,,
2008-09-19 00:00:00+00:00,16.399999618530273,17.600000381469727,15.600000381469728,15.600000381469728,638,,
2008-09-22 00:00:00+00:00,14.800000190734863,16.399999618530273,14.800000190734863,15.119999885559082,1350,,
2008-09-23 00:00:00+00:00,15.279999732971191,15.520000457763672,15.039999961853027,15.520000457763672,3263,,
2008-09-24 00:00:00+00:00,16.399999618530273,17.200000762939453,15.600000381469728,15.84000015258789,563,,
2008-09-25 00:00:00+00:00,15.920000076293944,16.799999237060547,15.760000228881836,16.719999313354492,963,,
2008-09-26 00:00:00+00:00,18.15999984741211,18.15999984741211,15.199999809265137,15.600000381469728,1238,,
2008-09-29 00:00:00+00:00,14.800000190734863,14.800000190734863,12.399999618530272,12.960000038146973,1038,,
2008-09-30 00:00:00+00:00,12.399999618530272,13.68000030517578,11.600000381469728,13.600000381469728,650,,
2008-10-01 00:00:00+00:00,13.119999885559082,14.800000190734863,12.640000343322754,14.800000190734863,475,,
2008-10-02 00:00:00+00:00,14.5600004196167,14.5600004196167,12.960000038146973,13.199999809265137,475,,
2008-10-03 00:00:00+00:00,13.520000457763672,14.0,10.399999618530272,14.0,2288,,
2008-10-06 00:00:00+00:00,13.600000381469728,13.600000381469728,10.399999618530272,12.0,2588,,
2008-10-07 00:00:00+00:00,11.279999732971191,12.720000267028809,10.399999618530272,12.0,1263,,
2008-10-08 00:00:00+00:00,13.199999809265137,13.199999809265137,9.600000381469728,13.119999885559082,5475,,
2008-10-09 00:00:00+00:00,12.079999923706056,13.600000381469728,9.600000381469728,10.399999618530272,1888,,
2008-10-10 00:00:00+00:00,10.399999618530272,11.600000381469728,9.199999809265137,11.600000381469728,2163,,
2008-10-13 00:00:00+00:00,11.359999656677246,13.199999809265137,11.199999809265137,11.199999809265137,2975,,
2008-10-14 00:00:00+00:00,11.199999809265137,15.199999809265137,11.199999809265137,15.199999809265137,2750,,
2008-10-15 00:00:00+00:00,15.84000015258789,15.84000015258789,14.800000190734863,14.800000190734863,250,,
2008-10-16 00:00:00+00:00,14.800000190734863,15.84000015258789,14.15999984741211,15.119999885559082,1638,,
2008-10-17 00:00:00+00:00,15.84000015258789,15.84000015258789,14.479999542236328,15.199999809265137,1238,,
2008-10-20 00:00:00+00:00,16.719999313354492,17.760000228881836,16.0,17.600000381469727,5500,,
2008-10-21 00:00:00+00:00,18.31999969482422,22.399999618530277,18.0,20.799999237060547,4013,,
2008-10-22 00:00:00+00:00,19.200000762939453,21.200000762939453,19.200000762939453,20.559999465942383,1650,,
2008-10-23 00:00:00+00:00,20.559999465942383,22.0,20.07999992370605,20.8799991607666,3700,,
2008-10-24 00:00:00+00:00,20.15999984741211,20.799999237060547,17.760000228881836,19.600000381469727,2175,,
2008-10-27 00:00:00+00:00,18.959999084472656,20.799999237060547,18.959999084472656,20.71999931335449,1088,,
2008-10-28 00:00:00+00:00,22.31999969482422,22.31999969482422,20.0,20.799999237060547,1263,,
2008-10-29 00:00:00+00:00,20.07999992370605,20.8799991607666,18.8799991607666,19.520000457763672,600,,
2008-10-30 00:00:00+00:00,18.8799991607666,19.200000762939453,18.0,19.200000762939453,388,,
2008-10-31 00:00:00+00:00,18.399999618530277,18.71999931335449,18.07999992370605,18.479999542236328,638,,
2008-11-03 00:00:00+00:00,19.600000381469727,19.600000381469727,18.07999992370605,18.399999618530277,600,,
2008-11-04 00:00:00+00:00,18.0,18.8799991607666,18.0,18.799999237060547,1375,,
2008-11-05 00:00:00+00:00,18.799999237060547,19.200000762939453,17.84000015258789,19.200000762939453,713,,
2008-11-06 00:00:00+00:00,18.399999618530277,19.520000457763672,18.399999618530277,19.280000686645508,988,,
2008-11-07 00:00:00+00:00,19.200000762939453,20.0,18.07999992370605,18.799999237060547,1563,,
2008-11-10 00:00:00+00:00,20.0,20.0,17.600000381469727,18.479999542236328,900,,
2008-11-11 00:00:00+00:00,17.68000030517578,19.200000762939453,14.479999542236328,18.399999618530277,2488,,
2008-11-12 00:00:00+00:00,18.799999237060547,18.799999237060547,17.200000762939453,18.559999465942383,313,,
2008-11-13 00:00:00+00:00,18.399999618530277,19.1200008392334,18.0,18.799999237060547,1400,,
2008-11-14 00:00:00+00:00,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,0,,
2008-11-17 00:00:00+00:00,19.200000762939453,19.200000762939453,16.239999771118164,18.0,913,,
2008-11-18 00:00:00+00:00,17.440000534057617,17.440000534057617,13.199999809265137,16.399999618530273,2125,,
2008-11-19 00:00:00+00:00,17.68000030517578,17.68000030517578,15.119999885559082,15.520000457763672,925,,
2008-11-20 00:00:00+00:00,16.0,16.0,14.800000190734863,15.520000457763672,888,,
2008-11-21 00:00:00+00:00,14.399999618530272,14.399999618530272,11.600000381469728,13.359999656677246,2288,,
2008-11-24 00:00:00+00:00,13.039999961853027,15.920000076293944,12.0,14.0,1400,,
2008-11-25 00:00:00+00:00,14.399999618530272,15.600000381469728,14.399999618530272,14.399999618530272,325,,
2008-11-26 00:00:00+00:00,14.399999618530272,16.31999969482422,14.399999618530272,15.600000381469728,2913,,
2008-11-28 00:00:00+00:00,15.920000076293944,15.920000076293944,15.920000076293944,15.920000076293944,38,,
2008-12-01 00:00:00+00:00,13.920000076293944,16.15999984741211,13.920000076293944,15.359999656677246,400,,
2008-12-02 00:00:00+00:00,16.0,16.31999969482422,15.199999809265137,16.0,1088,,
2008-12-03 00:00:00+00:00,16.0,18.63999938964844,15.199999809265137,16.479999542236328,1475,,
2008-12-04 00:00:00+00:00,16.399999618530273,16.8799991607666,16.0,16.399999618530273,863,,
2008-12-05 00:00:00+00:00,15.68000030517578,16.0,15.600000381469728,16.0,1188,,
2008-12-08 00:00:00+00:00,15.600000381469728,16.0,14.960000038146973,16.0,1200,,
2008-12-09 00:00:00+00:00,15.199999809265137,16.0,13.199999809265137,13.600000381469728,2750,,
2008-12-10 00:00:00+00:00,14.239999771118164,15.119999885559082,14.239999771118164,15.119999885559082,638,,
2008-12-11 00:00:00+00:00,15.68000030517578,15.920000076293944,15.279999732971191,15.279999732971191,263,,
2008-12-12 00:00:00+00:00,15.68000030517578,15.68000030517578,12.079999923706056,12.079999923706056,750,,
2008-12-15 00:00:00+00:00,14.15999984741211,14.15999984741211,14.15999984741211,14.15999984741211,63,,
