date,GE_Open,GE_High,GE_Low,GE_Close,GE_Volume,GE_Dividends,GE_Stock Splits
1962-01-02 00:00:00+00:00,3.7440919876098633,3.806493043899536,3.706650972366333,0.6236010789871216,432682,0.0,
1962-01-03 00:00:00+00:00,3.712891101837158,3.712891101837158,3.681689977645874,0.6173445582389832,296467,0.0,
1962-01-04 00:00:00+00:00,3.694169998168945,3.7253708839416495,3.619288921356201,0.6100452542304993,368581,0.0,
1962-01-05 00:00:00+00:00,3.650489091873169,3.656729936599731,3.494486093521118,0.5944024324417114,546862,0.0,
1962-01-08 00:00:00+00:00,3.556886911392212,3.556886911392212,3.4445641040802,0.5933598875999451,620978,0.0,
1962-01-09 00:00:00+00:00,3.550647020339966,3.6005680561065674,3.525686025619507,0.5964881777763367,466735,0.0,
1962-01-10 00:00:00+00:00,3.569366931915283,3.6068079471588135,3.556886911392212,0.5996164083480835,392619,0.0,
1962-01-11 00:00:00+00:00,3.588088035583496,3.594327926635742,3.525686025619507,0.6006597876548767,326514,0.0,
1962-01-12 00:00:00+00:00,3.594327926635742,3.6005680561065674,3.5319271087646484,0.5923170447349548,338533,0.0,
1962-01-15 00:00:00+00:00,3.550647020339966,3.594327926635742,3.550647020339966,0.598574161529541,424669,0.0,
1962-01-16 00:00:00+00:00,3.581847906112671,3.6255290508270255,3.556886911392212,0.6037881970405579,278439,0.0,
1962-01-17 00:00:00+00:00,3.6068079471588135,3.6068079471588135,3.506966114044189,0.5902311205863953,428675,0.0,
1962-01-18 00:00:00+00:00,3.5319271087646484,3.569366931915283,3.525686025619507,0.5964881777763367,296467,0.0,
1962-01-19 00:00:00+00:00,3.569366931915283,3.6005680561065674,3.569366931915283,0.6017022132873535,266420,0.0,
1962-01-22 00:00:00+00:00,3.6068079471588135,3.656729936599731,3.6068079471588135,0.6037881970405579,284448,0.0,
1962-01-23 00:00:00+00:00,3.6005680561065674,3.6005680561065674,3.5319271087646484,0.5923170447349548,456720,0.0,
1962-01-24 00:00:00+00:00,3.5444068908691406,3.6255290508270255,3.5319271087646484,0.6037881970405579,320505,0.0,
1962-01-25 00:00:00+00:00,3.613048076629639,3.6380090713500977,3.550647020339966,0.5975311994552612,318502,0.0,
1962-01-26 00:00:00+00:00,3.575608015060425,3.581847906112671,3.550647020339966,0.595445454120636,202319,0.0,
1962-01-29 00:00:00+00:00,3.563127040863037,3.581847906112671,3.556886911392212,0.5964881777763367,204322,0.0,
