date,LEU_Open,LEU_High,LEU_Low,LEU_Close,LEU_Volume,LEU_Dividends,LEU_Stock Splits
1998-07-23 00:00:00+00:00,3914.835205078125,3932.005615234375,3914.835205078125,2175.155029296875,63085,0.0,
1998-07-24 00:00:00+00:00,3914.835205078125,3932.005615234375,3914.835205078125,2175.155029296875,6382,0.0,
1998-07-27 00:00:00+00:00,3914.835205078125,3932.005615234375,3914.835205078125,2175.155029296875,4069,0.0,
1998-07-28 00:00:00+00:00,3914.835205078125,3932.005615234375,3914.835205078125,2175.155029296875,6300,0.0,
1998-07-29 00:00:00+00:00,3914.835205078125,3932.005615234375,3914.835205078125,2175.155029296875,4010,0.0,
1998-07-30 00:00:00+00:00,3914.835205078125,3932.005615234375,3914.835205078125,2184.694580078125,2615,0.0,
1998-07-31 00:00:00+00:00,3914.835205078125,3932.005615234375,3914.835205078125,2175.155029296875,1879,0.0,
1998-08-03 00:00:00+00:00,3914.835205078125,3932.005615234375,3914.835205078125,2175.155029296875,4025,0.0,
1998-08-04 00:00:00+00:00,3640.10986328125,3743.1318359375,3571.428466796875,2060.67236328125,7889,0.0,
1998-08-05 00:00:00+00:00,3691.620849609375,3708.791259765625,3588.598876953125,2012.9718017578125,1890,0.0,
1998-08-06 00:00:00+00:00,3571.428466796875,3708.791259765625,3571.428466796875,2051.132568359375,2766,0.0,
1998-08-07 00:00:00+00:00,3725.96142578125,3983.5166015625,3725.96142578125,2156.07421875,3949,0.0,
1998-08-10 00:00:00+00:00,3863.32421875,3914.835205078125,3863.32421875,2146.534423828125,1146,0.0,
1998-08-11 00:00:00+00:00,3846.15380859375,3846.15380859375,3691.620849609375,2079.7529296875,1775,0.0,
1998-08-12 00:00:00+00:00,3760.30224609375,3811.813232421875,3725.96142578125,2117.91357421875,684,0.0,
1998-08-13 00:00:00+00:00,3794.642822265625,3828.9833984375,3708.791259765625,2079.7529296875,455,0.0,
1998-08-14 00:00:00+00:00,3760.30224609375,3777.472412109375,3640.10986328125,2060.67236328125,1042,0.0,
1998-08-17 00:00:00+00:00,3743.1318359375,3846.15380859375,3743.1318359375,2136.993408203125,1748,0.0,
1998-08-18 00:00:00+00:00,3897.664794921875,4052.19775390625,3880.494384765625,2251.475341796875,3762,0.0,
1998-08-19 00:00:00+00:00,4052.19775390625,4120.87890625,4000.686767578125,2280.09619140625,4616,0.0,
1998-08-20 00:00:00+00:00,4103.708984375,4120.87890625,3983.5166015625,2289.635986328125,2448,0.0,
1998-08-21 00:00:00+00:00,4069.3681640625,4155.2197265625,3983.5166015625,2289.635986328125,4078,0.0,
1998-08-24 00:00:00+00:00,4120.87890625,4155.2197265625,4000.686767578125,2280.09619140625,2406,0.0,
1998-08-25 00:00:00+00:00,4086.53857421875,4120.87890625,3949.17578125,2289.635986328125,3224,0.0,
1998-08-26 00:00:00+00:00,4206.73095703125,4223.90087890625,4120.87890625,2308.716796875,4568,0.0,
1998-08-27 00:00:00+00:00,4120.87890625,4120.87890625,3846.15380859375,2289.635986328125,4237,0.0,
1998-08-28 00:00:00+00:00,4120.87890625,4189.560546875,4017.857177734375,2280.09619140625,4482,0.0,
1998-08-31 00:00:00+00:00,4120.87890625,4172.39013671875,3983.5166015625,2213.3154296875,4705,0.0,
1998-09-01 00:00:00+00:00,3983.5166015625,4241.0712890625,3983.5166015625,2346.877197265625,5191,0.0,
1998-09-02 00:00:00+00:00,4223.90087890625,4258.24169921875,4189.560546875,2356.417236328125,3764,0.0,
1998-09-03 00:00:00+00:00,4241.0712890625,4464.28564453125,4206.73095703125,2461.359130859375,2773,0.0,
1998-09-04 00:00:00+00:00,4429.94482421875,4447.115234375,4309.7529296875,2404.117431640625,2488,0.0,
1998-09-08 00:00:00+00:00,4361.263671875,4378.43408203125,4172.39013671875,2318.2568359375,1717,0.0,
1998-09-09 00:00:00+00:00,4189.560546875,4292.58251953125,4086.53857421875,2365.95751953125,3841,0.0,
1998-09-10 00:00:00+00:00,4223.90087890625,4326.9228515625,4138.04931640625,2385.0380859375,2239,0.0,
1998-09-11 00:00:00+00:00,4326.9228515625,4481.4560546875,4309.7529296875,2432.73828125,3755,0.0,
1998-09-14 00:00:00+00:00,4464.28564453125,4464.28564453125,4344.09326171875,2451.81884765625,1927,0.0,
1998-09-15 00:00:00+00:00,4395.6044921875,4395.6044921875,4309.7529296875,2423.19873046875,1197,0.0,
