date,RBC_Open,RBC_High,RBC_Low,RBC_Close,RBC_Volume,RBC_Dividends,RBC_Stock Splits
2005-08-10 00:00:00+00:00,14.800000190734863,15.539999961853027,14.600000381469728,14.757250785827637,4659200,0.0,
2005-08-11 00:00:00+00:00,15.25,15.890000343322754,15.25,14.97952651977539,337800,0.0,
2005-08-12 00:00:00+00:00,15.300000190734863,16.350000381469727,15.300000190734863,15.51105785369873,171300,0.0,
2005-08-15 00:00:00+00:00,16.0,16.329999923706055,14.75,15.51105785369873,300100,0.0,
2005-08-16 00:00:00+00:00,15.75,16.100000381469727,15.75,15.559380531311035,98600,0.0,
2005-08-17 00:00:00+00:00,15.260000228881836,15.949999809265137,15.0600004196167,15.414416313171388,183700,0.0,
2005-08-18 00:00:00+00:00,15.699999809265137,16.0,15.699999809265137,15.2211332321167,53000,0.0,
2005-08-19 00:00:00+00:00,15.699999809265137,15.899999618530272,15.5,15.172810554504396,53400,0.0,
2005-08-22 00:00:00+00:00,15.5,15.600000381469728,15.449999809265137,14.97952651977539,29400,0.0,
2005-08-23 00:00:00+00:00,15.449999809265137,16.239999771118164,15.399999618530272,15.69467830657959,123900,0.0,
2005-08-24 00:00:00+00:00,15.75,16.229999542236328,15.75,15.47240161895752,33500,0.0,
2005-08-25 00:00:00+00:00,16.0,16.0,15.550000190734863,15.269454002380373,34700,0.0,
2005-08-26 00:00:00+00:00,15.5,16.0,15.5,15.462738037109377,49400,0.0,
2005-08-29 00:00:00+00:00,15.510000228881836,15.81999969482422,15.5,15.2211332321167,93200,0.0,
2005-08-30 00:00:00+00:00,15.789999961853027,15.899999618530272,15.550000190734863,15.366094589233398,59200,0.0,
2005-08-31 00:00:00+00:00,15.489999771118164,16.190000534057617,15.140000343322754,15.559380531311035,100700,0.0,
2005-09-01 00:00:00+00:00,15.850000381469728,16.5,15.850000381469728,15.70434284210205,77600,0.0,
2005-09-02 00:00:00+00:00,16.5,16.5,16.0,15.656023025512695,20400,0.0,
2005-09-06 00:00:00+00:00,16.100000381469727,16.25,16.0,15.70434284210205,44700,0.0,
2005-09-07 00:00:00+00:00,16.40999984741211,16.40999984741211,16.0,15.520722389221191,53700,0.0,
2005-09-08 00:00:00+00:00,16.049999237060547,16.5,15.84000015258789,15.569045066833496,107900,0.0,
2005-09-09 00:00:00+00:00,16.459999084472656,16.459999084472656,16.0,15.70434284210205,27500,0.0,
2005-09-12 00:00:00+00:00,16.170000076293945,16.5,16.0,15.49173069000244,26500,0.0,
2005-09-13 00:00:00+00:00,15.800000190734863,16.530000686645508,15.800000190734863,15.974942207336426,39000,0.0,
2005-09-14 00:00:00+00:00,16.350000381469727,16.670000076293945,16.25,15.945948600769045,32800,0.0,
2005-09-15 00:00:00+00:00,16.5,17.0,15.800000190734863,16.18755340576172,63800,0.0,
2005-09-16 00:00:00+00:00,16.6299991607666,17.0,16.5,16.24553871154785,55400,0.0,
2005-09-19 00:00:00+00:00,17.0,17.399999618530273,16.700000762939453,16.60311508178711,233300,0.0,
2005-09-20 00:00:00+00:00,17.239999771118164,17.68000030517578,17.190000534057617,16.767406463623047,72200,0.0,
2005-09-21 00:00:00+00:00,17.350000381469727,17.350000381469727,16.5,16.63210678100586,54500,0.0,
2005-09-22 00:00:00+00:00,17.0,17.06999969482422,16.729999542236328,16.342180252075195,91100,0.0,
2005-09-23 00:00:00+00:00,16.799999237060547,17.049999237060547,16.799999237060547,16.42915916442871,41800,0.0,
2005-09-26 00:00:00+00:00,17.299999237060547,17.299999237060547,16.309999465942383,16.23587417602539,53000,0.0,
2005-09-27 00:00:00+00:00,16.950000762939453,17.049999237060547,16.5,16.42915916442871,83600,0.0,
2005-09-28 00:00:00+00:00,16.799999237060547,16.989999771118164,16.600000381469727,16.400165557861328,16600,0.0,
2005-09-29 00:00:00+00:00,16.790000915527344,17.110000610351562,16.790000915527344,16.535465240478516,149800,0.0,
2005-09-30 00:00:00+00:00,17.0,17.100000381469727,15.75,15.414416313171388,602000,0.0,
2005-10-03 00:00:00+00:00,15.979999542236328,16.729999542236328,15.649999618530272,15.984606742858888,115000,0.0,
2005-10-04 00:00:00+00:00,16.809999465942383,17.139999389648438,16.219999313354492,16.313188552856445,94900,0.0,
2005-10-05 00:00:00+00:00,17.399999618530273,17.399999618530273,16.459999084472656,15.9072904586792,28500,0.0,
2005-10-06 00:00:00+00:00,16.3799991607666,16.649999618530273,15.890000343322754,15.88796329498291,37200,0.0,
2005-10-07 00:00:00+00:00,16.479999542236328,17.219999313354492,16.0,16.071582794189453,66300,0.0,
2005-10-10 00:00:00+00:00,18.0,18.270000457763672,17.0,16.60311508178711,637300,0.0,
2005-10-11 00:00:00+00:00,17.34000015258789,17.34000015258789,16.600000381469727,16.168224334716797,210200,0.0,
2005-10-12 00:00:00+00:00,16.940000534057617,16.969999313354492,16.399999618530273,15.936283111572266,71000,0.0,
2005-10-13 00:00:00+00:00,16.56999969482422,16.850000381469727,16.200000762939453,15.70434284210205,88400,0.0,
2005-10-14 00:00:00+00:00,16.489999771118164,16.649999618530273,16.200000762939453,15.91695499420166,25900,0.0,
2005-10-17 00:00:00+00:00,16.559999465942383,16.90999984741211,16.209999084472656,15.88796329498291,80200,0.0,
2005-10-18 00:00:00+00:00,16.25,16.610000610351562,16.110000610351562,15.665685653686523,69800,0.0,
2005-10-19 00:00:00+00:00,16.209999084472656,16.290000915527344,15.75,15.665685653686523,119900,0.0,
2005-10-20 00:00:00+00:00,16.100000381469727,16.3799991607666,15.079999923706056,15.124489784240724,162200,0.0,
2005-10-21 00:00:00+00:00,15.539999961853027,16.0,15.539999961853027,15.462738037109377,168400,0.0,
2005-10-24 00:00:00+00:00,16.0,16.0,15.899999618530272,15.453073501586914,31000,0.0,
2005-10-25 00:00:00+00:00,15.729999542236328,16.0,15.729999542236328,15.414416313171388,70900,0.0,
2005-10-26 00:00:00+00:00,15.850000381469728,15.850000381469728,15.260000228881836,14.97952651977539,73500,0.0,
2005-10-27 00:00:00+00:00,15.5,15.729999542236328,15.390000343322754,15.076169967651367,29200,0.0,
2005-10-28 00:00:00+00:00,15.699999809265137,15.899999618530272,15.520000457763672,15.1341552734375,31200,0.0,
