date,AMG_Open,AMG_High,AMG_Low,AMG_Close,AMG_Volume,AMG_Dividends,AMG_Stock Splits
1997-11-21 00:00:00+00:00,17.166667938232422,17.958332061767578,17.166667938232422,17.108903884887695,4724850,0.0,
1997-11-24 00:00:00+00:00,17.583332061767578,17.583332061767578,17.333332061767578,16.786088943481445,714150,0.0,
1997-11-25 00:00:00+00:00,17.333332061767578,17.416667938232422,17.333332061767578,16.786088943481445,347700,0.0,
1997-11-26 00:00:00+00:00,17.333332061767578,17.416667938232422,16.25,15.77731227874756,939600,0.0,
1997-11-28 00:00:00+00:00,16.333332061767578,16.666667938232422,16.333332061767578,16.14046859741211,67050,0.0,
1997-12-01 00:00:00+00:00,16.708332061767578,17.166667938232422,16.666667938232422,16.382579803466797,411450,0.0,
1997-12-02 00:00:00+00:00,16.875,16.875,16.333332061767578,15.93871784210205,246900,0.0,
1997-12-03 00:00:00+00:00,16.208332061767578,16.333332061767578,15.916666984558104,15.656261444091797,714900,0.0,
1997-12-04 00:00:00+00:00,16.166667938232422,16.166667938232422,15.958333015441896,15.494853019714355,331800,0.0,
1997-12-05 00:00:00+00:00,16.0,16.083332061767578,15.958333015441896,15.494853019714355,173100,0.0,
1997-12-08 00:00:00+00:00,16.083332061767578,16.166667938232422,16.0,15.656261444091797,143550,0.0,
1997-12-09 00:00:00+00:00,16.125,16.75,16.125,16.059770584106445,222450,0.0,
1997-12-10 00:00:00+00:00,16.583332061767578,16.75,16.375,16.14046859741211,232050,0.0,
1997-12-11 00:00:00+00:00,16.583332061767578,16.625,16.375,16.10012435913086,52950,0.0,
1997-12-12 00:00:00+00:00,16.541667938232422,16.75,16.458332061767578,15.93871784210205,176700,0.0,
1997-12-15 00:00:00+00:00,16.5,16.625,16.333332061767578,16.059770584106445,118350,0.0,
1997-12-16 00:00:00+00:00,16.75,17.5,16.75,16.947500228881836,450150,0.0,
1997-12-17 00:00:00+00:00,17.625,18.541667938232425,17.583332061767578,17.956275939941406,417150,0.0,
1997-12-18 00:00:00+00:00,18.5,19.333332061767575,18.458332061767575,18.72294807434082,86250,0.0,
1997-12-19 00:00:00+00:00,19.416667938232425,19.708332061767575,19.333332061767575,19.086105346679688,93450,0.0,
1997-12-22 00:00:00+00:00,19.625,19.625,18.916667938232425,18.72294807434082,117300,0.0,
1997-12-23 00:00:00+00:00,20.083332061767575,20.125,19.916667938232425,19.287860870361328,207150,0.0,
1997-12-24 00:00:00+00:00,19.75,19.75,19.0,18.642248153686523,32250,0.0,
1997-12-26 00:00:00+00:00,19.166667938232425,19.5,19.083332061767575,18.80364990234375,8250,0.0,
1997-12-29 00:00:00+00:00,19.333332061767575,19.333332061767575,18.416667938232425,17.83522605895996,22950,0.0,
1997-12-30 00:00:00+00:00,18.416667938232425,19.166667938232425,18.416667938232425,18.56154441833496,120600,0.0,
1997-12-31 00:00:00+00:00,19.166667938232425,19.416667938232425,19.166667938232425,18.72294807434082,75450,0.0,
1998-01-02 00:00:00+00:00,19.083332061767575,19.208332061767575,18.875,18.601890563964844,34050,0.0,
1998-01-05 00:00:00+00:00,19.291667938232425,19.541667938232425,18.916667938232425,18.682601928710938,99750,0.0,
1998-01-06 00:00:00+00:00,19.166667938232425,19.541667938232425,19.0,18.682601928710938,35100,0.0,
1998-01-07 00:00:00+00:00,19.208332061767575,19.208332061767575,18.166667938232425,17.59311866760254,35700,0.0,
1998-01-08 00:00:00+00:00,18.166667938232425,18.916667938232425,18.166667938232425,17.794870376586914,41250,0.0,
1998-01-09 00:00:00+00:00,18.333332061767575,18.333332061767575,18.083332061767575,17.71417236328125,35100,0.0,
1998-01-12 00:00:00+00:00,18.125,18.416667938232425,18.083332061767575,17.83522605895996,19350,0.0,
1998-01-13 00:00:00+00:00,18.416667938232425,18.958332061767575,18.416667938232425,18.27908515930176,78900,0.0,
1998-01-14 00:00:00+00:00,18.958332061767575,19.25,18.791667938232425,18.642248153686523,92850,0.0,
