date,AWP_Open,AWP_High,AWP_Low,AWP_Close,AWP_Volume,AWP_Dividends,AWP_Stock Splits
2007-04-26 00:00:00+00:00,20.100000381469727,20.1200008392334,20.0,3.5185112953186035,952300,0.0,
2007-04-27 00:00:00+00:00,20.01000022888184,20.030000686645508,19.989999771118164,3.522026538848877,1024000,0.0,
2007-04-30 00:00:00+00:00,20.030000686645508,20.030000686645508,20.0,3.5185112953186035,249400,0.0,
2007-05-01 00:00:00+00:00,20.01000022888184,20.149999618530277,20.0,3.5413684844970703,432600,0.0,
2007-05-02 00:00:00+00:00,20.149999618530277,20.26000022888184,20.100000381469727,3.5624685287475586,337800,0.0,
2007-05-03 00:00:00+00:00,20.26000022888184,20.479999542236328,20.190000534057617,3.599395275115967,308200,0.0,
2007-05-04 00:00:00+00:00,20.5,20.549999237060547,20.32999992370605,3.587085485458374,218700,0.0,
2007-05-07 00:00:00+00:00,20.420000076293945,20.420000076293945,20.26000022888184,3.5835676193237305,179500,0.0,
2007-05-08 00:00:00+00:00,20.32999992370605,20.399999618530277,20.149999618530277,3.565983295440674,194000,0.0,
2007-05-09 00:00:00+00:00,20.299999237060547,20.38999938964844,20.149999618530277,3.5853285789489746,189700,0.0,
2007-05-10 00:00:00+00:00,20.38999938964844,20.38999938964844,20.21999931335449,3.56950044631958,140100,0.0,
2007-05-11 00:00:00+00:00,20.309999465942383,20.399999618530277,20.26000022888184,3.5677425861358643,122200,0.0,
2007-05-14 00:00:00+00:00,20.3700008392334,20.3700008392334,20.26000022888184,3.574777841567993,168400,0.0,
2007-05-15 00:00:00+00:00,20.3799991607666,20.3799991607666,20.200000762939453,3.5536789894104004,129700,0.0,
2007-05-16 00:00:00+00:00,20.270000457763672,20.270000457763672,20.01000022888184,3.5237858295440674,166900,0.0,
2007-05-17 00:00:00+00:00,20.049999237060547,20.07999992370605,19.76000022888184,3.516749858856201,388700,0.0,
2007-05-18 00:00:00+00:00,20.040000915527344,20.040000915527344,20.0,3.516749858856201,482200,0.0,
2007-05-21 00:00:00+00:00,20.01000022888184,20.01000022888184,20.0,3.5185112953186035,232700,0.0,
2007-05-22 00:00:00+00:00,20.0,20.01000022888184,20.0,3.516749858856201,211900,0.0,
2007-05-23 00:00:00+00:00,20.01000022888184,20.01000022888184,20.0,3.5185112953186035,188100,0.0,
2007-05-24 00:00:00+00:00,20.0,20.01000022888184,20.0,3.516749858856201,303700,0.0,
2007-05-25 00:00:00+00:00,20.0,20.01000022888184,20.0,3.516749858856201,238900,0.0,
2007-05-29 00:00:00+00:00,20.0,20.01000022888184,20.0,3.5185112953186035,310800,0.0,
2007-05-30 00:00:00+00:00,20.0,20.01000022888184,20.0,3.5185112953186035,834800,0.0,
2007-05-31 00:00:00+00:00,20.0,20.01000022888184,20.0,3.5185112953186035,230300,0.0,
2007-06-01 00:00:00+00:00,20.0,20.01000022888184,19.989999771118164,3.516749858856201,928300,0.0,
2007-06-04 00:00:00+00:00,20.0,20.100000381469727,20.0,3.5343332290649414,357700,0.0,
2007-06-05 00:00:00+00:00,20.100000381469727,20.100000381469727,20.0,3.516749858856201,336900,0.0,
2007-06-06 00:00:00+00:00,20.01000022888184,20.020000457763672,20.0,3.516749858856201,292000,0.0,
2007-06-07 00:00:00+00:00,20.01000022888184,20.01000022888184,20.0,3.516749858856201,787900,0.0,
2007-06-08 00:00:00+00:00,20.0,20.01000022888184,20.0,3.516749858856201,632600,0.0,
2007-06-11 00:00:00+00:00,20.0,20.0,19.450000762939453,3.449934959411621,228500,0.0,
2007-06-12 00:00:00+00:00,19.600000381469727,19.6200008392334,19.01000022888184,3.358497381210327,211300,0.0,
2007-06-13 00:00:00+00:00,19.200000762939453,19.21999931335449,18.1299991607666,3.333880662918091,450900,0.0,
2007-06-14 00:00:00+00:00,18.82999992370605,19.399999618530277,18.690000534057617,3.3740620613098145,215200,0.127,
2007-06-15 00:00:00+00:00,19.01000022888184,19.25,18.82999992370605,3.3652143478393555,186100,0.0,
2007-06-18 00:00:00+00:00,19.01000022888184,19.100000381469727,18.6200008392334,3.3014841079711914,199300,0.0,
2007-06-19 00:00:00+00:00,18.61000061035156,18.780000686645508,18.51000022888184,3.315645217895508,319300,0.0,
2007-06-20 00:00:00+00:00,18.57999992370605,18.75,18.46999931335449,3.289090394973755,253500,0.0,
2007-06-21 00:00:00+00:00,18.739999771118164,18.75,18.3700008392334,3.3014841079711914,260800,0.0,
2007-06-22 00:00:00+00:00,18.899999618530277,18.899999618530277,18.290000915527344,3.2572274208068848,265300,0.0,
2007-06-25 00:00:00+00:00,18.549999237060547,18.549999237060547,18.06999969482422,3.2253665924072266,360300,0.0,
2007-06-26 00:00:00+00:00,18.21999931335449,18.350000381469727,18.049999237060547,3.2359864711761475,300300,0.0,
2007-06-27 00:00:00+00:00,18.170000076293945,18.290000915527344,18.0,3.23421573638916,295900,0.0,
2007-06-28 00:00:00+00:00,18.190000534057617,18.68000030517578,18.1299991607666,3.283782958984375,182300,0.0,
2007-06-29 00:00:00+00:00,18.549999237060547,18.700000762939453,18.299999237060547,3.290863513946533,161000,0.0,
2007-07-02 00:00:00+00:00,18.600000381469727,18.75,18.350000381469727,3.3103363513946533,111000,0.0,
