date,IBTX_Open,IBTX_High,IBTX_Low,IBTX_Close,IBTX_Volume,IBTX_Dividends,IBTX_Stock Splits
2013-04-04 00:00:00+00:00,29.1200008392334,29.299999237060547,28.799999237060547,24.120132446289062,100500,0.0,
2013-04-05 00:00:00+00:00,29.0,29.0,28.020000457763672,23.95262908935547,70800,0.0,
2013-04-08 00:00:00+00:00,28.81999969482422,29.0,28.26000022888184,23.743257522583008,90400,0.0,
2013-04-09 00:00:00+00:00,28.399999618530277,28.940000534057617,28.25,24.229007720947266,32400,0.0,
2013-04-10 00:00:00+00:00,29.25,29.25,28.75,24.23738670349121,17900,0.0,
2013-04-11 00:00:00+00:00,29.88999938964844,29.88999938964844,28.649999618530277,24.270883560180664,18600,0.0,
2013-04-12 00:00:00+00:00,28.81999969482422,29.8700008392334,28.649999618530277,24.07826232910156,34600,0.0,
2013-04-15 00:00:00+00:00,29.5,29.5,28.0,23.651132583618164,67400,0.0,
2013-04-16 00:00:00+00:00,28.290000915527344,28.989999771118164,28.01000022888184,23.57575225830078,17600,0.0,
2013-04-17 00:00:00+00:00,28.059999465942383,28.649999618530277,28.0,23.61763381958008,19700,0.0,
2013-04-18 00:00:00+00:00,28.59000015258789,29.020000457763672,28.020000457763672,24.270883560180664,21500,0.0,
2013-04-19 00:00:00+00:00,29.299999237060547,29.299999237060547,28.059999465942383,23.592504501342773,120100,0.0,
2013-04-22 00:00:00+00:00,28.200000762939453,28.290000915527344,28.0,23.46687889099121,98400,0.0,
2013-04-23 00:00:00+00:00,28.149999618530277,28.549999237060547,28.1200008392334,23.743257522583008,30300,0.0,
2013-04-24 00:00:00+00:00,28.850000381469727,28.96999931335449,28.32999992370605,24.06987953186035,46100,0.0,
2013-04-25 00:00:00+00:00,28.899999618530277,28.93000030517578,28.38999938964844,23.969385147094727,27700,0.0,
2013-04-26 00:00:00+00:00,28.700000762939453,29.13999938964844,27.540000915527344,23.651132583618164,67900,0.0,
2013-04-29 00:00:00+00:00,28.200000762939453,28.690000534057617,28.06999969482422,23.910757064819336,16600,0.0,
2013-04-30 00:00:00+00:00,28.3799991607666,28.63999938964844,28.040000915527344,23.90238571166992,7900,0.0,
2013-05-01 00:00:00+00:00,28.399999618530277,28.93000030517578,28.06999969482422,23.667879104614254,13000,0.0,
2013-05-02 00:00:00+00:00,28.049999237060547,28.950000762939453,28.049999237060547,24.036380767822266,21400,0.0,
2013-05-03 00:00:00+00:00,28.520000457763672,31.11000061035156,28.520000457763672,24.1871337890625,23300,0.0,
2013-05-06 00:00:00+00:00,29.059999465942383,29.299999237060547,28.489999771118164,24.120132446289062,12300,0.0,
2013-05-07 00:00:00+00:00,28.96999931335449,29.0,28.51000022888184,24.203882217407227,29600,0.0,
2013-05-08 00:00:00+00:00,28.6299991607666,28.950000762939453,28.6299991607666,24.203882217407227,2900,0.0,
2013-05-09 00:00:00+00:00,28.739999771118164,29.0,28.450000762939453,24.162010192871094,5800,0.0,
2013-05-10 00:00:00+00:00,28.989999771118164,29.100000381469727,28.549999237060547,24.287628173828125,12300,0.0,
2013-05-13 00:00:00+00:00,28.93000030517578,28.93000030517578,28.040000915527344,24.120132446289062,11300,0.0,
2013-05-14 00:00:00+00:00,28.799999237060547,29.0,28.0,24.287628173828125,21600,0.0,
2013-05-15 00:00:00+00:00,29.0,29.100000381469727,28.229999542236328,24.37138938903809,57000,0.0,
2013-05-16 00:00:00+00:00,28.899999618530277,29.0,28.43000030517578,24.11176300048828,6900,0.0,
2013-05-17 00:00:00+00:00,28.530000686645508,29.40999984741211,28.530000686645508,24.622638702392575,27200,0.0,
2013-05-20 00:00:00+00:00,29.46999931335449,29.5,28.690000534057617,24.312763214111328,8600,0.0,
2013-05-21 00:00:00+00:00,29.11000061035156,29.270000457763672,28.489999771118164,24.27925682067871,34000,0.0,
2013-05-22 00:00:00+00:00,28.88999938964844,29.26000022888184,28.59000015258789,24.1452579498291,15900,0.0,
2013-05-23 00:00:00+00:00,28.520000457763672,28.520000457763672,28.0,23.659507751464844,21500,0.0,
2013-05-24 00:00:00+00:00,28.309999465942383,29.25,28.059999465942383,23.67624855041504,7400,0.0,
2013-05-28 00:00:00+00:00,28.59000015258789,28.6299991607666,28.229999542236328,23.79349708557129,16500,0.0,
2013-05-29 00:00:00+00:00,28.420000076293945,29.5,28.309999465942383,23.95262908935547,26900,0.0,
