date,VRTS_Open,VRTS_High,VRTS_Low,VRTS_Close,VRTS_Volume,VRTS_Dividends,VRTS_Stock Splits
2009-01-02 00:00:00+00:00,9.0,10.5,7.0,8.45336627960205,15500,0.0,
2009-01-05 00:00:00+00:00,11.1899995803833,11.1899995803833,8.0,7.092775344848633,35700,0.0,
2009-01-06 00:00:00+00:00,8.899999618530273,11.970000267028809,8.649999618530273,9.572430610656738,53900,0.0,
2009-01-07 00:00:00+00:00,9.920000076293944,12.300000190734863,9.920000076293944,8.244044303894043,22100,0.0,
2009-01-08 00:00:00+00:00,10.1899995803833,11.449999809265137,9.0,7.978365421295166,26200,0.0,
2009-01-09 00:00:00+00:00,9.470000267028809,9.8100004196167,8.130000114440918,7.350399971008301,39000,0.0,
2009-01-12 00:00:00+00:00,8.479999542236328,8.75,7.670000076293945,6.17498254776001,63000,0.0,
2009-01-13 00:00:00+00:00,7.690000057220459,8.569999694824219,6.949999809265137,5.780491828918457,59000,0.0,
2009-01-14 00:00:00+00:00,6.900000095367432,7.400000095367432,6.710000038146973,5.402102470397949,39800,0.0,
2009-01-15 00:00:00+00:00,6.690000057220459,7.489999771118164,6.5,5.83684778213501,42900,0.0,
2009-01-16 00:00:00+00:00,7.28000020980835,8.0,7.0,5.949557781219482,78300,0.0,
2009-01-20 00:00:00+00:00,7.039999961853027,7.590000152587891,6.920000076293945,5.571170806884766,58500,0.0,
2009-01-21 00:00:00+00:00,7.03000020980835,7.25,6.010000228881836,5.5953216552734375,47700,0.0,
2009-01-22 00:00:00+00:00,6.809999942779541,6.809999942779541,6.019999980926514,4.846595287322998,30900,0.0,
2009-01-23 00:00:00+00:00,6.150000095367432,6.360000133514404,5.920000076293945,4.790239334106445,19900,0.0,
2009-01-26 00:00:00+00:00,5.940000057220459,6.460000038146973,5.940000057220459,4.830493450164795,26400,0.0,
2009-01-27 00:00:00+00:00,6.0,6.050000190734863,5.75,4.830493450164795,29000,0.0,
2009-01-28 00:00:00+00:00,6.039999961853027,6.460000038146973,5.889999866485596,5.112271785736084,80700,0.0,
2009-01-29 00:00:00+00:00,6.489999771118164,6.489999771118164,5.75,4.637275218963623,27200,0.0,
2009-01-30 00:00:00+00:00,6.739999771118164,6.75,5.949999809265137,4.878799915313721,33700,0.0,
2009-02-02 00:00:00+00:00,5.900000095367432,6.230000019073486,5.75,4.74998664855957,23500,0.0,
