date,BIL_Open,BIL_High,BIL_Low,BIL_Close,BIL_Volume,BIL_Dividends,BIL_Stock Splits
2007-05-30 00:00:00+00:00,91.58000183105467,91.5999984741211,91.5,76.70069885253906,1550,0.0,
2007-05-31 00:00:00+00:00,91.58000183105467,91.5999984741211,91.58000183105467,76.70069885253906,11200,0.0,
2007-06-01 00:00:00+00:00,91.62000274658205,91.62000274658205,91.62000274658205,76.71743774414062,1450,0.0,
2007-06-04 00:00:00+00:00,91.63999938964844,91.63999938964844,91.63999938964844,76.73417663574219,1050,0.0,
2007-06-05 00:00:00+00:00,91.66000366210938,91.68000030517578,91.63999938964844,76.73417663574219,3750,0.0,
2007-06-06 00:00:00+00:00,91.63999938964844,91.68000030517578,91.63999938964844,76.76766204833984,9750,0.0,
2007-06-07 00:00:00+00:00,91.63999938964844,91.66000366210938,91.63999938964844,76.75089263916016,12150,0.0,
2007-06-08 00:00:00+00:00,91.68000030517578,91.68000030517578,91.62000274658205,76.76766204833984,7850,0.0,
2007-06-11 00:00:00+00:00,91.68000030517578,91.72000122070312,91.68000030517578,76.8011474609375,2400,0.0,
2007-06-12 00:00:00+00:00,91.72000122070312,91.72000122070312,91.63999938964844,76.73417663574219,3900,0.0,
2007-06-13 00:00:00+00:00,91.63999938964844,91.72000122070312,91.63999938964844,76.8011474609375,3750,0.0,
2007-06-14 00:00:00+00:00,91.76000213623048,91.76000213623048,91.76000213623048,76.83463287353516,13400,0.0,
2007-06-15 00:00:00+00:00,91.8000030517578,91.83999633789062,91.73999786376952,76.90164184570312,1050,0.0,
2007-06-18 00:00:00+00:00,91.81999969482422,91.87999725341795,91.8000030517578,76.91838073730469,28000,0.0,
2007-06-19 00:00:00+00:00,91.86000061035156,91.86000061035156,91.86000061035156,76.91838073730469,850,0.0,
2007-06-20 00:00:00+00:00,91.83999633789062,91.9000015258789,91.83999633789062,76.93510437011719,3100,0.0,
2007-06-21 00:00:00+00:00,91.86000061035156,91.9000015258789,91.86000061035156,76.93510437011719,850,0.0,
2007-06-22 00:00:00+00:00,91.9000015258789,91.95999908447266,91.9000015258789,77.00211334228516,2200,0.0,
2007-06-25 00:00:00+00:00,91.9000015258789,91.91999816894533,91.9000015258789,76.9686279296875,29700,0.0,
2007-06-26 00:00:00+00:00,91.91999816894533,91.94000244140624,91.9000015258789,76.98536682128906,5100,0.0,
