date,GURU_Open,GURU_High,GURU_Low,GURU_Close,GURU_Volume,GURU_Dividends,GURU_Stock Splits
2012-06-05 00:00:00+00:00,15.119999885559082,15.170000076293944,15.050000190734863,13.366632461547852,800,0.0,
2012-06-06 00:00:00+00:00,15.170000076293944,15.40999984741211,15.170000076293944,13.507613182067873,2000,0.0,
2012-06-07 00:00:00+00:00,16.0,16.0,15.390000343322754,13.560479164123535,11500,0.0,
2012-06-08 00:00:00+00:00,15.31999969482422,15.479999542236328,15.199999809265137,13.639782905578612,1200,0.0,
2012-06-11 00:00:00+00:00,15.949999809265137,15.949999809265137,15.15999984741211,13.357824325561523,6100,0.0,
2012-06-12 00:00:00+00:00,15.15999984741211,15.3100004196167,15.100000381469728,13.48999309539795,4700,0.0,
2012-06-13 00:00:00+00:00,15.210000038146973,15.329999923706056,15.100000381469728,13.340200424194336,8900,0.0,
2012-06-14 00:00:00+00:00,15.229999542236328,15.229999542236328,15.18000030517578,13.375448226928713,500,0.0,
2012-06-15 00:00:00+00:00,15.279999732971191,15.399999618530272,15.25,13.569293975830078,500,0.0,
2012-06-18 00:00:00+00:00,15.449999809265137,15.449999809265137,15.399999618530272,13.613348960876465,2300,0.0,
2012-06-19 00:00:00+00:00,15.800000190734863,15.850000381469728,15.760000228881836,13.88649559020996,1900,0.0,
2012-06-20 00:00:00+00:00,15.859999656677246,15.859999656677246,15.760000228881836,13.921741485595703,5900,0.0,
2012-06-21 00:00:00+00:00,15.81999969482422,15.81999969482422,15.380000114440918,13.560479164123535,5100,0.0,
2012-06-22 00:00:00+00:00,15.350000381469728,15.350000381469728,15.350000381469728,13.525236129760742,1700,0.0,
2012-06-25 00:00:00+00:00,15.300000190734863,15.300000190734863,15.15999984741211,13.357824325561523,1800,0.0,
2012-06-26 00:00:00+00:00,15.199999809265137,15.229999542236328,15.199999809265137,13.41950225830078,600,0.0,
2012-06-27 00:00:00+00:00,15.34000015258789,15.449999809265137,15.34000015258789,13.613348960876465,600,0.0,
2012-06-28 00:00:00+00:00,15.25,15.25,15.18000030517578,13.375448226928713,1100,0.0,
2012-06-29 00:00:00+00:00,15.649999618530272,15.789999961853027,15.649999618530272,13.877685546875,3500,0.0,
2012-07-02 00:00:00+00:00,15.960000038146973,15.960000038146973,15.81999969482422,13.948176383972168,700,0.0,
2012-07-03 00:00:00+00:00,15.890000343322754,16.0,15.890000343322754,14.097967147827148,800,0.0,
2012-07-05 00:00:00+00:00,16.030000686645508,16.049999237060547,15.960000038146973,14.089154243469238,11100,0.0,
2012-07-06 00:00:00+00:00,15.789999961853027,15.789999961853027,15.789999961853027,13.91292953491211,400,0.0,
2012-07-09 00:00:00+00:00,15.729999542236328,15.729999542236328,15.729999542236328,13.860061645507812,200,0.0,
2012-07-10 00:00:00+00:00,15.699999809265137,15.699999809265137,15.699999809265137,13.833630561828612,100,0.0,
2012-07-11 00:00:00+00:00,15.699999809265137,15.699999809265137,15.699999809265137,13.833630561828612,0,0.0,
2012-07-12 00:00:00+00:00,15.699999809265137,15.699999809265137,15.699999809265137,13.833630561828612,0,0.0,
2012-07-13 00:00:00+00:00,15.649999618530272,15.649999618530272,15.649999618530272,13.789573669433594,100,0.0,
2012-07-16 00:00:00+00:00,15.65999984741211,15.65999984741211,15.579999923706056,13.727895736694336,600,0.0,
2012-07-17 00:00:00+00:00,15.789999961853027,15.789999961853027,15.779999732971191,13.904117584228516,500,0.0,
2012-07-18 00:00:00+00:00,15.779999732971191,15.779999732971191,15.779999732971191,13.904117584228516,0,0.0,
2012-07-19 00:00:00+00:00,15.93000030517578,15.93000030517578,15.93000030517578,14.03628921508789,5000,0.0,
2012-07-20 00:00:00+00:00,15.739999771118164,15.75,15.739999771118164,13.877685546875,600,0.0,
2012-07-23 00:00:00+00:00,15.479999542236328,15.479999542236328,15.479999542236328,13.639782905578612,300,0.0,
2012-07-24 00:00:00+00:00,15.479999542236328,15.479999542236328,15.479999542236328,13.639782905578612,0,0.0,
2012-07-25 00:00:00+00:00,15.479999542236328,15.479999542236328,15.479999542236328,13.639782905578612,0,0.0,
2012-07-26 00:00:00+00:00,15.479999542236328,15.479999542236328,15.479999542236328,13.639782905578612,0,0.0,
2012-07-27 00:00:00+00:00,15.479999542236328,15.479999542236328,15.479999542236328,13.639782905578612,0,0.0,
2012-07-30 00:00:00+00:00,15.479999542236328,15.479999542236328,15.479999542236328,13.639782905578612,0,0.0,
2012-07-31 00:00:00+00:00,15.84000015258789,15.84000015258789,15.729999542236328,13.860061645507812,1400,0.0,
2012-08-01 00:00:00+00:00,15.729999542236328,15.729999542236328,15.729999542236328,13.860061645507812,0,0.0,
2012-08-02 00:00:00+00:00,15.449999809265137,15.65999984741211,15.449999809265137,13.639782905578612,600,0.0,
2012-08-03 00:00:00+00:00,15.449999809265137,15.989999771118164,15.449999809265137,14.089154243469238,1100,0.0,
2012-08-06 00:00:00+00:00,15.989999771118164,15.989999771118164,15.989999771118164,14.089154243469238,0,0.0,
2012-08-07 00:00:00+00:00,16.200000762939453,16.200000762939453,16.200000762939453,14.274191856384276,100,0.0,
2012-08-08 00:00:00+00:00,16.200000762939453,16.200000762939453,16.200000762939453,14.274191856384276,0,0.0,
2012-08-09 00:00:00+00:00,16.200000762939453,16.200000762939453,16.200000762939453,14.274191856384276,0,0.0,
2012-08-10 00:00:00+00:00,16.200000762939453,16.200000762939453,16.200000762939453,14.274191856384276,0,0.0,
2012-08-13 00:00:00+00:00,16.200000762939453,16.200000762939453,16.200000762939453,14.274191856384276,0,0.0,
2012-08-14 00:00:00+00:00,16.489999771118164,16.56999969482422,16.489999771118164,14.556147575378418,2700,0.0,
2012-08-15 00:00:00+00:00,16.520000457763672,16.520000457763672,16.520000457763672,14.556147575378418,0,0.0,
2012-08-16 00:00:00+00:00,16.549999237060547,16.780000686645508,16.549999237060547,14.785243034362791,300,0.0,
2012-08-17 00:00:00+00:00,16.780000686645508,16.780000686645508,16.780000686645508,14.785243034362791,0,0.0,
2012-08-20 00:00:00+00:00,16.799999237060547,16.799999237060547,16.799999237060547,14.802862167358398,500,0.0,
2012-08-21 00:00:00+00:00,16.8700008392334,16.8700008392334,16.8700008392334,14.864544868469238,400,0.0,
2012-08-22 00:00:00+00:00,16.729999542236328,16.790000915527344,16.729999542236328,14.741185188293455,500,0.0,
2012-08-23 00:00:00+00:00,16.649999618530273,16.65999984741211,16.649999618530273,14.670693397521973,700,0.0,
2012-08-24 00:00:00+00:00,16.690000534057617,16.700000762939453,16.690000534057617,14.714754104614258,300,0.0,
2012-08-27 00:00:00+00:00,16.719999313354492,16.719999313354492,16.719999313354492,14.732376098632812,500,0.0,
2012-08-28 00:00:00+00:00,16.799999237060547,16.799999237060547,16.75,14.758808135986328,7200,0.0,
2012-08-29 00:00:00+00:00,16.75,16.75,16.739999771118164,14.758808135986328,10000,0.0,
2012-08-30 00:00:00+00:00,16.75,16.75,16.75,14.758808135986328,200,0.0,
2012-08-31 00:00:00+00:00,16.75,16.75,16.75,14.758808135986328,0,0.0,
2012-09-04 00:00:00+00:00,16.709999084472656,16.709999084472656,16.709999084472656,14.723562240600586,100,0.0,
2012-09-05 00:00:00+00:00,16.8700008392334,17.84000015258789,16.799999237060547,14.838109970092772,7400,0.0,
2012-09-06 00:00:00+00:00,16.84000015258789,16.84000015258789,16.84000015258789,14.838109970092772,900,0.0,
2012-09-07 00:00:00+00:00,17.110000610351562,17.31999969482422,17.110000610351562,15.261049270629885,16600,0.0,
2012-09-10 00:00:00+00:00,17.299999237060547,17.299999237060547,17.299999237060547,15.243426322937012,1000,0.0,
2012-09-11 00:00:00+00:00,17.260000228881836,17.260000228881836,17.260000228881836,15.208179473876951,100,0.0,
2012-09-12 00:00:00+00:00,17.31999969482422,17.399999618530273,17.31999969482422,15.31391429901123,4400,0.0,
2012-09-13 00:00:00+00:00,17.559999465942383,17.559999465942383,17.559999465942383,15.47252082824707,200,0.0,
2012-09-14 00:00:00+00:00,17.719999313354492,17.93000030517578,17.719999313354492,15.701607704162598,5000,0.0,
2012-09-17 00:00:00+00:00,17.850000381469727,17.850000381469727,17.700000762939453,15.595870971679688,5500,0.0,
2012-09-18 00:00:00+00:00,17.75,17.75,17.690000534057617,15.587065696716309,1900,0.0,
2012-09-19 00:00:00+00:00,17.719999313354492,17.719999313354492,17.690000534057617,15.604683876037598,1600,0.0,
2012-09-20 00:00:00+00:00,17.690000534057617,17.690000534057617,17.540000915527344,15.4548978805542,700,0.0,
2012-09-21 00:00:00+00:00,17.600000381469727,17.600000381469727,17.600000381469727,15.507765769958496,500,0.0,
2012-09-24 00:00:00+00:00,17.549999237060547,17.549999237060547,17.479999542236328,15.402026176452637,1300,0.0,
2012-09-25 00:00:00+00:00,17.479999542236328,17.479999542236328,17.479999542236328,15.402026176452637,0,0.0,
2012-09-26 00:00:00+00:00,17.110000610351562,17.110000610351562,17.110000610351562,15.076014518737791,500,0.0,
2012-09-27 00:00:00+00:00,17.34000015258789,17.360000610351562,17.34000015258789,15.296292304992676,600,0.0,
2012-09-28 00:00:00+00:00,17.360000610351562,17.360000610351562,17.360000610351562,15.296292304992676,0,0.0,
2012-10-01 00:00:00+00:00,17.350000381469727,17.350000381469727,17.350000381469727,15.287483215332031,400,0.0,
2012-10-02 00:00:00+00:00,17.3700008392334,17.3799991607666,17.360000610351562,15.31391429901123,1200,0.0,
2012-10-03 00:00:00+00:00,17.520000457763672,17.520000457763672,17.520000457763672,15.437270164489746,500,0.0,
2012-10-04 00:00:00+00:00,17.59000015258789,17.59000015258789,17.549999237060547,15.463706970214844,2200,0.0,
2012-10-05 00:00:00+00:00,17.549999237060547,17.549999237060547,17.549999237060547,15.463706970214844,0,0.0,
2012-10-08 00:00:00+00:00,17.6200008392334,17.6200008392334,17.6200008392334,15.525384902954102,2000,0.0,
2012-10-09 00:00:00+00:00,17.510000228881836,17.530000686645508,17.510000228881836,15.446085929870604,1300,0.0,
2012-10-10 00:00:00+00:00,17.399999618530273,17.399999618530273,17.399999618530273,15.331534385681152,1000,0.0,
