date,HYB_Open,HYB_High,HYB_Low,HYB_Close,HYB_Volume,HYB_Dividends,HYB_Stock Splits
1988-02-19 00:00:00+00:00,50.0,50.0,50.0,0.948348104953766,1110720,0.0,
1988-02-22 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,52200,0.0,
1988-02-23 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,24200,0.0,
1988-02-24 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,19540,0.0,
1988-02-25 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,12140,0.0,
1988-02-26 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,24420,0.0,
1988-02-29 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,19580,0.0,
1988-03-01 00:00:00+00:00,50.625,50.625,50.0,0.948348104953766,11160,0.0,
1988-03-02 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,18200,0.0,
1988-03-03 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,15600,0.0,
1988-03-04 00:00:00+00:00,50.625,50.625,50.0,0.948348104953766,16260,0.0,
1988-03-07 00:00:00+00:00,50.0,50.625,50.0,0.9602028727531432,8500,0.0,
1988-03-08 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,17620,0.0,
1988-03-09 00:00:00+00:00,50.0,50.625,50.0,0.9602028727531432,11220,0.0,
1988-03-10 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,10500,0.0,
1988-03-11 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,16660,0.0,
1988-03-14 00:00:00+00:00,50.625,50.625,50.0,0.948348104953766,10440,0.0,
1988-03-15 00:00:00+00:00,50.625,50.625,50.0,0.948348104953766,14760,0.0,
1988-03-16 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,10920,0.0,
1988-03-17 00:00:00+00:00,50.0,50.625,50.0,0.9602028727531432,9180,0.0,
1988-03-18 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,11060,0.0,
1988-03-21 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,8900,0.0,
1988-03-22 00:00:00+00:00,50.0,50.625,50.0,0.9602028727531432,16560,0.0,
1988-03-23 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,11120,0.0,
1988-03-24 00:00:00+00:00,50.0,50.625,50.0,0.948348104953766,9340,0.0,
1988-03-25 00:00:00+00:00,50.0,50.625,49.375,0.948348104953766,15380,0.0,
1988-03-28 00:00:00+00:00,50.0,50.0,48.75,0.9364933371543884,19640,0.0,
1988-03-29 00:00:00+00:00,49.375,49.375,48.75,0.9364933371543884,5540,0.0,
1988-03-30 00:00:00+00:00,48.75,49.375,48.75,0.9364933371543884,3520,0.0,
1988-03-31 00:00:00+00:00,48.75,50.0,48.75,0.948348104953766,11240,0.0,
1988-04-04 00:00:00+00:00,49.375,50.0,49.375,0.9364933371543884,4420,0.0,
1988-04-05 00:00:00+00:00,49.375,50.0,49.375,0.948348104953766,8200,0.0,
1988-04-06 00:00:00+00:00,49.375,50.0,49.375,0.9364933371543884,17700,0.0,
1988-04-07 00:00:00+00:00,50.0,50.0,49.375,0.9364933371543884,11140,0.0,
1988-04-08 00:00:00+00:00,49.375,50.0,49.375,0.9364933371543884,11600,0.0,
1988-04-11 00:00:00+00:00,50.0,50.625,49.375,0.9602028727531432,7640,0.0,
1988-04-12 00:00:00+00:00,50.625,50.625,50.0,0.9602028727531432,9420,0.0,
1988-04-13 00:00:00+00:00,50.0,50.625,50.0,0.9602028727531432,6600,0.0,
1988-04-14 00:00:00+00:00,50.625,50.625,50.0,0.948348104953766,24640,0.0,
1988-04-15 00:00:00+00:00,50.0,50.625,50.0,0.9602028727531432,15540,0.0,
1988-04-18 00:00:00+00:00,50.0,50.625,50.0,0.9626092314720154,12240,0.75,
1988-04-19 00:00:00+00:00,50.0,51.25,50.0,0.9746415615081788,28460,0.0,
1988-04-20 00:00:00+00:00,50.625,50.625,50.0,0.9746415615081788,11960,0.0,
1988-04-21 00:00:00+00:00,50.0,50.625,50.0,0.9746415615081788,15280,0.0,
1988-04-22 00:00:00+00:00,50.625,50.625,50.0,0.9746415615081788,12420,0.0,
1988-04-25 00:00:00+00:00,50.625,51.25,50.0,0.9626092314720154,8780,0.0,
1988-04-26 00:00:00+00:00,50.625,50.625,50.0,0.9626092314720154,4120,0.0,
1988-04-27 00:00:00+00:00,50.0,51.25,50.0,0.9866744875907898,7260,0.0,
1988-04-28 00:00:00+00:00,50.625,51.25,50.625,0.9746415615081788,13340,0.0,
1988-04-29 00:00:00+00:00,50.625,50.625,50.0,0.9746415615081788,8280,0.0,
1988-05-02 00:00:00+00:00,50.0,50.625,50.0,0.9746415615081788,5860,0.0,
1988-05-03 00:00:00+00:00,50.625,50.625,50.0,0.9626092314720154,8480,0.0,
1988-05-04 00:00:00+00:00,50.625,50.625,50.0,0.9626092314720154,4800,0.0,
1988-05-05 00:00:00+00:00,50.625,51.25,50.625,0.9746415615081788,12080,0.0,
1988-05-06 00:00:00+00:00,50.625,51.25,50.0,0.9626092314720154,8400,0.0,
1988-05-09 00:00:00+00:00,50.625,51.25,50.625,0.9746415615081788,3740,0.0,
1988-05-10 00:00:00+00:00,50.625,51.25,50.0,0.9866744875907898,7040,0.0,
1988-05-11 00:00:00+00:00,50.625,50.625,50.0,0.9626092314720154,9840,0.0,
1988-05-12 00:00:00+00:00,50.0,51.25,50.0,0.9866744875907898,4480,0.0,
1988-05-13 00:00:00+00:00,51.25,51.25,50.625,0.9866744875907898,3980,0.0,
1988-05-16 00:00:00+00:00,51.25,51.25,50.625,0.9746415615081788,10140,0.0,
1988-05-17 00:00:00+00:00,51.25,51.875,50.625,0.9866744875907898,14720,0.0,
1988-05-18 00:00:00+00:00,50.625,51.25,50.0,0.9866742491722108,12300,0.625,
1988-05-19 00:00:00+00:00,50.0,50.625,50.0,0.9866742491722108,20980,0.0,
1988-05-20 00:00:00+00:00,50.625,50.625,50.0,0.9744930267333984,17260,0.0,
1988-05-23 00:00:00+00:00,50.625,51.25,50.0,0.9988551139831544,7000,0.0,
1988-05-24 00:00:00+00:00,50.625,51.25,50.0,0.9866742491722108,12880,0.0,
1988-05-25 00:00:00+00:00,50.625,50.625,50.0,0.9744930267333984,20560,0.0,
1988-05-26 00:00:00+00:00,50.625,51.25,50.0,0.9866742491722108,8020,0.0,
1988-05-27 00:00:00+00:00,51.25,51.25,50.0,0.9744930267333984,12520,0.0,
1988-05-31 00:00:00+00:00,50.625,50.625,50.0,0.9866742491722108,6720,0.0,
1988-06-01 00:00:00+00:00,50.625,50.625,50.0,0.9866742491722108,8820,0.0,
1988-06-02 00:00:00+00:00,50.625,51.25,50.625,0.9866742491722108,19060,0.0,
1988-06-03 00:00:00+00:00,50.625,50.625,50.0,0.9866742491722108,7020,0.0,
1988-06-06 00:00:00+00:00,50.625,51.25,50.0,0.9988551139831544,12820,0.0,
1988-06-07 00:00:00+00:00,50.625,51.25,50.0,0.9988551139831544,21800,0.0,
1988-06-08 00:00:00+00:00,50.625,51.25,50.625,0.9866742491722108,13460,0.0,
1988-06-09 00:00:00+00:00,51.25,51.25,50.625,0.9866742491722108,9160,0.0,
1988-06-10 00:00:00+00:00,51.25,51.25,50.625,0.9988551139831544,7920,0.0,
1988-06-13 00:00:00+00:00,51.25,51.25,50.625,0.9866742491722108,10320,0.0,
1988-06-14 00:00:00+00:00,51.25,51.25,50.625,0.9866742491722108,18360,0.0,
1988-06-15 00:00:00+00:00,51.25,51.25,50.625,0.9866742491722108,8460,0.0,
1988-06-16 00:00:00+00:00,51.25,51.875,50.625,1.011036992073059,21540,0.0,
1988-06-17 00:00:00+00:00,51.25,51.25,50.625,1.0108389854431152,8560,0.615,
1988-06-20 00:00:00+00:00,50.625,51.25,50.625,0.9985126852989196,7680,0.0,
1988-06-21 00:00:00+00:00,51.25,51.25,50.625,0.9985126852989196,17420,0.0,
1988-06-22 00:00:00+00:00,50.625,51.25,50.625,0.9985126852989196,12260,0.0,
1988-06-23 00:00:00+00:00,51.25,51.25,50.625,0.9985126852989196,10180,0.0,
1988-06-24 00:00:00+00:00,50.625,51.25,50.625,1.0108389854431152,8640,0.0,
1988-06-27 00:00:00+00:00,51.25,51.25,50.625,1.0108389854431152,27120,0.0,
1988-06-28 00:00:00+00:00,51.25,51.875,50.625,1.0108389854431152,12460,0.0,
1988-06-29 00:00:00+00:00,51.25,51.875,50.625,1.0231668949127195,9000,0.0,
1988-06-30 00:00:00+00:00,51.25,51.875,51.25,1.0108389854431152,8540,0.0,
1988-07-01 00:00:00+00:00,51.25,51.875,50.625,1.0231668949127195,7200,0.0,
1988-07-05 00:00:00+00:00,51.875,51.875,51.25,1.0108389854431152,6120,0.0,
1988-07-06 00:00:00+00:00,51.25,51.875,51.25,1.0108389854431152,6920,0.0,
1988-07-07 00:00:00+00:00,51.25,51.875,50.625,1.0231668949127195,17940,0.0,
1988-07-08 00:00:00+00:00,51.25,51.875,51.25,1.0108389854431152,20640,0.0,
1988-07-11 00:00:00+00:00,51.875,51.875,51.25,1.0108389854431152,12820,0.0,
1988-07-12 00:00:00+00:00,51.875,51.875,51.25,1.0231668949127195,17280,0.0,
1988-07-13 00:00:00+00:00,51.875,51.875,51.25,1.0231668949127195,7280,0.0,
1988-07-14 00:00:00+00:00,51.875,51.875,51.25,1.0231668949127195,18500,0.0,
1988-07-15 00:00:00+00:00,51.25,51.875,51.25,1.0231668949127195,9700,0.0,
1988-07-18 00:00:00+00:00,50.625,51.25,50.625,1.0104913711547852,9620,0.615,
1988-07-19 00:00:00+00:00,51.25,51.25,50.625,1.0229674577713013,25220,0.0,
1988-07-20 00:00:00+00:00,50.625,51.25,50.625,1.0229674577713013,8000,0.0,
1988-07-21 00:00:00+00:00,51.25,51.25,50.625,1.0229674577713013,10320,0.0,
1988-07-22 00:00:00+00:00,51.25,51.875,50.625,1.0229674577713013,13520,0.0,
1988-07-25 00:00:00+00:00,51.875,51.875,51.25,1.0229674577713013,8720,0.0,
1988-07-26 00:00:00+00:00,51.25,51.875,51.25,1.0354422330856323,10180,0.0,
1988-07-27 00:00:00+00:00,51.875,51.875,51.25,1.0354422330856323,15780,0.0,
1988-07-28 00:00:00+00:00,51.875,51.875,51.25,1.0229674577713013,13000,0.0,
1988-07-29 00:00:00+00:00,51.25,51.875,51.25,1.0229674577713013,6680,0.0,
