date,FMAO_Open,FMAO_High,FMAO_Low,FMAO_Close,FMAO_Volume,FMAO_Dividends,FMAO_Stock Splits
2006-01-30 00:00:00+00:00,10.90625,10.90625,10.90625,6.1087799072265625,0,0.0,
2006-01-31 00:00:00+00:00,10.875,10.875,10.875,6.091275215148926,800,0.0,
2006-02-01 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,3200,0.0,
2006-02-02 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-03 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-06 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-07 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-08 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-09 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-10 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-13 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-14 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-15 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-16 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-17 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-21 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-22 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-23 00:00:00+00:00,11.0625,11.0625,11.0625,6.196300506591797,0,0.0,
2006-02-24 00:00:00+00:00,11.125,11.125,11.125,6.23130464553833,2400,0.0,
2006-02-27 00:00:00+00:00,11.125,11.25,11.0625,6.23130464553833,27200,0.0,
2006-02-28 00:00:00+00:00,11.125,11.125,11.0,6.161294937133789,2400,0.0,
2006-03-01 00:00:00+00:00,11.0,11.0,11.0,6.161294937133789,0,0.0,
2006-03-02 00:00:00+00:00,11.0,11.0,11.0,6.161294937133789,0,0.0,
2006-03-03 00:00:00+00:00,11.0625,11.4375,11.0625,6.406344413757324,6400,0.0,
2006-03-06 00:00:00+00:00,11.4375,11.4375,11.4375,6.406344413757324,0,0.0,
2006-03-07 00:00:00+00:00,11.4375,11.4375,11.4375,6.406344413757324,0,0.0,
2006-03-08 00:00:00+00:00,11.4375,11.4375,11.4375,6.406344413757324,0,0.0,
2006-03-09 00:00:00+00:00,11.4375,11.4375,11.4375,6.406344413757324,0,0.0,
