date,INUV_Open,INUV_High,INUV_Low,INUV_Close,INUV_Volume,INUV_Dividends,INUV_Stock Splits
1998-10-19 00:00:00+00:00,3.125,3.28125,3.125,3.28125,4600,,
1998-10-20 00:00:00+00:00,3.28125,3.28125,3.28125,3.28125,0,,
1998-10-21 00:00:00+00:00,3.28125,3.28125,3.28125,3.28125,0,,
1998-10-22 00:00:00+00:00,3.28125,3.28125,3.28125,3.28125,1210,,
1998-10-23 00:00:00+00:00,2.5,2.5,2.5,2.5,1000,,
1998-10-26 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1998-10-27 00:00:00+00:00,2.1875,3.125,2.1875,3.125,1160,,
1998-10-28 00:00:00+00:00,3.125,3.125,3.125,3.125,0,,
1998-10-29 00:00:00+00:00,2.1875,2.96875,2.1875,2.5,3000,,
1998-10-30 00:00:00+00:00,2.5,2.5,2.1875,2.1875,3880,,
1998-11-02 00:00:00+00:00,2.5,2.5,2.1875,2.5,2050,,
1998-11-03 00:00:00+00:00,3.75,3.75,2.1875,2.5,4810,,
1998-11-04 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1998-11-05 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1998-11-06 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1998-11-09 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1998-11-10 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1998-11-11 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1998-11-12 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1998-11-13 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1998-11-16 00:00:00+00:00,2.1875,2.1875,2.1875,2.1875,100,,
1998-11-17 00:00:00+00:00,3.75,3.75,3.75,3.75,460,,
1998-11-18 00:00:00+00:00,3.75,3.75,3.4375,3.4375,400,,
1998-11-19 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,0,,
1998-11-20 00:00:00+00:00,2.8125,2.8125,2.8125,2.8125,200,,
1998-11-23 00:00:00+00:00,3.28125,3.28125,3.28125,3.28125,600,,
1998-11-24 00:00:00+00:00,2.8125,2.8125,2.8125,2.8125,700,,
1998-11-25 00:00:00+00:00,3.28125,3.28125,3.28125,3.28125,200,,
1998-11-27 00:00:00+00:00,3.28125,3.28125,3.28125,3.28125,0,,
1998-11-30 00:00:00+00:00,3.28125,3.28125,3.28125,3.28125,500,,
1998-12-01 00:00:00+00:00,2.96875,2.96875,2.96875,2.96875,60,,
1998-12-02 00:00:00+00:00,3.4375,3.90625,3.4375,3.90625,5410,,
1998-12-03 00:00:00+00:00,3.90625,3.90625,3.90625,3.90625,0,,
1998-12-04 00:00:00+00:00,3.90625,3.90625,3.90625,3.90625,0,,
1998-12-07 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,1060,,
1998-12-08 00:00:00+00:00,4.0625,4.375,4.0625,4.375,1000,,
1998-12-09 00:00:00+00:00,4.6875,4.6875,4.6875,4.6875,200,,
1998-12-10 00:00:00+00:00,3.90625,3.90625,3.90625,3.90625,500,,
1998-12-11 00:00:00+00:00,3.90625,3.90625,3.90625,3.90625,0,,
1998-12-14 00:00:00+00:00,3.90625,3.90625,3.90625,3.90625,0,,
1998-12-15 00:00:00+00:00,3.4375,3.4375,2.34375,2.34375,6840,,
1998-12-16 00:00:00+00:00,3.28125,3.90625,3.28125,3.90625,2470,,
1998-12-17 00:00:00+00:00,3.90625,3.90625,3.90625,3.90625,0,,
1998-12-18 00:00:00+00:00,3.90625,3.90625,3.90625,3.90625,0,,
1998-12-21 00:00:00+00:00,3.4375,3.75,3.4375,3.75,760,,
1998-12-22 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1998-12-23 00:00:00+00:00,4.375,4.375,4.375,4.375,2520,,
1998-12-24 00:00:00+00:00,4.375,4.375,3.90625,4.375,2000,,
1998-12-28 00:00:00+00:00,4.375,4.375,3.4375,3.4375,1750,,
1998-12-29 00:00:00+00:00,3.59375,3.59375,3.125,3.125,3320,,
1998-12-30 00:00:00+00:00,3.125,3.125,3.125,3.125,440,,
1998-12-31 00:00:00+00:00,3.125,4.0625,3.125,3.4375,820,,
1999-01-04 00:00:00+00:00,3.28125,5.625,3.28125,5.625,460,,
1999-01-05 00:00:00+00:00,5.625,5.625,5.625,5.625,0,,
1999-01-06 00:00:00+00:00,5.625,5.625,5.625,5.625,0,,
1999-01-07 00:00:00+00:00,5.625,5.625,5.625,5.625,0,,
1999-01-08 00:00:00+00:00,3.75,3.75,3.75,3.75,250,,
1999-01-11 00:00:00+00:00,4.0625,5.0,4.0625,5.0,700,,
1999-01-12 00:00:00+00:00,4.0625,4.0625,3.75,4.0625,1480,,
1999-01-13 00:00:00+00:00,4.0625,4.0625,4.0625,4.0625,0,,
1999-01-14 00:00:00+00:00,4.0625,4.0625,4.0625,4.0625,0,,
1999-01-15 00:00:00+00:00,4.6875,4.6875,4.0625,4.0625,1270,,
1999-01-19 00:00:00+00:00,4.0625,4.0625,4.0625,4.0625,0,,
1999-01-20 00:00:00+00:00,4.0625,4.0625,4.0625,4.0625,0,,
1999-01-21 00:00:00+00:00,4.0625,4.0625,4.0625,4.0625,0,,
1999-01-22 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,20,,
1999-01-25 00:00:00+00:00,5.3125,5.3125,5.3125,5.3125,30,,
1999-01-26 00:00:00+00:00,5.3125,5.3125,5.3125,5.3125,0,,
1999-01-27 00:00:00+00:00,5.3125,5.3125,5.3125,5.3125,170,,
1999-01-28 00:00:00+00:00,5.3125,5.3125,5.3125,5.3125,0,,
1999-01-29 00:00:00+00:00,5.3125,5.3125,5.3125,5.3125,0,,
1999-02-01 00:00:00+00:00,3.4375,3.75,3.4375,3.75,300,,
1999-02-02 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-02-03 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,30,,
1999-02-04 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,0,,
1999-02-05 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,0,,
1999-02-08 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,100,,
1999-02-09 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,0,,
1999-02-10 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,0,,
1999-02-11 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,0,,
1999-02-12 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,0,,
1999-02-16 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,0,,
1999-02-17 00:00:00+00:00,4.6875,4.6875,3.125,3.125,9080,,
1999-02-18 00:00:00+00:00,3.125,3.125,3.125,3.125,0,,
1999-02-19 00:00:00+00:00,3.125,3.125,3.125,3.125,0,,
1999-02-22 00:00:00+00:00,3.125,3.125,3.125,3.125,0,,
1999-02-23 00:00:00+00:00,3.125,3.125,3.125,3.125,0,,
1999-02-24 00:00:00+00:00,3.125,3.125,3.125,3.125,0,,
1999-02-25 00:00:00+00:00,3.125,3.125,3.125,3.125,0,,
1999-02-26 00:00:00+00:00,4.375,4.375,3.125,3.125,3870,,
1999-03-01 00:00:00+00:00,3.125,3.125,3.125,3.125,0,,
1999-03-02 00:00:00+00:00,3.125,3.4375,3.125,3.4375,2570,,
1999-03-03 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,0,,
1999-03-04 00:00:00+00:00,2.96875,3.75,2.96875,3.75,2000,,
1999-03-05 00:00:00+00:00,2.96875,3.28125,2.96875,3.28125,4200,,
1999-03-08 00:00:00+00:00,2.96875,2.96875,2.1875,2.1875,1300,,
1999-03-09 00:00:00+00:00,2.96875,2.96875,2.34375,2.5,2980,,
1999-03-10 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-03-11 00:00:00+00:00,2.96875,2.96875,2.1875,2.1875,4500,,
1999-03-12 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-03-15 00:00:00+00:00,2.96875,3.125,2.96875,2.96875,1280,,
1999-03-16 00:00:00+00:00,2.96875,2.96875,2.96875,2.96875,0,,
1999-03-17 00:00:00+00:00,2.34375,2.5,2.34375,2.5,5480,,
1999-03-18 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-03-19 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-03-22 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-03-23 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-03-24 00:00:00+00:00,2.34375,2.5,2.34375,2.5,2330,,
1999-03-25 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-03-26 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,60,,
1999-03-29 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-03-30 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-03-31 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-04-01 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,500,,
1999-04-05 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,50,,
1999-04-06 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-04-07 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-04-08 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-04-09 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-04-12 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-04-13 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-04-14 00:00:00+00:00,2.5,2.5,2.5,2.5,2400,,
1999-04-15 00:00:00+00:00,2.5,2.5,2.1875,2.1875,2300,,
1999-04-16 00:00:00+00:00,2.5,2.5,2.5,2.5,1800,,
1999-04-19 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,200,,
1999-04-20 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1999-04-21 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1999-04-22 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1999-04-23 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1999-04-26 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1999-04-27 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1999-04-28 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1999-04-29 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1999-04-30 00:00:00+00:00,2.1875,2.1875,2.1875,2.1875,200,,
1999-05-03 00:00:00+00:00,3.125,3.125,2.34375,2.34375,600,,
1999-05-04 00:00:00+00:00,3.125,3.4375,3.125,3.4375,1000,,
1999-05-05 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,0,,
1999-05-06 00:00:00+00:00,3.125,3.125,3.125,3.125,2000,,
1999-05-07 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,300,,
1999-05-10 00:00:00+00:00,2.5,2.5,2.5,2.5,500,,
1999-05-11 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-05-12 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-05-13 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-05-14 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-05-17 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-05-18 00:00:00+00:00,3.125,3.125,2.34375,3.125,1330,,
1999-05-19 00:00:00+00:00,2.96875,2.96875,2.34375,2.34375,550,,
1999-05-20 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-05-21 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-05-24 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-05-25 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-05-26 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-05-27 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-05-28 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-06-01 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-06-02 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-06-03 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,420,,
1999-06-04 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-06-07 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,500,,
1999-06-08 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-06-09 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-06-10 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,1000,,
1999-06-11 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-06-14 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-06-15 00:00:00+00:00,2.34375,2.8125,2.34375,2.8125,10950,,
1999-06-16 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,5000,,
1999-06-17 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-06-18 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,500,,
1999-06-21 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-06-22 00:00:00+00:00,2.1875,2.1875,2.1875,2.1875,1010,,
1999-06-23 00:00:00+00:00,2.1875,2.1875,2.1875,2.1875,0,,
1999-06-24 00:00:00+00:00,2.1875,2.1875,2.1875,2.1875,0,,
1999-06-25 00:00:00+00:00,2.5,2.96875,2.34375,2.8125,17600,,
1999-06-28 00:00:00+00:00,2.96875,2.96875,2.96875,2.96875,14200,,
1999-06-29 00:00:00+00:00,2.96875,2.96875,2.96875,2.96875,0,,
1999-06-30 00:00:00+00:00,2.96875,2.96875,2.96875,2.96875,800,,
1999-07-01 00:00:00+00:00,2.96875,2.96875,2.96875,2.96875,0,,
1999-07-02 00:00:00+00:00,2.96875,2.96875,2.96875,2.96875,0,,
1999-07-06 00:00:00+00:00,2.96875,2.96875,2.96875,2.96875,0,,
1999-07-07 00:00:00+00:00,2.96875,2.96875,2.96875,2.96875,0,,
1999-07-08 00:00:00+00:00,2.5,2.5,2.5,2.5,6750,,
1999-07-09 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-07-12 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-07-13 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-07-14 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-07-15 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-07-16 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,40,,
1999-07-19 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1999-07-20 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,550,,
1999-07-21 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1999-07-22 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,500,,
1999-07-23 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,100,,
1999-07-26 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-07-27 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-07-28 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-07-29 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-07-30 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-08-02 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-08-03 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-08-04 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,1260,,
1999-08-05 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-06 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-09 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,1200,,
1999-08-10 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-11 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,110,,
1999-08-12 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-13 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-16 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-17 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-18 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-19 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,1750,,
1999-08-20 00:00:00+00:00,2.34375,2.5,2.34375,2.5,3050,,
1999-08-23 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,7500,,
1999-08-24 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-25 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,10,,
1999-08-26 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,500,,
1999-08-27 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-30 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-08-31 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,5040,,
1999-09-01 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-09-02 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-09-03 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-09-07 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,710,,
1999-09-08 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-09-09 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-09-10 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-09-13 00:00:00+00:00,2.34375,2.96875,2.34375,2.5,30140,,
1999-09-14 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-09-15 00:00:00+00:00,2.5,2.5,2.5,2.5,0,,
1999-09-16 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,550,,
1999-09-17 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-09-20 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-09-21 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,10,,
1999-09-22 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-09-23 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,0,,
1999-09-24 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,220,,
1999-09-27 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-09-28 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-09-29 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-09-30 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-10-01 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-10-04 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-10-05 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,0,,
1999-10-06 00:00:00+00:00,2.65625,2.65625,2.65625,2.65625,60,,
1999-10-07 00:00:00+00:00,2.8125,3.125,2.8125,3.125,5000,,
1999-10-08 00:00:00+00:00,3.90625,3.90625,3.75,3.75,1130,,
1999-10-11 00:00:00+00:00,4.0625,7.5,4.0625,5.625,12030,,
1999-10-12 00:00:00+00:00,5.3125,6.25,5.3125,6.25,6840,,
1999-10-13 00:00:00+00:00,6.09375,6.09375,5.3125,5.3125,2680,,
1999-10-14 00:00:00+00:00,5.3125,5.3125,4.375,4.375,500,,
1999-10-15 00:00:00+00:00,4.375,4.375,4.375,4.375,0,,
1999-10-18 00:00:00+00:00,4.375,4.375,4.375,4.375,0,,
1999-10-19 00:00:00+00:00,4.375,4.375,4.375,4.375,0,,
1999-10-20 00:00:00+00:00,4.0625,4.0625,4.0625,4.0625,500,,
1999-10-21 00:00:00+00:00,4.0625,4.0625,4.0625,4.0625,0,,
1999-10-22 00:00:00+00:00,4.375,4.375,4.375,4.375,310,,
1999-10-25 00:00:00+00:00,4.375,4.375,4.375,4.375,0,,
1999-10-26 00:00:00+00:00,4.375,4.375,4.375,4.375,0,,
1999-10-27 00:00:00+00:00,4.375,4.375,4.375,4.375,0,,
1999-10-28 00:00:00+00:00,4.0625,4.84375,4.0625,4.84375,840,,
1999-10-29 00:00:00+00:00,3.4375,3.4375,3.4375,3.4375,500,,
1999-11-01 00:00:00+00:00,5.0,5.0,4.84375,4.84375,3050,,
1999-11-02 00:00:00+00:00,4.84375,4.84375,4.84375,4.84375,0,,
1999-11-03 00:00:00+00:00,4.84375,4.84375,4.84375,4.84375,0,,
1999-11-04 00:00:00+00:00,4.84375,4.84375,4.84375,4.84375,0,,
1999-11-05 00:00:00+00:00,3.75,3.75,3.75,3.75,3250,,
1999-11-08 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-11-09 00:00:00+00:00,4.0625,4.0625,4.0625,4.0625,920,,
1999-11-10 00:00:00+00:00,4.0625,4.0625,4.0625,4.0625,0,,
1999-11-11 00:00:00+00:00,3.75,3.75,3.75,3.75,50,,
1999-11-12 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-11-15 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-11-16 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-11-17 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-11-18 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-11-19 00:00:00+00:00,3.75,3.75,3.75,3.75,800,,
1999-11-22 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-11-23 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-11-24 00:00:00+00:00,3.75,3.75,3.75,3.75,40,,
1999-11-26 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-11-29 00:00:00+00:00,3.75,3.75,3.75,3.75,500,,
1999-11-30 00:00:00+00:00,3.75,3.75,3.75,3.75,150,,
1999-12-01 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-12-02 00:00:00+00:00,3.75,3.75,3.75,3.75,50,,
1999-12-03 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-12-06 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-12-07 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-12-08 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-12-09 00:00:00+00:00,3.75,3.75,3.75,3.75,1000,,
1999-12-10 00:00:00+00:00,3.75,3.75,3.75,3.75,650,,
1999-12-13 00:00:00+00:00,4.0625,4.0625,3.75,3.75,350,,
1999-12-14 00:00:00+00:00,3.75,3.75,3.75,3.75,0,,
1999-12-15 00:00:00+00:00,4.0625,4.0625,4.0625,4.0625,950,,
1999-12-16 00:00:00+00:00,4.375,4.375,4.375,4.375,80,,
1999-12-17 00:00:00+00:00,3.75,3.75,3.75,3.75,3110,,
1999-12-20 00:00:00+00:00,3.75,3.75,3.75,3.75,4000,,
