date,NVAX_Open,NVAX_High,NVAX_Low,NVAX_Close,NVAX_Volume,NVAX_Dividends,NVAX_Stock Splits
1996-04-19 00:00:00+00:00,110.0,118.75,107.5,118.75,1960,,
1996-04-22 00:00:00+00:00,120.0,121.25,115.0,120.0,2915,,
1996-04-23 00:00:00+00:00,120.0,121.25,115.0,120.0,1500,,
1996-04-24 00:00:00+00:00,120.0,121.25,118.75,121.25,575,,
1996-04-25 00:00:00+00:00,120.0,121.25,117.5,117.5,960,,
1996-04-26 00:00:00+00:00,118.75,120.0,116.25,117.5,715,,
1996-04-29 00:00:00+00:00,115.0,122.5,115.0,120.0,2565,,
1996-04-30 00:00:00+00:00,120.0,122.5,117.5,117.5,1615,,
1996-05-01 00:00:00+00:00,117.5,121.25,115.0,120.0,1745,,
1996-05-02 00:00:00+00:00,117.5,132.5,117.5,127.5,5350,,
1996-05-03 00:00:00+00:00,130.0,130.0,125.0,127.5,1860,,
1996-05-06 00:00:00+00:00,122.5,133.75,122.5,126.25,3345,,
1996-05-07 00:00:00+00:00,123.75,138.75,123.75,137.5,9850,,
1996-05-08 00:00:00+00:00,136.25,150.0,135.0,150.0,11495,,
1996-05-09 00:00:00+00:00,150.0,150.0,140.0,143.75,3560,,
1996-05-10 00:00:00+00:00,143.75,147.5,137.5,142.5,2320,,
1996-05-13 00:00:00+00:00,141.25,142.5,137.5,140.0,990,,
1996-05-14 00:00:00+00:00,138.75,141.25,130.0,133.75,3530,,
1996-05-15 00:00:00+00:00,135.0,137.5,132.5,133.75,2165,,
1996-05-16 00:00:00+00:00,135.0,140.0,132.5,140.0,1360,,
1996-05-17 00:00:00+00:00,140.0,142.5,138.75,142.5,1520,,
1996-05-20 00:00:00+00:00,137.5,152.5,137.5,146.25,4725,,
1996-05-21 00:00:00+00:00,146.25,150.0,140.0,142.5,4015,,
1996-05-22 00:00:00+00:00,142.5,145.0,137.5,140.0,1410,,
1996-05-23 00:00:00+00:00,142.5,142.5,132.5,137.5,1360,,
1996-05-24 00:00:00+00:00,138.75,151.25,138.75,145.0,5615,,
1996-05-28 00:00:00+00:00,150.0,162.5,150.0,160.0,6725,,
1996-05-29 00:00:00+00:00,155.0,157.5,150.0,155.0,1460,,
1996-05-30 00:00:00+00:00,157.5,157.5,147.5,152.5,1255,,
1996-05-31 00:00:00+00:00,155.0,163.75,155.0,157.5,5300,,
1996-06-03 00:00:00+00:00,156.25,165.0,155.0,162.5,940,,
1996-06-04 00:00:00+00:00,162.5,165.0,158.75,160.0,2530,,
1996-06-05 00:00:00+00:00,160.0,160.0,155.0,160.0,1055,,
1996-06-06 00:00:00+00:00,157.5,163.75,157.5,161.25,1410,,
1996-06-07 00:00:00+00:00,155.0,160.0,155.0,160.0,1210,,
1996-06-10 00:00:00+00:00,157.5,162.5,156.25,162.5,920,,
1996-06-11 00:00:00+00:00,160.0,162.5,155.0,160.0,580,,
1996-06-12 00:00:00+00:00,157.5,157.5,145.0,145.0,1340,,
1996-06-13 00:00:00+00:00,150.0,152.5,146.25,150.0,1655,,
1996-06-14 00:00:00+00:00,150.0,152.5,148.75,152.5,825,,
1996-06-17 00:00:00+00:00,150.0,153.75,150.0,150.0,505,,
1996-06-18 00:00:00+00:00,151.25,151.25,135.0,140.0,1260,,
1996-06-19 00:00:00+00:00,137.5,140.0,135.0,137.5,390,,
1996-06-20 00:00:00+00:00,137.5,137.5,130.0,132.5,555,,
1996-06-21 00:00:00+00:00,130.0,140.0,127.5,140.0,710,,
1996-06-24 00:00:00+00:00,142.5,142.5,132.5,132.5,775,,
1996-06-25 00:00:00+00:00,132.5,135.0,125.0,127.5,1130,,
1996-06-26 00:00:00+00:00,125.0,130.0,122.5,127.5,1360,,
1996-06-27 00:00:00+00:00,127.5,140.0,127.5,140.0,1805,,
1996-06-28 00:00:00+00:00,137.5,145.0,135.0,145.0,2475,,
1996-07-01 00:00:00+00:00,141.25,142.5,138.75,141.25,655,,
1996-07-02 00:00:00+00:00,140.0,140.0,133.75,135.0,525,,
1996-07-03 00:00:00+00:00,130.0,132.5,127.5,130.0,450,,
1996-07-05 00:00:00+00:00,127.5,127.5,125.0,125.0,165,,
1996-07-08 00:00:00+00:00,123.75,123.75,110.0,115.0,2250,,
1996-07-09 00:00:00+00:00,117.5,117.5,110.0,112.5,1155,,
1996-07-10 00:00:00+00:00,110.0,115.0,110.0,112.5,2125,,
1996-07-11 00:00:00+00:00,112.5,112.5,100.0,102.5,1325,,
1996-07-12 00:00:00+00:00,105.0,105.0,97.5,102.5,860,,
1996-07-15 00:00:00+00:00,101.25,101.25,85.0,88.75,1855,,
1996-07-16 00:00:00+00:00,90.0,92.5,65.0,80.0,9060,,
1996-07-17 00:00:00+00:00,82.5,88.75,75.0,85.0,3055,,
1996-07-18 00:00:00+00:00,87.5,90.0,82.5,87.5,2090,,
1996-07-19 00:00:00+00:00,90.0,90.0,80.0,82.5,765,,
1996-07-22 00:00:00+00:00,80.0,85.0,80.0,85.0,410,,
1996-07-23 00:00:00+00:00,82.5,85.0,70.0,72.5,1485,,
1996-07-24 00:00:00+00:00,65.0,70.0,62.5,67.5,3790,,
1996-07-25 00:00:00+00:00,70.0,70.0,65.0,70.0,800,,
1996-07-26 00:00:00+00:00,71.25,72.5,67.5,70.0,710,,
1996-07-29 00:00:00+00:00,70.0,75.0,70.0,72.5,6380,,
1996-07-30 00:00:00+00:00,75.0,75.0,71.25,73.75,670,,
1996-07-31 00:00:00+00:00,70.0,83.75,70.0,83.75,13460,,
1996-08-01 00:00:00+00:00,82.5,87.5,80.0,86.25,1710,,
1996-08-02 00:00:00+00:00,87.5,100.0,87.5,95.0,1420,,
1996-08-05 00:00:00+00:00,96.25,96.25,90.0,91.25,615,,
1996-08-06 00:00:00+00:00,92.5,92.5,88.75,91.25,175,,
1996-08-07 00:00:00+00:00,88.75,93.75,87.5,87.5,855,,
1996-08-08 00:00:00+00:00,85.0,87.5,85.0,87.5,340,,
1996-08-09 00:00:00+00:00,87.5,90.0,83.75,83.75,450,,
1996-08-12 00:00:00+00:00,86.25,86.25,81.25,81.25,735,,
1996-08-13 00:00:00+00:00,82.5,82.5,75.0,80.0,1200,,
1996-08-14 00:00:00+00:00,80.0,80.0,72.5,75.0,935,,
1996-08-15 00:00:00+00:00,77.5,80.0,75.0,77.5,745,,
1996-08-16 00:00:00+00:00,80.0,82.5,80.0,81.25,415,,
1996-08-19 00:00:00+00:00,81.25,82.5,80.0,80.0,230,,
1996-08-20 00:00:00+00:00,80.0,83.75,80.0,80.0,280,,
1996-08-21 00:00:00+00:00,80.0,80.0,78.75,78.75,215,,
1996-08-22 00:00:00+00:00,80.0,90.0,80.0,90.0,510,,
1996-08-23 00:00:00+00:00,87.5,90.0,82.5,90.0,745,,
1996-08-26 00:00:00+00:00,92.5,92.5,85.0,85.0,195,,
1996-08-27 00:00:00+00:00,82.5,85.0,80.0,80.0,2205,,
1996-08-28 00:00:00+00:00,80.0,85.0,80.0,82.5,485,,
1996-08-29 00:00:00+00:00,85.0,86.25,82.5,86.25,150,,
1996-08-30 00:00:00+00:00,86.25,86.25,82.5,85.0,540,,
1996-09-03 00:00:00+00:00,82.5,82.5,80.0,80.0,80,,
1996-09-04 00:00:00+00:00,80.0,80.0,75.0,80.0,1715,,
1996-09-05 00:00:00+00:00,80.0,90.0,77.5,78.75,1705,,
1996-09-06 00:00:00+00:00,81.25,81.25,76.25,77.5,355,,
1996-09-09 00:00:00+00:00,77.5,77.5,77.5,77.5,160,,
1996-09-10 00:00:00+00:00,77.5,80.0,77.5,77.5,325,,
1996-09-11 00:00:00+00:00,87.5,92.5,85.0,92.5,2825,,
1996-09-12 00:00:00+00:00,95.0,102.5,95.0,96.25,1470,,
1996-09-13 00:00:00+00:00,98.75,100.0,95.0,100.0,845,,
1996-09-16 00:00:00+00:00,100.0,100.0,92.5,92.5,640,,
1996-09-17 00:00:00+00:00,90.0,92.5,85.0,90.0,1575,,
1996-09-18 00:00:00+00:00,87.5,90.0,85.0,86.25,640,,
1996-09-19 00:00:00+00:00,85.0,92.5,85.0,87.5,220,,
1996-09-20 00:00:00+00:00,87.5,92.5,87.5,90.0,780,,
1996-09-23 00:00:00+00:00,90.0,90.0,90.0,90.0,115,,
1996-09-24 00:00:00+00:00,90.0,90.0,87.5,90.0,515,,
1996-09-25 00:00:00+00:00,90.0,90.0,82.5,86.25,1120,,
1996-09-26 00:00:00+00:00,85.0,90.0,85.0,90.0,1045,,
1996-09-27 00:00:00+00:00,87.5,91.25,87.5,90.0,370,,
1996-09-30 00:00:00+00:00,87.5,90.0,85.0,90.0,570,,
1996-10-01 00:00:00+00:00,90.0,90.0,90.0,90.0,310,,
1996-10-02 00:00:00+00:00,92.5,92.5,87.5,90.0,270,,
1996-10-03 00:00:00+00:00,90.0,92.5,87.5,90.0,1300,,
1996-10-04 00:00:00+00:00,85.0,85.0,80.0,85.0,1550,,
1996-10-07 00:00:00+00:00,82.5,85.0,82.5,85.0,580,,
1996-10-08 00:00:00+00:00,82.5,82.5,78.75,81.25,1065,,
1996-10-09 00:00:00+00:00,80.0,82.5,77.5,82.5,930,,
1996-10-10 00:00:00+00:00,82.5,82.5,77.5,80.0,620,,
1996-10-11 00:00:00+00:00,80.0,81.25,77.5,80.0,675,,
1996-10-14 00:00:00+00:00,77.5,80.0,77.5,80.0,635,,
1996-10-15 00:00:00+00:00,80.0,80.0,77.5,80.0,275,,
1996-10-16 00:00:00+00:00,77.5,80.0,75.0,77.5,2130,,
1996-10-17 00:00:00+00:00,75.0,77.5,72.5,77.5,760,,
1996-10-18 00:00:00+00:00,77.5,80.0,75.0,77.5,545,,
1996-10-21 00:00:00+00:00,78.75,78.75,72.5,77.5,2820,,
1996-10-22 00:00:00+00:00,75.0,77.5,72.5,75.0,815,,
1996-10-23 00:00:00+00:00,75.0,82.5,75.0,82.5,855,,
1996-10-24 00:00:00+00:00,77.5,83.75,77.5,77.5,1910,,
1996-10-25 00:00:00+00:00,77.5,80.0,77.5,80.0,595,,
1996-10-28 00:00:00+00:00,82.5,85.0,77.5,80.0,495,,
1996-10-29 00:00:00+00:00,81.25,81.25,78.75,80.0,325,,
1996-10-30 00:00:00+00:00,82.5,82.5,80.0,80.0,715,,
1996-10-31 00:00:00+00:00,81.25,81.25,77.5,80.0,1050,,
1996-11-01 00:00:00+00:00,81.25,81.25,72.5,75.0,1725,,
1996-11-04 00:00:00+00:00,73.75,75.0,72.5,75.0,740,,
1996-11-05 00:00:00+00:00,72.5,75.0,72.5,72.5,265,,
1996-11-06 00:00:00+00:00,70.0,75.0,70.0,72.5,2875,,
1996-11-07 00:00:00+00:00,75.0,75.0,68.75,68.75,855,,
1996-11-08 00:00:00+00:00,66.25,72.5,60.0,72.5,3685,,
1996-11-11 00:00:00+00:00,70.0,70.0,65.0,65.0,375,,
1996-11-12 00:00:00+00:00,67.5,72.5,66.25,67.5,930,,
1996-11-13 00:00:00+00:00,70.0,70.0,62.5,65.0,1015,,
1996-11-14 00:00:00+00:00,65.0,72.5,65.0,66.25,1355,,
1996-11-15 00:00:00+00:00,67.5,70.0,67.5,70.0,800,,
1996-11-18 00:00:00+00:00,70.0,72.5,67.5,72.5,5325,,
1996-11-19 00:00:00+00:00,77.5,80.0,71.25,76.25,1710,,
1996-11-20 00:00:00+00:00,75.0,75.0,71.25,75.0,1015,,
1996-11-21 00:00:00+00:00,72.5,72.5,70.0,72.5,660,,
1996-11-22 00:00:00+00:00,70.0,72.5,67.5,72.5,710,,
1996-11-25 00:00:00+00:00,70.0,72.5,66.25,70.0,680,,
1996-11-26 00:00:00+00:00,67.5,71.25,65.0,67.5,2865,,
1996-11-27 00:00:00+00:00,70.0,70.0,62.5,67.5,875,,
1996-11-29 00:00:00+00:00,67.5,71.25,67.5,70.0,4990,,
1996-12-02 00:00:00+00:00,67.5,68.75,66.25,67.5,465,,
1996-12-03 00:00:00+00:00,70.0,70.0,65.0,70.0,4880,,
1996-12-04 00:00:00+00:00,68.75,70.0,67.5,70.0,840,,
1996-12-05 00:00:00+00:00,70.0,70.0,65.0,67.5,3100,,
1996-12-06 00:00:00+00:00,65.0,68.75,65.0,68.75,1125,,
1996-12-09 00:00:00+00:00,68.75,70.0,67.5,67.5,545,,
1996-12-10 00:00:00+00:00,67.5,67.5,65.0,67.5,435,,
1996-12-11 00:00:00+00:00,65.0,67.5,63.75,66.25,480,,
1996-12-12 00:00:00+00:00,68.75,68.75,62.5,63.75,8855,,
1996-12-13 00:00:00+00:00,62.5,67.5,62.5,67.5,815,,
1996-12-16 00:00:00+00:00,62.5,67.5,62.5,63.75,775,,
1996-12-17 00:00:00+00:00,62.5,63.75,61.25,61.25,1475,,
1996-12-18 00:00:00+00:00,63.75,65.0,60.0,63.75,3115,,
1996-12-19 00:00:00+00:00,65.0,66.25,61.25,62.5,2040,,
1996-12-20 00:00:00+00:00,61.25,63.75,61.25,63.75,1355,,
1996-12-23 00:00:00+00:00,60.0,62.5,57.5,60.0,3900,,
1996-12-24 00:00:00+00:00,61.25,62.5,60.0,61.25,410,,
1996-12-26 00:00:00+00:00,61.25,65.0,61.25,65.0,940,,
1996-12-27 00:00:00+00:00,62.5,67.5,61.25,65.0,1325,,
1996-12-30 00:00:00+00:00,65.0,66.25,62.5,63.75,4965,,
1996-12-31 00:00:00+00:00,62.5,68.75,60.0,68.75,4410,,
1997-01-02 00:00:00+00:00,67.5,68.75,66.25,67.5,1030,,
1997-01-03 00:00:00+00:00,66.25,71.25,66.25,71.25,600,,
1997-01-06 00:00:00+00:00,71.25,71.25,67.5,67.5,450,,
1997-01-07 00:00:00+00:00,65.0,66.25,62.5,66.25,905,,
1997-01-08 00:00:00+00:00,67.5,67.5,65.0,67.5,830,,
1997-01-09 00:00:00+00:00,67.5,70.0,67.5,68.75,835,,
1997-01-10 00:00:00+00:00,68.75,75.0,67.5,75.0,3100,,
1997-01-13 00:00:00+00:00,75.0,78.75,72.5,78.75,3260,,
1997-01-14 00:00:00+00:00,80.0,80.0,76.25,77.5,710,,
1997-01-15 00:00:00+00:00,77.5,78.75,73.75,75.0,675,,
1997-01-16 00:00:00+00:00,76.25,80.0,73.75,73.75,710,,
1997-01-17 00:00:00+00:00,76.25,76.25,73.75,76.25,1070,,
1997-01-20 00:00:00+00:00,77.5,77.5,75.0,75.0,630,,
1997-01-21 00:00:00+00:00,76.25,80.0,75.0,78.75,1915,,
1997-01-22 00:00:00+00:00,78.75,78.75,77.5,78.75,1175,,
1997-01-23 00:00:00+00:00,77.5,80.0,75.0,80.0,1345,,
1997-01-24 00:00:00+00:00,80.0,81.25,78.75,80.0,2885,,
1997-01-27 00:00:00+00:00,77.5,81.25,76.25,81.25,1405,,
1997-01-28 00:00:00+00:00,81.25,81.25,80.0,80.0,925,,
1997-01-29 00:00:00+00:00,78.75,90.0,78.75,87.5,4660,,
1997-01-30 00:00:00+00:00,90.0,90.0,85.0,87.5,940,,
1997-01-31 00:00:00+00:00,85.0,95.0,85.0,95.0,5610,,
1997-02-03 00:00:00+00:00,91.25,95.0,90.0,92.5,1575,,
1997-02-04 00:00:00+00:00,90.0,92.5,87.5,92.5,2205,,
1997-02-05 00:00:00+00:00,90.0,92.5,90.0,90.0,980,,
1997-02-06 00:00:00+00:00,90.0,92.5,86.25,88.75,2090,,
1997-02-07 00:00:00+00:00,86.25,95.0,86.25,95.0,4085,,
1997-02-10 00:00:00+00:00,95.0,95.0,90.0,91.25,1090,,
1997-02-11 00:00:00+00:00,91.25,91.25,87.5,88.75,1925,,
1997-02-12 00:00:00+00:00,90.0,90.0,85.0,87.5,1350,,
1997-02-13 00:00:00+00:00,87.5,87.5,80.0,85.0,1700,,
1997-02-14 00:00:00+00:00,85.0,87.5,83.75,87.5,905,,
1997-02-18 00:00:00+00:00,85.0,86.25,82.5,85.0,985,,
1997-02-19 00:00:00+00:00,82.5,85.0,81.25,82.5,460,,
1997-02-20 00:00:00+00:00,80.0,83.75,77.5,81.25,1615,,
1997-02-21 00:00:00+00:00,80.0,80.0,77.5,80.0,1350,,
1997-02-24 00:00:00+00:00,80.0,80.0,78.75,80.0,105,,
1997-02-25 00:00:00+00:00,80.0,81.25,77.5,81.25,335,,
1997-02-26 00:00:00+00:00,80.0,82.5,80.0,82.5,715,,
1997-02-27 00:00:00+00:00,81.25,83.75,80.0,83.75,950,,
1997-02-28 00:00:00+00:00,81.25,86.25,80.0,86.25,1635,,
1997-03-03 00:00:00+00:00,85.0,87.5,83.75,87.5,2230,,
1997-03-04 00:00:00+00:00,87.5,91.25,86.25,90.0,1420,,
1997-03-05 00:00:00+00:00,87.5,90.0,86.25,90.0,1405,,
1997-03-06 00:00:00+00:00,90.0,90.0,87.5,90.0,930,,
1997-03-07 00:00:00+00:00,90.0,90.0,88.75,90.0,335,,
1997-03-10 00:00:00+00:00,87.5,91.25,86.25,91.25,2390,,
1997-03-11 00:00:00+00:00,88.75,92.5,87.5,92.5,1440,,
1997-03-12 00:00:00+00:00,90.0,92.5,90.0,91.25,1070,,
1997-03-13 00:00:00+00:00,88.75,90.0,87.5,88.75,760,,
1997-03-14 00:00:00+00:00,86.25,91.25,85.0,91.25,635,,
1997-03-17 00:00:00+00:00,88.75,88.75,86.25,88.75,790,,
1997-03-18 00:00:00+00:00,87.5,88.75,82.5,85.0,1605,,
1997-03-19 00:00:00+00:00,86.25,86.25,78.75,83.75,2940,,
1997-03-20 00:00:00+00:00,81.25,81.25,77.5,80.0,1685,,
1997-03-21 00:00:00+00:00,80.0,80.0,76.25,78.75,2040,,
1997-03-24 00:00:00+00:00,78.75,78.75,73.75,75.0,685,,
1997-03-25 00:00:00+00:00,76.25,76.25,65.0,70.0,1775,,
1997-03-26 00:00:00+00:00,71.25,72.5,66.25,68.75,4035,,
1997-03-27 00:00:00+00:00,66.25,68.75,65.0,68.75,790,,
1997-03-31 00:00:00+00:00,68.75,68.75,65.0,67.5,3070,,
1997-04-01 00:00:00+00:00,65.0,67.5,58.75,67.5,3735,,
1997-04-02 00:00:00+00:00,67.5,68.75,63.75,65.0,1195,,
1997-04-03 00:00:00+00:00,61.25,65.0,58.75,65.0,1140,,
1997-04-04 00:00:00+00:00,60.0,65.0,58.75,61.25,1240,,
1997-04-07 00:00:00+00:00,60.0,62.5,58.75,60.0,1515,,
1997-04-08 00:00:00+00:00,60.0,60.0,52.5,60.0,15890,,
1997-04-09 00:00:00+00:00,60.0,72.5,60.0,70.0,2600,,
1997-04-10 00:00:00+00:00,68.75,68.75,65.0,68.75,990,,
1997-04-11 00:00:00+00:00,66.25,66.25,61.25,66.25,1705,,
1997-04-14 00:00:00+00:00,66.25,70.0,63.75,68.75,2540,,
1997-04-15 00:00:00+00:00,67.5,71.25,67.5,68.75,1165,,
1997-04-16 00:00:00+00:00,67.5,70.0,66.25,68.75,750,,
1997-04-17 00:00:00+00:00,70.0,70.0,61.25,63.75,825,,
1997-04-18 00:00:00+00:00,65.0,67.5,63.75,67.5,1250,,
1997-04-21 00:00:00+00:00,65.0,70.0,63.75,70.0,710,,
1997-04-22 00:00:00+00:00,68.75,68.75,63.75,67.5,660,,
1997-04-23 00:00:00+00:00,65.0,66.25,61.25,66.25,1065,,
1997-04-24 00:00:00+00:00,65.0,65.0,63.75,63.75,210,,
1997-04-25 00:00:00+00:00,62.5,62.5,61.25,62.5,295,,
1997-04-28 00:00:00+00:00,67.5,76.25,67.5,71.25,3475,,
1997-04-29 00:00:00+00:00,68.75,71.25,68.75,70.0,285,,
1997-04-30 00:00:00+00:00,70.0,75.0,68.75,71.25,1360,,
1997-05-01 00:00:00+00:00,71.25,71.25,68.75,68.75,120,,
1997-05-02 00:00:00+00:00,67.5,70.0,65.0,66.25,450,,
1997-05-05 00:00:00+00:00,66.25,66.25,61.25,65.0,1690,,
1997-05-06 00:00:00+00:00,65.0,66.25,63.75,66.25,640,,
1997-05-07 00:00:00+00:00,65.0,65.0,62.5,62.5,330,,
1997-05-08 00:00:00+00:00,63.75,65.0,63.75,65.0,565,,
1997-05-09 00:00:00+00:00,66.25,68.75,65.0,68.75,1085,,
1997-05-12 00:00:00+00:00,70.0,71.25,70.0,71.25,760,,
1997-05-13 00:00:00+00:00,68.75,68.75,67.5,67.5,295,,
1997-05-14 00:00:00+00:00,67.5,68.75,65.0,65.0,750,,
1997-05-15 00:00:00+00:00,66.25,70.0,65.0,70.0,1075,,
1997-05-16 00:00:00+00:00,70.0,70.0,65.0,70.0,2100,,
1997-05-19 00:00:00+00:00,68.75,71.25,67.5,71.25,2560,,
1997-05-20 00:00:00+00:00,72.5,72.5,70.0,72.5,605,,
