date,CE_Open,CE_High,CE_Low,CE_Close,CE_Volume,CE_Dividends,CE_Stock Splits
2005-01-21 00:00:00+00:00,16.0,16.200000762939453,15.5,12.172523498535156,22145000,0.0,
2005-01-24 00:00:00+00:00,16.049999237060547,16.079999923706055,16.0,12.172523498535156,3509900,0.0,
2005-01-25 00:00:00+00:00,16.0,16.010000228881836,15.5,11.906250953674316,2995500,0.0,
2005-01-26 00:00:00+00:00,15.550000190734863,15.630000114440918,15.5,11.860602378845217,1467500,0.0,
2005-01-27 00:00:00+00:00,15.59000015258789,15.850000381469728,15.100000381469728,12.00515365600586,858000,0.0,
2005-01-28 00:00:00+00:00,15.800000190734863,16.020000457763672,15.779999732971191,12.172523498535156,697300,0.0,
2005-01-31 00:00:00+00:00,16.049999237060547,16.260000228881836,16.020000457763672,12.271425247192385,1641900,0.0,
2005-02-01 00:00:00+00:00,16.1299991607666,16.280000686645508,16.0,12.324681282043455,838100,0.0,
2005-02-02 00:00:00+00:00,16.200000762939453,16.34000015258789,16.15999984741211,12.324681282043455,759200,0.0,
2005-02-03 00:00:00+00:00,16.209999084472656,16.209999084472656,15.989999771118164,12.180132865905762,729500,0.0,
2005-02-04 00:00:00+00:00,16.040000915527344,16.06999969482422,16.0,12.202960014343262,926600,0.0,
2005-02-07 00:00:00+00:00,16.030000686645508,16.100000381469727,15.75,11.982329368591309,1128300,0.0,
2005-02-08 00:00:00+00:00,15.75,16.0,15.710000038146973,12.020368576049805,274900,0.0,
2005-02-09 00:00:00+00:00,15.829999923706056,15.9399995803833,15.68000030517578,12.0127592086792,410500,0.0,
2005-02-10 00:00:00+00:00,15.699999809265137,15.710000038146973,15.5,11.852996826171877,551600,0.0,
2005-02-11 00:00:00+00:00,15.520000457763672,15.739999771118164,15.25,11.84539031982422,842000,0.0,
2005-02-14 00:00:00+00:00,15.300000190734863,15.649999618530272,15.100000381469728,11.86821174621582,652500,0.0,
2005-02-15 00:00:00+00:00,15.56999969482422,16.0,15.550000190734863,12.126876831054688,438400,0.0,
