date,YY_Open,YY_High,YY_Low,YY_Close,YY_Volume,YY_Dividends,YY_Stock Splits
2012-11-21 00:00:00+00:00,10.5,11.75,10.5,9.807984352111816,4567100,0.0,
2012-11-23 00:00:00+00:00,11.5,11.760000228881836,11.199999809265137,9.816657066345217,237000,0.0,
2012-11-26 00:00:00+00:00,11.5,11.5,10.8100004196167,9.79931354522705,257300,0.0,
2012-11-27 00:00:00+00:00,11.399999618530272,12.989999771118164,11.170000076293944,10.579790115356444,460400,0.0,
2012-11-28 00:00:00+00:00,12.300000190734863,13.149999618530272,12.18000030517578,11.290889739990234,795900,0.0,
2012-11-29 00:00:00+00:00,13.5,14.34000015258789,13.220000267028809,11.568392753601074,533200,0.0,
2012-11-30 00:00:00+00:00,14.239999771118164,14.5600004196167,13.550000190734863,12.288164138793944,390800,0.0,
2012-12-03 00:00:00+00:00,14.449999809265137,14.979999542236328,14.25,12.609025955200195,336200,0.0,
2012-12-04 00:00:00+00:00,15.270000457763672,15.270000457763672,13.5600004196167,12.296835899353027,482400,0.0,
2012-12-05 00:00:00+00:00,14.06999969482422,14.300000190734863,13.0,11.412298202514648,359600,0.0,
2012-12-06 00:00:00+00:00,13.0,13.100000381469728,12.199999809265137,10.60580348968506,642900,0.0,
2012-12-07 00:00:00+00:00,12.329999923706056,12.68000030517578,12.0,10.56244659423828,252300,0.0,
2012-12-10 00:00:00+00:00,12.149999618530272,12.720000267028809,12.149999618530272,10.701196670532228,253600,0.0,
2012-12-11 00:00:00+00:00,12.369999885559082,13.31999969482422,12.300000190734863,11.1868257522583,241100,0.0,
2012-12-12 00:00:00+00:00,13.470000267028809,13.729999542236328,13.0,11.35159397125244,254900,0.0,
2012-12-13 00:00:00+00:00,13.199999809265137,13.5,13.079999923706056,11.542376518249512,147800,0.0,
2012-12-14 00:00:00+00:00,13.399999618530272,13.65999984741211,13.399999618530272,11.837223052978516,98100,0.0,
2012-12-17 00:00:00+00:00,13.6899995803833,14.949999809265137,13.630000114440918,12.7911376953125,417600,0.0,
2012-12-18 00:00:00+00:00,14.989999771118164,15.149999618530272,14.390000343322754,12.713091850280762,264600,0.0,
2012-12-19 00:00:00+00:00,14.449999809265137,14.84000015258789,13.5600004196167,11.793863296508787,368700,0.0,
2012-12-20 00:00:00+00:00,13.5,14.350000381469728,13.5,12.392229080200195,78700,0.0,
2012-12-21 00:00:00+00:00,13.970000267028809,14.130000114440918,13.5,12.080037117004396,69500,0.0,
