date,TRN_Open,TRN_High,TRN_Low,TRN_Close,TRN_Volume,TRN_Dividends,TRN_Stock Splits
1973-05-03 00:00:00+00:00,0.0,0.3394840061664581,0.3128980100154876,0.0974202081561088,397294,0.0,
1973-05-04 00:00:00+00:00,0.0,0.3517549932003021,0.3394840061664581,0.0997679382562637,776251,0.0,
1973-05-07 00:00:00+00:00,0.0,0.3517549932003021,0.3394840061664581,0.0974202081561088,244488,0.0,
1973-05-08 00:00:00+00:00,0.0,0.3517549932003021,0.3374390006065368,0.1009416133165359,305611,0.0,
1973-05-09 00:00:00+00:00,0.0,0.3558450043201446,0.3374390006065368,0.0980070903897285,421743,0.0,
1973-05-10 00:00:00+00:00,0.0,0.3415290117263794,0.3313040137290954,0.0962465479969978,213927,0.0,
1973-05-11 00:00:00+00:00,0.0,0.3292590081691742,0.3149429857730865,0.0903778672218322,220040,0.0,
1973-05-14 00:00:00+00:00,0.0,0.3272140026092529,0.3149429857730865,0.0903778672218322,281162,0.0,
1973-05-15 00:00:00+00:00,0.0,0.3394840061664581,0.3088079988956451,0.0962465479969978,488977,0.0,
1973-05-16 00:00:00+00:00,0.0,0.3456200063228607,0.3272140026092529,0.0938992202281951,433967,0.0,
1973-05-17 00:00:00+00:00,0.0,0.3313040137290954,0.3292590081691742,0.0944860130548477,220040,0.0,
1973-05-18 00:00:00+00:00,0.0,0.3231239914894104,0.3067629933357239,0.0897909328341484,256713,0.0,
1973-05-21 00:00:00+00:00,0.0,0.3108530044555664,0.2985830008983612,0.0892041400074958,941281,0.0,
1973-05-22 00:00:00+00:00,0.0,0.3190329968929291,0.3067629933357239,0.0880304276943206,446191,0.0,
1973-05-23 00:00:00+00:00,0.0,0.3210789859294891,0.3108530044555664,0.0903778672218322,158917,0.0,
1973-05-24 00:00:00+00:00,0.0,0.3292590081691742,0.3190329968929291,0.0938992202281951,220040,0.0,
1973-05-25 00:00:00+00:00,0.0,0.3394840061664581,0.3313040137290954,0.0962465479969978,782363,0.0,
1973-05-29 00:00:00+00:00,0.0,0.3415290117263794,0.3231239914894104,0.0927254408597946,275050,0.0,
