date,PSHG_Open,PSHG_High,PSHG_Low,PSHG_Close,PSHG_Volume,PSHG_Dividends,PSHG_Stock Splits
2011-01-03 00:00:00+00:00,11298420.0,11483640.0,11298420.0,7177977.0,0,0.0,
2011-01-04 00:00:00+00:00,11298420.0,11298420.0,11298420.0,7177977.0,0,0.0,
2011-01-05 00:00:00+00:00,10927980.0,10927980.0,10927980.0,6942635.0,0,0.0,
2011-01-06 00:00:00+00:00,10927980.0,10927980.0,10927980.0,6942635.0,0,0.0,
2011-01-07 00:00:00+00:00,10927980.0,10927980.0,10927980.0,6942635.0,0,0.0,
2011-01-10 00:00:00+00:00,10927980.0,10927980.0,10927980.0,6942635.0,0,0.0,
2011-01-11 00:00:00+00:00,10927980.0,10927980.0,10927980.0,6942635.0,0,0.0,
2011-01-12 00:00:00+00:00,10927980.0,10927980.0,10927980.0,6942635.0,0,0.0,
2011-01-13 00:00:00+00:00,10742760.0,10742760.0,10557540.0,6707290.0,0,0.0,
2011-01-14 00:00:00+00:00,10372320.0,10379729.0,10372320.0,6589618.5,0,0.0,
2011-01-18 00:00:00+00:00,10372320.0,10372320.0,10372320.0,6589618.5,0,0.0,
2011-01-19 00:00:00+00:00,10238962.0,10742760.0,9268409.0,6114226.0,0,0.0,
2011-01-20 00:00:00+00:00,10668672.0,10668672.0,9379541.0,6005967.0,0,0.0,
2011-01-21 00:00:00+00:00,9261000.0,9498082.0,9261000.0,5930658.0,0,0.0,
2011-01-24 00:00:00+00:00,9298044.0,9468446.0,9261000.0,6015381.0,0,0.0,
2011-01-25 00:00:00+00:00,9446220.0,9705528.0,9446220.0,6053035.0,0,0.0,
2011-01-26 00:00:00+00:00,9446220.0,9609214.0,9186912.0,5925950.5,0,0.0,
2011-01-27 00:00:00+00:00,9253591.0,9557352.0,9253591.0,6024793.5,0,0.0,
2011-01-28 00:00:00+00:00,9409176.0,9520308.0,9261000.0,5954192.5,0,0.0,
2011-01-31 00:00:00+00:00,9312862.0,9446220.0,9261000.0,5883589.0,0,0.0,
2011-02-01 00:00:00+00:00,9261000.0,9438811.0,9261000.0,5930658.0,0,0.0,
2011-02-02 00:00:00+00:00,9283226.0,9446220.0,9186912.0,5888294.5,0,0.0,
2011-02-03 00:00:00+00:00,9261000.0,9409176.0,9186912.0,5944778.5,0,0.0,
2011-02-04 00:00:00+00:00,9223956.0,9357314.0,9223956.0,5930658.0,0,0.0,
2011-02-07 00:00:00+00:00,9335088.0,9409176.0,9335088.0,5954192.5,0,0.0,
2011-02-08 00:00:00+00:00,9446220.0,9446220.0,9223956.0,5907124.0,0,0.0,
2011-02-09 00:00:00+00:00,9261000.0,9357314.0,9246182.0,5916539.0,0,0.0,
2011-02-10 00:00:00+00:00,9231365.0,9327679.0,9223956.0,5860054.5,0,0.0,
2011-02-11 00:00:00+00:00,9253591.0,9372132.0,9253591.0,5954192.5,0,0.0,
2011-02-14 00:00:00+00:00,9298044.0,9364723.0,9209138.0,5850640.0,0,0.0,
2011-02-15 00:00:00+00:00,9335088.0,9335088.0,9186912.0,5836519.5,0,0.0,
2011-02-16 00:00:00+00:00,9261000.0,9261000.0,9149868.0,5836519.5,0,0.0,
