date,RTC_Open,RTC_High,RTC_Low,RTC_Close,RTC_Volume,RTC_Dividends,RTC_Stock Splits
2006-12-19 00:00:00+00:00,170.1999969482422,222.8000030517578,166.0,221.6000061035156,232605,,
2006-12-20 00:00:00+00:00,234.0,249.1999969482422,201.6000061035156,204.3999938964844,144650,,
2006-12-21 00:00:00+00:00,204.0,224.0,195.0,205.0,49645,,
2006-12-22 00:00:00+00:00,210.0,251.6000061035156,204.0,250.1999969482422,125040,,
2006-12-26 00:00:00+00:00,288.20001220703125,315.79998779296875,262.6000061035156,270.0,368530,,
2006-12-27 00:00:00+00:00,273.3999938964844,281.79998779296875,248.3999938964844,260.0,132940,,
2006-12-28 00:00:00+00:00,260.6000061035156,351.0,255.0,350.0,389525,,
2006-12-29 00:00:00+00:00,338.0,368.6000061035156,315.0,316.0,385695,,
2007-01-03 00:00:00+00:00,338.6000061035156,342.79998779296875,289.0,298.0,170905,,
2007-01-04 00:00:00+00:00,301.0,322.0,295.0,301.0,126020,,
2007-01-05 00:00:00+00:00,300.0,306.0,282.79998779296875,288.0,70495,,
2007-01-08 00:00:00+00:00,287.0,294.20001220703125,273.20001220703125,276.0,53635,,
2007-01-09 00:00:00+00:00,282.79998779296875,304.79998779296875,280.0,286.0,108890,,
2007-01-10 00:00:00+00:00,280.0,290.79998779296875,262.0,262.0,59765,,
2007-01-11 00:00:00+00:00,265.79998779296875,276.20001220703125,255.0,258.6000061035156,44565,,
2007-01-12 00:00:00+00:00,265.0,288.3999938964844,257.0,285.0,102625,,
2007-01-16 00:00:00+00:00,288.6000061035156,301.3999938964844,275.79998779296875,279.79998779296875,91580,,
2007-01-17 00:00:00+00:00,280.0,289.0,276.0,277.6000061035156,31385,,
2007-01-18 00:00:00+00:00,281.79998779296875,281.79998779296875,262.0,264.20001220703125,29935,,
2007-01-19 00:00:00+00:00,260.6000061035156,276.0,260.0,271.3999938964844,21235,,
2007-01-22 00:00:00+00:00,272.79998779296875,273.0,261.20001220703125,265.20001220703125,13205,,
2007-01-23 00:00:00+00:00,264.0,283.20001220703125,263.6000061035156,271.20001220703125,34380,,
2007-01-24 00:00:00+00:00,271.79998779296875,278.79998779296875,268.3999938964844,270.6000061035156,18745,,
2007-01-25 00:00:00+00:00,270.0,272.0,260.79998779296875,263.6000061035156,18170,,
2007-01-26 00:00:00+00:00,264.3999938964844,272.0,261.0,269.6000061035156,19440,,
2007-01-29 00:00:00+00:00,271.0,271.0,262.0,262.3999938964844,11310,,
2007-01-30 00:00:00+00:00,266.79998779296875,267.79998779296875,261.20001220703125,262.6000061035156,8845,,
2007-01-31 00:00:00+00:00,261.0,261.0,233.3999938964844,233.8000030517578,51745,,
2007-02-01 00:00:00+00:00,234.0,242.0,226.1999969482422,228.1999969482422,22405,,
2007-02-02 00:00:00+00:00,231.8000030517578,236.8000030517578,229.0,230.0,12090,,
2007-02-05 00:00:00+00:00,230.0,238.8000030517578,217.8000030517578,225.0,19885,,
2007-02-06 00:00:00+00:00,225.6000061035156,232.0,222.3999938964844,223.3999938964844,12490,,
2007-02-07 00:00:00+00:00,223.8000030517578,247.1999969482422,221.1999969482422,237.8000030517578,49220,,
2007-02-08 00:00:00+00:00,237.0,241.0,225.0,229.3999938964844,12385,,
2007-02-09 00:00:00+00:00,231.0,235.6000061035156,220.0,220.1999969482422,15950,,
2007-02-12 00:00:00+00:00,223.0,223.1999969482422,206.1999969482422,208.6000061035156,27680,,
2007-02-13 00:00:00+00:00,207.6000061035156,215.6000061035156,204.6000061035156,210.3999938964844,14700,,
2007-02-14 00:00:00+00:00,208.3999938964844,236.0,205.0,226.0,68745,,
2007-02-15 00:00:00+00:00,225.6000061035156,235.8000030517578,219.8000030517578,231.0,24980,,
2007-02-16 00:00:00+00:00,228.0,235.6000061035156,227.0,231.6000061035156,8585,,
2007-02-20 00:00:00+00:00,235.0,235.0,225.6000061035156,228.8000030517578,9355,,
2007-02-21 00:00:00+00:00,227.0,231.6000061035156,222.0,223.1999969482422,8360,,
2007-02-22 00:00:00+00:00,222.0,228.8000030517578,220.8000030517578,224.1999969482422,6775,,
2007-02-23 00:00:00+00:00,222.3999938964844,222.3999938964844,216.0,217.8000030517578,6740,,
2007-02-26 00:00:00+00:00,217.1999969482422,217.1999969482422,210.0,211.6000061035156,7440,,
2007-02-27 00:00:00+00:00,204.0,205.8000030517578,180.1999969482422,187.1999969482422,31420,,
2007-02-28 00:00:00+00:00,189.3999938964844,192.8000030517578,184.0,186.8000030517578,14795,,
2007-03-01 00:00:00+00:00,179.8000030517578,187.6000061035156,177.0,183.3999938964844,14715,,
2007-03-02 00:00:00+00:00,182.1999969482422,189.3999938964844,179.1999969482422,181.0,9950,,
2007-03-05 00:00:00+00:00,177.60000610351562,183.8000030517578,170.1999969482422,171.0,11180,,
2007-03-06 00:00:00+00:00,177.60000610351562,182.0,176.0,178.1999969482422,11005,,
2007-03-07 00:00:00+00:00,177.1999969482422,189.0,176.1999969482422,183.6000061035156,15880,,
2007-03-08 00:00:00+00:00,188.0,190.8000030517578,178.0,181.3999938964844,11950,,
2007-03-09 00:00:00+00:00,182.6000061035156,184.1999969482422,176.1999969482422,180.0,8275,,
2007-03-12 00:00:00+00:00,179.8000030517578,181.6000061035156,175.0,178.8000030517578,6185,,
2007-03-13 00:00:00+00:00,176.8000030517578,179.0,170.0,170.60000610351562,8455,,
2007-03-14 00:00:00+00:00,170.39999389648438,174.0,166.0,171.39999389648438,9695,,
2007-03-15 00:00:00+00:00,171.39999389648438,179.0,167.60000610351562,171.39999389648438,7595,,
2007-03-16 00:00:00+00:00,173.0,173.0,160.0,164.1999969482422,11160,,
2007-03-19 00:00:00+00:00,166.0,168.8000030517578,163.1999969482422,164.60000610351562,6135,,
