date,KFS_Open,KFS_High,KFS_Low,KFS_Close,KFS_Volume,KFS_Dividends,KFS_Stock Splits
2001-07-11 00:00:00+00:00,36.0,36.400001525878906,36.0,33.22172546386719,1300,0.0,
2001-07-12 00:00:00+00:00,36.400001525878906,36.400001525878906,36.119998931884766,32.96617126464844,4200,0.0,
2001-07-13 00:00:00+00:00,36.0,36.0,36.0,32.85664367675781,700,0.0,
2001-07-16 00:00:00+00:00,36.040000915527344,36.040000915527344,35.91999816894531,32.85664367675781,250,0.0,
2001-07-17 00:00:00+00:00,36.0,36.08000183105469,36.0,32.92967224121094,50,0.0,
2001-07-18 00:00:00+00:00,36.2400016784668,37.400001525878906,36.2400016784668,34.13440704345703,850,0.0,
2001-07-19 00:00:00+00:00,37.400001525878906,37.400001525878906,37.400001525878906,34.13440704345703,0,0.0,
2001-07-20 00:00:00+00:00,37.59999847412109,38.0,37.59999847412109,34.68202209472656,50,0.0,
2001-07-23 00:00:00+00:00,38.400001525878906,38.400001525878906,38.400001525878906,35.04709243774414,75,0.0,
2001-07-24 00:00:00+00:00,38.63999938964844,39.0,38.400001525878906,35.59470748901367,2150,0.0,
2001-07-25 00:00:00+00:00,38.59999847412109,38.59999847412109,38.20000076293945,35.12010192871094,550,0.0,
2001-07-26 00:00:00+00:00,38.27999877929688,38.31999969482422,38.08000183105469,34.75503158569336,950,0.0,
2001-07-27 00:00:00+00:00,38.20000076293945,38.52000045776367,37.79999923706055,34.49947738647461,1200,0.0,
2001-07-30 00:00:00+00:00,37.59999847412109,37.59999847412109,36.959999084472656,33.73283004760742,775,0.0,
2001-07-31 00:00:00+00:00,36.560001373291016,36.560001373291016,35.400001525878906,32.674110412597656,3150,0.0,
2001-08-01 00:00:00+00:00,35.91999816894531,36.400001525878906,35.91999816894531,33.22172546386719,600,0.0,
2001-08-02 00:00:00+00:00,36.0,37.15999984741211,36.0,33.915367126464844,575,0.0,
2001-08-03 00:00:00+00:00,36.79999923706055,37.0,36.79999923706055,33.76934051513672,1650,0.0,
2001-08-06 00:00:00+00:00,37.0,37.0,37.0,33.76934051513672,0,0.0,
2001-08-07 00:00:00+00:00,37.0,37.0,37.0,33.76934051513672,0,0.0,
2001-08-08 00:00:00+00:00,36.959999084472656,38.68000030517578,36.79999923706055,34.82804489135742,1825,0.0,
2001-08-09 00:00:00+00:00,38.119998931884766,38.119998931884766,38.0,34.68202209472656,1950,0.0,
2001-08-10 00:00:00+00:00,38.400001525878906,38.59999847412109,38.400001525878906,35.22962951660156,100,0.0,
2001-08-13 00:00:00+00:00,38.79999923706055,38.880001068115234,38.040000915527344,34.864559173583984,1325,0.0,
2001-08-14 00:00:00+00:00,37.84000015258789,37.84000015258789,37.20000076293945,34.31694793701172,1625,0.0,
2001-08-15 00:00:00+00:00,38.0,39.20000076293945,38.0,35.77723693847656,1350,0.0,
2001-08-16 00:00:00+00:00,39.20000076293945,39.20000076293945,39.20000076293945,35.77723693847656,0,0.0,
2001-08-17 00:00:00+00:00,39.0,39.0,38.79999923706055,35.41216278076172,775,0.0,
2001-08-20 00:00:00+00:00,38.959999084472656,38.959999084472656,38.959999084472656,35.558189392089844,825,0.0,
2001-08-21 00:00:00+00:00,38.2400016784668,38.84000015258789,38.2400016784668,35.37565612792969,1650,0.0,
2001-08-22 00:00:00+00:00,38.7599983215332,38.7599983215332,38.7599983215332,35.37565612792969,0,0.0,
