date,EGY_Open,EGY_High,EGY_Low,EGY_Close,EGY_Volume,EGY_Dividends,EGY_Stock Splits
1993-01-29 00:00:00+00:00,11.5,11.5,11.5,10.32896900177002,100,0.0,
1993-02-01 00:00:00+00:00,11.5,11.5,11.5,10.32896900177002,0,0.0,
1993-02-02 00:00:00+00:00,11.5,11.5,11.5,10.32896900177002,0,0.0,
1993-02-03 00:00:00+00:00,9.0,9.0,9.0,8.083539962768555,25000,0.0,
1993-02-04 00:00:00+00:00,9.0,9.0,9.0,8.083539962768555,0,0.0,
1993-02-05 00:00:00+00:00,9.0,9.0,9.0,8.083539962768555,0,0.0,
1993-02-08 00:00:00+00:00,10.0,11.0,10.0,8.981712341308594,1700,0.0,
1993-02-09 00:00:00+00:00,12.0,12.0,12.0,10.778053283691406,100,0.0,
1993-02-10 00:00:00+00:00,12.0,12.0,12.0,10.778053283691406,0,0.0,
1993-02-11 00:00:00+00:00,10.5,10.5,10.0,9.430798530578612,2700,0.0,
1993-02-12 00:00:00+00:00,10.5,10.5,10.248000144958496,9.430798530578612,1000,0.0,
1993-02-16 00:00:00+00:00,10.5,10.5,10.12399959564209,9.430798530578612,1200,0.0,
1993-02-17 00:00:00+00:00,10.5,12.0,10.0,9.093085289001465,2200,0.0,
1993-02-18 00:00:00+00:00,10.12399959564209,10.248000144958496,9.0,9.204458236694336,19500,0.0,
1993-02-19 00:00:00+00:00,10.248000144958496,10.5,10.248000144958496,9.204458236694336,1000,0.0,
1993-02-22 00:00:00+00:00,10.12399959564209,10.12399959564209,10.12399959564209,9.093085289001465,2000,0.0,
1993-02-23 00:00:00+00:00,10.12399959564209,10.12399959564209,10.12399959564209,9.093085289001465,3000,0.0,
1993-02-24 00:00:00+00:00,10.12399959564209,10.380000114440918,10.12399959564209,9.323016166687012,700,0.0,
1993-02-25 00:00:00+00:00,10.380000114440918,10.380000114440918,10.12399959564209,9.204458236694336,5300,0.0,
1993-02-26 00:00:00+00:00,10.248000144958496,10.5,10.12399959564209,9.430798530578612,6600,0.0,
1993-03-01 00:00:00+00:00,10.5,10.5,10.5,9.430798530578612,0,0.0,
1993-03-02 00:00:00+00:00,10.5,10.5,10.5,9.430798530578612,0,0.0,
1993-03-03 00:00:00+00:00,10.5,10.5,10.5,9.430798530578612,500,0.0,
1993-03-04 00:00:00+00:00,10.5,11.248000144958496,10.5,10.10262966156006,1800,0.0,
1993-03-05 00:00:00+00:00,11.248000144958496,11.248000144958496,11.248000144958496,10.10262966156006,0,0.0,
1993-03-08 00:00:00+00:00,11.248000144958496,12.248000144958496,11.0,11.00080108642578,8000,0.0,
1993-03-09 00:00:00+00:00,11.0,11.0,11.0,9.879881858825684,200,0.0,
1993-03-10 00:00:00+00:00,11.12399959564209,11.62399959564209,11.12399959564209,9.991255760192873,16500,0.0,
1993-03-11 00:00:00+00:00,11.12399959564209,11.248000144958496,11.0,9.879881858825684,8000,0.0,
1993-03-12 00:00:00+00:00,11.0,11.0,11.0,9.879881858825684,800,0.0,
1993-03-15 00:00:00+00:00,11.0,11.248000144958496,11.0,9.879881858825684,16800,0.0,
1993-03-16 00:00:00+00:00,11.0,11.0,11.0,9.879881858825684,0,0.0,
1993-03-17 00:00:00+00:00,11.0,12.248000144958496,10.5,9.65354347229004,30500,0.0,
1993-03-18 00:00:00+00:00,10.748000144958496,10.880000114440918,10.5,9.772100448608398,6000,0.0,
1993-03-19 00:00:00+00:00,10.880000114440918,11.0,10.5,9.772100448608398,40000,0.0,
1993-03-22 00:00:00+00:00,10.880000114440918,10.880000114440918,10.880000114440918,9.772100448608398,0,0.0,
1993-03-23 00:00:00+00:00,10.880000114440918,11.0,10.5,9.65354347229004,21900,0.0,
1993-03-24 00:00:00+00:00,10.5,10.5,10.5,9.430798530578612,400,0.0,
1993-03-25 00:00:00+00:00,10.5,10.5,10.5,9.430798530578612,3800,0.0,
1993-03-26 00:00:00+00:00,10.0,10.0,10.0,8.981712341308594,10000,0.0,
