date,GAU_Open,GAU_High,GAU_Low,GAU_Close,GAU_Volume,GAU_Dividends,GAU_Stock Splits
2008-01-02 00:00:00+00:00,4.28000020980835,4.340000152587891,4.28000020980835,4.340000152587891,1000,,
2008-01-03 00:00:00+00:00,4.340000152587891,4.400000095367432,4.300000190734863,4.329999923706055,56900,,
2008-01-04 00:00:00+00:00,4.25,4.269999980926514,4.25,4.260000228881836,2300,,
2008-01-07 00:00:00+00:00,4.150000095367432,4.199999809265137,4.0,4.050000190734863,8500,,
2008-01-08 00:00:00+00:00,4.150000095367432,4.179999828338623,3.9600000381469727,4.039999961853027,16900,,
2008-01-09 00:00:00+00:00,3.950000047683716,4.989999771118164,3.849999904632568,4.099999904632568,70900,,
2008-01-10 00:00:00+00:00,4.099999904632568,4.190000057220459,4.050000190734863,4.050000190734863,68700,,
2008-01-11 00:00:00+00:00,4.139999866485596,4.139999866485596,4.010000228881836,4.03000020980835,18300,,
2008-01-14 00:00:00+00:00,4.010000228881836,4.159999847412109,4.010000228881836,4.159999847412109,62000,,
2008-01-15 00:00:00+00:00,4.179999828338623,4.179999828338623,4.0,4.0,31700,,
2008-01-16 00:00:00+00:00,3.990000009536743,4.0,3.849999904632568,3.9700000286102295,24700,,
2008-01-17 00:00:00+00:00,4.059999942779541,4.059999942779541,3.900000095367432,3.9600000381469727,10000,,
2008-01-18 00:00:00+00:00,3.869999885559082,3.950000047683716,3.75,3.869999885559082,36300,,
2008-01-22 00:00:00+00:00,3.400000095367432,3.619999885559082,3.3299999237060547,3.5,29900,,
2008-01-23 00:00:00+00:00,3.440000057220459,3.450000047683716,3.200000047683716,3.3499999046325684,24300,,
2008-01-24 00:00:00+00:00,3.390000104904175,3.7799999713897705,3.390000104904175,3.75,56300,,
2008-01-25 00:00:00+00:00,3.839999914169312,3.839999914169312,3.700000047683716,3.700000047683716,20400,,
2008-01-28 00:00:00+00:00,3.700000047683716,3.700000047683716,3.650000095367432,3.650000095367432,7900,,
2008-01-29 00:00:00+00:00,3.700000047683716,3.740000009536743,3.700000047683716,3.740000009536743,700,,
2008-01-30 00:00:00+00:00,3.700000047683716,3.7100000381469727,3.549999952316284,3.700000047683716,20000,,
2008-01-31 00:00:00+00:00,3.609999895095825,3.75,3.5999999046325684,3.700000047683716,37400,,
2008-02-01 00:00:00+00:00,3.75,3.7799999713897705,3.660000085830689,3.660000085830689,14400,,
2008-02-04 00:00:00+00:00,3.660000085830689,3.75,3.660000085830689,3.700000047683716,20200,,
2008-02-05 00:00:00+00:00,3.849999904632568,3.990000009536743,3.700000047683716,3.890000104904175,119900,,
2008-02-06 00:00:00+00:00,4.079999923706055,4.170000076293945,3.990000009536743,4.050000190734863,143000,,
2008-02-07 00:00:00+00:00,4.0,4.099999904632568,3.900000095367432,3.900000095367432,27800,,
2008-02-08 00:00:00+00:00,3.940000057220459,4.199999809265137,3.940000057220459,4.050000190734863,48900,,
2008-02-11 00:00:00+00:00,4.099999904632568,4.190000057220459,4.050000190734863,4.139999866485596,26000,,
2008-02-12 00:00:00+00:00,4.190000057220459,4.230000019073486,3.950000047683716,3.9600000381469727,37400,,
2008-02-13 00:00:00+00:00,3.950000047683716,4.050000190734863,3.920000076293945,4.03000020980835,27400,,
2008-02-14 00:00:00+00:00,4.099999904632568,4.099999904632568,3.849999904632568,4.050000190734863,53300,,
2008-02-15 00:00:00+00:00,4.130000114440918,4.130000114440918,3.9600000381469727,4.0,56700,,
2008-02-19 00:00:00+00:00,4.110000133514404,4.150000095367432,4.019999980926514,4.150000095367432,76800,,
2008-02-20 00:00:00+00:00,4.110000133514404,4.440000057220459,4.03000020980835,4.440000057220459,116100,,
2008-02-21 00:00:00+00:00,4.539999961853027,4.699999809265137,4.150000095367432,4.329999923706055,151000,,
2008-02-22 00:00:00+00:00,4.300000190734863,4.400000095367432,4.190000057220459,4.400000095367432,86900,,
2008-02-25 00:00:00+00:00,4.489999771118164,5.099999904632568,4.349999904632568,4.909999847412109,370100,,
2008-02-26 00:00:00+00:00,4.989999771118164,5.0,4.800000190734863,4.820000171661377,117100,,
2008-02-27 00:00:00+00:00,4.849999904632568,5.300000190734863,4.849999904632568,5.269999980926514,164900,,
2008-02-28 00:00:00+00:00,5.329999923706055,5.420000076293945,5.150000095367432,5.349999904632568,130100,,
2008-02-29 00:00:00+00:00,5.389999866485596,5.519999980926514,5.099999904632568,5.190000057220459,116700,,
2008-03-03 00:00:00+00:00,5.329999923706055,5.510000228881836,5.190000057220459,5.489999771118164,101900,,
2008-03-04 00:00:00+00:00,5.679999828338623,5.679999828338623,5.099999904632568,5.289999961853027,121300,,
2008-03-05 00:00:00+00:00,5.010000228881836,5.320000171661377,5.010000228881836,5.289999961853027,81300,,
2008-03-06 00:00:00+00:00,5.440000057220459,5.440000057220459,5.25,5.25,21800,,
2008-03-07 00:00:00+00:00,5.380000114440918,5.380000114440918,5.099999904632568,5.139999866485596,64200,,
2008-03-10 00:00:00+00:00,5.090000152587891,5.199999809265137,4.840000152587891,4.860000133514404,83300,,
2008-03-11 00:00:00+00:00,5.050000190734863,5.110000133514404,4.880000114440918,5.019999980926514,35200,,
2008-03-12 00:00:00+00:00,4.929999828338623,5.170000076293945,4.929999828338623,5.150000095367432,24600,,
2008-03-13 00:00:00+00:00,5.199999809265137,5.400000095367432,5.110000133514404,5.329999923706055,95600,,
