date,IYR_Open,IYR_High,IYR_Low,IYR_Close,IYR_Volume,IYR_Dividends,IYR_Stock Splits
2000-06-19 00:00:00+00:00,35.03125,35.03125,35.03125,13.375536918640137,200,0.0,
2000-06-20 00:00:00+00:00,35.125,35.1796875,35.125,13.432212829589844,400,0.0,
2000-06-21 00:00:00+00:00,35.390625,35.390625,35.3515625,13.497843742370604,20600,0.0,
2000-06-22 00:00:00+00:00,35.3671875,35.3671875,35.3671875,13.503803253173828,400,0.0,
2000-06-23 00:00:00+00:00,35.3671875,35.3671875,35.3671875,13.503803253173828,0,0.0,
2000-06-26 00:00:00+00:00,35.125,35.125,34.875,13.315872192382812,2000,0.0,
2000-06-27 00:00:00+00:00,35.359375,35.375,35.359375,13.506787300109863,2600,0.0,
2000-06-28 00:00:00+00:00,35.375,35.375,35.375,13.506787300109863,0,0.0,
2000-06-29 00:00:00+00:00,35.375,35.375,35.375,13.506787300109863,0,0.0,
2000-06-30 00:00:00+00:00,35.796875,35.8125,35.375,13.506787300109863,2800,0.0,
2000-07-03 00:00:00+00:00,35.421875,35.578125,35.421875,13.584344863891602,45400,0.0,
2000-07-05 00:00:00+00:00,35.625,35.90625,35.59375,13.709630966186523,32600,0.0,
2000-07-06 00:00:00+00:00,35.75,36.125,35.75,13.751392364501951,6600,0.0,
2000-07-07 00:00:00+00:00,36.109375,36.390625,36.109375,13.85280990600586,8400,0.0,
2000-07-10 00:00:00+00:00,36.359375,36.375,36.25,13.840876579284668,10400,0.0,
2000-07-11 00:00:00+00:00,36.234375,36.234375,36.234375,13.83491325378418,200,0.0,
2000-07-12 00:00:00+00:00,36.25,36.25,36.0625,13.769291877746582,8800,0.0,
2000-07-13 00:00:00+00:00,36.03125,36.03125,36.03125,13.75735569000244,4000,0.0,
2000-07-14 00:00:00+00:00,36.0,36.03125,35.953125,13.727521896362305,58000,0.0,
2000-07-17 00:00:00+00:00,36.109375,36.109375,36.109375,13.787189483642578,1200,0.0,
2000-07-18 00:00:00+00:00,36.21875,36.21875,36.21875,13.828944206237791,400,0.0,
2000-07-19 00:00:00+00:00,35.734375,35.875,35.625,13.780801773071287,98400,0.3125,
2000-07-20 00:00:00+00:00,35.90625,35.90625,35.828125,13.79885482788086,2200,0.0,
2000-07-21 00:00:00+00:00,36.328125,36.375,36.3125,13.997446060180664,3000,0.0,
2000-07-24 00:00:00+00:00,36.5,36.640625,36.4375,14.11178493499756,5200,0.0,
2000-07-25 00:00:00+00:00,36.65625,36.65625,36.625,14.105765342712402,5600,0.0,
2000-07-26 00:00:00+00:00,36.75,37.1484375,36.75,14.307361602783203,11200,0.0,
2000-07-27 00:00:00+00:00,37.203125,37.59375,37.203125,14.46683120727539,121200,0.0,
2000-07-28 00:00:00+00:00,37.5546875,37.59375,37.5546875,14.463827133178713,3200,0.0,
2000-07-31 00:00:00+00:00,37.625,37.625,37.21875,14.364534378051758,78800,0.0,
2000-08-01 00:00:00+00:00,37.6875,38.0859375,37.65625,14.66843605041504,420400,0.0,
2000-08-02 00:00:00+00:00,38.171875,38.171875,38.109375,14.69550609588623,13800,0.0,
2000-08-03 00:00:00+00:00,38.0625,38.0625,37.6640625,14.587187767028809,41800,0.0,
2000-08-04 00:00:00+00:00,37.546875,37.546875,37.09375,14.358512878417969,175200,0.0,
