date,SLP_Open,SLP_High,SLP_Low,SLP_Close,SLP_Volume,SLP_Dividends,SLP_Stock Splits
1997-06-18 00:00:00+00:00,1.4375,1.4375,1.3125,1.0739024877548218,840400,0.0,
1997-06-19 00:00:00+00:00,1.375,1.5,1.3125,1.122716784477234,373200,0.0,
1997-06-20 00:00:00+00:00,1.4375,1.4375,1.3125,1.11051344871521,198000,0.0,
1997-06-23 00:00:00+00:00,1.4375,1.4375,1.3125,1.122716784477234,95600,0.0,
1997-06-24 00:00:00+00:00,1.375,1.4375,1.3125,1.0250892639160156,62800,0.0,
1997-06-25 00:00:00+00:00,1.4375,1.4375,1.3125,1.122716784477234,259600,0.0,
1997-06-26 00:00:00+00:00,1.4375,1.4375,1.3125,1.0311917066574097,182800,0.0,
1997-06-27 00:00:00+00:00,1.4375,1.4375,1.28125,1.122716784477234,428400,0.0,
1997-06-30 00:00:00+00:00,1.4375,1.4375,1.3125,1.0250892639160156,22400,0.0,
1997-07-01 00:00:00+00:00,1.4375,1.4375,1.3125,1.0739024877548218,157600,0.0,
1997-07-02 00:00:00+00:00,1.4375,1.4375,1.3125,1.0250892639160156,86400,0.0,
1997-07-03 00:00:00+00:00,1.3125,1.40625,1.3125,1.0983099937438965,20800,0.0,
1997-07-07 00:00:00+00:00,1.3125,1.375,1.3125,1.0250892639160156,54400,0.0,
1997-07-08 00:00:00+00:00,1.375,1.40625,1.3125,1.0250892639160156,117200,0.0,
1997-07-09 00:00:00+00:00,1.40625,1.40625,1.3125,1.0250892639160156,211600,0.0,
1997-07-10 00:00:00+00:00,1.3125,1.390625,1.3125,1.086106538772583,108400,0.0,
1997-07-11 00:00:00+00:00,1.3125,1.390625,1.3125,1.086106538772583,50000,0.0,
1997-07-14 00:00:00+00:00,1.390625,1.390625,1.3125,1.0739024877548218,11600,0.0,
1997-07-15 00:00:00+00:00,1.3125,1.53125,1.3125,1.0494961738586426,347600,0.0,
1997-07-16 00:00:00+00:00,1.34375,1.4375,1.34375,1.086106538772583,41200,0.0,
1997-07-17 00:00:00+00:00,1.40625,1.40625,1.34375,1.0494961738586426,112400,0.0,
1997-07-18 00:00:00+00:00,1.34375,1.390625,1.34375,1.086106538772583,18400,0.0,
1997-07-21 00:00:00+00:00,1.390625,1.390625,1.34375,1.086106538772583,16800,0.0,
1997-07-22 00:00:00+00:00,1.34375,1.390625,1.3125,1.0494961738586426,212000,0.0,
1997-07-23 00:00:00+00:00,1.3125,1.390625,1.3125,1.086106538772583,110800,0.0,
1997-07-24 00:00:00+00:00,1.390625,1.390625,1.3125,1.086106538772583,50400,0.0,
1997-07-25 00:00:00+00:00,1.3125,1.375,1.3125,1.0311917066574097,59600,0.0,
1997-07-28 00:00:00+00:00,1.375,1.375,1.3125,1.0250892639160156,149600,0.0,
1997-07-29 00:00:00+00:00,1.3125,1.359375,1.3125,1.0616998672485352,22000,0.0,
1997-07-30 00:00:00+00:00,1.359375,1.46875,1.25,1.0250892639160156,673600,0.0,
1997-07-31 00:00:00+00:00,1.375,1.375,1.375,1.0739024877548218,1600,0.0,
1997-08-01 00:00:00+00:00,1.3125,1.375,1.3125,1.0739024877548218,8800,0.0,
1997-08-04 00:00:00+00:00,1.3125,1.34375,1.3125,1.0494961738586426,32000,0.0,
1997-08-05 00:00:00+00:00,1.3125,1.3125,1.296875,1.0128860473632812,52000,0.0,
1997-08-06 00:00:00+00:00,1.328125,1.34375,1.3125,1.0250892639160156,66000,0.0,
1997-08-07 00:00:00+00:00,1.359375,1.359375,1.3125,1.0311917066574097,31200,0.0,
1997-08-08 00:00:00+00:00,1.3125,1.359375,1.3125,1.0250892639160156,60400,0.0,
1997-08-11 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,8400,0.0,
1997-08-12 00:00:00+00:00,1.3125,1.359375,1.3125,1.0250892639160156,27200,0.0,
1997-08-13 00:00:00+00:00,1.3125,1.3203129768371582,1.3125,1.0250892639160156,26400,0.0,
1997-08-14 00:00:00+00:00,1.359375,1.359375,1.3125,1.0311917066574097,34400,0.0,
1997-08-15 00:00:00+00:00,1.3125,1.34375,1.3125,1.0250892639160156,16000,0.0,
1997-08-18 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,6000,0.0,
1997-08-19 00:00:00+00:00,1.3125,1.34375,1.3125,1.0250892639160156,16800,0.0,
1997-08-20 00:00:00+00:00,1.3125,1.34375,1.308593988418579,1.022038817405701,191200,0.0,
1997-08-21 00:00:00+00:00,1.3125,1.34375,1.308593988418579,1.0250892639160156,431200,0.0,
1997-08-22 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,53200,0.0,
1997-08-25 00:00:00+00:00,1.34375,1.34375,1.3125,1.0250892639160156,40000,0.0,
1997-08-26 00:00:00+00:00,1.3125,1.34375,1.3125,1.0250892639160156,36000,0.0,
1997-08-27 00:00:00+00:00,1.3125,1.328125,1.3125,1.0250892639160156,26000,0.0,
1997-08-28 00:00:00+00:00,1.3125,1.328125,1.28125,1.0372930765151978,188400,0.0,
1997-08-29 00:00:00+00:00,1.3125,1.328125,1.25,1.0250892639160156,96000,0.0,
1997-09-02 00:00:00+00:00,1.328125,1.34375,1.3125,1.0250892639160156,48000,0.0,
1997-09-03 00:00:00+00:00,1.3125,1.328125,1.3125,1.0250892639160156,212000,0.0,
1997-09-04 00:00:00+00:00,1.328125,1.328125,1.3125,1.0250892639160156,194800,0.0,
1997-09-05 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,51200,0.0,
1997-09-08 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,4000,0.0,
1997-09-09 00:00:00+00:00,1.3125,1.3125,1.25,0.9762757420539856,217600,0.0,
1997-09-10 00:00:00+00:00,1.3125,1.3203129768371582,1.3125,1.0250892639160156,13600,0.0,
1997-09-11 00:00:00+00:00,1.3203129768371582,1.3203129768371582,1.3125,1.0311917066574097,60000,0.0,
1997-09-12 00:00:00+00:00,1.3125,1.3203129768371582,1.3125,1.0311917066574097,26800,0.0,
1997-09-15 00:00:00+00:00,1.3125,1.34375,1.3125,1.0494961738586426,58000,0.0,
1997-09-16 00:00:00+00:00,1.359375,1.421875,1.34375,1.0616998672485352,128800,0.0,
1997-09-17 00:00:00+00:00,1.390625,1.390625,1.3125,1.0250892639160156,39200,0.0,
1997-09-18 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,12000,0.0,
1997-09-19 00:00:00+00:00,1.3125,1.359375,1.3125,1.0616998672485352,10400,0.0,
1997-09-22 00:00:00+00:00,1.3125,1.359375,1.3125,1.0250892639160156,41600,0.0,
1997-09-23 00:00:00+00:00,1.3125,1.359375,1.3125,1.0616998672485352,4800,0.0,
1997-09-24 00:00:00+00:00,1.3125,1.359375,1.3125,1.0250892639160156,28000,0.0,
1997-09-25 00:00:00+00:00,1.3125,1.359375,1.3125,1.0616998672485352,4400,0.0,
1997-09-26 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,4000,0.0,
1997-09-29 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,1200,0.0,
1997-09-30 00:00:00+00:00,1.3125,1.359375,1.3125,1.0250892639160156,43600,0.0,
1997-10-01 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,28000,0.0,
1997-10-02 00:00:00+00:00,1.3125,1.359375,1.3125,1.0616998672485352,26400,0.0,
1997-10-03 00:00:00+00:00,1.3125,1.359375,1.3125,1.0250892639160156,73200,0.0,
1997-10-06 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,5200,0.0,
1997-10-07 00:00:00+00:00,1.3125,1.328125,1.3125,1.0250892639160156,27200,0.0,
1997-10-08 00:00:00+00:00,1.3125,1.3125,1.3125,1.0250892639160156,17600,0.0,
