date,ANF_Open,ANF_High,ANF_Low,ANF_Close,ANF_Volume,ANF_Dividends,ANF_Stock Splits
1996-09-26 00:00:00+00:00,11.0,11.625,10.625,7.685404300689697,13872600,0.0,
1996-09-27 00:00:00+00:00,11.4375,11.625,11.375,7.643857955932617,2223600,0.0,
1996-09-30 00:00:00+00:00,11.5625,12.3125,11.5,8.142370223999023,1596000,0.0,
1996-10-01 00:00:00+00:00,12.375,12.75,12.3125,8.433171272277832,864000,0.0,
1996-10-02 00:00:00+00:00,13.125,13.125,12.5625,8.391627311706543,473600,0.0,
1996-10-03 00:00:00+00:00,12.5,12.5,11.875,7.893115520477295,573600,0.0,
1996-10-04 00:00:00+00:00,11.875,11.875,11.125,7.436148643493652,708200,0.0,
1996-10-07 00:00:00+00:00,11.0625,11.75,11.0,7.685404300689697,688600,0.0,
1996-10-08 00:00:00+00:00,11.625,11.625,11.3125,7.685404300689697,723200,0.0,
1996-10-09 00:00:00+00:00,11.5,11.5625,11.375,7.643857955932617,185600,0.0,
1996-10-10 00:00:00+00:00,11.5,11.625,11.4375,7.685404300689697,439200,0.0,
1996-10-11 00:00:00+00:00,11.5,11.5625,11.375,7.560773849487305,181200,0.0,
1996-10-14 00:00:00+00:00,11.375,11.9375,11.3125,7.934661388397217,268400,0.0,
1996-10-15 00:00:00+00:00,11.9375,12.375,11.9375,8.183916091918945,361600,0.0,
1996-10-16 00:00:00+00:00,12.25,12.25,12.125,8.142370223999023,319600,0.0,
1996-10-17 00:00:00+00:00,12.25,13.5,12.25,8.72397232055664,411800,0.0,
1996-10-18 00:00:00+00:00,13.0625,13.0625,12.9375,8.640887260437012,175600,0.0,
1996-10-21 00:00:00+00:00,13.0,13.375,12.75,8.516254425048828,399400,0.0,
1996-10-22 00:00:00+00:00,12.75,12.75,12.0,7.976204395294189,197000,0.0,
1996-10-23 00:00:00+00:00,12.0,12.0,11.5,7.726948738098144,188800,0.0,
1996-10-24 00:00:00+00:00,11.625,11.6875,11.5,7.768488883972168,163600,0.0,
1996-10-25 00:00:00+00:00,11.6875,11.9375,11.6875,7.934661388397217,140600,0.0,
1996-10-28 00:00:00+00:00,11.875,11.875,11.1875,7.519233226776123,258400,0.0,
1996-10-29 00:00:00+00:00,11.0,11.5,10.875,7.560773849487305,488800,0.0,
1996-10-30 00:00:00+00:00,11.4375,11.4375,11.0,7.39460563659668,182200,0.0,
1996-10-31 00:00:00+00:00,11.125,11.125,10.9375,7.311518669128418,503200,0.0,
1996-11-01 00:00:00+00:00,10.9375,10.9375,10.75,7.22843074798584,365400,0.0,
1996-11-04 00:00:00+00:00,11.0,11.0625,10.8125,7.22843074798584,96400,0.0,
1996-11-05 00:00:00+00:00,11.0,11.4375,11.0,7.560773849487305,618800,0.0,
1996-11-06 00:00:00+00:00,11.3125,11.375,11.1875,7.436148643493652,212800,0.0,
1996-11-07 00:00:00+00:00,11.0625,11.875,11.0625,7.893115520477295,287600,0.0,
1996-11-08 00:00:00+00:00,11.75,11.875,11.75,7.851572513580322,216200,0.0,
1996-11-11 00:00:00+00:00,11.875,11.9375,11.75,7.810028553009033,62000,0.0,
1996-11-12 00:00:00+00:00,11.6875,11.6875,11.25,7.519233226776123,116400,0.0,
1996-11-13 00:00:00+00:00,11.1875,11.1875,11.0,7.39460563659668,38800,0.0,
1996-11-14 00:00:00+00:00,11.0625,11.0625,10.5625,7.062259197235107,513400,0.0,
1996-11-15 00:00:00+00:00,10.625,10.625,10.5,7.020719528198242,540200,0.0,
1996-11-18 00:00:00+00:00,10.5625,10.75,10.4375,7.145347595214844,477000,0.0,
1996-11-19 00:00:00+00:00,11.0,11.25,10.4375,6.937634944915772,1090800,0.0,
1996-11-20 00:00:00+00:00,10.5,10.5,9.5625,6.522205829620361,965400,0.0,
1996-11-21 00:00:00+00:00,9.625,9.625,8.8125,6.106778144836426,853200,0.0,
1996-11-22 00:00:00+00:00,9.3125,9.5,9.3125,6.272948265075684,486600,0.0,
1996-11-25 00:00:00+00:00,9.4375,9.4375,9.3125,6.189863681793213,100400,0.0,
1996-11-26 00:00:00+00:00,9.25,9.3125,9.0625,6.106778144836426,91000,0.0,
1996-11-27 00:00:00+00:00,9.125,9.1875,9.0625,6.106778144836426,102000,0.0,
1996-11-29 00:00:00+00:00,9.125,9.1875,9.125,6.106778144836426,25400,0.0,
1996-12-02 00:00:00+00:00,9.3125,10.25,9.3125,6.729920864105225,245400,0.0,
1996-12-03 00:00:00+00:00,10.1875,10.3125,9.875,6.646834373474121,241400,0.0,
1996-12-04 00:00:00+00:00,10.0,10.0,9.625,6.4806647300720215,115600,0.0,
1996-12-05 00:00:00+00:00,9.6875,9.875,9.6875,6.563750267028809,118800,0.0,
1996-12-06 00:00:00+00:00,9.8125,9.9375,9.5,6.522205829620361,180800,0.0,
1996-12-09 00:00:00+00:00,9.8125,9.9375,9.75,6.60529375076294,38600,0.0,
1996-12-10 00:00:00+00:00,9.875,9.875,9.6875,6.4806647300720215,63400,0.0,
1996-12-11 00:00:00+00:00,9.625,9.625,9.5625,6.397578239440918,59800,0.0,
1996-12-12 00:00:00+00:00,9.625,9.6875,9.25,6.148320198059082,54800,0.0,
1996-12-13 00:00:00+00:00,9.3125,9.375,9.3125,6.189863681793213,17600,0.0,
1996-12-16 00:00:00+00:00,9.25,9.25,9.0,5.982150077819824,36800,0.0,
1996-12-17 00:00:00+00:00,8.875,8.9375,8.5625,5.691350936889648,78400,0.0,
1996-12-18 00:00:00+00:00,8.5,8.5,8.375,5.566723823547363,46600,0.0,
1996-12-19 00:00:00+00:00,8.375,8.375,8.0,5.359010219573975,115600,0.0,
1996-12-20 00:00:00+00:00,8.0,8.3125,7.875,5.483636856079102,500200,0.0,
1996-12-23 00:00:00+00:00,8.25,8.3125,8.125,5.525180816650391,448000,0.0,
1996-12-24 00:00:00+00:00,8.375,9.0,8.375,5.899065971374512,268000,0.0,
1996-12-26 00:00:00+00:00,8.875,8.875,8.6875,5.774437427520752,147600,0.0,
1996-12-27 00:00:00+00:00,8.6875,8.6875,8.3125,5.566723823547363,99200,0.0,
1996-12-30 00:00:00+00:00,8.3125,8.375,8.0625,5.442095279693604,131200,0.0,
1996-12-31 00:00:00+00:00,8.1875,8.25,8.125,5.483636856079102,127200,0.0,
1997-01-02 00:00:00+00:00,8.3125,8.3125,8.0625,5.442095279693604,56200,0.0,
1997-01-03 00:00:00+00:00,8.1875,8.25,8.0625,5.442095279693604,52000,0.0,
1997-01-06 00:00:00+00:00,8.0625,8.125,6.5625,4.4866132736206055,924800,0.0,
1997-01-07 00:00:00+00:00,6.75,6.75,6.375,4.320443630218506,1021600,0.0,
1997-01-08 00:00:00+00:00,6.5,6.75,6.3125,4.195813655853272,465000,0.0,
1997-01-09 00:00:00+00:00,7.25,7.25,6.9375,4.735870361328125,1101600,0.0,
1997-01-10 00:00:00+00:00,7.1875,8.3125,7.1875,5.359010219573975,856800,0.0,
1997-01-13 00:00:00+00:00,8.125,8.125,8.0,5.359010219573975,66600,0.0,
1997-01-14 00:00:00+00:00,8.0,8.0,7.6875,5.109755039215088,130200,0.0,
1997-01-15 00:00:00+00:00,7.75,7.75,7.375,4.943583488464356,358000,0.0,
1997-01-16 00:00:00+00:00,7.5,7.6875,7.5,5.026668071746826,141800,0.0,
1997-01-17 00:00:00+00:00,7.5,7.875,7.5,5.234380722045898,234400,0.0,
1997-01-20 00:00:00+00:00,7.875,7.9375,7.875,5.234380722045898,67400,0.0,
1997-01-21 00:00:00+00:00,7.875,7.875,7.75,5.192839622497559,106000,0.0,
1997-01-22 00:00:00+00:00,7.8125,7.8125,7.625,5.109755039215088,130200,0.0,
1997-01-23 00:00:00+00:00,7.6875,7.6875,7.5,4.985124111175537,65200,0.0,
1997-01-24 00:00:00+00:00,7.5,7.5625,7.375,4.985124111175537,143000,0.0,
1997-01-27 00:00:00+00:00,7.5,7.5,7.1875,4.818954944610596,139000,0.0,
