date,EQR_Open,EQR_High,EQR_Low,EQR_Close,EQR_Volume,EQR_Dividends,EQR_Stock Splits
1993-08-12 00:00:00+00:00,14.5,14.5,13.6875,2.8324062824249268,13086600,0.0,
1993-08-13 00:00:00+00:00,14.25,14.25,13.875,2.745826005935669,1277800,0.0,
1993-08-16 00:00:00+00:00,13.875,14.0,13.8125,2.7705633640289307,559000,0.0,
1993-08-17 00:00:00+00:00,14.0,14.125,13.9375,2.7829337120056152,545600,0.0,
1993-08-18 00:00:00+00:00,14.0625,14.0625,14.0625,2.7829337120056152,469200,0.0,
1993-08-19 00:00:00+00:00,14.0625,14.0625,13.8125,2.7334587574005127,409400,0.0,
1993-08-20 00:00:00+00:00,13.875,14.0625,13.875,2.758195400238037,540800,0.0,
1993-08-23 00:00:00+00:00,13.9375,14.0625,13.875,2.7705633640289307,335600,0.0,
1993-08-24 00:00:00+00:00,14.0,14.1875,14.0,2.80767035484314,234400,0.0,
1993-08-25 00:00:00+00:00,14.0625,14.0625,14.0,2.7705633640289307,102600,0.0,
1993-08-26 00:00:00+00:00,14.0,14.3125,14.0,2.8324062824249268,180400,0.0,
1993-08-27 00:00:00+00:00,14.3125,14.3125,14.0625,2.7953014373779297,119600,0.0,
1993-08-30 00:00:00+00:00,14.0625,14.25,14.0625,2.7953014373779297,71400,0.0,
1993-08-31 00:00:00+00:00,14.125,14.4375,14.125,2.8447749614715576,147000,0.0,
1993-09-01 00:00:00+00:00,14.4375,14.5,14.3125,2.8324062824249268,141600,0.0,
1993-09-02 00:00:00+00:00,14.5,14.5,14.375,2.869512796401977,217600,0.0,
1993-09-03 00:00:00+00:00,14.4375,14.8125,14.4375,2.8942501544952397,178800,0.0,
1993-09-07 00:00:00+00:00,14.5625,14.8125,14.5625,2.906618356704712,167600,0.0,
1993-09-08 00:00:00+00:00,14.8125,14.875,14.5,2.869512796401977,276200,0.0,
1993-09-09 00:00:00+00:00,14.5,14.875,14.5,2.8942501544952397,74400,0.0,
1993-09-10 00:00:00+00:00,14.5625,15.25,14.5625,2.9931981563568115,245000,0.0,
1993-09-13 00:00:00+00:00,14.9375,15.0,14.875,2.9684627056121826,251200,0.0,
1993-09-14 00:00:00+00:00,14.75,14.8125,14.5625,2.918986320495605,127000,0.0,
1993-09-15 00:00:00+00:00,14.75,14.75,14.5625,2.918986320495605,162400,0.0,
1993-09-16 00:00:00+00:00,14.875,14.875,14.6875,2.943723678588867,88800,0.0,
1993-09-17 00:00:00+00:00,14.8125,15.0625,14.75,2.980831861495972,113000,0.0,
1993-09-20 00:00:00+00:00,14.8125,14.9375,14.75,2.9394774436950684,15400,0.105,
1993-09-21 00:00:00+00:00,14.875,14.875,14.6875,2.951933622360229,286000,0.0,
1993-09-22 00:00:00+00:00,14.75,14.9375,14.6875,2.97684383392334,54800,0.0,
1993-09-23 00:00:00+00:00,14.875,14.875,14.6875,2.951933622360229,51000,0.0,
1993-09-24 00:00:00+00:00,14.75,15.0625,14.75,3.0017569065093994,265000,0.0,
1993-09-27 00:00:00+00:00,15.0625,15.75,15.0625,3.126308917999268,675400,0.0,
1993-09-28 00:00:00+00:00,15.625,15.8125,15.5,3.138765335083008,360800,0.0,
1993-09-29 00:00:00+00:00,15.75,16.125,15.75,3.138765335083008,823200,0.0,
1993-09-30 00:00:00+00:00,15.6875,15.75,15.5,3.1013994216918945,138000,0.0,
1993-10-01 00:00:00+00:00,15.5625,15.75,15.5625,3.1013994216918945,31600,0.0,
