date,SCHG_Open,SCHG_High,SCHG_Low,SCHG_Close,SCHG_Volume,SCHG_Dividends,SCHG_Stock Splits
2010-01-04 00:00:00+00:00,13.125,13.239999771118164,13.125,11.597000122070312,120200,0.0,
2010-01-05 00:00:00+00:00,13.25,13.279999732971191,13.1850004196167,11.627689361572266,93000,0.0,
2010-01-06 00:00:00+00:00,13.260000228881836,13.300000190734863,13.244999885559082,11.61891746520996,72400,0.0,
2010-01-07 00:00:00+00:00,13.255000114440918,13.295000076293944,13.1899995803833,11.653997421264648,128600,0.0,
2010-01-08 00:00:00+00:00,13.279999732971191,13.380000114440918,13.239999771118164,11.728533744812012,118800,0.0,
2010-01-11 00:00:00+00:00,13.4350004196167,13.4350004196167,13.300000190734863,11.732913970947266,176400,0.0,
2010-01-12 00:00:00+00:00,13.289999961853027,13.289999961853027,13.149999618530272,11.566306114196776,197400,0.0,
2010-01-13 00:00:00+00:00,13.225000381469728,13.34000015258789,13.140000343322754,11.684686660766602,72000,0.0,
2010-01-14 00:00:00+00:00,13.300000190734863,13.359999656677246,13.28499984741211,11.710989952087402,134000,0.0,
2010-01-15 00:00:00+00:00,13.364999771118164,13.364999771118164,13.170000076293944,11.588228225708008,175800,0.0,
2010-01-19 00:00:00+00:00,13.25,13.380000114440918,13.21500015258789,11.732913970947266,245400,0.0,
2010-01-20 00:00:00+00:00,13.30500030517578,13.30500030517578,13.114999771118164,11.592607498168944,199000,0.0,
2010-01-21 00:00:00+00:00,13.25,13.289999961853027,13.0,11.42600154876709,182400,0.0,
2010-01-22 00:00:00+00:00,12.984999656677246,12.984999656677246,12.68000030517578,11.141008377075195,231800,0.0,
2010-01-25 00:00:00+00:00,12.800000190734863,12.84000015258789,12.720000267028809,11.184852600097656,137800,0.0,
2010-01-26 00:00:00+00:00,12.704999923706056,12.859999656677246,12.654999732971191,11.162928581237791,163000,0.0,
2010-01-27 00:00:00+00:00,12.734999656677246,12.795000076293944,12.609999656677246,11.21116065979004,54400,0.0,
2010-01-28 00:00:00+00:00,12.78499984741211,12.789999961853027,12.5,11.035781860351562,84800,0.0,
2010-01-29 00:00:00+00:00,12.645000457763672,12.69499969482422,12.399999618530272,10.90424633026123,81200,0.0,
2010-02-01 00:00:00+00:00,12.484999656677246,12.59000015258789,12.479999542236328,11.040163040161133,59600,0.0,
2010-02-02 00:00:00+00:00,12.645000457763672,12.755000114440918,12.609999656677246,11.184852600097656,612200,0.0,
2010-02-03 00:00:00+00:00,12.704999923706056,12.755000114440918,12.68000030517578,11.149778366088867,74800,0.0,
2010-02-04 00:00:00+00:00,12.614999771118164,12.614999771118164,12.28499984741211,10.79024887084961,124200,0.0,
2010-02-05 00:00:00+00:00,12.34000015258789,12.359999656677246,12.100000381469728,10.838479042053224,277200,0.0,
2010-02-08 00:00:00+00:00,12.369999885559082,12.44499969482422,12.300000190734863,10.78586483001709,112000,0.0,
2010-02-09 00:00:00+00:00,12.4399995803833,12.539999961853027,12.345000267028809,10.9086275100708,121800,0.0,
2010-02-10 00:00:00+00:00,12.449999809265137,12.475000381469728,12.3149995803833,10.87794017791748,69400,0.0,
2010-02-11 00:00:00+00:00,12.414999961853027,12.604999542236328,12.34000015258789,11.044549942016602,173200,0.0,
2010-02-12 00:00:00+00:00,12.489999771118164,12.585000038146973,12.43000030517578,11.035781860351562,52200,0.0,
2010-02-16 00:00:00+00:00,12.699999809265137,12.78499984741211,12.640000343322754,11.193625450134276,53000,0.0,
2010-02-17 00:00:00+00:00,12.845000267028809,12.859999656677246,12.789999961853027,11.27692413330078,74800,0.0,
2010-02-18 00:00:00+00:00,12.845000267028809,12.954999923706056,12.845000267028809,11.342696189880373,269800,0.0,
2010-02-19 00:00:00+00:00,12.899999618530272,13.0,12.880000114440918,11.37777042388916,46000,0.0,
