date,DLB_Open,DLB_High,DLB_Low,DLB_Close,DLB_Volume,DLB_Dividends,DLB_Stock Splits
2005-02-17 00:00:00+00:00,23.0,25.450000762939453,22.899999618530277,19.194164276123047,21616200,0.0,
2005-02-18 00:00:00+00:00,24.799999237060547,24.850000381469727,24.0,19.407440185546875,2374200,0.0,
2005-02-22 00:00:00+00:00,24.950000762939453,24.950000762939453,22.600000381469727,18.601755142211918,1881800,0.0,
2005-02-23 00:00:00+00:00,23.799999237060547,23.850000381469727,23.25,18.475372314453125,995100,0.0,
2005-02-24 00:00:00+00:00,23.149999618530277,23.190000534057617,21.940000534057617,17.69338607788086,1617700,0.0,
2005-02-25 00:00:00+00:00,22.350000381469727,23.450000762939453,22.149999618530277,18.222604751586918,1131300,0.0,
2005-02-28 00:00:00+00:00,23.049999237060547,23.489999771118164,22.75,18.23050880432129,658600,0.0,
2005-03-01 00:00:00+00:00,23.0,23.149999618530277,22.649999618530277,18.03302955627441,302900,0.0,
2005-03-02 00:00:00+00:00,22.700000762939453,22.82999992370605,22.31999969482422,17.84346580505371,530700,0.0,
2005-03-03 00:00:00+00:00,22.76000022888184,23.040000915527344,22.520000457763672,18.088327407836918,621400,0.0,
2005-03-04 00:00:00+00:00,23.0,23.049999237060547,22.68000030517578,18.11202621459961,597300,0.0,
2005-03-07 00:00:00+00:00,22.920000076293945,23.84000015258789,22.88999938964844,18.672836303710938,659400,0.0,
2005-03-08 00:00:00+00:00,23.700000762939453,23.93000030517578,23.200000762939453,18.83872413635254,375700,0.0,
2005-03-09 00:00:00+00:00,23.850000381469727,24.0,23.600000381469727,18.76763153076172,353100,0.0,
2005-03-10 00:00:00+00:00,23.68000030517578,24.149999618530277,23.309999465942383,18.593854904174805,650200,0.0,
2005-03-11 00:00:00+00:00,23.540000915527344,24.01000022888184,23.450000762939453,18.87820816040039,235300,0.0,
2005-03-14 00:00:00+00:00,23.850000381469727,24.200000762939453,23.75,19.036191940307617,259600,0.0,
2005-03-15 00:00:00+00:00,24.049999237060547,24.3799991607666,23.799999237060547,19.25735282897949,231800,0.0,
2005-03-16 00:00:00+00:00,24.280000686645508,24.399999618530277,23.399999618530277,18.79922103881836,548700,0.0,
2005-03-17 00:00:00+00:00,23.700000762939453,23.959999084472656,23.25,18.909809112548828,400700,0.0,
2005-03-18 00:00:00+00:00,24.059999465942383,24.200000762939453,23.850000381469727,18.83872413635254,711600,0.0,
2005-03-21 00:00:00+00:00,23.3700008392334,23.530000686645508,22.75,18.506967544555664,535100,0.0,
2005-03-22 00:00:00+00:00,23.5,23.5,22.649999618530277,17.985641479492188,557300,0.0,
2005-03-23 00:00:00+00:00,22.63999938964844,22.780000686645508,22.36000061035156,17.85136604309082,252600,0.0,
2005-03-24 00:00:00+00:00,22.56999969482422,23.1200008392334,22.350000381469727,18.262102127075195,269600,0.0,
2005-03-28 00:00:00+00:00,23.100000381469727,23.15999984741211,22.799999237060547,18.285797119140625,166800,0.0,
2005-03-29 00:00:00+00:00,22.899999618530277,23.100000381469727,22.549999237060547,18.23050880432129,464500,0.0,
2005-03-30 00:00:00+00:00,23.06999969482422,23.350000381469727,22.799999237060547,18.364789962768555,205300,0.0,
2005-03-31 00:00:00+00:00,23.149999618530277,23.700000762939453,23.149999618530277,18.56225204467773,703700,0.0,
2005-04-01 00:00:00+00:00,23.549999237060547,23.88999938964844,22.8700008392334,18.7518253326416,262900,0.0,
2005-04-04 00:00:00+00:00,23.540000915527344,23.600000381469727,23.149999618530277,18.52276039123535,284800,0.0,
2005-04-05 00:00:00+00:00,23.399999618530277,23.8799991607666,23.350000381469727,18.8071231842041,166400,0.0,
2005-04-06 00:00:00+00:00,23.709999084472656,23.709999084472656,22.68000030517578,17.93035316467285,171400,0.0,
2005-04-07 00:00:00+00:00,23.149999618530277,23.149999618530277,22.309999465942383,17.835561752319336,171600,0.0,
2005-04-08 00:00:00+00:00,22.479999542236328,23.0,22.440000534057617,18.16731834411621,203100,0.0,
2005-04-11 00:00:00+00:00,22.950000762939453,23.049999237060547,22.950000762939453,18.16731834411621,64400,0.0,
2005-04-12 00:00:00+00:00,23.0,23.0,22.739999771118164,18.15941047668457,142600,0.0,
