date,BBWI_Open,BBWI_High,BBWI_Low,BBWI_Close,BBWI_Volume,BBWI_Dividends,BBWI_Stock Splits
1982-04-01 00:00:00+00:00,0.0,2.416367053985596,2.399816036224365,0.6208744049072266,128395,0.0,
1982-04-02 00:00:00+00:00,0.0,2.4329171180725098,2.399816036224365,0.6208744049072266,161627,0.0,
1982-04-05 00:00:00+00:00,0.0,2.449467897415161,2.416367053985596,0.6251571178436279,196369,0.0,
1982-04-06 00:00:00+00:00,0.0,2.4329171180725098,2.416367053985596,0.6251571178436279,136703,0.0,
1982-04-07 00:00:00+00:00,0.0,2.4329171180725098,2.416367053985596,0.6251571178436279,64198,0.0,
1982-04-08 00:00:00+00:00,0.0,2.49911904335022,2.4825689792633057,0.6422845125198364,294554,0.0,
1982-04-12 00:00:00+00:00,0.0,2.466017961502075,2.449467897415161,0.6337202191352844,299085,0.0,
1982-04-13 00:00:00+00:00,0.0,2.466017961502075,2.449467897415161,0.6337202191352844,99695,0.0,
1982-04-14 00:00:00+00:00,0.0,2.383265972137451,2.366715908050537,0.6123105883598328,171445,0.0,
1982-04-15 00:00:00+00:00,0.0,2.4329171180725098,2.416367053985596,0.6251571178436279,219027,0.0,
1982-04-16 00:00:00+00:00,0.0,2.4329171180725098,2.416367053985596,0.6251571178436279,126129,0.0,
1982-04-19 00:00:00+00:00,0.0,2.449467897415161,2.416367053985596,0.6251571178436279,160872,0.0,
1982-04-20 00:00:00+00:00,0.0,2.4329171180725098,2.399816036224365,0.6208744049072266,817198,0.0,
1982-04-21 00:00:00+00:00,0.0,2.416367053985596,2.399816036224365,0.6208744049072266,40784,0.0,
1982-04-22 00:00:00+00:00,0.0,2.416367053985596,2.399816036224365,0.6208744049072266,79303,0.0,
1982-04-23 00:00:00+00:00,0.0,2.548770904541016,2.51567006111145,0.6508482098579407,339870,0.0,
1982-04-26 00:00:00+00:00,0.0,2.6480729579925537,2.63152289390564,0.6808211207389832,327785,0.0,
1982-04-27 00:00:00+00:00,0.0,2.581871032714844,2.5653209686279297,0.6636936068534851,251504,0.0,
1982-04-28 00:00:00+00:00,0.0,2.466017961502075,2.449467897415161,0.6337202191352844,557386,0.0,
1982-04-29 00:00:00+00:00,0.0,2.317064046859741,2.300513982772827,0.5951834917068481,410865,0.0,
1982-04-30 00:00:00+00:00,0.0,2.598422050476074,2.581871032714844,0.6679754853248596,926712,0.0,
1982-05-03 00:00:00+00:00,0.0,2.747375965118408,2.730825901031494,0.7065125703811646,589108,0.0,
1982-05-04 00:00:00+00:00,0.0,2.730825901031494,2.714274883270264,0.7022306323051453,581555,0.0,
1982-05-05 00:00:00+00:00,0.0,2.581871032714844,2.5653209686279297,0.6636936068534851,541526,0.0,
1982-05-06 00:00:00+00:00,0.0,2.548770904541016,2.532219886779785,0.6551297307014465,396515,0.0,
1982-05-07 00:00:00+00:00,0.0,2.5653209686279297,2.548770904541016,0.6594114303588867,149543,0.0,
1982-05-10 00:00:00+00:00,0.0,2.532219886779785,2.49911904335022,0.6465659141540527,206943,0.0,
1982-05-11 00:00:00+00:00,0.0,2.5653209686279297,2.548770904541016,0.6594114303588867,382165,0.0,
1982-05-12 00:00:00+00:00,0.0,2.51567006111145,2.49911904335022,0.6465659141540527,323254,0.0,
1982-05-13 00:00:00+00:00,0.0,2.598422050476074,2.5653209686279297,0.6636936068534851,482615,0.0,
1982-05-14 00:00:00+00:00,0.0,2.6811740398406982,2.6480729579925537,0.6851032376289368,240175,0.0,
1982-05-17 00:00:00+00:00,0.0,2.6480729579925537,2.6149721145629883,0.6765394806861877,132927,0.0,
