date,ARKR_Open,ARKR_High,ARKR_Low,ARKR_Close,ARKR_Volume,ARKR_Dividends,ARKR_Stock Splits
1985-12-13 00:00:00+00:00,9.125,9.75,9.0,3.413522243499756,164800,0.0,
1985-12-16 00:00:00+00:00,9.375,9.5,9.0,3.322494983673096,191700,0.0,
1985-12-17 00:00:00+00:00,9.0,9.0,8.25,3.0039002895355225,126900,0.0,
1985-12-18 00:00:00+00:00,8.25,8.5,7.875,3.0039002895355225,143100,0.0,
1985-12-19 00:00:00+00:00,8.25,8.5,8.25,3.0949277877807617,62500,0.0,
1985-12-20 00:00:00+00:00,8.5,8.5,8.25,3.0039002895355225,39400,0.0,
1985-12-23 00:00:00+00:00,8.25,9.0,8.25,3.1859548091888428,84200,0.0,
1985-12-24 00:00:00+00:00,8.875,10.375,8.875,3.6866047382354736,145900,0.0,
1985-12-26 00:00:00+00:00,10.125,12.25,10.125,4.323794841766357,210200,0.0,
1985-12-27 00:00:00+00:00,11.875,12.25,10.75,4.096227169036865,60100,0.0,
1985-12-30 00:00:00+00:00,11.0,11.0,10.5,3.914172649383545,31500,0.0,
1985-12-31 00:00:00+00:00,10.75,10.75,10.5,3.914172649383545,12000,0.0,
1986-01-02 00:00:00+00:00,10.75,10.75,10.5,3.914172649383545,24400,0.0,
1986-01-03 00:00:00+00:00,10.5,10.5,10.0,3.7321176528930655,25500,0.0,
1986-01-06 00:00:00+00:00,10.25,10.25,9.5,3.6866047382354736,16800,0.0,
1986-01-07 00:00:00+00:00,10.125,10.75,10.0,3.823145866394043,24000,0.0,
1986-01-08 00:00:00+00:00,10.5,11.0,10.375,3.7776317596435542,13600,0.0,
1986-01-09 00:00:00+00:00,10.125,10.125,9.625,3.5045485496521,9500,0.0,
1986-01-10 00:00:00+00:00,9.75,10.25,9.75,3.595577955245972,13500,0.0,
1986-01-13 00:00:00+00:00,9.875,10.125,9.625,3.595577955245972,7500,0.0,
1986-01-14 00:00:00+00:00,9.875,10.125,9.875,3.6866047382354736,30100,0.0,
1986-01-15 00:00:00+00:00,10.25,11.125,10.25,4.050713539123535,31600,0.0,
1986-01-16 00:00:00+00:00,11.25,11.75,11.25,4.187253952026367,39200,0.0,
1986-01-17 00:00:00+00:00,11.25,11.25,11.0,4.096227169036865,10600,0.0,
1986-01-20 00:00:00+00:00,11.25,11.25,11.0,4.096227169036865,13000,0.0,
1986-01-21 00:00:00+00:00,11.25,11.25,10.875,4.005199432373047,21300,0.0,
1986-01-22 00:00:00+00:00,11.0,11.25,11.0,4.096227169036865,26000,0.0,
1986-01-23 00:00:00+00:00,11.25,11.5,11.125,4.187253952026367,26800,0.0,
1986-01-24 00:00:00+00:00,11.5,11.5,11.25,4.141741752624512,27300,0.0,
1986-01-27 00:00:00+00:00,11.375,11.75,11.25,4.23276948928833,6000,0.0,
1986-01-28 00:00:00+00:00,11.625,11.75,10.75,3.914172649383545,17200,0.0,
1986-01-29 00:00:00+00:00,10.75,11.125,10.75,3.914172649383545,4600,0.0,
1986-01-30 00:00:00+00:00,10.75,11.0,10.5,3.9596874713897705,9900,0.0,
1986-01-31 00:00:00+00:00,10.75,10.75,10.375,3.7776317596435542,2300,0.0,
1986-02-03 00:00:00+00:00,10.375,10.625,10.375,3.823145866394043,11900,0.0,
1986-02-04 00:00:00+00:00,10.5,10.625,10.375,3.823145866394043,5700,0.0,
1986-02-05 00:00:00+00:00,10.5,10.5,10.375,3.823145866394043,4600,0.0,
1986-02-06 00:00:00+00:00,10.5,10.5,9.875,3.595577955245972,4700,0.0,
1986-02-07 00:00:00+00:00,9.875,10.125,9.75,3.595577955245972,1300,0.0,
1986-02-10 00:00:00+00:00,9.875,10.125,9.75,3.641091346740722,2600,0.0,
1986-02-11 00:00:00+00:00,10.0,10.125,9.75,3.641091346740722,5900,0.0,
1986-02-12 00:00:00+00:00,10.0,10.375,9.875,3.7321176528930655,33000,0.0,
1986-02-13 00:00:00+00:00,10.875,11.75,10.875,4.2782816886901855,48000,0.0,
1986-02-14 00:00:00+00:00,11.75,12.75,11.5,4.369309425354004,83900,0.0,
1986-02-18 00:00:00+00:00,12.0,12.0,11.25,4.323794841766357,12200,0.0,
1986-02-19 00:00:00+00:00,11.875,12.0,11.25,4.2782816886901855,21900,0.0,
1986-02-20 00:00:00+00:00,11.75,11.75,11.25,4.096227169036865,13500,0.0,
1986-02-21 00:00:00+00:00,11.25,11.75,11.25,4.187253952026367,8700,0.0,
1986-02-24 00:00:00+00:00,11.5,11.75,11.25,4.2782816886901855,10700,0.0,
1986-02-25 00:00:00+00:00,11.75,11.75,11.375,4.141741752624512,6300,0.0,
1986-02-26 00:00:00+00:00,11.375,12.0,11.375,4.369309425354004,3300,0.0,
1986-02-27 00:00:00+00:00,12.0,12.0,11.75,4.2782816886901855,7000,0.0,
1986-02-28 00:00:00+00:00,11.75,12.0,11.75,4.369309425354004,1800,0.0,
1986-03-03 00:00:00+00:00,12.0,12.0,11.5,4.369309425354004,6000,0.0,
1986-03-04 00:00:00+00:00,12.0,12.0,11.5,4.187253952026367,4000,0.0,
1986-03-05 00:00:00+00:00,11.5,11.75,11.0,4.005199432373047,1500,0.0,
1986-03-06 00:00:00+00:00,11.0,11.25,10.375,3.7776317596435542,13600,0.0,
1986-03-07 00:00:00+00:00,10.375,10.75,10.0,3.823145866394043,10200,0.0,
1986-03-10 00:00:00+00:00,10.5,10.5,10.0,3.823145866394043,11800,0.0,
1986-03-11 00:00:00+00:00,10.5,10.5,10.0,3.823145866394043,12000,0.0,
1986-03-12 00:00:00+00:00,10.5,10.5,10.25,3.823145866394043,600,0.0,
1986-03-13 00:00:00+00:00,10.25,10.25,9.75,3.6866047382354736,7000,0.0,
1986-03-14 00:00:00+00:00,10.125,10.25,9.875,3.7321176528930655,3700,0.0,
1986-03-17 00:00:00+00:00,10.25,10.25,9.75,3.641091346740722,12100,0.0,
1986-03-18 00:00:00+00:00,10.0,10.0,9.75,3.595577955245972,6600,0.0,
1986-03-19 00:00:00+00:00,9.875,10.0,9.75,3.5500643253326416,3300,0.0,
1986-03-20 00:00:00+00:00,9.75,10.25,9.75,3.7321176528930655,13300,0.0,
1986-03-21 00:00:00+00:00,10.25,10.25,9.75,3.7321176528930655,3600,0.0,
1986-03-24 00:00:00+00:00,10.0,10.0,10.0,3.641091346740722,200,0.0,
1986-03-25 00:00:00+00:00,10.0,10.25,9.75,3.7321176528930655,13300,0.0,
1986-03-26 00:00:00+00:00,10.25,10.25,9.75,3.641091346740722,3400,0.0,
1986-03-27 00:00:00+00:00,10.0,10.25,10.0,3.7321176528930655,4700,0.0,
1986-03-31 00:00:00+00:00,10.25,10.25,9.75,3.7321176528930655,1600,0.0,
