date,LKFN_Open,LKFN_High,LKFN_Low,LKFN_Close,LKFN_Volume,LKFN_Dividends,LKFN_Stock Splits
1997-08-14 00:00:00+00:00,6.5,6.5,6.5,3.283174753189087,600,0.0,
1997-08-15 00:00:00+00:00,7.0,7.0,7.0,3.535726547241211,5400,0.0,
1997-08-18 00:00:00+00:00,7.3333330154418945,8.166666984558105,7.3333330154418945,4.082920551300049,9000,0.0,
1997-08-19 00:00:00+00:00,9.25,10.208333015441896,8.0,4.040830135345459,27000,0.0,
1997-08-20 00:00:00+00:00,8.0,8.0,8.0,4.040830135345459,0,0.0,
1997-08-21 00:00:00+00:00,8.0,8.0,7.6666669845581055,3.872459650039673,4200,0.0,
1997-08-22 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.3333330154418945,3.704094171524048,6600,0.0,
1997-08-25 00:00:00+00:00,7.5416669845581055,7.5416669845581055,7.5416669845581055,3.809324741363525,6000,0.0,
1997-08-26 00:00:00+00:00,7.5416669845581055,7.5416669845581055,7.5416669845581055,3.809324741363525,0,0.0,
1997-08-27 00:00:00+00:00,7.5416669845581055,7.5416669845581055,7.5416669845581055,3.809324741363525,0,0.0,
1997-08-28 00:00:00+00:00,7.3333330154418945,7.3333330154418945,7.3333330154418945,3.704094171524048,1200,0.0,
1997-08-29 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.872459650039673,1800,0.0,
1997-09-02 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.872459650039673,0,0.0,
1997-09-03 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.872459650039673,0,0.0,
1997-09-04 00:00:00+00:00,7.7083330154418945,7.7083330154418945,7.7083330154418945,3.89350700378418,6000,0.0,
1997-09-05 00:00:00+00:00,7.6666669845581055,7.75,7.6666669845581055,3.914552688598633,6600,0.0,
1997-09-08 00:00:00+00:00,7.75,7.75,7.75,3.914552688598633,0,0.0,
1997-09-09 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.872459650039673,3600,0.0,
1997-09-10 00:00:00+00:00,8.166666984558105,8.166666984558105,8.166666984558105,4.125014305114746,3000,0.0,
1997-09-11 00:00:00+00:00,7.3333330154418945,7.6666669845581055,7.3333330154418945,3.872459650039673,2400,0.0,
1997-09-12 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.872459650039673,0,0.0,
1997-09-15 00:00:00+00:00,7.3333330154418945,7.6666669845581055,7.3333330154418945,3.872459650039673,3600,0.0,
1997-09-16 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.872459650039673,0,0.0,
1997-09-17 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.872459650039673,0,0.0,
1997-09-18 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.872459650039673,0,0.0,
1997-09-19 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.872459650039673,0,0.0,
1997-09-22 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.872459650039673,0,0.0,
1997-09-23 00:00:00+00:00,7.75,7.75,7.75,3.914552688598633,6000,0.0,
1997-09-24 00:00:00+00:00,7.75,7.75,7.75,3.914552688598633,0,0.0,
1997-09-25 00:00:00+00:00,7.75,7.75,7.75,3.914552688598633,0,0.0,
1997-09-26 00:00:00+00:00,7.75,8.0,7.75,4.040830135345459,7200,0.0,
1997-09-29 00:00:00+00:00,8.0,8.0,8.0,4.040830135345459,0,0.0,
1997-09-30 00:00:00+00:00,8.0,8.0,8.0,4.040830135345459,0,0.0,
1997-10-01 00:00:00+00:00,8.166666984558105,8.166666984558105,8.0,4.040830135345459,1800,0.0,
1997-10-02 00:00:00+00:00,7.75,7.75,7.75,3.914552688598633,12000,0.0,
1997-10-03 00:00:00+00:00,7.75,7.75,7.75,3.914552688598633,0,0.0,
1997-10-06 00:00:00+00:00,7.75,7.75,7.75,3.914552688598633,0,0.0,
1997-10-07 00:00:00+00:00,7.6666669845581055,7.7083330154418945,7.6666669845581055,3.89350700378418,25200,0.0,
1997-10-08 00:00:00+00:00,8.166666984558105,8.166666984558105,7.8333330154418945,3.9695212841033936,8400,0.025,
1997-10-09 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-10-10 00:00:00+00:00,8.166666984558105,8.166666984558105,8.166666984558105,4.138436317443848,3600,0.0,
1997-10-13 00:00:00+00:00,8.166666984558105,8.166666984558105,8.166666984558105,4.138436317443848,0,0.0,
1997-10-14 00:00:00+00:00,8.166666984558105,8.166666984558105,8.166666984558105,4.138436317443848,0,0.0,
1997-10-15 00:00:00+00:00,8.166666984558105,8.166666984558105,8.166666984558105,4.138436317443848,0,0.0,
1997-10-16 00:00:00+00:00,8.166666984558105,8.166666984558105,8.166666984558105,4.138436317443848,0,0.0,
1997-10-17 00:00:00+00:00,7.75,7.75,7.75,3.927293062210083,4200,0.0,
1997-10-20 00:00:00+00:00,7.75,7.75,7.75,3.927293062210083,0,0.0,
1997-10-21 00:00:00+00:00,7.75,7.75,7.75,3.927293062210083,0,0.0,
1997-10-22 00:00:00+00:00,7.75,7.75,7.75,3.927293062210083,0,0.0,
1997-10-23 00:00:00+00:00,7.75,7.75,7.75,3.927293062210083,0,0.0,
1997-10-24 00:00:00+00:00,7.75,7.75,7.75,3.927293062210083,0,0.0,
1997-10-27 00:00:00+00:00,7.75,7.75,7.75,3.927293062210083,0,0.0,
1997-10-28 00:00:00+00:00,7.75,7.75,7.75,3.927293062210083,0,0.0,
1997-10-29 00:00:00+00:00,7.6666669845581055,7.75,7.6666669845581055,3.927293062210083,19800,0.0,
1997-10-30 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.7291669845581055,3.958963632583618,27600,0.0,
1997-10-31 00:00:00+00:00,7.75,7.75,7.6666669845581055,3.885063648223877,11400,0.0,
1997-11-03 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.885063648223877,0,0.0,
1997-11-04 00:00:00+00:00,7.75,7.75,7.6875,3.89561939239502,19200,0.0,
1997-11-05 00:00:00+00:00,7.6875,7.6875,7.6875,3.89561939239502,0,0.0,
1997-11-06 00:00:00+00:00,7.6875,7.6875,7.6875,3.89561939239502,0,0.0,
1997-11-07 00:00:00+00:00,8.083333015441895,8.083333015441895,8.083333015441895,4.096206665039063,2400,0.0,
1997-11-10 00:00:00+00:00,7.9583330154418945,7.9583330154418945,7.8333330154418945,3.9695212841033936,7800,0.0,
1997-11-11 00:00:00+00:00,7.9791669845581055,7.9791669845581055,7.9791669845581055,4.043422698974609,6000,0.0,
1997-11-12 00:00:00+00:00,7.9791669845581055,7.9791669845581055,7.9791669845581055,4.043422698974609,0,0.0,
1997-11-13 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,1800,0.0,
1997-11-14 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-11-17 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-11-18 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-11-19 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-11-20 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-11-21 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,600,0.0,
1997-11-24 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-11-25 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-11-26 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-11-28 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-12-01 00:00:00+00:00,7.9166669845581055,7.9166669845581055,7.8333330154418945,3.9695212841033936,33000,0.0,
1997-12-02 00:00:00+00:00,7.9583330154418945,7.9583330154418945,7.9583330154418945,4.032864093780518,600,0.0,
1997-12-03 00:00:00+00:00,7.75,7.75,7.75,3.927293062210083,1200,0.0,
1997-12-04 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.6666669845581055,3.885063648223877,6600,0.0,
1997-12-05 00:00:00+00:00,7.75,7.8333330154418945,7.75,3.9695212841033936,7800,0.0,
1997-12-08 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-12-09 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-12-10 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.8333330154418945,3.9695212841033936,0,0.0,
1997-12-11 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.75,3.9695212841033936,21600,0.0,
1997-12-12 00:00:00+00:00,7.9583330154418945,7.9583330154418945,7.9583330154418945,4.032864093780518,4200,0.0,
1997-12-15 00:00:00+00:00,7.9583330154418945,7.9583330154418945,7.9583330154418945,4.032864093780518,0,0.0,
1997-12-16 00:00:00+00:00,7.9583330154418945,7.9583330154418945,7.9583330154418945,4.032864093780518,0,0.0,
1997-12-17 00:00:00+00:00,8.0,8.0,7.9166669845581055,4.01174783706665,13200,0.0,
1997-12-18 00:00:00+00:00,7.9166669845581055,8.125,7.9166669845581055,4.117321491241455,18600,0.0,
1997-12-19 00:00:00+00:00,8.125,8.166666984558105,7.8333330154418945,4.0750932693481445,22800,0.0,
1997-12-22 00:00:00+00:00,8.041666984558105,8.041666984558105,8.041666984558105,4.0750932693481445,0,0.0,
1997-12-23 00:00:00+00:00,8.041666984558105,8.041666984558105,8.041666984558105,4.0750932693481445,0,0.0,
1997-12-24 00:00:00+00:00,8.041666984558105,8.041666984558105,8.041666984558105,4.0750932693481445,0,0.0,
1997-12-26 00:00:00+00:00,8.041666984558105,8.041666984558105,8.041666984558105,4.0750932693481445,0,0.0,
1997-12-29 00:00:00+00:00,8.041666984558105,8.041666984558105,8.041666984558105,4.0750932693481445,0,0.0,
1997-12-30 00:00:00+00:00,8.041666984558105,8.041666984558105,8.041666984558105,4.0750932693481445,4800,0.0,
1997-12-31 00:00:00+00:00,8.041666984558105,8.041666984558105,8.041666984558105,4.0750932693481445,0,0.0,
1998-01-02 00:00:00+00:00,8.041666984558105,8.041666984558105,8.041666984558105,4.0750932693481445,0,0.0,
1998-01-05 00:00:00+00:00,7.9166669845581055,7.9166669845581055,7.9166669845581055,4.01174783706665,1200,0.0,
1998-01-06 00:00:00+00:00,7.9166669845581055,7.9166669845581055,7.9166669845581055,4.01174783706665,0,0.0,
1998-01-07 00:00:00+00:00,8.041666984558105,8.041666984558105,8.041666984558105,4.08800220489502,7200,0.025,
1998-01-08 00:00:00+00:00,8.041666984558105,8.041666984558105,8.041666984558105,4.08800220489502,0,0.0,
1998-01-09 00:00:00+00:00,7.9583330154418945,7.9583330154418945,7.9583330154418945,4.045639991760254,2400,0.0,
1998-01-12 00:00:00+00:00,7.875,7.875,7.875,4.003276824951172,600,0.0,
1998-01-13 00:00:00+00:00,7.875,7.875,7.875,4.003276824951172,0,0.0,
1998-01-14 00:00:00+00:00,8.0,8.0,8.0,4.06682014465332,7200,0.0,
1998-01-15 00:00:00+00:00,8.0,8.0,8.0,4.06682014465332,0,0.0,
1998-01-16 00:00:00+00:00,8.0,8.0,8.0,4.06682014465332,0,0.0,
1998-01-20 00:00:00+00:00,8.0,8.0,8.0,4.06682014465332,600,0.0,
