date,USA_Open,USA_High,USA_Low,USA_Close,USA_Volume,USA_Dividends,USA_Stock Splits
1986-10-24 00:00:00+00:00,0.0,10.0,10.0,0.2473879158496856,833500,0.0,
1986-10-27 00:00:00+00:00,0.0,10.0,10.0,0.2473879158496856,166000,0.0,
1986-10-28 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,122400,0.0,
1986-10-29 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,57700,0.0,
1986-10-30 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,112300,0.0,
1986-10-31 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,86900,0.0,
1986-11-03 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,71500,0.0,
1986-11-04 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,90400,0.0,
1986-11-05 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,77400,0.0,
1986-11-06 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,70900,0.0,
1986-11-07 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,36900,0.0,
1986-11-10 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,44500,0.0,
1986-11-11 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,30800,0.0,
1986-11-12 00:00:00+00:00,0.0,10.125,10.0,0.2473879158496856,73100,0.0,
1986-11-13 00:00:00+00:00,0.0,10.125,10.0,0.2473879158496856,60900,0.0,
1986-11-14 00:00:00+00:00,0.0,10.25,10.0,0.2504802644252777,31300,0.0,
1986-11-17 00:00:00+00:00,0.0,10.25,10.0,0.2504802644252777,41300,0.0,
1986-11-18 00:00:00+00:00,0.0,10.125,10.0,0.2473879158496856,69200,0.0,
1986-11-19 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,116300,0.0,
1986-11-20 00:00:00+00:00,0.0,10.125,10.0,0.2473879158496856,36400,0.0,
1986-11-21 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,20900,0.0,
1986-11-24 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,27500,0.0,
1986-11-25 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,21800,0.0,
1986-11-26 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,31300,0.0,
1986-11-28 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,13900,0.0,
1986-12-01 00:00:00+00:00,0.0,10.125,10.0,0.2473879158496856,16300,0.0,
1986-12-02 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,70400,0.0,
1986-12-03 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,64600,0.0,
1986-12-04 00:00:00+00:00,0.0,10.125,10.0,0.2473879158496856,26900,0.0,
1986-12-05 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,64100,0.0,
1986-12-08 00:00:00+00:00,0.0,10.125,10.0,0.2473879158496856,54600,0.0,
1986-12-09 00:00:00+00:00,0.0,10.125,10.0,0.2504802644252777,48500,0.0,
1986-12-10 00:00:00+00:00,0.0,10.125,10.0,0.2473879158496856,57900,0.0,
1986-12-11 00:00:00+00:00,0.0,10.125,10.0,0.2473879158496856,57700,0.0,
