date,INTU_Open,INTU_High,INTU_Low,INTU_Close,INTU_Volume,INTU_Dividends,INTU_Stock Splits
1993-03-12 00:00:00+00:00,2.291666984558105,2.75,2.25,2.3546504974365234,28573200,0.0,
1993-03-15 00:00:00+00:00,2.6875,2.7083330154418945,2.5833330154418945,2.326841115951538,6580800,0.0,
1993-03-16 00:00:00+00:00,2.5833330154418945,2.625,2.5208330154418945,2.271218776702881,3928800,0.0,
1993-03-17 00:00:00+00:00,2.5208330154418945,2.5625,2.416666984558105,2.187786102294922,3170400,0.0,
1993-03-18 00:00:00+00:00,2.5208330154418945,2.541666984558105,2.4583330154418945,2.261949062347412,735600,0.0,
1993-03-19 00:00:00+00:00,2.479166984558105,2.541666984558105,2.479166984558105,2.243407726287842,542400,0.0,
1993-03-22 00:00:00+00:00,2.5,2.541666984558105,2.375,2.113623857498169,1749600,0.0,
1993-03-23 00:00:00+00:00,2.416666984558105,2.541666984558105,2.3333330154418945,2.261949062347412,2000400,0.0,
1993-03-24 00:00:00+00:00,2.5,2.541666984558105,2.416666984558105,2.2063276767730717,1009200,0.0,
1993-03-25 00:00:00+00:00,2.479166984558105,2.479166984558105,2.375,2.113623857498169,1035600,0.0,
1993-03-26 00:00:00+00:00,2.416666984558105,2.416666984558105,2.375,2.113623857498169,1326000,0.0,
1993-03-29 00:00:00+00:00,2.416666984558105,2.4583330154418945,2.3333330154418945,2.1043541431427,518400,0.0,
1993-03-30 00:00:00+00:00,2.416666984558105,2.416666984558105,2.3333330154418945,2.113623857498169,649200,0.0,
1993-03-31 00:00:00+00:00,2.375,2.375,2.3125,2.058003187179565,1665600,0.0,
1993-04-01 00:00:00+00:00,2.3125,2.375,2.291666984558105,2.058003187179565,316800,0.0,
1993-04-02 00:00:00+00:00,2.3125,2.3125,2.1458330154418945,1.965299725532532,1820400,0.0,
1993-04-05 00:00:00+00:00,2.229166984558105,2.291666984558105,2.1458330154418945,2.002380609512329,1450800,0.0,
1993-04-06 00:00:00+00:00,2.3333330154418945,2.3333330154418945,2.25,2.002380609512329,1084800,0.0,
1993-04-07 00:00:00+00:00,2.2083330154418945,2.2708330154418945,2.166666984558105,1.928219199180603,1216800,0.0,
1993-04-08 00:00:00+00:00,2.1458330154418945,2.229166984558105,2.104166984558105,1.8911375999450684,990000,0.0,
1993-04-12 00:00:00+00:00,2.0833330154418945,2.125,2.0625,1.8725974559783936,1232400,0.0,
1993-04-13 00:00:00+00:00,2.0833330154418945,2.125,2.0208330154418945,1.8169758319854736,2005200,0.0,
1993-04-14 00:00:00+00:00,2.0833330154418945,2.125,2.041666984558105,1.8911375999450684,3022800,0.0,
1993-04-15 00:00:00+00:00,2.125,2.125,2.0625,1.835515379905701,412800,0.0,
1993-04-16 00:00:00+00:00,2.0625,2.125,2.0625,1.835515379905701,188400,0.0,
1993-04-19 00:00:00+00:00,2.104166984558105,2.104166984558105,2.041666984558105,1.8169758319854736,628800,0.0,
1993-04-20 00:00:00+00:00,2.041666984558105,2.0833330154418945,2.041666984558105,1.8169758319854736,214800,0.0,
1993-04-21 00:00:00+00:00,2.0833330154418945,2.0833330154418945,2.0,1.798435091972351,588000,0.0,
1993-04-22 00:00:00+00:00,2.0625,2.125,2.0208330154418945,1.8911375999450684,382800,0.0,
1993-04-23 00:00:00+00:00,2.1458330154418945,2.1458330154418945,2.0625,1.9096773862838743,118800,0.0,
1993-04-26 00:00:00+00:00,2.1458330154418945,2.1458330154418945,2.0625,1.835515379905701,187200,0.0,
1993-04-27 00:00:00+00:00,2.104166984558105,2.291666984558105,2.041666984558105,2.039461851119995,1040400,0.0,
1993-04-28 00:00:00+00:00,2.291666984558105,2.291666984558105,2.229166984558105,2.020921230316162,348000,0.0,
1993-04-29 00:00:00+00:00,2.229166984558105,2.229166984558105,2.1875,1.9838404655456543,319200,0.0,
1993-04-30 00:00:00+00:00,2.2083330154418945,2.354166984558105,2.2083330154418945,2.039461851119995,1194000,0.0,
1993-05-03 00:00:00+00:00,2.291666984558105,2.416666984558105,2.291666984558105,2.150706052780152,499200,0.0,
1993-05-04 00:00:00+00:00,2.416666984558105,2.416666984558105,2.354166984558105,2.150706052780152,242400,0.0,
1993-05-05 00:00:00+00:00,2.354166984558105,2.625,2.354166984558105,2.261949062347412,1215600,0.0,
1993-05-06 00:00:00+00:00,2.541666984558105,2.5833330154418945,2.4375,2.2063276767730717,598800,0.0,
1993-05-07 00:00:00+00:00,2.479166984558105,2.5833330154418945,2.479166984558105,2.243407726287842,472800,0.0,
1993-05-10 00:00:00+00:00,2.5208330154418945,2.6458330154418945,2.5208330154418945,2.2990293502807617,349200,0.0,
1993-05-11 00:00:00+00:00,2.625,2.625,2.5625,2.2804884910583496,391200,0.0,
1993-05-12 00:00:00+00:00,2.5625,2.604166984558105,2.5625,2.2804884910583496,145200,0.0,
1993-05-13 00:00:00+00:00,2.604166984558105,2.604166984558105,2.541666984558105,2.2990293502807617,303600,0.0,
1993-05-14 00:00:00+00:00,2.5833330154418945,2.604166984558105,2.541666984558105,2.2804884910583496,204000,0.0,
1993-05-17 00:00:00+00:00,2.604166984558105,2.625,2.5625,2.2990293502807617,142800,0.0,
1993-05-18 00:00:00+00:00,2.625,2.625,2.5833330154418945,2.2990293502807617,802800,0.0,
1993-05-19 00:00:00+00:00,2.625,2.6875,2.625,2.3731930255889893,1312800,0.0,
1993-05-20 00:00:00+00:00,2.6458330154418945,2.7083330154418945,2.6458330154418945,2.410273313522339,265200,0.0,
1993-05-21 00:00:00+00:00,2.6458330154418945,2.6875,2.6458330154418945,2.3546504974365234,223200,0.0,
1993-05-24 00:00:00+00:00,2.666666984558105,2.666666984558105,2.6458330154418945,2.3546504974365234,222000,0.0,
1993-05-25 00:00:00+00:00,2.666666984558105,2.666666984558105,2.5833330154418945,2.336111307144165,372000,0.0,
