date,NYMT_Open,NYMT_High,NYMT_Low,NYMT_Close,NYMT_Volume,NYMT_Dividends,NYMT_Stock Splits
2004-07-26 00:00:00+00:00,359.20001220703125,360.0,356.0,28.69899559020996,260,0.0,
2004-07-27 00:00:00+00:00,356.79998779296875,356.79998779296875,354.0,28.410724639892575,238,0.0,
2004-07-28 00:00:00+00:00,354.0,354.79998779296875,353.20001220703125,28.378698348999023,308,0.0,
2004-07-29 00:00:00+00:00,353.6000061035156,356.0,352.0,28.34666633605957,338,0.0,
2004-07-30 00:00:00+00:00,350.0,350.3999938964844,348.0,27.994327545166016,2020,0.0,
2004-08-02 00:00:00+00:00,350.0,350.79998779296875,346.0,28.02635955810547,353,0.0,
2004-08-03 00:00:00+00:00,350.79998779296875,352.0,349.6000061035156,28.12245178222656,2868,0.0,
2004-08-04 00:00:00+00:00,352.0,357.20001220703125,352.0,28.6029052734375,298,0.0,
2004-08-05 00:00:00+00:00,357.6000061035156,359.20001220703125,355.20001220703125,28.44276428222656,563,0.0,
2004-08-06 00:00:00+00:00,356.0,357.6000061035156,355.20001220703125,28.44276428222656,705,0.0,
2004-08-09 00:00:00+00:00,355.20001220703125,355.20001220703125,346.0,28.12245178222656,228,0.0,
2004-08-10 00:00:00+00:00,348.0,351.20001220703125,346.0,28.090431213378903,135,0.0,
2004-08-11 00:00:00+00:00,350.0,354.0,348.0,27.8662166595459,355,0.0,
2004-08-12 00:00:00+00:00,350.0,350.0,346.0,27.7060661315918,358,0.0,
2004-08-13 00:00:00+00:00,346.0,350.0,346.0,27.7060661315918,353,0.0,
2004-08-16 00:00:00+00:00,348.0,348.0,346.0,27.802148818969727,253,0.0,
2004-08-17 00:00:00+00:00,348.0,348.0,344.0,27.54591178894043,138,0.0,
2004-08-18 00:00:00+00:00,346.0,346.0,342.0,27.38575935363769,965,0.0,
2004-08-19 00:00:00+00:00,342.0,346.0,342.0,27.67403793334961,318,0.0,
2004-08-20 00:00:00+00:00,346.0,348.0,344.0,27.8662166595459,765,0.0,
2004-08-23 00:00:00+00:00,346.0,352.0,346.0,28.186521530151367,613,0.0,
2004-08-24 00:00:00+00:00,352.79998779296875,358.0,352.79998779296875,28.506805419921875,285,0.0,
2004-08-25 00:00:00+00:00,358.0,358.0,356.0,28.570890426635746,1760,0.0,
2004-08-26 00:00:00+00:00,356.0,357.6000061035156,356.0,28.506805419921875,563,0.0,
2004-08-27 00:00:00+00:00,356.0,362.0,356.0,28.6029052734375,1355,0.0,
2004-08-30 00:00:00+00:00,358.0,360.0,357.20001220703125,28.63494300842285,4028,0.0,
2004-08-31 00:00:00+00:00,358.0,364.0,358.0,29.08336639404297,2195,0.0,
2004-09-01 00:00:00+00:00,364.0,369.2000122070313,364.0,29.499753952026367,8553,0.0,
2004-09-02 00:00:00+00:00,368.0,372.0,366.0,29.30757522583008,1113,0.0,
2004-09-03 00:00:00+00:00,368.0,374.0,368.0,29.948184967041016,3530,0.0,
2004-09-07 00:00:00+00:00,376.0,386.0,376.0,30.748924255371094,3210,0.0,
2004-09-08 00:00:00+00:00,384.0,388.0,384.0,30.877050399780277,6745,0.0,
2004-09-09 00:00:00+00:00,385.2000122070313,386.0,378.0,30.42862701416016,1563,0.0,
2004-09-10 00:00:00+00:00,380.0,386.0,380.0,30.588777542114254,2425,0.0,
2004-09-13 00:00:00+00:00,381.2000122070313,383.2000122070313,380.0,30.588777542114254,3368,0.0,
2004-09-14 00:00:00+00:00,380.0,384.0,378.0,30.748924255371094,493,0.0,
2004-09-15 00:00:00+00:00,384.0,386.0,381.2000122070313,30.68487548828125,3298,0.0,
2004-09-16 00:00:00+00:00,386.0,396.0,386.0,31.2293758392334,5043,0.0,
2004-09-17 00:00:00+00:00,392.0,392.0,388.0,31.2293758392334,2190,0.0,
2004-09-20 00:00:00+00:00,389.2000122070313,389.2000122070313,386.0,30.909080505371094,778,0.0,
2004-09-21 00:00:00+00:00,385.2000122070313,385.2000122070313,381.6000061035156,30.588777542114254,430,0.0,
2004-09-22 00:00:00+00:00,381.2000122070313,381.2000122070313,374.0,30.268468856811523,1088,0.0,
2004-09-23 00:00:00+00:00,378.0,380.0,376.0,30.10832405090332,1183,0.0,
2004-09-24 00:00:00+00:00,376.0,377.2000122070313,374.3999938964844,30.10832405090332,375,0.0,
2004-09-27 00:00:00+00:00,376.0,377.6000061035156,375.6000061035156,30.23645401000977,380,0.0,
2004-09-28 00:00:00+00:00,376.0,378.0,375.2000122070313,30.23645401000977,310,0.0,
2004-09-29 00:00:00+00:00,376.0,376.0,370.0,29.78801918029785,390,0.0,
2004-09-30 00:00:00+00:00,372.0,374.0,371.6000061035156,29.948184967041016,1368,0.0,
2004-10-01 00:00:00+00:00,374.0,390.7999877929688,372.7999877929688,30.94110870361328,2328,0.0,
2004-10-04 00:00:00+00:00,380.0,390.0,380.0,31.10395812988281,7848,6.4,
2004-10-05 00:00:00+00:00,380.3999938964844,380.3999938964844,378.0,30.90855026245117,788,0.0,
2004-10-06 00:00:00+00:00,379.2000122070313,385.2000122070313,378.3999938964844,30.90855026245117,1265,0.0,
2004-10-07 00:00:00+00:00,380.0,380.0,378.0,30.87596702575684,368,0.0,
2004-10-08 00:00:00+00:00,380.0,382.0,378.0,30.77825736999512,893,0.0,
2004-10-11 00:00:00+00:00,380.0,380.0,378.0,30.81084632873535,213,0.0,
2004-10-12 00:00:00+00:00,378.0,382.0,376.0,30.77825736999512,728,0.0,
2004-10-13 00:00:00+00:00,379.2000122070313,379.2000122070313,377.6000061035156,30.77825736999512,48,0.0,
2004-10-14 00:00:00+00:00,378.0,378.0,374.0,30.45256996154785,125,0.0,
2004-10-15 00:00:00+00:00,374.3999938964844,376.0,373.2000122070313,30.420001983642575,223,0.0,
2004-10-18 00:00:00+00:00,374.0,376.0,373.2000122070313,30.485143661499023,203,0.0,
2004-10-19 00:00:00+00:00,374.0,374.3999938964844,372.0,30.28971290588379,155,0.0,
2004-10-20 00:00:00+00:00,372.3999938964844,372.3999938964844,366.7999877929688,29.931468963623047,823,0.0,
2004-10-21 00:00:00+00:00,368.0,368.0,365.2000122070313,29.73603820800781,308,0.0,
2004-10-22 00:00:00+00:00,364.0,366.0,364.0,29.670902252197266,455,0.0,
2004-10-25 00:00:00+00:00,364.3999938964844,365.6000061035156,362.3999938964844,29.508060455322266,438,0.0,
2004-10-26 00:00:00+00:00,364.0,364.0,359.20001220703125,29.312623977661133,613,0.0,
2004-10-27 00:00:00+00:00,362.0,362.0,359.6000061035156,29.312623977661133,173,0.0,
2004-10-28 00:00:00+00:00,360.0,360.3999938964844,359.6000061035156,29.280067443847656,515,0.0,
2004-10-29 00:00:00+00:00,360.0,360.3999938964844,356.0,29.019508361816406,455,0.0,
2004-11-01 00:00:00+00:00,359.6000061035156,360.0,359.20001220703125,29.312623977661133,245,0.0,
2004-11-02 00:00:00+00:00,360.0,360.0,359.20001220703125,29.247493743896484,653,0.0,
2004-11-03 00:00:00+00:00,360.0,360.0,359.6000061035156,29.280067443847656,283,0.0,
2004-11-04 00:00:00+00:00,360.0,360.0,359.6000061035156,29.312623977661133,75,0.0,
2004-11-05 00:00:00+00:00,362.0,374.0,362.0,30.28971290588379,8348,0.0,
2004-11-08 00:00:00+00:00,372.0,374.0,364.7999877929688,29.76860618591309,528,0.0,
2004-11-09 00:00:00+00:00,364.3999938964844,374.0,364.3999938964844,30.192012786865234,315,0.0,
2004-11-10 00:00:00+00:00,368.3999938964844,374.0,368.0,30.126880645751957,383,0.0,
2004-11-11 00:00:00+00:00,370.0,373.2000122070313,368.0,29.96402740478516,405,0.0,
2004-11-12 00:00:00+00:00,369.6000061035156,369.6000061035156,366.7999877929688,29.866308212280277,693,0.0,
2004-11-15 00:00:00+00:00,366.0,368.0,362.0,29.96402740478516,7560,0.0,
2004-11-16 00:00:00+00:00,368.3999938964844,368.7999877929688,365.2000122070313,29.73603820800781,685,0.0,
2004-11-17 00:00:00+00:00,369.2000122070313,374.0,367.6000061035156,30.420001983642575,31885,0.0,
2004-11-18 00:00:00+00:00,374.0,374.7999877929688,371.2000122070313,30.28971290588379,370,0.0,
2004-11-19 00:00:00+00:00,371.2000122070313,374.0,368.0,30.094295501708984,5083,0.0,
2004-11-22 00:00:00+00:00,370.7999877929688,372.0,368.0,30.094295501708984,223,0.0,
