date,PFC_Open,PFC_High,PFC_Low,PFC_Close,PFC_Volume,PFC_Dividends,PFC_Stock Splits
1993-07-20 00:00:00+00:00,6.375,6.875,6.375,2.587390899658203,556600,0.0,
1993-07-21 00:00:00+00:00,6.875,6.875,6.625,2.587390899658203,93600,0.0,
1993-07-22 00:00:00+00:00,6.875,7.0,6.75,2.610913753509521,67000,0.0,
1993-07-23 00:00:00+00:00,7.0,7.0,6.8125,2.587390899658203,46800,0.0,
1993-07-26 00:00:00+00:00,7.0,7.0,6.875,2.634434461593628,43200,0.0,
1993-07-27 00:00:00+00:00,7.0,7.125,7.0,2.634434461593628,44400,0.0,
1993-07-28 00:00:00+00:00,7.0,7.125,6.875,2.634434461593628,48400,0.0,
1993-07-29 00:00:00+00:00,6.875,7.0,6.875,2.634434461593628,9200,0.0,
1993-07-30 00:00:00+00:00,7.0,7.0,6.875,2.634434461593628,13400,0.0,
1993-08-02 00:00:00+00:00,7.0,7.0,6.75,2.634434461593628,54200,0.0,
1993-08-03 00:00:00+00:00,6.75,7.0,6.75,2.634434461593628,37400,0.0,
1993-08-04 00:00:00+00:00,6.75,6.8125,6.75,2.5638699531555176,22000,0.0,
1993-08-05 00:00:00+00:00,6.75,6.875,6.75,2.587390899658203,30000,0.0,
1993-08-06 00:00:00+00:00,7.0,7.0,6.75,2.540349006652832,20400,0.0,
1993-08-09 00:00:00+00:00,6.75,6.8125,6.75,2.540349006652832,31000,0.0,
1993-08-10 00:00:00+00:00,6.625,6.875,6.625,2.5168256759643555,85200,0.0,
1993-08-11 00:00:00+00:00,6.875,6.875,6.5,2.4933035373687744,150400,0.0,
1993-08-12 00:00:00+00:00,6.75,6.75,6.5,2.469781875610352,35000,0.0,
1993-08-13 00:00:00+00:00,6.625,6.75,6.5625,2.469781875610352,49800,0.0,
1993-08-16 00:00:00+00:00,6.5,6.6875,6.5,2.4933035373687744,22200,0.0,
1993-08-17 00:00:00+00:00,6.5625,6.75,6.5,2.469781875610352,21000,0.0,
1993-08-18 00:00:00+00:00,6.75,6.75,6.5,2.4462616443634038,6800,0.0,
1993-08-19 00:00:00+00:00,6.75,6.75,6.625,2.5168256759643555,20600,0.0,
1993-08-20 00:00:00+00:00,6.75,6.75,6.625,2.540349006652832,41200,0.0,
1993-08-23 00:00:00+00:00,6.75,6.75,6.5,2.540349006652832,51600,0.0,
1993-08-24 00:00:00+00:00,6.75,6.75,6.5,2.4933035373687744,35800,0.0,
1993-08-25 00:00:00+00:00,6.75,6.75,6.6875,2.540349006652832,7400,0.0,
1993-08-26 00:00:00+00:00,6.75,6.75,6.625,2.540349006652832,58200,0.0,
1993-08-27 00:00:00+00:00,6.625,6.75,6.625,2.5168256759643555,166400,0.0,
1993-08-30 00:00:00+00:00,6.75,6.75,6.5,2.4933035373687744,14000,0.0,
1993-08-31 00:00:00+00:00,6.75,6.75,6.5,2.5168256759643555,95600,0.0,
1993-09-01 00:00:00+00:00,6.75,6.75,6.5,2.4462616443634038,102200,0.0,
1993-09-02 00:00:00+00:00,6.5,6.75,6.5,2.4933035373687744,64000,0.0,
1993-09-03 00:00:00+00:00,6.75,6.75,6.5,2.4933035373687744,8600,0.0,
1993-09-07 00:00:00+00:00,6.625,6.625,6.5,2.4462616443634038,4800,0.0,
1993-09-08 00:00:00+00:00,6.75,6.75,6.5,2.4462616443634038,74800,0.0,
1993-09-09 00:00:00+00:00,6.5625,6.75,6.5,2.540349006652832,122200,0.0,
1993-09-10 00:00:00+00:00,6.75,6.875,6.75,2.587390899658203,600,0.0,
1993-09-13 00:00:00+00:00,6.5,6.75,6.5,2.469781875610352,29800,0.0,
1993-09-14 00:00:00+00:00,6.75,6.75,6.75,2.540349006652832,200,0.0,
1993-09-15 00:00:00+00:00,6.75,6.75,6.625,2.4933035373687744,16200,0.0,
1993-09-16 00:00:00+00:00,6.875,6.875,6.75,2.587390899658203,22400,0.0,
1993-09-17 00:00:00+00:00,7.0,7.125,6.875,2.65795636177063,69400,0.0,
1993-09-20 00:00:00+00:00,6.875,7.25,6.875,2.65795636177063,23000,0.0,
1993-09-21 00:00:00+00:00,7.0625,7.0625,6.875,2.587390899658203,60200,0.0,
1993-09-22 00:00:00+00:00,7.125,7.125,7.125,2.681478261947632,23000,0.0,
1993-09-23 00:00:00+00:00,7.0625,7.125,7.0625,2.681478261947632,9600,0.0,
1993-09-24 00:00:00+00:00,7.0625,7.25,7.0,2.728520393371582,9000,0.0,
1993-09-27 00:00:00+00:00,7.25,7.25,7.0,2.728520393371582,32200,0.0,
1993-09-28 00:00:00+00:00,7.25,7.375,7.125,2.728520393371582,32600,0.0,
1993-09-29 00:00:00+00:00,7.375,7.375,7.375,2.775565385818481,1600,0.0,
1993-09-30 00:00:00+00:00,7.375,7.625,7.375,2.869652032852173,47000,0.0,
1993-10-01 00:00:00+00:00,7.625,7.75,7.5,2.869652032852173,47000,0.0,
1993-10-04 00:00:00+00:00,7.625,7.625,7.625,2.869652032852173,0,0.0,
1993-10-05 00:00:00+00:00,7.75,7.75,7.5,2.9407992362976074,180400,0.0625,
1993-10-06 00:00:00+00:00,7.75,7.75,7.5,2.9407992362976074,15000,0.0,
1993-10-07 00:00:00+00:00,7.75,7.75,7.75,2.9407992362976074,200,0.0,
1993-10-08 00:00:00+00:00,7.75,7.75,7.75,2.9407992362976074,0,0.0,
1993-10-11 00:00:00+00:00,7.5,7.6875,7.5,2.917084217071533,11200,0.0,
1993-10-12 00:00:00+00:00,7.6875,7.6875,7.6875,2.917084217071533,0,0.0,
1993-10-13 00:00:00+00:00,7.75,7.75,7.5,2.9407992362976074,2600,0.0,
1993-10-14 00:00:00+00:00,7.5625,7.75,7.5,2.9407992362976074,15200,0.0,
1993-10-15 00:00:00+00:00,7.75,7.75,7.75,2.9407992362976074,2200,0.0,
1993-10-18 00:00:00+00:00,7.5,7.75,7.5,2.9407992362976074,4200,0.0,
1993-10-19 00:00:00+00:00,7.625,7.625,7.625,2.8933684825897217,20200,0.0,
1993-10-20 00:00:00+00:00,7.375,7.375,7.375,2.798503160476685,800,0.0,
1993-10-21 00:00:00+00:00,7.625,7.75,7.5,2.8459365367889404,54000,0.0,
1993-10-22 00:00:00+00:00,7.5,7.75,7.5,2.8459365367889404,22200,0.0,
1993-10-25 00:00:00+00:00,7.5,7.75,7.5,2.917084217071533,8000,0.0,
1993-10-26 00:00:00+00:00,7.5,7.5,7.5,2.8459365367889404,2000,0.0,
1993-10-27 00:00:00+00:00,7.5,7.75,7.5,2.9407992362976074,6400,0.0,
1993-10-28 00:00:00+00:00,7.75,7.75,7.5,2.8459365367889404,9000,0.0,
1993-10-29 00:00:00+00:00,7.5,7.75,7.5,2.8933684825897217,19600,0.0,
1993-11-01 00:00:00+00:00,7.6875,7.6875,7.5625,2.869652509689331,10200,0.0,
1993-11-02 00:00:00+00:00,7.75,7.75,7.5,2.8933684825897217,17200,0.0,
1993-11-03 00:00:00+00:00,7.5,7.5625,7.5,2.8459365367889404,31400,0.0,
1993-11-04 00:00:00+00:00,7.5,7.5,7.5,2.8459365367889404,4000,0.0,
1993-11-05 00:00:00+00:00,7.5,7.5,7.25,2.751070737838745,16400,0.0,
