date,ST_Open,ST_High,ST_Low,ST_Close,ST_Volume,ST_Dividends,ST_Stock Splits
2010-03-11 00:00:00+00:00,18.0,19.0,18.0,18.029281616210938,13231400,0.0,
2010-03-12 00:00:00+00:00,18.5,18.690000534057617,17.1200008392334,17.67844581604004,2412200,0.0,
2010-03-15 00:00:00+00:00,18.07999992370605,18.1200008392334,17.639999389648438,17.444547653198242,2596800,0.0,
2010-03-16 00:00:00+00:00,17.899999618530273,17.899999618530273,17.299999237060547,17.444547653198242,1019300,0.0,
2010-03-17 00:00:00+00:00,18.0,18.26000022888184,17.649999618530273,17.688188552856445,484400,0.0,
2010-03-18 00:00:00+00:00,18.200000762939453,18.440000534057617,18.11000061035156,17.9025936126709,58200,0.0,
2010-03-19 00:00:00+00:00,18.32999992370605,18.36000061035156,18.1299991607666,17.814884185791016,492900,0.0,
2010-03-22 00:00:00+00:00,18.26000022888184,18.350000381469727,18.059999465942383,17.824626922607422,347800,0.0,
2010-03-23 00:00:00+00:00,18.309999465942383,18.309999465942383,18.06999969482422,17.69793128967285,198900,0.0,
2010-03-24 00:00:00+00:00,18.07999992370605,18.11000061035156,18.0,17.542007446289062,284000,0.0,
2010-03-25 00:00:00+00:00,18.149999618530277,18.290000915527344,17.93000030517578,17.542007446289062,648900,0.0,
2010-03-26 00:00:00+00:00,18.040000915527344,18.25,18.0,17.542007446289062,154400,0.0,
2010-03-29 00:00:00+00:00,18.030000686645508,18.200000762939453,18.010000228881836,17.658950805664062,305700,0.0,
2010-03-30 00:00:00+00:00,18.07999992370605,18.13999938964844,17.989999771118164,17.542007446289062,464400,0.0,
2010-03-31 00:00:00+00:00,18.010000228881836,18.07999992370605,17.950000762939453,17.503021240234375,615700,0.0,
2010-04-01 00:00:00+00:00,18.010000228881836,18.100000381469727,17.950000762939453,17.59073257446289,269100,0.0,
2010-04-05 00:00:00+00:00,18.040000915527344,18.049999237060547,17.90999984741211,17.56149673461914,301800,0.0,
2010-04-06 00:00:00+00:00,17.969999313354492,18.0,17.899999618530273,17.503021240234375,929300,0.0,
2010-04-07 00:00:00+00:00,17.940000534057617,18.399999618530277,17.940000534057617,17.844118118286133,380800,0.0,
2010-04-08 00:00:00+00:00,18.26000022888184,18.56999969482422,18.13999938964844,18.029281616210938,1898200,0.0,
2010-04-09 00:00:00+00:00,18.5,19.0,18.3799991607666,18.51656150817871,557000,0.0,
2010-04-12 00:00:00+00:00,18.649999618530277,19.13999938964844,18.43000030517578,18.51656150817871,510700,0.0,
2010-04-13 00:00:00+00:00,18.899999618530277,19.07999992370605,18.84000015258789,18.5555419921875,301600,0.0,
2010-04-14 00:00:00+00:00,19.049999237060547,19.3799991607666,18.989999771118164,18.81867408752441,370700,0.0,
2010-04-15 00:00:00+00:00,19.11000061035156,19.5,19.11000061035156,18.925870895385746,254100,0.0,
2010-04-16 00:00:00+00:00,19.280000686645508,19.34000015258789,19.049999237060547,18.75045585632324,58800,0.0,
2010-04-19 00:00:00+00:00,19.1200008392334,19.229999542236328,18.950000762939453,18.58477783203125,277600,0.0,
2010-04-20 00:00:00+00:00,19.34000015258789,19.899999618530277,19.200000762939453,19.344934463500977,720600,0.0,
2010-04-21 00:00:00+00:00,19.950000762939453,20.8799991607666,19.88999938964844,19.978395462036133,912100,0.0,
2010-04-22 00:00:00+00:00,20.350000381469727,20.96999931335449,20.21999931335449,20.261016845703125,481700,0.0,
2010-04-23 00:00:00+00:00,20.950000762939453,21.1200008392334,20.149999618530277,19.949161529541016,373100,0.0,
2010-04-26 00:00:00+00:00,20.57999992370605,20.81999969482422,19.90999984741211,19.60806655883789,568000,0.0,
2010-04-27 00:00:00+00:00,20.049999237060547,20.5,20.040000915527344,19.72500991821289,291800,0.0,
2010-04-28 00:00:00+00:00,20.399999618530277,20.5,20.0,19.83221244812012,162100,0.0,
2010-04-29 00:00:00+00:00,20.520000457763672,20.790000915527344,20.40999984741211,20.07585334777832,397700,0.0,
2010-04-30 00:00:00+00:00,20.68000030517578,20.68000030517578,19.950000762939453,19.49111557006836,141000,0.0,
2010-05-03 00:00:00+00:00,20.1299991607666,20.1299991607666,19.450000762939453,19.41315460205078,660800,0.0,
2010-05-04 00:00:00+00:00,19.82999992370605,20.040000915527344,19.59000015258789,19.21824073791504,476400,0.0,
2010-05-05 00:00:00+00:00,19.5,19.649999618530277,19.09000015258789,19.11104202270508,138400,0.0,
2010-05-06 00:00:00+00:00,19.5,19.530000686645508,17.719999313354492,18.51656150817871,414700,0.0,
2010-05-07 00:00:00+00:00,18.950000762939453,19.01000022888184,17.860000610351562,17.775897979736328,175300,0.0,
2010-05-10 00:00:00+00:00,19.059999465942383,20.209999084472656,18.51000022888184,18.652999877929688,245200,0.0,
2010-05-11 00:00:00+00:00,18.90999984741211,19.0,18.71999931335449,18.389869689941406,90600,0.0,
2010-05-12 00:00:00+00:00,18.950000762939453,19.38999938964844,18.940000534057617,18.604272842407227,287000,0.0,
2010-05-13 00:00:00+00:00,19.15999984741211,19.670000076293945,18.979999542236328,18.99409484863281,419600,0.0,
2010-05-14 00:00:00+00:00,19.440000534057617,19.520000457763672,19.15999984741211,18.760196685791016,220300,0.0,
2010-05-17 00:00:00+00:00,19.299999237060547,19.299999237060547,18.899999618530277,18.69198036193848,167100,0.0,
2010-05-18 00:00:00+00:00,19.299999237060547,19.299999237060547,18.950000762939453,18.662742614746094,138400,0.0,
2010-05-19 00:00:00+00:00,19.0,19.239999771118164,18.309999465942383,18.51656150817871,452600,0.0,
2010-05-20 00:00:00+00:00,18.600000381469727,18.600000381469727,17.15999984741211,17.34709358215332,1078300,0.0,
2010-05-21 00:00:00+00:00,17.649999618530273,17.81999969482422,17.18000030517578,17.269126892089844,243400,0.0,
2010-05-24 00:00:00+00:00,17.670000076293945,17.670000076293945,16.950000762939453,16.76236343383789,215900,0.0,
2010-05-25 00:00:00+00:00,17.0,17.0,16.219999313354492,16.167882919311523,673000,0.0,
2010-05-26 00:00:00+00:00,16.860000610351562,17.1200008392334,16.329999923706055,16.050935745239258,1365700,0.0,
2010-05-27 00:00:00+00:00,16.600000381469727,16.979999542236328,16.440000534057617,16.401777267456055,241500,0.0,
2010-05-28 00:00:00+00:00,16.790000915527344,16.790000915527344,15.920000076293944,16.20686149597168,480800,0.0,
2010-06-01 00:00:00+00:00,16.459999084472656,16.84000015258789,16.260000228881836,16.02170181274414,261500,0.0,
2010-06-02 00:00:00+00:00,16.579999923706055,16.790000915527344,16.350000381469727,16.362791061401367,406500,0.0,
2010-06-03 00:00:00+00:00,16.690000534057617,16.950000762939453,16.59000015258789,16.401777267456055,668000,0.0,
2010-06-04 00:00:00+00:00,16.520000457763672,16.75,16.350000381469727,16.12889862060547,785800,0.0,
2010-06-07 00:00:00+00:00,16.6299991607666,16.700000762939453,16.3700008392334,16.089916229248047,330200,0.0,
2010-06-08 00:00:00+00:00,16.549999237060547,16.559999465942383,15.300000190734863,15.154342651367188,797100,0.0,
2010-06-09 00:00:00+00:00,15.710000038146973,16.93000030517578,15.6899995803833,15.98271656036377,436800,0.0,
2010-06-10 00:00:00+00:00,16.489999771118164,17.549999237060547,16.489999771118164,16.772104263305664,335300,0.0,
2010-06-11 00:00:00+00:00,17.25,17.670000076293945,17.200000762939453,17.02549171447754,474400,0.0,
2010-06-14 00:00:00+00:00,17.469999313354492,17.469999313354492,17.209999084472656,16.8403263092041,101700,0.0,
2010-06-15 00:00:00+00:00,17.389999389648438,17.530000686645508,17.25,16.859813690185547,194200,0.0,
2010-06-16 00:00:00+00:00,17.239999771118164,17.950000762939453,17.239999771118164,17.074216842651367,328800,0.0,
2010-06-17 00:00:00+00:00,17.59000015258789,17.600000381469727,17.200000762939453,17.10345458984375,270600,0.0,
2010-06-18 00:00:00+00:00,17.600000381469727,18.200000762939453,17.450000762939453,17.600475311279297,455900,0.0,
2010-06-21 00:00:00+00:00,18.36000061035156,18.940000534057617,18.239999771118164,17.873353958129883,303900,0.0,
2010-06-22 00:00:00+00:00,18.26000022888184,18.57999992370605,18.059999465942383,17.639461517333984,156200,0.0,
2010-06-23 00:00:00+00:00,18.09000015258789,18.100000381469727,17.899999618530273,17.542007446289062,186400,0.0,
2010-06-24 00:00:00+00:00,17.90999984741211,17.90999984741211,17.43000030517578,17.04498291015625,231600,0.0,
2010-06-25 00:00:00+00:00,17.399999618530273,17.610000610351562,16.600000381469727,16.616180419921875,276300,0.0,
2010-06-28 00:00:00+00:00,16.979999542236328,17.31999969482422,16.950000762939453,16.71363067626953,106700,0.0,
2010-06-29 00:00:00+00:00,16.950000762939453,17.040000915527344,15.899999618530272,15.553912162780762,339700,0.0,
