date,SCHA_Open,SCHA_High,SCHA_Low,SCHA_Close,SCHA_Volume,SCHA_Dividends,SCHA_Stock Splits
2009-11-03 00:00:00+00:00,12.024999618530272,12.385000228881836,10.850000381469728,10.013368606567385,109800,0.0,
2009-11-04 00:00:00+00:00,12.425000190734863,12.475000381469728,12.164999961853027,9.9278564453125,233600,0.0,
2009-11-05 00:00:00+00:00,12.335000038146973,12.524999618530272,12.28499984741211,10.188469886779783,71400,0.0,
2009-11-06 00:00:00+00:00,12.399999618530272,12.614999771118164,12.364999771118164,10.20068645477295,174200,0.0,
2009-11-09 00:00:00+00:00,12.824999809265137,12.824999809265137,12.649999618530272,10.432795524597168,190400,0.0,
2009-11-10 00:00:00+00:00,12.8100004196167,12.859999656677246,12.640000343322754,10.375788688659668,292400,0.0,
2009-11-11 00:00:00+00:00,12.859999656677246,12.970000267028809,12.774999618530272,10.469443321228027,165000,0.0,
2009-11-12 00:00:00+00:00,12.890000343322754,12.9399995803833,12.614999771118164,10.290271759033203,141000,0.0,
2009-11-13 00:00:00+00:00,12.71500015258789,12.795000076293944,12.545000076293944,10.375788688659668,209200,0.0,
2009-11-16 00:00:00+00:00,12.845000267028809,13.125,12.845000267028809,10.632332801818848,166200,0.0,
2009-11-17 00:00:00+00:00,13.010000228881836,13.079999923706056,12.9350004196167,10.624190330505373,186800,0.0,
2009-11-18 00:00:00+00:00,13.079999923706056,13.079999923706056,12.904999732971191,10.599757194519045,270400,0.0,
2009-11-19 00:00:00+00:00,12.904999732971191,12.904999732971191,12.619999885559082,10.3594970703125,208600,0.0,
2009-11-20 00:00:00+00:00,12.614999771118164,12.704999923706056,12.56999969482422,10.302489280700684,169000,0.0,
2009-11-23 00:00:00+00:00,12.84000015258789,12.989999771118164,12.779999732971191,10.436869621276855,294600,0.0,
2009-11-24 00:00:00+00:00,12.854999542236328,12.859999656677246,12.625,10.392077445983888,158800,0.0,
2009-11-25 00:00:00+00:00,12.84000015258789,12.850000381469728,12.770000457763672,10.412435531616213,185800,0.0,
2009-11-27 00:00:00+00:00,12.335000038146973,12.649999618530272,12.289999961853027,10.192543983459473,258800,0.0,
2009-11-30 00:00:00+00:00,12.470000267028809,12.55500030517578,12.335000038146973,10.225119590759276,275400,0.0,
