date,BKNG_Open,BKNG_High,BKNG_Low,BKNG_Close,BKNG_Volume,BKNG_Dividends,BKNG_Stock Splits
1999-03-31 00:00:00+00:00,451.5,517.5,438.0,494.8417053222656,1322933,0.0,
1999-04-01 00:00:00+00:00,550.5,552.0,475.5,480.6607055664063,483233,0.0,
1999-04-05 00:00:00+00:00,501.0,504.0,435.0,448.5669250488281,324917,0.0,
1999-04-06 00:00:00+00:00,452.25,484.125,420.0,471.7043151855469,353900,0.0,
1999-04-07 00:00:00+00:00,480.75,487.5,442.5,444.8351135253906,156617,0.0,
1999-04-08 00:00:00+00:00,447.0,450.75,423.75,432.8932189941406,147767,0.0,
1999-04-09 00:00:00+00:00,432.0,456.0,406.5,441.849609375,141933,0.0,
1999-04-12 00:00:00+00:00,420.75,475.5,414.0,457.150146484375,182833,0.0,
1999-04-13 00:00:00+00:00,472.5,515.25,463.5,486.6316833496094,240033,0.0,
1999-04-14 00:00:00+00:00,554.25,595.5,510.0,556.0438842773438,627933,0.0,
1999-04-15 00:00:00+00:00,564.0,564.0,459.0,476.9288940429688,339117,0.0,
1999-04-16 00:00:00+00:00,486.0,510.0,438.0,485.8852844238281,176683,0.0,
1999-04-19 00:00:00+00:00,490.5,492.0,348.0,357.51007080078125,229150,0.0,
1999-04-20 00:00:00+00:00,359.25,414.0,348.0,403.7848815917969,264100,0.0,
1999-04-21 00:00:00+00:00,429.0,456.0,405.75,444.8351135253906,150483,0.0,
1999-04-22 00:00:00+00:00,486.375,490.5,441.0,456.0306091308594,145683,0.0,
1999-04-23 00:00:00+00:00,516.375,574.5,492.0,525.4428100585938,741767,0.0,
1999-04-26 00:00:00+00:00,626.625,728.625,604.5,720.9910888671875,1352367,0.0,
1999-04-27 00:00:00+00:00,738.75,840.0,720.75,774.3563842773438,1196750,0.0,
1999-04-28 00:00:00+00:00,749.625,806.625,696.0,722.4838256835938,448867,0.0,
1999-04-29 00:00:00+00:00,690.375,833.25,690.0,822.8702392578125,721900,0.0,
1999-04-30 00:00:00+00:00,909.0,990.0,810.0,969.531494140625,845467,0.0,
1999-05-03 00:00:00+00:00,914.625,953.25,833.25,831.4534912109375,873317,0.0,
1999-05-04 00:00:00+00:00,855.75,900.0,783.75,800.1060791015625,692750,0.0,
1999-05-05 00:00:00+00:00,847.125,912.0,720.75,902.7316284179688,1264033,0.0,
1999-05-06 00:00:00+00:00,888.0,912.0,827.25,832.572998046875,632083,0.0,
1999-05-07 00:00:00+00:00,865.5,865.875,777.75,780.1407470703125,569683,0.0,
1999-05-10 00:00:00+00:00,768.0,791.25,726.0,764.2803955078125,449167,0.0,
1999-05-11 00:00:00+00:00,807.0,808.5,738.0,734.4256591796875,286467,0.0,
1999-05-12 00:00:00+00:00,736.5,774.0,732.0,752.3385009765625,240517,0.0,
1999-05-13 00:00:00+00:00,779.25,792.0,726.0,725.4692993164062,187167,0.0,
1999-05-14 00:00:00+00:00,720.0,807.0,714.0,793.0155639648438,792600,0.0,
1999-05-17 00:00:00+00:00,789.0,793.875,744.0,786.6714477539062,341400,0.0,
1999-05-18 00:00:00+00:00,787.5,838.5,766.125,812.7943115234375,418517,0.0,
1999-05-19 00:00:00+00:00,820.5,865.5,808.5,850.8590698242188,226583,0.0,
1999-05-20 00:00:00+00:00,869.625,870.0,786.75,802.3451538085938,174400,0.0,
1999-05-21 00:00:00+00:00,871.875,874.5,822.0,829.5875854492188,553733,0.0,
1999-05-24 00:00:00+00:00,829.5,833.25,726.75,748.4201049804688,314600,0.0,
1999-05-25 00:00:00+00:00,726.0,776.25,618.0,620.9778442382812,540600,0.0,
1999-05-26 00:00:00+00:00,651.0,690.0,582.0,679.381103515625,691100,0.0,
1999-05-27 00:00:00+00:00,676.5,702.0,654.375,661.6549072265625,273617,0.0,
1999-05-28 00:00:00+00:00,642.0,673.5,636.0,668.9319458007812,194833,0.0,
1999-06-01 00:00:00+00:00,657.75,663.0,585.0,593.7354125976562,353983,0.0,
1999-06-02 00:00:00+00:00,577.5,634.125,534.75,554.7376708984375,748050,0.0,
1999-06-03 00:00:00+00:00,560.25,575.25,504.0,502.3053894042969,448450,0.0,
1999-06-04 00:00:00+00:00,507.0,553.5,500.25,539.2506103515625,431817,0.0,
1999-06-07 00:00:00+00:00,555.0,657.0,549.75,606.0504760742188,738183,0.0,
1999-06-08 00:00:00+00:00,629.25,666.0,609.75,622.4705200195312,560267,0.0,
1999-06-09 00:00:00+00:00,639.75,653.25,617.25,626.9487915039062,224783,0.0,
1999-06-10 00:00:00+00:00,604.125,624.75,600.0,610.5286865234375,290533,0.0,
1999-06-11 00:00:00+00:00,624.0,637.5,570.0,571.3443603515625,268367,0.0,
1999-06-14 00:00:00+00:00,564.0,564.0,459.0,459.01605224609375,534317,0.0,
1999-06-15 00:00:00+00:00,456.75,505.875,448.5,468.3456726074219,544217,0.0,
1999-06-16 00:00:00+00:00,510.0,540.0,502.5,528.42822265625,522133,0.0,
1999-06-17 00:00:00+00:00,525.0,570.0,502.125,531.04052734375,439050,0.0,
1999-06-18 00:00:00+00:00,548.25,571.125,546.0,561.2684326171875,257800,0.0,
1999-06-21 00:00:00+00:00,574.5,655.5,571.5,634.78564453125,484800,0.0,
1999-06-22 00:00:00+00:00,654.375,716.625,634.5,649.3397827148438,766100,0.0,
1999-06-23 00:00:00+00:00,624.0,683.625,624.0,662.028076171875,435500,0.0,
1999-06-24 00:00:00+00:00,649.5,657.0,612.0,609.0359497070312,314117,0.0,
1999-06-25 00:00:00+00:00,632.625,644.25,573.0,571.717529296875,380433,0.0,
1999-06-28 00:00:00+00:00,594.0,633.75,552.0,629.9342651367188,444450,0.0,
1999-06-29 00:00:00+00:00,618.75,666.0,614.625,641.8761596679688,384483,0.0,
1999-06-30 00:00:00+00:00,637.5,714.0,625.5,690.0167846679688,437417,0.0,
1999-07-01 00:00:00+00:00,701.25,710.25,643.5,641.8761596679688,329517,0.0,
1999-07-02 00:00:00+00:00,654.0,681.0,654.0,665.7598876953125,183617,0.0,
1999-07-06 00:00:00+00:00,681.375,703.125,672.0,668.745361328125,314250,0.0,
1999-07-07 00:00:00+00:00,678.0,678.0,639.0,662.7744140625,274083,0.0,
1999-07-08 00:00:00+00:00,677.25,697.5,657.0,660.9085083007812,294800,0.0,
1999-07-09 00:00:00+00:00,672.375,678.0,650.25,650.83251953125,116600,0.0,
1999-07-12 00:00:00+00:00,655.875,660.0,624.0,626.0158081054688,143467,0.0,
1999-07-13 00:00:00+00:00,604.875,626.25,600.0,615.7532348632812,145050,0.0,
1999-07-14 00:00:00+00:00,621.75,636.0,619.5,622.4705200195312,103967,0.0,
1999-07-15 00:00:00+00:00,626.25,633.0,600.0,603.8114013671875,107133,0.0,
1999-07-16 00:00:00+00:00,601.5,609.0,582.0,581.60693359375,160617,0.0,
1999-07-19 00:00:00+00:00,633.0,648.0,585.0,583.0996704101562,464333,0.0,
1999-07-20 00:00:00+00:00,572.25,576.0,546.0,546.7142944335938,278400,0.0,
1999-07-21 00:00:00+00:00,550.875,551.25,519.0,526.7489624023438,303617,0.0,
1999-07-22 00:00:00+00:00,522.375,528.0,498.0,498.9467468261719,228600,0.0,
1999-07-23 00:00:00+00:00,501.75,514.5,480.375,484.7657470703125,281617,0.0,
1999-07-26 00:00:00+00:00,478.875,495.75,465.0,466.8529357910156,268383,0.0,
1999-07-27 00:00:00+00:00,484.5,486.0,440.625,439.7970886230469,352817,0.0,
1999-07-28 00:00:00+00:00,462.0,513.0,450.0,507.5299682617188,578900,0.0,
1999-07-29 00:00:00+00:00,486.75,492.0,465.0,480.6607055664063,333083,0.0,
1999-07-30 00:00:00+00:00,489.0,490.5,450.0,451.1792297363281,208083,0.0,
1999-08-02 00:00:00+00:00,451.875,485.25,438.0,462.7478942871094,324467,0.0,
1999-08-03 00:00:00+00:00,474.0,477.0,426.75,436.2518615722656,302050,0.0,
1999-08-04 00:00:00+00:00,435.0,444.75,396.0,395.5748291015625,367850,0.0,
1999-08-05 00:00:00+00:00,386.25,478.5,354.0,466.479736328125,801383,0.0,
1999-08-06 00:00:00+00:00,460.5,505.875,440.25,444.0887145996094,422067,0.0,
1999-08-09 00:00:00+00:00,453.0,461.625,417.75,417.9658508300781,222100,0.0,
1999-08-10 00:00:00+00:00,410.25,451.125,396.0,428.41497802734375,432800,0.0,
1999-08-11 00:00:00+00:00,453.0,457.5,414.0,417.9658508300781,410583,0.0,
1999-08-12 00:00:00+00:00,408.75,426.75,401.625,401.9189453125,820100,0.0,
1999-08-13 00:00:00+00:00,421.125,423.75,391.5,397.0675659179688,321433,0.0,
1999-08-16 00:00:00+00:00,401.25,423.0,400.5,410.5021667480469,343200,0.0,
1999-08-17 00:00:00+00:00,420.0,433.5,408.0,418.3390197753906,333700,0.0,
1999-08-18 00:00:00+00:00,432.75,449.25,420.75,422.4440612792969,388700,0.0,
1999-08-19 00:00:00+00:00,416.25,423.0,398.25,397.0675659179688,332800,0.0,
1999-08-20 00:00:00+00:00,402.0,409.5,393.75,404.5312194824219,205217,0.0,
1999-08-23 00:00:00+00:00,411.75,430.5,402.0,400.42620849609375,272467,0.0,
1999-08-24 00:00:00+00:00,401.25,417.0,394.5,403.7848815917969,309367,0.0,
1999-08-25 00:00:00+00:00,408.75,418.125,385.5,389.2306823730469,336300,0.0,
1999-08-26 00:00:00+00:00,412.5,449.25,411.0,433.6395568847656,855783,0.0,
1999-08-27 00:00:00+00:00,449.25,456.0,420.75,438.8641357421875,395150,0.0,
1999-08-30 00:00:00+00:00,441.75,441.75,399.0,399.12005615234375,280867,0.0,
1999-08-31 00:00:00+00:00,408.0,417.0,396.0,406.7703247070313,258167,0.0,
1999-09-01 00:00:00+00:00,420.75,423.0,393.0,391.6564025878906,265400,0.0,
1999-09-02 00:00:00+00:00,384.75,393.75,375.0,382.3267822265625,194117,0.0,
1999-09-03 00:00:00+00:00,411.0,411.0,390.0,396.3211975097656,203500,0.0,
1999-09-07 00:00:00+00:00,411.0,420.0,401.25,404.9044189453125,395417,0.0,
1999-09-08 00:00:00+00:00,401.625,403.5,376.5,377.6619873046875,406450,0.0,
1999-09-09 00:00:00+00:00,378.375,383.25,329.25,347.2475280761719,905250,0.0,
1999-09-10 00:00:00+00:00,367.875,372.0,339.0,345.9413757324219,482400,0.0,
1999-09-13 00:00:00+00:00,365.25,366.0,321.0,332.1335754394531,724033,0.0,
1999-09-14 00:00:00+00:00,331.875,369.0,330.0,358.2564697265625,723450,0.0,
1999-09-15 00:00:00+00:00,370.875,372.0,350.25,358.2564697265625,400317,0.0,
1999-09-16 00:00:00+00:00,362.25,363.75,334.5,341.0899963378906,363567,0.0,
1999-09-17 00:00:00+00:00,348.375,364.5,346.5,347.80731201171875,377867,0.0,
1999-09-20 00:00:00+00:00,367.5,390.09375,364.5,383.259765625,790233,0.0,
1999-09-21 00:00:00+00:00,387.375,414.75,384.0,399.12005615234375,830033,0.0,
1999-09-22 00:00:00+00:00,423.75,441.0,421.5,427.6686401367188,920250,0.0,
1999-09-23 00:00:00+00:00,440.25,447.0,390.0,388.4843444824219,542000,0.0,
1999-09-24 00:00:00+00:00,392.25,414.0,379.125,391.46978759765625,447067,0.0,
1999-09-27 00:00:00+00:00,372.0,382.5,360.75,368.5190124511719,647683,0.0,
1999-09-28 00:00:00+00:00,370.875,375.0,360.0,366.4664916992188,268150,0.0,
1999-09-29 00:00:00+00:00,369.75,400.5,365.25,376.1692504882813,606083,0.0,
1999-09-30 00:00:00+00:00,384.375,396.0,381.0,385.1256713867188,262067,0.0,
1999-10-01 00:00:00+00:00,384.0,390.75,374.25,377.288818359375,190033,0.0,
1999-10-04 00:00:00+00:00,388.125,390.0,367.5,371.8776550292969,206133,0.0,
1999-10-05 00:00:00+00:00,378.0,387.0,372.0,383.6329650878906,312383,0.0,
1999-10-06 00:00:00+00:00,390.75,444.0,390.375,434.3859558105469,1042467,0.0,
1999-10-07 00:00:00+00:00,463.5,465.75,433.125,432.8932189941406,832617,0.0,
1999-10-08 00:00:00+00:00,444.0,458.25,440.25,440.35687255859375,424033,0.0,
1999-10-11 00:00:00+00:00,450.0,459.75,444.75,453.7914733886719,255300,0.0,
1999-10-12 00:00:00+00:00,454.125,476.25,453.0,453.4183044433594,539150,0.0,
1999-10-13 00:00:00+00:00,438.0,459.75,424.125,431.40045166015625,328383,0.0,
1999-10-14 00:00:00+00:00,438.75,439.875,407.25,417.9658508300781,318333,0.0,
1999-10-15 00:00:00+00:00,391.5,413.25,388.5,403.4116821289063,352850,0.0,
1999-10-18 00:00:00+00:00,400.125,406.5,371.25,384.3793029785156,287200,0.0,
1999-10-19 00:00:00+00:00,399.0,405.0,387.0,386.2452392578125,219550,0.0,
1999-10-20 00:00:00+00:00,397.875,408.0,391.875,397.0675659179688,160600,0.0,
1999-10-21 00:00:00+00:00,388.875,420.0,384.375,410.5021667480469,198000,0.0,
1999-10-22 00:00:00+00:00,417.75,431.25,399.0,398.560302734375,152017,0.0,
1999-10-25 00:00:00+00:00,402.75,418.5,402.0,409.3825988769531,125933,0.0,
1999-10-26 00:00:00+00:00,416.25,418.5,402.0,404.1580505371094,145133,0.0,
1999-10-27 00:00:00+00:00,404.625,407.25,387.0,398.560302734375,144600,0.0,
1999-10-28 00:00:00+00:00,411.0,413.25,391.5,405.2776184082031,222317,0.0,
1999-10-29 00:00:00+00:00,395.25,395.625,360.0,359.7491760253906,988217,0.0,
1999-11-01 00:00:00+00:00,366.0,367.5,342.0,349.300048828125,605717,0.0,
1999-11-02 00:00:00+00:00,355.5,361.125,327.75,331.0140380859375,599417,0.0,
1999-11-03 00:00:00+00:00,342.0,343.5,330.0,330.6408386230469,446283,0.0,
1999-11-04 00:00:00+00:00,337.875,342.0,313.5,316.4598388671875,596300,0.0,
1999-11-05 00:00:00+00:00,327.375,329.625,303.0,314.22076416015625,617483,0.0,
1999-11-08 00:00:00+00:00,327.0,372.0,325.125,368.70556640625,801283,0.0,
1999-11-09 00:00:00+00:00,389.625,390.0,346.5,356.017333984375,624800,0.0,
1999-11-10 00:00:00+00:00,351.75,365.25,337.5,343.3290710449219,335050,0.0,
1999-11-11 00:00:00+00:00,344.25,344.625,330.0,335.86541748046875,214750,0.0,
1999-11-12 00:00:00+00:00,338.625,348.0,334.5,338.1044921875,186633,0.0,
