date,ACTG_Open,ACTG_High,ACTG_Low,ACTG_Close,ACTG_Volume,ACTG_Dividends,ACTG_Stock Splits
2002-12-16 00:00:00+00:00,3.400000095367432,3.400000095367432,1.7899999618530271,1.6712828874588013,14200,0.0,
2002-12-17 00:00:00+00:00,2.0,2.200000047683716,1.649999976158142,1.8067926168441768,47000,0.0,
2002-12-18 00:00:00+00:00,2.450000047683716,2.650000095367432,1.7999999523162842,1.689350962638855,138200,0.0,
2002-12-19 00:00:00+00:00,1.8799999952316284,1.950000047683716,1.809999942779541,1.6983847618103027,139500,0.0,
2002-12-20 00:00:00+00:00,1.9800000190734863,2.3299999237060547,1.7999999523162842,1.7254866361618042,327200,0.0,
2002-12-23 00:00:00+00:00,1.7999999523162842,1.9800000190734863,1.7599999904632568,1.6712828874588013,239600,0.0,
2002-12-24 00:00:00+00:00,1.850000023841858,1.940000057220459,1.850000023841858,1.7435544729232788,41800,0.0,
2002-12-26 00:00:00+00:00,1.850000023841858,1.9800000190734863,1.850000023841858,1.7706565856933594,78200,0.0,
2002-12-27 00:00:00+00:00,1.7999999523162842,1.9900000095367432,1.7999999523162842,1.7706565856933594,46700,0.0,
2002-12-30 00:00:00+00:00,1.850000023841858,2.049999952316284,1.809999942779541,1.7706565856933594,103200,0.0,
2002-12-31 00:00:00+00:00,1.8799999952316284,2.700000047683716,1.8799999952316284,2.17718505859375,233600,0.0,
2003-01-02 00:00:00+00:00,2.400000095367432,2.400000095367432,1.950000047683716,1.978437423706055,53600,0.0,
2003-01-03 00:00:00+00:00,2.049999952316284,2.140000104904175,1.9900000095367432,1.89713191986084,22700,0.0,
2003-01-06 00:00:00+00:00,2.039999961853028,2.180000066757202,1.9600000381469729,1.8880980014801023,62000,0.0,
2003-01-07 00:00:00+00:00,2.0,2.009999990463257,1.950000047683716,1.8067926168441768,113100,0.0,
2003-01-08 00:00:00+00:00,2.130000114440918,2.130000114440918,1.8799999952316284,1.7525886297225952,59900,0.0,
2003-01-09 00:00:00+00:00,1.899999976158142,1.950000047683716,1.7799999713897705,1.716452717781067,46100,0.0,
2003-01-10 00:00:00+00:00,1.7999999523162842,1.9600000381469729,1.7999999523162842,1.7706565856933594,62000,0.0,
2003-01-13 00:00:00+00:00,1.899999976158142,1.9800000190734863,1.809999942779541,1.644181251525879,16200,0.0,
2003-01-14 00:00:00+00:00,1.7999999523162842,1.9600000381469729,1.7799999713897705,1.716452717781067,43000,0.0,
2003-01-15 00:00:00+00:00,1.7799999713897705,1.899999976158142,1.5499999523162842,1.535773754119873,67400,0.0,
2003-01-16 00:00:00+00:00,1.600000023841858,1.75,1.5,1.5267395973205566,45300,0.0,
2003-01-17 00:00:00+00:00,1.5299999713897705,1.649999976158142,1.5,1.436400055885315,72400,0.0,
2003-01-21 00:00:00+00:00,1.5,1.590000033378601,1.149999976158142,1.2918565273284912,48600,0.0,
2003-01-22 00:00:00+00:00,1.1799999475479126,1.409999966621399,1.1699999570846558,1.1924829483032229,70000,0.0,
2003-01-23 00:00:00+00:00,1.3300000429153442,1.7100000381469729,1.2400000095367432,1.4815696477890017,137500,0.0,
2003-01-24 00:00:00+00:00,1.4800000190734863,1.600000023841858,1.350000023841858,1.3008904457092283,75200,0.0,
2003-01-27 00:00:00+00:00,1.350000023841858,1.440000057220459,1.2999999523162842,1.2195849418640137,60200,0.0,
2003-01-28 00:00:00+00:00,1.2799999713897705,1.440000057220459,1.2799999713897705,1.2376527786254885,72300,0.0,
2003-01-29 00:00:00+00:00,1.399999976158142,1.4299999475479126,1.340000033378601,1.2737886905670166,106800,0.0,
2003-01-30 00:00:00+00:00,1.3899999856948853,1.5499999523162842,1.3899999856948853,1.382196307182312,97400,0.0,
2003-01-31 00:00:00+00:00,1.399999976158142,1.590000033378601,1.399999976158142,1.436400055885315,85200,0.0,
2003-02-03 00:00:00+00:00,1.4600000381469729,1.7000000476837158,1.4500000476837158,1.32799232006073,38400,0.0,
2003-02-04 00:00:00+00:00,1.5,1.5499999523162842,1.399999976158142,1.2918565273284912,58300,0.0,
2003-02-05 00:00:00+00:00,1.3700000047683716,1.5,1.25,1.3460603952407837,74800,0.0,
2003-02-06 00:00:00+00:00,1.440000057220459,1.5,1.190000057220459,1.318958401679993,93300,0.0,
2003-02-07 00:00:00+00:00,1.4500000476837158,1.5099999904632568,1.399999976158142,1.3460603952407837,48700,0.0,
2003-02-10 00:00:00+00:00,1.4500000476837158,1.5700000524520874,1.409999966621399,1.4183320999145508,111000,0.0,
2003-02-11 00:00:00+00:00,1.5099999904632568,1.600000023841858,1.25,1.2105510234832764,67000,0.0,
2003-02-12 00:00:00+00:00,1.350000023841858,1.399999976158142,1.2599999904632568,1.1382793188095093,35100,0.0,
2003-02-13 00:00:00+00:00,1.2599999904632568,1.350000023841858,1.2599999904632568,1.1834489107131958,18400,0.0,
2003-02-14 00:00:00+00:00,1.350000023841858,1.559999942779541,1.309999942779541,1.2647545337677002,67300,0.0,
2003-02-18 00:00:00+00:00,1.350000023841858,1.5,1.25,1.3460603952407837,20900,0.0,
2003-02-19 00:00:00+00:00,1.4299999475479126,1.5,1.3200000524520874,1.2286187410354614,27800,0.0,
2003-02-20 00:00:00+00:00,1.5,1.5,1.2999999523162842,1.3099247217178345,18700,0.0,
2003-02-21 00:00:00+00:00,1.3600000143051147,1.4500000476837158,1.350000023841858,1.2647545337677002,33500,0.0,
2003-02-24 00:00:00+00:00,1.399999976158142,1.399999976158142,1.309999942779541,1.2376527786254885,19700,0.0,
2003-02-25 00:00:00+00:00,1.399999976158142,1.399999976158142,1.25,1.2105510234832764,46600,0.0,
2003-02-26 00:00:00+00:00,1.309999942779541,1.399999976158142,1.25,1.2647545337677002,23100,0.0,
2003-02-27 00:00:00+00:00,1.2999999523162842,1.5,1.25,1.3370261192321775,62000,0.0,
2003-02-28 00:00:00+00:00,1.3600000143051147,1.4500000476837158,1.25,1.174415111541748,108200,0.0,
2003-03-03 00:00:00+00:00,1.2999999523162842,1.3600000143051147,1.2699999809265137,1.2286187410354614,28800,0.0,
2003-03-04 00:00:00+00:00,1.2799999713897705,1.3200000524520874,1.2000000476837158,1.1924829483032229,68200,0.0,
2003-03-05 00:00:00+00:00,1.159999966621399,1.2599999904632568,1.149999976158142,1.1021432876586914,67000,0.0,
2003-03-06 00:00:00+00:00,1.2000000476837158,1.25,1.1200000047683716,1.0118038654327393,85100,0.0,
