date,HURC_Open,HURC_High,HURC_Low,HURC_Close,HURC_Volume,HURC_Dividends,HURC_Stock Splits
1980-08-27 00:00:00+00:00,0.0,14.0,13.5,10.864279747009276,1700,0.0,
1980-08-28 00:00:00+00:00,0.0,14.5,13.75,11.065469741821287,5800,0.0,
1980-08-29 00:00:00+00:00,0.0,13.5,13.0,10.461895942687988,600,0.0,
1980-09-02 00:00:00+00:00,0.0,14.25,13.5,10.864279747009276,1100,0.0,
1980-09-03 00:00:00+00:00,0.0,14.0,13.25,10.66308879852295,300,0.0,
1980-09-04 00:00:00+00:00,0.0,14.0,13.5,10.864279747009276,700,0.0,
1980-09-05 00:00:00+00:00,0.0,14.0,13.5,10.864279747009276,400,0.0,
1980-09-08 00:00:00+00:00,0.0,14.0,13.5,10.864279747009276,100,0.0,
1980-09-09 00:00:00+00:00,0.0,14.0,13.5,10.864279747009276,100,0.0,
1980-09-10 00:00:00+00:00,0.0,13.75,13.25,10.66308879852295,900,0.0,
1980-09-11 00:00:00+00:00,0.0,13.75,13.25,10.66308879852295,600,0.0,
1980-09-12 00:00:00+00:00,0.0,14.0,13.5,10.864279747009276,2500,0.0,
1980-09-15 00:00:00+00:00,0.0,13.75,13.25,10.66308879852295,1000,0.0,
1980-09-16 00:00:00+00:00,0.0,13.75,13.25,10.66308879852295,4600,0.0,
1980-09-17 00:00:00+00:00,0.0,14.25,13.75,11.065469741821287,5300,0.0,
1980-09-18 00:00:00+00:00,0.0,14.0,13.75,11.065469741821287,3100,0.0,
1980-09-19 00:00:00+00:00,0.0,15.0,14.25,11.467849731445312,2200,0.0,
1980-09-22 00:00:00+00:00,0.0,16.75,16.25,13.07736873626709,4900,0.0,
1980-09-23 00:00:00+00:00,0.0,17.0,16.5,13.278560638427734,3400,0.0,
1980-09-24 00:00:00+00:00,0.0,16.5,16.0,12.876179695129396,7500,0.0,
1980-09-25 00:00:00+00:00,0.0,16.5,15.75,12.674994468688965,3500,0.0,
1980-09-26 00:00:00+00:00,0.0,16.25,15.5,12.473801612854004,1500,0.0,
1980-09-29 00:00:00+00:00,0.0,16.25,15.75,12.674994468688965,1000,0.0,
1980-09-30 00:00:00+00:00,0.0,16.0,15.75,12.674994468688965,2500,0.0,
1980-10-01 00:00:00+00:00,0.0,16.25,15.75,12.674994468688965,1500,0.0,
1980-10-02 00:00:00+00:00,0.0,16.25,16.0,12.876179695129396,2100,0.0,
1980-10-03 00:00:00+00:00,0.0,16.0,15.5,12.473801612854004,2700,0.0,
1980-10-06 00:00:00+00:00,0.0,16.5,16.0,12.876179695129396,1500,0.0,
1980-10-07 00:00:00+00:00,0.0,17.0,16.25,13.07736873626709,1300,0.0,
1980-10-08 00:00:00+00:00,0.0,18.25,17.5,14.083328247070312,2800,0.0,
1980-10-09 00:00:00+00:00,0.0,21.0,20.25,16.296417236328125,11300,0.0,
1980-10-10 00:00:00+00:00,0.0,18.5,17.75,14.284512519836426,16700,0.0,
1980-10-13 00:00:00+00:00,0.0,18.75,18.25,14.686885833740234,1900,0.0,
1980-10-14 00:00:00+00:00,0.0,19.0,18.75,15.089277267456056,2900,0.0,
1980-10-15 00:00:00+00:00,0.0,20.0,19.25,15.491652488708496,5400,0.0,
1980-10-16 00:00:00+00:00,0.0,19.5,19.0,15.290461540222168,1400,0.0,
1980-10-17 00:00:00+00:00,0.0,18.0,17.5,14.083328247070312,3400,0.0,
1980-10-20 00:00:00+00:00,0.0,18.0,17.5,14.083328247070312,500,0.0,
1980-10-21 00:00:00+00:00,0.0,17.5,17.25,13.88213062286377,1400,0.0,
1980-10-22 00:00:00+00:00,0.0,18.0,17.5,14.083328247070312,900,0.0,
1980-10-23 00:00:00+00:00,0.0,18.25,17.5,14.083328247070312,3400,0.0,
1980-10-24 00:00:00+00:00,0.0,18.25,17.75,14.284512519836426,700,0.0,
1980-10-27 00:00:00+00:00,0.0,18.0,17.25,13.88213062286377,3000,0.0,
1980-10-28 00:00:00+00:00,0.0,18.0,17.25,13.88213062286377,3000,0.0,
1980-10-29 00:00:00+00:00,0.0,17.5,17.0,13.680940628051758,2800,0.0,
1980-10-30 00:00:00+00:00,0.0,16.25,16.0,12.876179695129396,1800,0.0,
1980-10-31 00:00:00+00:00,0.0,16.5,16.0,12.876179695129396,3300,0.0,
1980-11-03 00:00:00+00:00,16.0,16.0,16.0,12.876179695129396,0,0.0,
1980-11-05 00:00:00+00:00,0.0,17.25,16.75,13.479751586914062,1600,0.0,
1980-11-06 00:00:00+00:00,0.0,16.25,15.5,12.473801612854004,4600,0.0,
1980-11-07 00:00:00+00:00,0.0,16.25,15.75,12.674994468688965,200,0.0,
1980-11-10 00:00:00+00:00,0.0,16.25,15.75,12.674994468688965,200,0.0,
1980-11-11 00:00:00+00:00,0.0,18.25,17.25,13.88213062286377,5400,0.0,
1980-11-12 00:00:00+00:00,0.0,18.75,18.25,14.686885833740234,2500,0.0,
1980-11-13 00:00:00+00:00,0.0,19.75,19.25,15.491652488708496,2300,0.0,
1980-11-14 00:00:00+00:00,0.0,20.75,20.0,16.095224380493164,5500,0.0,
1980-11-17 00:00:00+00:00,0.0,20.25,19.5,15.692842483520508,2600,0.0,
1980-11-18 00:00:00+00:00,0.0,20.5,20.0,16.095224380493164,2300,0.0,
1980-11-19 00:00:00+00:00,0.0,20.75,20.0,16.095224380493164,700,0.0,
1980-11-20 00:00:00+00:00,0.0,20.5,20.0,16.095224380493164,4400,0.0,
1980-11-21 00:00:00+00:00,0.0,20.5,19.75,15.894035339355469,2400,0.0,
1980-11-24 00:00:00+00:00,0.0,20.5,19.75,15.894035339355469,200,0.0,
1980-11-25 00:00:00+00:00,0.0,20.25,19.75,15.894035339355469,1200,0.0,
1980-11-26 00:00:00+00:00,0.0,20.0,19.75,15.894035339355469,2100,0.0,
1980-11-28 00:00:00+00:00,0.0,19.5,19.0,15.290461540222168,900,0.0,
1980-12-01 00:00:00+00:00,0.0,19.0,18.0,14.485706329345703,2200,0.0,
1980-12-02 00:00:00+00:00,0.0,18.5,18.0,14.485706329345703,100,0.0,
1980-12-03 00:00:00+00:00,0.0,18.5,18.0,14.485706329345703,100,0.0,
1980-12-04 00:00:00+00:00,0.0,19.5,18.75,15.089277267456056,4700,0.0,
1980-12-05 00:00:00+00:00,0.0,18.75,18.25,14.686885833740234,1600,0.0,
1980-12-08 00:00:00+00:00,0.0,18.5,17.75,14.284512519836426,900,0.0,
1980-12-09 00:00:00+00:00,17.75,17.75,17.75,14.284512519836426,0,0.0,
1980-12-10 00:00:00+00:00,0.0,18.5,18.0,14.485706329345703,100,0.0,
1980-12-11 00:00:00+00:00,18.0,18.0,18.0,14.485706329345703,0,0.0,
1980-12-12 00:00:00+00:00,0.0,17.25,16.5,13.278560638427734,2000,0.0,
1980-12-15 00:00:00+00:00,0.0,17.0,16.25,13.07736873626709,1400,0.0,
1980-12-16 00:00:00+00:00,16.25,16.25,16.25,13.07736873626709,0,0.0,
1980-12-17 00:00:00+00:00,16.25,16.25,16.25,13.07736873626709,0,0.0,
1980-12-18 00:00:00+00:00,16.25,16.25,16.25,13.07736873626709,0,0.0,
1980-12-19 00:00:00+00:00,0.0,17.0,16.25,13.07736873626709,100,0.0,
1980-12-22 00:00:00+00:00,0.0,17.0,16.25,13.07736873626709,600,0.0,
1980-12-23 00:00:00+00:00,16.25,16.25,16.25,13.07736873626709,0,0.0,
1980-12-24 00:00:00+00:00,0.0,17.25,16.75,13.479751586914062,1200,0.0,
1980-12-26 00:00:00+00:00,0.0,17.0,16.5,13.278560638427734,100,0.0,
