date,HCA_Open,HCA_High,HCA_Low,HCA_Close,HCA_Volume,HCA_Dividends,HCA_Stock Splits
2011-03-10 00:00:00+00:00,31.200000762939453,31.5,30.700000762939453,23.37079429626465,64599900,0.0,
2011-03-11 00:00:00+00:00,30.5,31.290000915527344,30.5,23.446134567260746,9531600,0.0,
2011-03-14 00:00:00+00:00,30.959999084472656,31.049999237060547,30.56999969482422,23.287919998168945,8663800,0.0,
2011-03-15 00:00:00+00:00,30.38999938964844,31.5,30.36000061035156,23.61188316345215,7121200,0.0,
2011-03-16 00:00:00+00:00,31.25,31.950000762939453,31.1200008392334,23.54407119750977,6157900,0.0,
2011-03-17 00:00:00+00:00,31.540000915527344,31.93000030517578,31.399999618530277,24.04132652282715,3332400,0.0,
2011-03-18 00:00:00+00:00,32.11000061035156,33.08000183105469,31.899999618530277,24.90774726867676,5463200,0.0,
2011-03-21 00:00:00+00:00,33.38999938964844,33.38999938964844,32.0,24.2974910736084,3823500,0.0,
2011-03-22 00:00:00+00:00,32.369998931884766,32.38999938964844,31.38999938964844,24.01119613647461,3943900,0.0,
2011-03-23 00:00:00+00:00,31.700000762939453,32.68000030517578,31.5,24.6214542388916,4216300,0.0,
2011-03-24 00:00:00+00:00,32.529998779296875,32.95000076293945,32.5,24.628986358642575,2125600,0.0,
2011-03-25 00:00:00+00:00,32.709999084472656,33.099998474121094,32.58000183105469,24.824874877929688,3026600,0.0,
2011-03-28 00:00:00+00:00,32.869998931884766,33.11000061035156,32.75,24.89268493652344,2098300,0.0,
2011-03-29 00:00:00+00:00,33.439998626708984,34.0099983215332,33.04999923706055,25.5330810546875,5137300,0.0,
2011-03-30 00:00:00+00:00,34.56999969482422,34.56999969482422,33.93000030517578,25.796777725219727,3049500,0.0,
2011-03-31 00:00:00+00:00,34.0,34.11000061035156,33.66999816894531,25.51801300048828,1960600,0.0,
2011-04-01 00:00:00+00:00,33.88999938964844,34.099998474121094,33.65999984741211,25.42007064819336,1822100,0.0,
2011-04-04 00:00:00+00:00,33.869998931884766,33.869998931884766,33.310001373291016,25.36733055114746,2648000,0.0,
2011-04-05 00:00:00+00:00,33.70000076293945,34.04999923706055,33.25,25.63102149963379,3607100,0.0,
2011-04-06 00:00:00+00:00,33.75,34.20000076293945,33.2400016784668,25.08856773376465,2718500,0.0,
2011-04-07 00:00:00+00:00,33.279998779296875,33.849998474121094,32.849998474121094,25.359798431396484,1946900,0.0,
2011-04-08 00:00:00+00:00,33.52000045776367,33.9900016784668,32.9900016784668,24.99062156677246,2339800,0.0,
2011-04-11 00:00:00+00:00,33.34000015258789,33.34000015258789,30.790000915527344,24.19954490661621,15028000,0.0,
2011-04-12 00:00:00+00:00,32.11000061035156,32.59000015258789,31.32999992370605,23.755029678344727,3848800,0.0,
2011-04-13 00:00:00+00:00,32.0,32.45000076293945,31.700000762939453,24.154340744018555,3969800,0.0,
2011-04-14 00:00:00+00:00,31.88999938964844,32.5,31.790000915527344,24.214609146118164,1565900,0.0,
2011-04-15 00:00:00+00:00,32.29999923706055,32.380001068115234,31.88999938964844,24.094066619873047,3072800,0.0,
2011-04-18 00:00:00+00:00,31.81999969482422,32.540000915527344,30.75,24.169414520263672,2911100,0.0,
2011-04-19 00:00:00+00:00,33.08000183105469,33.099998474121094,31.65999984741211,23.91324615478516,3838100,0.0,
2011-04-20 00:00:00+00:00,32.0,32.189998626708984,31.149999618530277,23.84543800354004,3866100,0.0,
2011-04-21 00:00:00+00:00,31.809999465942383,31.979999542236328,31.270000457763672,23.657087326049805,1462000,0.0,
2011-04-25 00:00:00+00:00,31.559999465942383,31.600000381469727,31.100000381469727,23.657087326049805,732700,0.0,
2011-04-26 00:00:00+00:00,31.350000381469727,32.06999969482422,31.15999984741211,24.109132766723636,1800000,0.0,
2011-04-27 00:00:00+00:00,32.2599983215332,33.0,32.25,24.598852157592773,3354500,0.0,
2011-04-28 00:00:00+00:00,32.5099983215332,32.9900016784668,32.25,24.538576126098636,1600000,0.0,
2011-04-29 00:00:00+00:00,32.5,32.86000061035156,32.029998779296875,24.711862564086918,1233900,0.0,
2011-05-02 00:00:00+00:00,32.79999923706055,33.790000915527344,32.79999923706055,25.19404602050781,2786200,0.0,
2011-05-03 00:00:00+00:00,33.59000015258789,33.880001068115234,31.940000534057617,24.568714141845703,3429400,0.0,
2011-05-04 00:00:00+00:00,33.099998474121094,33.959999084472656,32.790000915527344,25.27692222595215,4518300,0.0,
2011-05-05 00:00:00+00:00,33.45000076293945,34.7400016784668,33.150001525878906,25.872116088867188,2613000,0.0,
2011-05-06 00:00:00+00:00,34.060001373291016,34.5,33.88999938964844,25.804311752319336,1601300,0.0,
2011-05-09 00:00:00+00:00,34.349998474121094,34.75,34.13999938964844,25.985130310058597,1996100,0.0,
2011-05-10 00:00:00+00:00,34.029998779296875,34.86000061035156,34.0,26.06046867370605,1475100,0.0,
2011-05-11 00:00:00+00:00,34.20000076293945,34.790000915527344,34.060001373291016,26.02279663085937,1431700,0.0,
2011-05-12 00:00:00+00:00,34.29999923706055,34.59000015258789,34.119998931884766,26.00019645690918,814000,0.0,
2011-05-13 00:00:00+00:00,34.43000030517578,34.77000045776367,34.22999954223633,26.06800079345703,1694000,0.0,
2011-05-16 00:00:00+00:00,34.29999923706055,34.599998474121094,34.04999923706055,25.804311752319336,1719900,0.0,
2011-05-17 00:00:00+00:00,34.209999084472656,34.95000076293945,34.0,26.02279663085937,3131000,0.0,
2011-05-18 00:00:00+00:00,34.400001525878906,35.2400016784668,34.150001525878906,26.422107696533203,2070300,0.0,
