date,NCPL_Open,NCPL_High,NCPL_Low,NCPL_Close,NCPL_Volume,NCPL_Dividends,NCPL_Stock Splits
2006-06-05 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,1,,
2006-06-06 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,1,,
2006-06-07 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-08 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-09 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,1,,
2006-06-12 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-13 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-14 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-15 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-16 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-19 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-20 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-21 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-22 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-23 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-26 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-27 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-28 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-29 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-06-30 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-03 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-05 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-06 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-07 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-10 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-11 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-12 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,1,,
2006-07-13 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-14 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-17 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-18 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-19 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-20 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-21 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-24 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-25 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-26 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-27 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-28 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-07-31 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-01 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-02 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-03 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-04 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-07 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-08 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-09 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-10 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-11 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-14 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-15 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-16 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-17 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-18 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-21 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-22 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-23 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-24 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-25 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-28 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-29 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-30 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-08-31 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-09-01 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-09-05 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-09-06 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-09-07 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-09-08 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-09-11 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-09-12 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-09-13 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,0,,
2006-09-14 00:00:00+00:00,800.0,800.0,600.0,800.0,4,,
2006-09-15 00:00:00+00:00,620.0,780.0,600.0,600.0,9,,
2006-09-18 00:00:00+00:00,600.0,600.0,600.0,600.0,0,,
2006-09-19 00:00:00+00:00,700.0,800.0,600.0,700.0,34,,
2006-09-20 00:00:00+00:00,800.0,900.0,760.0,820.0,69,,
2006-09-21 00:00:00+00:00,820.0,960.0,720.0,960.0,63,,
2006-09-22 00:00:00+00:00,1000.0,1300.0,880.0,1200.0,62,,
2006-09-25 00:00:00+00:00,1240.0,1280.0,1040.0,1200.0,68,,
2006-09-26 00:00:00+00:00,1160.0,1200.0,1080.0,1100.0,49,,
2006-09-27 00:00:00+00:00,1200.0,1300.0,720.0,1060.0,79,,
2006-09-28 00:00:00+00:00,980.0,1080.0,980.0,1080.0,31,,
2006-09-29 00:00:00+00:00,1080.0,1100.0,980.0,1020.0,18,,
2006-10-02 00:00:00+00:00,1220.0,1300.0,900.0,1200.0,34,,
2006-10-03 00:00:00+00:00,1200.0,1200.0,800.0,940.0,34,,
2006-10-04 00:00:00+00:00,1000.0,1000.0,600.0,960.0,8,,
2006-10-05 00:00:00+00:00,800.0,800.0,800.0,800.0,1,,
2006-10-06 00:00:00+00:00,800.0,800.0,800.0,800.0,11,,
2006-10-09 00:00:00+00:00,680.0,780.0,680.0,780.0,79,,
2006-10-10 00:00:00+00:00,640.0,760.0,600.0,600.0,32,,
2006-10-11 00:00:00+00:00,600.0,700.0,400.0,500.0,62,,
2006-10-12 00:00:00+00:00,680.0,760.0,560.0,580.0,34,,
2006-10-13 00:00:00+00:00,600.0,600.0,540.0,540.0,10,,
2006-10-16 00:00:00+00:00,600.0,600.0,500.0,500.0,5,,
2006-10-17 00:00:00+00:00,500.0,500.0,500.0,500.0,0,,
2006-10-18 00:00:00+00:00,600.0,640.0,400.0,600.0,41,,
2006-10-19 00:00:00+00:00,520.0,580.0,440.0,580.0,18,,
2006-10-20 00:00:00+00:00,520.0,520.0,520.0,520.0,3,,
2006-10-23 00:00:00+00:00,560.0,600.0,520.0,520.0,15,,
2006-10-24 00:00:00+00:00,460.0,460.0,340.0,340.0,30,,
2006-10-25 00:00:00+00:00,360.0,360.0,360.0,360.0,3,,
2006-10-26 00:00:00+00:00,400.0,440.0,300.0,440.0,14,,
2006-10-27 00:00:00+00:00,440.0,440.0,380.0,400.0,56,,
2006-10-30 00:00:00+00:00,400.0,520.0,400.0,500.0,40,,
2006-10-31 00:00:00+00:00,480.0,480.0,360.0,440.0,20,,
2006-11-01 00:00:00+00:00,440.0,440.0,440.0,440.0,1,,
2006-11-02 00:00:00+00:00,440.0,440.0,360.0,440.0,38,,
2006-11-03 00:00:00+00:00,440.0,500.0,360.0,500.0,68,,
2006-11-06 00:00:00+00:00,500.0,500.0,500.0,500.0,0,,
2006-11-07 00:00:00+00:00,500.0,500.0,360.0,380.0,10,,
2006-11-08 00:00:00+00:00,380.0,480.0,300.0,400.0,38,,
2006-11-09 00:00:00+00:00,440.0,440.0,380.0,380.0,17,,
2006-11-10 00:00:00+00:00,400.0,440.0,400.0,420.0,24,,
2006-11-13 00:00:00+00:00,440.0,460.0,370.0,440.0,41,,
2006-11-14 00:00:00+00:00,360.0,420.0,360.0,400.0,34,,
2006-11-15 00:00:00+00:00,360.0,450.0,360.0,400.0,36,,
2006-11-16 00:00:00+00:00,440.0,440.0,380.0,400.0,51,,
2006-11-17 00:00:00+00:00,360.0,400.0,360.0,400.0,19,,
2006-11-20 00:00:00+00:00,380.0,400.0,380.0,400.0,10,,
2006-11-21 00:00:00+00:00,360.0,380.0,340.0,360.0,27,,
2006-11-22 00:00:00+00:00,320.0,380.0,318.0,380.0,12,,
2006-11-24 00:00:00+00:00,380.0,380.0,380.0,380.0,0,,
2006-11-27 00:00:00+00:00,360.0,360.0,300.0,300.0,8,,
2006-11-28 00:00:00+00:00,320.0,320.0,200.0,240.0,65,,
2006-11-29 00:00:00+00:00,260.0,320.0,240.0,320.0,23,,
2006-11-30 00:00:00+00:00,360.0,360.0,360.0,360.0,8,,
2006-12-01 00:00:00+00:00,280.0,320.0,280.0,320.0,9,,
2006-12-04 00:00:00+00:00,320.0,320.0,320.0,320.0,0,,
2006-12-05 00:00:00+00:00,260.0,280.0,260.0,260.0,14,,
2006-12-06 00:00:00+00:00,240.0,240.0,240.0,240.0,11,,
2006-12-07 00:00:00+00:00,260.0,260.0,240.0,240.0,8,,
2006-12-08 00:00:00+00:00,220.0,240.0,140.0,240.0,47,,
2006-12-11 00:00:00+00:00,180.0,200.0,180.0,200.0,9,,
2006-12-12 00:00:00+00:00,180.0,180.0,180.0,180.0,8,,
2006-12-13 00:00:00+00:00,160.0,160.0,140.0,140.0,25,,
2006-12-14 00:00:00+00:00,160.0,160.0,160.0,160.0,10,,
2006-12-15 00:00:00+00:00,160.0,160.0,140.0,160.0,18,,
2006-12-18 00:00:00+00:00,180.0,220.0,180.0,220.0,95,,
2006-12-19 00:00:00+00:00,230.0,230.0,200.0,220.0,29,,
2006-12-20 00:00:00+00:00,200.0,230.0,200.0,210.0,47,,
2006-12-21 00:00:00+00:00,210.0,210.0,200.0,200.0,15,,
2006-12-22 00:00:00+00:00,200.0,200.0,200.0,200.0,0,,
2006-12-26 00:00:00+00:00,200.0,200.0,200.0,200.0,5,,
2006-12-27 00:00:00+00:00,160.0,160.0,140.0,140.0,16,,
