date,FDX_Open,FDX_High,FDX_Low,FDX_Close,FDX_Volume,FDX_Dividends,FDX_Stock Splits
1978-04-12 00:00:00+00:00,0.9492189884185792,0.9804689884185792,0.9492189884185792,0.7856904864311218,11657600,0.0,
1978-04-13 00:00:00+00:00,0.9882810115814208,1.019531011581421,0.9882810115814208,0.8180229663848877,7366400,0.0,
1978-04-14 00:00:00+00:00,1.050781011581421,1.089843988418579,1.050781011581421,0.8697560429573059,6771200,0.0,
1978-04-17 00:00:00+00:00,1.050781011581421,1.050781011581421,1.019531011581421,0.8438893556594849,4076800,0.0,
1978-04-18 00:00:00+00:00,1.019531011581421,1.0390629768371582,1.011718988418579,0.8374232649803162,2966400,0.0,
1978-04-19 00:00:00+00:00,1.03125,1.058593988418579,1.03125,0.8535893559455872,2272000,0.0,
1978-04-20 00:00:00+00:00,1.058593988418579,1.089843988418579,1.058593988418579,0.8762227892875671,1699200,0.0,
1978-04-21 00:00:00+00:00,1.058593988418579,1.078125,1.050781011581421,0.8697560429573059,1046400,0.0,
1978-04-24 00:00:00+00:00,1.050781011581421,1.058593988418579,1.03125,0.8535893559455872,931200,0.0,
1978-04-25 00:00:00+00:00,1.078125,1.109375,1.078125,0.8923891186714172,2256000,0.0,
1978-04-26 00:00:00+00:00,1.128906011581421,1.160156011581421,1.128906011581421,0.934421956539154,1264000,0.0,
1978-04-27 00:00:00+00:00,1.128906011581421,1.160156011581421,1.128906011581421,0.934421956539154,1075200,0.0,
1978-04-28 00:00:00+00:00,1.199218988418579,1.230468988418579,1.199218988418579,0.9926214814186096,1971200,0.0,
1978-05-01 00:00:00+00:00,1.1796879768371582,1.1796879768371582,1.1484379768371582,0.9505887031555176,1500800,0.0,
1978-05-02 00:00:00+00:00,1.160156011581421,1.191406011581421,1.160156011581421,0.9602877497673036,816000,0.0,
1978-05-03 00:00:00+00:00,1.160156011581421,1.160156011581421,1.128906011581421,0.934421956539154,627200,0.0,
1978-05-04 00:00:00+00:00,1.1484379768371582,1.1796879768371582,1.1484379768371582,0.9505887031555176,1046400,0.0,
1978-05-05 00:00:00+00:00,1.160156011581421,1.191406011581421,1.160156011581421,0.9602877497673036,681600,0.0,
1978-05-08 00:00:00+00:00,1.171875,1.199218988418579,1.171875,0.9699881672859192,918400,0.0,
1978-05-09 00:00:00+00:00,1.1796879768371582,1.2109379768371582,1.1796879768371582,0.9764552712440492,694400,0.0,
1978-05-10 00:00:00+00:00,1.191406011581421,1.21875,1.191406011581421,0.9861547350883484,774400,0.0,
1978-05-11 00:00:00+00:00,1.230468988418579,1.269531011581421,1.230468988418579,1.0184874534606934,1449600,0.0,
1978-05-12 00:00:00+00:00,1.25,1.28125,1.25,1.034653902053833,627200,0.0,
1978-05-15 00:00:00+00:00,1.25,1.269531011581421,1.238281011581421,1.0249539613723757,307200,0.0,
1978-05-16 00:00:00+00:00,1.3203129768371582,1.3515629768371582,1.3203129768371582,1.0928539037704468,1225600,0.0,
1978-05-17 00:00:00+00:00,1.3203129768371582,1.339843988418579,1.308593988418579,1.0831527709960938,534400,0.0,
1978-05-18 00:00:00+00:00,1.308593988418579,1.328125,1.300781011581421,1.0766866207122805,633600,0.0,
1978-05-19 00:00:00+00:00,1.261718988418579,1.261718988418579,1.230468988418579,1.0184874534606934,1040000,0.0,
1978-05-22 00:00:00+00:00,1.230468988418579,1.25,1.21875,1.0087878704071045,451200,0.0,
1978-05-23 00:00:00+00:00,1.199218988418579,1.199218988418579,1.171875,0.9699881672859192,656000,0.0,
1978-05-24 00:00:00+00:00,1.160156011581421,1.160156011581421,1.128906011581421,0.934421956539154,912000,0.0,
1978-05-25 00:00:00+00:00,1.160156011581421,1.199218988418579,1.160156011581421,0.9602877497673036,1171200,0.0,
1978-05-26 00:00:00+00:00,1.1796879768371582,1.2109379768371582,1.1796879768371582,0.9764552712440492,499200,0.0,
1978-05-30 00:00:00+00:00,1.230468988418579,1.261718988418579,1.230468988418579,1.0184874534606934,355200,0.0,
1978-05-31 00:00:00+00:00,1.230468988418579,1.261718988418579,1.230468988418579,1.0184874534606934,870400,0.0,
1978-06-01 00:00:00+00:00,1.230468988418579,1.25,1.21875,1.0087878704071045,230400,0.0,
1978-06-02 00:00:00+00:00,1.21875,1.238281011581421,1.2109379768371582,1.0023218393325806,272000,0.0,
1978-06-05 00:00:00+00:00,1.230468988418579,1.261718988418579,1.230468988418579,1.0184874534606934,332800,0.0,
1978-06-06 00:00:00+00:00,1.25,1.28125,1.25,1.034653902053833,1222400,0.0,
1978-06-07 00:00:00+00:00,1.25,1.269531011581421,1.230468988418579,1.0184874534606934,576000,0.0,
