date,VHI_Open,VHI_High,VHI_Low,VHI_Close,VHI_Volume,VHI_Dividends,VHI_Stock Splits
1980-03-17 00:00:00+00:00,0.0,4.7253499031066895,4.109000205993652,-88.586669921875,5476,0.0,
1980-03-18 00:00:00+00:00,0.0,4.7253499031066895,4.314449787139893,-101.8746109008789,6328,0.0,
1980-03-19 00:00:00+00:00,0.0,5.341700077056885,4.930799961090088,-115.16266632080078,3285,0.0,
1980-03-20 00:00:00+00:00,0.0,5.958049774169922,5.341700077056885,-124.02133178710938,10830,0.0,
1980-03-21 00:00:00+00:00,0.0,5.958049774169922,5.547150135040283,-119.59194946289062,6145,0.0,
1980-03-24 00:00:00+00:00,0.0,5.341700077056885,4.930799961090088,-106.303955078125,8944,0.0,
1980-03-25 00:00:00+00:00,0.0,5.136250019073486,4.7253499031066895,-101.8746109008789,7423,0.0,
1980-03-26 00:00:00+00:00,0.0,4.930799961090088,4.7253499031066895,-101.8746109008789,669,0.0,
1980-03-27 00:00:00+00:00,0.0,5.136250019073486,4.7253499031066895,-106.303955078125,5476,0.0,
1980-03-28 00:00:00+00:00,0.0,5.341700077056885,4.930799961090088,-110.7332763671875,4198,0.0,
1980-03-31 00:00:00+00:00,0.0,5.136250019073486,4.7253499031066895,-106.303955078125,4320,0.0,
1980-04-01 00:00:00+00:00,0.0,5.136250019073486,4.930799961090088,-106.303955078125,2738,0.0,
1980-04-02 00:00:00+00:00,0.0,5.136250019073486,4.930799961090088,-110.7332763671875,2190,0.0,
1980-04-03 00:00:00+00:00,0.0,4.930799961090088,4.930799961090088,-106.303955078125,608,0.0,
1980-04-07 00:00:00+00:00,0.0,4.930799961090088,4.7253499031066895,-106.303955078125,487,0.0,
1980-04-08 00:00:00+00:00,0.0,4.930799961090088,4.930799961090088,-106.303955078125,1156,0.0,
1980-04-09 00:00:00+00:00,0.0,5.341700077056885,4.930799961090088,-110.7332763671875,2555,0.0,
1980-04-10 00:00:00+00:00,0.0,5.547150135040283,5.341700077056885,-115.16266632080078,8031,0.0,
1980-04-11 00:00:00+00:00,0.0,5.547150135040283,5.341700077056885,-119.59194946289062,7179,0.0,
1980-04-14 00:00:00+00:00,0.0,5.752600193023682,5.547150135040283,-119.59194946289062,9431,0.0,
1980-04-15 00:00:00+00:00,0.0,5.752600193023682,5.547150135040283,-119.59194946289062,8275,0.0,
1980-04-16 00:00:00+00:00,0.0,5.752600193023682,5.547150135040283,-119.59194946289062,1582,0.0,
1980-04-17 00:00:00+00:00,0.0,5.341700077056885,5.341700077056885,-115.16266632080078,3164,0.0,
1980-04-18 00:00:00+00:00,0.0,5.547150135040283,5.547150135040283,-119.59194946289062,6145,0.0,
1980-04-21 00:00:00+00:00,0.0,5.547150135040283,5.547150135040283,-119.59194946289062,5232,0.0,
1980-04-22 00:00:00+00:00,0.0,5.547150135040283,5.547150135040283,-119.59194946289062,61,0.0,
1980-04-23 00:00:00+00:00,0.0,5.958049774169922,5.752600193023682,-128.4506378173828,3103,0.0,
1980-04-24 00:00:00+00:00,0.0,5.958049774169922,5.752600193023682,-128.4506378173828,730,0.0,
1980-04-25 00:00:00+00:00,0.0,5.958049774169922,5.752600193023682,-128.4506378173828,1095,0.0,
1980-04-28 00:00:00+00:00,0.0,5.752600193023682,5.752600193023682,-124.02133178710938,183,0.0,
1980-04-29 00:00:00+00:00,0.0,5.958049774169922,5.752600193023682,-128.4506378173828,1582,0.0,
1980-04-30 00:00:00+00:00,5.958049774169922,5.958049774169922,5.958049774169922,-128.4506378173828,0,0.0,
1980-05-01 00:00:00+00:00,0.0,6.16349983215332,5.547150135040283,-119.59194946289062,4989,0.0,
1980-05-02 00:00:00+00:00,0.0,5.752600193023682,5.547150135040283,-124.02133178710938,1704,0.0,
1980-05-05 00:00:00+00:00,0.0,6.16349983215332,5.752600193023682,-132.8799285888672,2677,0.0,
1980-05-06 00:00:00+00:00,0.0,6.368949890136719,6.16349983215332,-137.30929565429688,3468,0.0,
1980-05-07 00:00:00+00:00,0.0,6.368949890136719,6.368949890136719,-137.30929565429688,2069,0.0,
1980-05-08 00:00:00+00:00,0.0,6.985300064086914,6.574399948120117,-141.73855590820312,5780,0.0,
1980-05-09 00:00:00+00:00,0.0,6.574399948120117,6.574399948120117,-141.73855590820312,5902,0.0,
1980-05-12 00:00:00+00:00,0.0,6.779850006103516,6.574399948120117,-146.1679229736328,2616,0.0,
1980-05-13 00:00:00+00:00,0.0,6.779850006103516,6.779850006103516,-146.1679229736328,852,0.0,
1980-05-14 00:00:00+00:00,0.0,6.985300064086914,6.574399948120117,-141.73855590820312,12108,0.0,
1980-05-15 00:00:00+00:00,0.0,6.779850006103516,6.574399948120117,-146.1679229736328,2190,0.0,
1980-05-16 00:00:00+00:00,0.0,6.779850006103516,6.574399948120117,-141.73855590820312,5841,0.0,
1980-05-19 00:00:00+00:00,0.0,7.601650238037109,6.574399948120117,-163.8852996826172,6023,0.0,
1980-05-20 00:00:00+00:00,0.0,7.396200180053711,7.396200180053711,-159.4558563232422,8031,0.0,
1980-05-21 00:00:00+00:00,0.0,7.601650238037109,7.396200180053711,-163.8852996826172,13507,0.0,
1980-05-22 00:00:00+00:00,0.0,8.012550354003906,7.601650238037109,-168.3146209716797,7544,0.0,
