date,DORM_Open,DORM_High,DORM_Low,DORM_Close,DORM_Volume,DORM_Dividends,DORM_Stock Splits
1991-03-12 00:00:00+00:00,2.0,2.09375,1.84375,1.9135197401046755,2396000,0.0,
1991-03-13 00:00:00+00:00,2.0,2.09375,2.0,1.9434185028076167,516000,0.0,
1991-03-14 00:00:00+00:00,2.03125,2.0625,2.0,1.9135197401046755,260800,0.0,
1991-03-15 00:00:00+00:00,2.0,2.0625,1.96875,1.9135197401046755,423200,0.0,
1991-03-18 00:00:00+00:00,2.0625,2.0625,1.96875,1.8836209774017332,86400,0.0,
1991-03-19 00:00:00+00:00,1.96875,2.0,1.96875,1.9135197401046755,113600,0.0,
1991-03-20 00:00:00+00:00,1.96875,2.0,1.9375,1.8537222146987915,197200,0.0,
1991-03-21 00:00:00+00:00,1.96875,1.96875,1.90625,1.8238234519958496,303600,0.0,
1991-03-22 00:00:00+00:00,1.96875,1.96875,1.90625,1.8238234519958496,80800,0.0,
1991-03-25 00:00:00+00:00,1.90625,1.96875,1.90625,1.8836209774017332,66000,0.0,
1991-03-26 00:00:00+00:00,1.9375,1.96875,1.9375,1.8537222146987915,384000,0.0,
1991-03-27 00:00:00+00:00,1.96875,2.03125,1.9375,1.8836209774017332,374000,0.0,
1991-03-28 00:00:00+00:00,1.96875,2.03125,1.96875,1.9135197401046755,126400,0.0,
1991-04-01 00:00:00+00:00,2.21875,2.25,2.0625,2.003216028213501,679200,0.0,
1991-04-02 00:00:00+00:00,2.1875,2.25,2.09375,2.092912197113037,412800,0.0,
1991-04-03 00:00:00+00:00,2.28125,2.28125,2.1875,2.152709722518921,245600,0.0,
1991-04-04 00:00:00+00:00,2.28125,2.3125,2.21875,2.182608366012573,269600,0.0,
1991-04-05 00:00:00+00:00,2.3125,2.34375,2.21875,2.182608366012573,562400,0.0,
1991-04-08 00:00:00+00:00,2.28125,2.28125,2.21875,2.182608366012573,314000,0.0,
1991-04-09 00:00:00+00:00,2.28125,2.3125,2.21875,2.182608366012573,457600,0.0,
1991-04-10 00:00:00+00:00,2.3125,2.3125,2.21875,2.122811079025269,90400,0.0,
1991-04-11 00:00:00+00:00,2.3125,2.34375,2.25,2.182608366012573,443600,0.0,
1991-04-12 00:00:00+00:00,2.28125,2.34375,2.28125,2.242405891418457,285600,0.0,
1991-04-15 00:00:00+00:00,2.34375,2.34375,2.28125,2.242405891418457,150400,0.0,
1991-04-16 00:00:00+00:00,2.34375,2.34375,2.28125,2.182608366012573,226400,0.0,
1991-04-17 00:00:00+00:00,2.34375,2.34375,2.28125,2.242405891418457,60000,0.0,
1991-04-18 00:00:00+00:00,2.28125,2.3125,2.28125,2.2125072479248047,30800,0.0,
1991-04-19 00:00:00+00:00,2.28125,2.34375,2.28125,2.182608366012573,140800,0.0,
1991-04-22 00:00:00+00:00,2.28125,2.34375,2.25,2.152709722518921,281600,0.0,
1991-04-23 00:00:00+00:00,2.25,2.3125,2.1875,2.092912197113037,50000,0.0,
1991-04-24 00:00:00+00:00,2.1875,2.25,2.1875,2.152709722518921,18400,0.0,
1991-04-25 00:00:00+00:00,2.1875,2.25,2.1875,2.092912197113037,36000,0.0,
1991-04-26 00:00:00+00:00,2.21875,2.21875,2.1875,2.092912197113037,14400,0.0,
1991-04-29 00:00:00+00:00,2.21875,2.21875,2.15625,2.0630135536193848,30000,0.0,
1991-04-30 00:00:00+00:00,2.1875,2.1875,2.0625,1.973317265510559,82800,0.0,
1991-05-01 00:00:00+00:00,2.0625,2.1875,2.0625,2.092912197113037,21200,0.0,
1991-05-02 00:00:00+00:00,2.0625,2.1875,2.0625,2.0331146717071533,336000,0.0,
1991-05-03 00:00:00+00:00,2.125,2.1875,2.0625,2.092912197113037,112000,0.0,
1991-05-06 00:00:00+00:00,2.125,2.1875,2.03125,2.003216028213501,85200,0.0,
1991-05-07 00:00:00+00:00,2.09375,2.09375,2.0,1.9135197401046755,8800,0.0,
1991-05-08 00:00:00+00:00,2.0,2.09375,1.96875,2.003216028213501,113600,0.0,
1991-05-09 00:00:00+00:00,2.03125,2.125,2.03125,2.003216028213501,92400,0.0,
1991-05-10 00:00:00+00:00,2.09375,2.09375,2.09375,2.003216028213501,7200,0.0,
1991-05-13 00:00:00+00:00,2.09375,2.125,2.0625,2.003216028213501,17200,0.0,
1991-05-14 00:00:00+00:00,2.0625,2.125,2.03125,1.973317265510559,87200,0.0,
1991-05-15 00:00:00+00:00,2.09375,2.1875,2.0,1.9135197401046755,114000,0.0,
1991-05-16 00:00:00+00:00,2.0625,2.125,1.96875,1.8836209774017332,23200,0.0,
1991-05-17 00:00:00+00:00,2.0625,2.09375,2.0625,1.973317265510559,20400,0.0,
1991-05-20 00:00:00+00:00,2.0625,2.0625,2.0625,1.973317265510559,2000,0.0,
1991-05-21 00:00:00+00:00,2.0625,2.125,2.0,1.9135197401046755,43200,0.0,
1991-05-22 00:00:00+00:00,2.0,2.0625,2.0,1.9135197401046755,63200,0.0,
1991-05-23 00:00:00+00:00,2.0,2.125,2.0,1.9434185028076167,88000,0.0,
1991-05-24 00:00:00+00:00,1.96875,1.96875,1.96875,1.8836209774017332,6000,0.0,
1991-05-28 00:00:00+00:00,1.96875,2.0625,1.96875,1.9434185028076167,37200,0.0,
1991-05-29 00:00:00+00:00,2.0625,2.0625,1.96875,1.8836209774017332,25600,0.0,
1991-05-30 00:00:00+00:00,2.0625,2.0625,1.96875,1.973317265510559,15600,0.0,
1991-05-31 00:00:00+00:00,2.03125,2.0625,1.96875,1.9135197401046755,54000,0.0,
1991-06-03 00:00:00+00:00,1.96875,2.0625,1.96875,1.8836209774017332,35200,0.0,
1991-06-04 00:00:00+00:00,2.03125,2.03125,1.8125,1.8836209774017332,307600,0.0,
1991-06-05 00:00:00+00:00,1.875,1.9375,1.6875,1.7939248085021973,351200,0.0,
1991-06-06 00:00:00+00:00,1.9375,1.9375,1.8125,1.7939248085021973,10800,0.0,
1991-06-07 00:00:00+00:00,1.90625,1.96875,1.8125,1.8836209774017332,48800,0.0,
1991-06-10 00:00:00+00:00,1.90625,2.0,1.875,1.9135197401046755,72000,0.0,
1991-06-11 00:00:00+00:00,2.0,2.0,1.875,1.9135197401046755,57200,0.0,
1991-06-12 00:00:00+00:00,1.875,2.0,1.875,1.9135197401046755,24000,0.0,
1991-06-13 00:00:00+00:00,1.875,1.875,1.875,1.7939248085021973,2000,0.0,
1991-06-14 00:00:00+00:00,1.875,2.0,1.875,1.9135197401046755,30800,0.0,
1991-06-17 00:00:00+00:00,2.0,2.0,1.875,1.7939248085021973,11600,0.0,
1991-06-18 00:00:00+00:00,1.875,2.0,1.875,1.9135197401046755,16800,0.0,
1991-06-19 00:00:00+00:00,1.875,2.0,1.875,1.9135197401046755,17200,0.0,
1991-06-20 00:00:00+00:00,1.90625,2.0,1.875,1.9135197401046755,41600,0.0,
1991-06-21 00:00:00+00:00,1.9375,2.03125,1.9375,1.9434185028076167,80000,0.0,
1991-06-24 00:00:00+00:00,2.03125,2.03125,1.875,1.7939248085021973,16400,0.0,
1991-06-25 00:00:00+00:00,1.875,2.03125,1.875,1.9434185028076167,20400,0.0,
1991-06-26 00:00:00+00:00,1.875,1.90625,1.875,1.7939248085021973,7600,0.0,
1991-06-27 00:00:00+00:00,1.875,2.03125,1.875,1.8238234519958496,14400,0.0,
1991-06-28 00:00:00+00:00,1.90625,2.0,1.90625,1.9135197401046755,29600,0.0,
1991-07-01 00:00:00+00:00,1.875,2.03125,1.875,1.8238234519958496,22800,0.0,
1991-07-02 00:00:00+00:00,2.03125,2.03125,1.875,1.9434185028076167,131600,0.0,
1991-07-03 00:00:00+00:00,2.03125,2.03125,1.875,1.9434185028076167,24400,0.0,
1991-07-05 00:00:00+00:00,1.875,2.03125,1.875,1.9434185028076167,14400,0.0,
1991-07-08 00:00:00+00:00,2.0,2.03125,1.875,1.9434185028076167,456000,0.0,
1991-07-09 00:00:00+00:00,2.03125,2.03125,1.9375,1.9434185028076167,73200,0.0,
1991-07-10 00:00:00+00:00,1.96875,2.03125,1.9375,1.9135197401046755,330800,0.0,
1991-07-11 00:00:00+00:00,2.0,2.0,1.9375,1.8537222146987915,48800,0.0,
1991-07-12 00:00:00+00:00,1.9375,2.0,1.9375,1.8537222146987915,26000,0.0,
1991-07-15 00:00:00+00:00,2.0,2.0,1.9375,1.9135197401046755,98000,0.0,
1991-07-16 00:00:00+00:00,2.0,2.0,1.9375,1.8537222146987915,13200,0.0,
1991-07-17 00:00:00+00:00,2.0,2.0625,1.9375,1.9135197401046755,169200,0.0,
1991-07-18 00:00:00+00:00,2.0625,2.0625,2.0,1.973317265510559,113200,0.0,
1991-07-19 00:00:00+00:00,2.0,2.0625,2.0,1.9135197401046755,127200,0.0,
1991-07-22 00:00:00+00:00,2.0,2.0625,2.0,1.9135197401046755,108400,0.0,
1991-07-23 00:00:00+00:00,2.0,2.03125,1.9375,1.9434185028076167,91600,0.0,
1991-07-24 00:00:00+00:00,1.90625,1.9375,1.90625,1.8238234519958496,46000,0.0,
1991-07-25 00:00:00+00:00,2.03125,2.03125,1.9375,1.9434185028076167,147600,0.0,
1991-07-26 00:00:00+00:00,1.90625,2.03125,1.90625,1.8238234519958496,33600,0.0,
1991-07-29 00:00:00+00:00,1.90625,2.03125,1.90625,1.9434185028076167,301200,0.0,
1991-07-30 00:00:00+00:00,1.96875,1.96875,1.96875,1.8836209774017332,89200,0.0,
1991-07-31 00:00:00+00:00,2.03125,2.03125,1.96875,1.9135197401046755,76800,0.0,
1991-08-01 00:00:00+00:00,1.9375,2.0,1.9375,1.8537222146987915,61600,0.0,
1991-08-02 00:00:00+00:00,2.0,2.0,1.90625,1.8537222146987915,110000,0.0,
1991-08-05 00:00:00+00:00,1.90625,2.0,1.90625,1.8537222146987915,31200,0.0,
1991-08-06 00:00:00+00:00,1.90625,2.0,1.875,1.8238234519958496,160000,0.0,
1991-08-07 00:00:00+00:00,1.9375,1.9375,1.90625,1.8238234519958496,71200,0.0,
1991-08-08 00:00:00+00:00,1.90625,1.90625,1.90625,1.8238234519958496,48000,0.0,
1991-08-09 00:00:00+00:00,1.90625,1.9375,1.90625,1.8238234519958496,168400,0.0,
1991-08-12 00:00:00+00:00,1.90625,1.90625,1.90625,1.8238234519958496,9200,0.0,
1991-08-13 00:00:00+00:00,1.90625,1.9375,1.90625,1.8238234519958496,13600,0.0,
1991-08-14 00:00:00+00:00,1.90625,1.90625,1.90625,1.8238234519958496,20400,0.0,
1991-08-15 00:00:00+00:00,1.90625,1.9375,1.90625,1.8537222146987915,44400,0.0,
1991-08-16 00:00:00+00:00,1.9375,1.9375,1.875,1.7939248085021973,30000,0.0,
1991-08-19 00:00:00+00:00,1.8125,1.875,1.8125,1.7939248085021973,25200,0.0,
1991-08-20 00:00:00+00:00,1.9375,1.9375,1.875,1.8238234519958496,92800,0.0,
1991-08-21 00:00:00+00:00,1.875,1.90625,1.875,1.7939248085021973,38400,0.0,
