date,DPSI_Open,DPSI_High,DPSI_Low,DPSI_Close,DPSI_Volume,DPSI_Dividends,DPSI_Stock Splits
2011-03-18 00:00:00+00:00,2900.0,3000.0,2900.0,2900.0,2.0,,
2011-03-21 00:00:00+00:00,2900.0,2900.0,2900.0,2900.0,0.0,,
2011-03-22 00:00:00+00:00,2900.0,2900.0,2800.0,2800.0,11.0,,
2011-03-23 00:00:00+00:00,2700.0,2900.0,2670.0,2900.0,6.0,,
2011-03-24 00:00:00+00:00,2800.0,2800.0,2790.0,2790.0,3.0,,
2011-03-25 00:00:00+00:00,2700.0,2700.0,2700.0,2700.0,0.0,,
2011-03-28 00:00:00+00:00,2700.0,3150.0,2660.0,3150.0,5.0,,
2011-03-29 00:00:00+00:00,3150.0,3150.0,3150.0,3150.0,0.0,,
2011-03-30 00:00:00+00:00,2600.0,2600.0,2600.0,2600.0,0.0,,
2011-03-31 00:00:00+00:00,3200.0,3200.0,2740.0,2750.0,7.0,,
2011-04-01 00:00:00+00:00,2600.0,2600.0,2600.0,2600.0,0.0,,
2011-04-04 00:00:00+00:00,2600.0,2900.0,2600.0,2900.0,7.0,,
2011-04-05 00:00:00+00:00,2800.0,2900.0,2800.0,2900.0,3.0,,
2011-04-06 00:00:00+00:00,2900.0,2900.0,2900.0,2900.0,8.0,,
2011-04-07 00:00:00+00:00,2650.0,2650.0,2650.0,2650.0,0.0,,
2011-04-08 00:00:00+00:00,2680.0,3000.0,2680.0,3000.0,0.0,,
2011-04-11 00:00:00+00:00,2680.0,2680.0,2680.0,2680.0,0.0,,
2011-04-12 00:00:00+00:00,2680.0,2680.0,2400.0,2583.0,9.0,,
2011-04-13 00:00:00+00:00,2583.0,2583.0,2583.0,2583.0,0.0,,
2011-04-14 00:00:00+00:00,2400.0,2400.0,2400.0,2400.0,0.0,,
2011-04-15 00:00:00+00:00,2400.0,2400.0,2400.0,2400.0,0.0,,
2011-04-18 00:00:00+00:00,2500.0,2500.0,2500.0,2500.0,0.0,,
2011-04-19 00:00:00+00:00,2500.0,2680.0,2500.0,2680.0,3.0,,
2011-04-20 00:00:00+00:00,2500.0,2500.0,2500.0,2500.0,0.0,,
2011-04-21 00:00:00+00:00,2500.0,2500.0,2500.0,2500.0,0.0,,
2011-04-25 00:00:00+00:00,2500.0,2500.0,2500.0,2500.0,0.0,,
2011-04-26 00:00:00+00:00,2500.0,2500.0,2500.0,2500.0,0.0,,
2011-04-27 00:00:00+00:00,2500.0,2500.0,2500.0,2500.0,0.0,,
2011-04-28 00:00:00+00:00,2400.0,2800.0,2400.0,2800.0,1.0,,
2011-04-29 00:00:00+00:00,2700.0,2700.0,2700.0,2700.0,0.0,,
2011-05-02 00:00:00+00:00,2700.0,2700.0,2700.0,2700.0,0.0,,
2011-05-03 00:00:00+00:00,2400.0,2400.0,2400.0,2400.0,0.0,,
2011-05-04 00:00:00+00:00,2800.0,2800.0,2800.0,2800.0,0.0,,
2011-05-05 00:00:00+00:00,2400.0,2400.0,2400.0,2400.0,0.0,,
2011-05-06 00:00:00+00:00,2400.0,2400.0,2400.0,2400.0,1.0,,
2011-05-09 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-10 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-11 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-12 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-13 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-16 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-17 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-18 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-19 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-20 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-23 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-24 00:00:00+00:00,2450.0,2990.0,2450.0,2450.0,2.0,,
2011-05-25 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-26 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-27 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-05-31 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-06-01 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-06-02 00:00:00+00:00,2450.0,2450.0,2450.0,2450.0,0.0,,
2011-06-03 00:00:00+00:00,2450.0,2450.0,2400.0,2400.0,7.0,,
2011-06-06 00:00:00+00:00,2250.0,2310.0,2250.0,2310.0,1.0,,
2011-06-07 00:00:00+00:00,2400.0,2400.0,2400.0,2400.0,0.0,,
2011-06-08 00:00:00+00:00,2300.0,2400.0,2300.0,2400.0,1.0,,
2011-06-09 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,1.0,,
2011-06-10 00:00:00+00:00,2300.0,2310.0,2300.0,2300.0,2.0,,
2011-06-13 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,0.0,,
2011-06-14 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,0.0,,
2011-06-15 00:00:00+00:00,2300.0,2300.0,2220.0,2270.0,4.0,,
2011-06-16 00:00:00+00:00,2270.0,2270.0,2270.0,2270.0,0.0,,
2011-06-17 00:00:00+00:00,2490.0,3100.0,2490.0,3000.0,10.0,,
2011-06-20 00:00:00+00:00,2800.0,3200.0,2800.0,3200.0,1.0,,
2011-06-21 00:00:00+00:00,2700.0,3250.0,2700.0,2700.0,6.0,,
2011-06-22 00:00:00+00:00,2700.0,2700.0,2510.0,2510.0,6.0,,
2011-06-23 00:00:00+00:00,2550.0,2600.0,2410.0,2550.0,25.0,,
2011-06-24 00:00:00+00:00,2500.0,2500.0,2500.0,2500.0,2.0,,
2011-06-27 00:00:00+00:00,2550.0,2600.0,2260.0,2600.0,8.0,,
2011-06-28 00:00:00+00:00,2600.0,2600.0,2400.0,2400.0,12.0,,
2011-06-29 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,0.0,,
2011-06-30 00:00:00+00:00,2600.0,2600.0,2300.0,2300.0,8.0,,
2011-07-01 00:00:00+00:00,2350.0,2350.0,2350.0,2350.0,0.0,,
2011-07-05 00:00:00+00:00,2350.0,2350.0,2300.0,2300.0,5.0,,
2011-07-06 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,8.0,,
2011-07-07 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,1.0,,
2011-07-08 00:00:00+00:00,2350.0,2350.0,2350.0,2350.0,2.0,,
2011-07-11 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,0.0,,
2011-07-12 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,0.0,,
2011-07-13 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,0.0,,
2011-07-14 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,0.0,,
2011-07-15 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,0.0,,
2011-07-18 00:00:00+00:00,2350.0,2350.0,2350.0,2350.0,13.0,,
2011-07-19 00:00:00+00:00,2350.0,2350.0,2350.0,2350.0,0.0,,
2011-07-20 00:00:00+00:00,2350.0,2350.0,2350.0,2350.0,9.0,,
2011-07-21 00:00:00+00:00,2300.0,2350.0,2300.0,2350.0,1.0,,
2011-07-22 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,0.0,,
2011-07-25 00:00:00+00:00,2300.0,2340.0,2300.0,2310.0,1.0,,
2011-07-26 00:00:00+00:00,2350.0,2350.0,2310.0,2320.0,5.0,,
2011-07-27 00:00:00+00:00,2310.0,2340.0,2250.0,2340.0,13.0,,
2011-07-28 00:00:00+00:00,2340.0,2340.0,2340.0,2340.0,0.0,,
2011-07-29 00:00:00+00:00,2300.0,2300.0,2260.0,2260.0,6.0,,
2011-08-01 00:00:00+00:00,2260.0,2290.0,2250.0,2250.0,7.0,,
2011-08-02 00:00:00+00:00,2250.0,2270.0,2210.0,2250.0,6.0,,
2011-08-03 00:00:00+00:00,2260.0,2290.0,2260.0,2290.0,7.0,,
2011-08-04 00:00:00+00:00,2290.0,2290.0,2210.0,2250.0,4.0,,
2011-08-05 00:00:00+00:00,2250.0,2280.0,2200.0,2230.0,13.0,,
2011-08-08 00:00:00+00:00,2220.0,2230.0,2000.0,2000.0,12.0,,
2011-08-09 00:00:00+00:00,2000.0,2280.0,2000.0,2280.0,8.0,,
2011-08-10 00:00:00+00:00,2250.0,2270.0,2120.0,2270.0,1.0,,
2011-08-11 00:00:00+00:00,2120.0,2260.0,2120.0,2260.0,3.0,,
2011-08-12 00:00:00+00:00,2170.0,2260.0,2170.0,2260.0,0.0,,
2011-08-15 00:00:00+00:00,2400.0,2500.0,2350.0,2350.0,12.0,,
2011-08-16 00:00:00+00:00,2350.0,2350.0,2300.0,2350.0,2.0,,
2011-08-17 00:00:00+00:00,2300.0,2300.0,2300.0,2300.0,2.0,,
2011-08-18 00:00:00+00:00,2340.0,2340.0,2300.0,2340.0,0.0,,
2011-08-19 00:00:00+00:00,2300.0,2300.0,2200.0,2280.0,3.0,,
2011-08-22 00:00:00+00:00,2280.0,2280.0,2280.0,2280.0,0.0,,
2011-08-23 00:00:00+00:00,2200.0,2280.0,2200.0,2280.0,1.0,,
2011-08-24 00:00:00+00:00,2200.0,2280.0,2200.0,2280.0,2.0,,
2011-08-25 00:00:00+00:00,2200.0,2280.0,2200.0,2280.0,5.0,,
2011-08-26 00:00:00+00:00,2200.0,2250.0,2170.0,2250.0,6.0,,
2011-08-29 00:00:00+00:00,2250.0,2250.0,2250.0,2250.0,0.0,,
2011-08-30 00:00:00+00:00,2100.0,2100.0,2020.0,2100.0,21.0,,
2011-08-31 00:00:00+00:00,2150.0,2200.0,1950.0,2200.0,11.0,,
2011-09-01 00:00:00+00:00,2020.0,2240.0,1910.0,2240.0,14.0,,
2011-09-02 00:00:00+00:00,1910.0,2230.0,1910.0,2230.0,3.0,,
2011-09-06 00:00:00+00:00,1910.0,2150.0,1910.0,2150.0,3.0,,
2011-09-07 00:00:00+00:00,2150.0,2150.0,2150.0,2150.0,5.0,,
2011-09-08 00:00:00+00:00,2150.0,2150.0,2150.0,2150.0,0.0,,
2011-09-09 00:00:00+00:00,1910.0,2050.0,1910.0,1910.0,3.0,,
2011-09-12 00:00:00+00:00,1910.0,2110.0,1910.0,1990.0,1.0,,
2011-09-13 00:00:00+00:00,1930.0,2110.0,1900.0,2000.0,12.0,,
2011-09-14 00:00:00+00:00,2000.0,2000.0,2000.0,2000.0,0.0,,
2011-09-15 00:00:00+00:00,1900.0,2000.0,1900.0,2000.0,1.0,,
2011-09-16 00:00:00+00:00,1900.0,2000.0,1900.0,2000.0,0.0,,
2011-09-19 00:00:00+00:00,2000.0,2000.0,2000.0,2000.0,0.0,,
2011-09-20 00:00:00+00:00,1900.0,2000.0,1850.0,2000.0,14.0,,
2011-09-21 00:00:00+00:00,1850.0,2000.0,1850.0,1850.0,2.0,,
2011-09-22 00:00:00+00:00,2000.0,2100.0,2000.0,2000.0,24.0,,
2011-09-23 00:00:00+00:00,2000.0,2040.0,1900.0,2040.0,9.0,,
2011-09-26 00:00:00+00:00,2000.0,2170.0,2000.0,2170.0,15.0,,
2011-09-27 00:00:00+00:00,1900.0,2180.0,1900.0,2100.0,10.0,,
2011-09-28 00:00:00+00:00,2150.0,2240.0,2150.0,2200.0,16.0,,
2011-09-29 00:00:00+00:00,2200.0,2200.0,2200.0,2200.0,0.0,,
2011-09-30 00:00:00+00:00,2150.0,2150.0,2100.0,2150.0,1.0,,
2011-10-03 00:00:00+00:00,2020.0,2020.0,2020.0,2020.0,0.0,,
2011-10-04 00:00:00+00:00,2020.0,2050.0,2020.0,2050.0,2.0,,
2011-10-05 00:00:00+00:00,2020.0,2050.0,2020.0,2050.0,1.0,,
2011-10-06 00:00:00+00:00,2020.0,2050.0,2000.0,2050.0,12.0,,
2011-10-07 00:00:00+00:00,2000.0,2000.0,1620.0,1960.0,13.0,,
2011-10-10 00:00:00+00:00,1800.0,1800.0,1750.0,1750.0,15.0,,
2011-10-11 00:00:00+00:00,1700.0,2100.0,1660.0,1800.0,25.0,,
2011-10-12 00:00:00+00:00,1960.0,1960.0,1650.0,1650.0,10.0,,
2011-10-13 00:00:00+00:00,1700.0,1750.0,1700.0,1750.0,1.0,,
2011-10-14 00:00:00+00:00,1750.0,1750.0,1750.0,1750.0,0.0,,
2011-10-17 00:00:00+00:00,1750.0,1750.0,1750.0,1750.0,0.0,,
2011-10-18 00:00:00+00:00,1700.0,1750.0,1700.0,1750.0,0.0,,
2011-10-19 00:00:00+00:00,1700.0,1700.0,1700.0,1700.0,0.0,,
2011-10-20 00:00:00+00:00,1700.0,1700.0,1670.0,1670.0,6.0,,
2011-10-21 00:00:00+00:00,1610.0,1660.0,1610.0,1650.0,10.0,,
2011-10-24 00:00:00+00:00,1650.0,1650.0,1650.0,1650.0,1.0,,
2011-10-25 00:00:00+00:00,1630.0,1630.0,1560.0,1560.0,10.0,,
2011-10-26 00:00:00+00:00,1560.0,1600.0,1500.0,1600.0,13.0,,
2011-10-27 00:00:00+00:00,1550.0,1570.0,1550.0,1550.0,5.0,,
2011-10-28 00:00:00+00:00,1550.0,1570.0,1550.0,1570.0,5.0,,
2011-10-31 00:00:00+00:00,1520.0,1570.0,1520.0,1570.0,2.0,,
2011-11-01 00:00:00+00:00,1570.0,1570.0,1570.0,1570.0,0.0,,
2011-11-02 00:00:00+00:00,1520.0,1520.0,1520.0,1520.0,2.0,,
2011-11-03 00:00:00+00:00,1550.0,1570.0,1550.0,1570.0,4.0,,
2011-11-04 00:00:00+00:00,1550.0,1570.0,1400.0,1400.0,58.0,,
2011-11-07 00:00:00+00:00,1570.0,1570.0,1150.0,1150.0,4.0,,
2011-11-08 00:00:00+00:00,1150.0,1330.0,1150.0,1330.0,6.0,,
2011-11-09 00:00:00+00:00,1200.0,1200.0,750.0,1010.0,116.0,,
2011-11-10 00:00:00+00:00,950.0,1080.0,950.0,1080.0,61.0,,
2011-11-11 00:00:00+00:00,920.0,1300.0,920.0,1300.0,46.0,,
2011-11-14 00:00:00+00:00,1250.0,1250.0,1000.0,1000.0,16.0,,
2011-11-15 00:00:00+00:00,1000.0,1000.0,1000.0,1000.0,0.0,,
2011-11-16 00:00:00+00:00,1010.0,1180.0,1000.0,1180.0,3.0,,
2011-11-17 00:00:00+00:00,1010.0,1010.0,1010.0,1010.0,0.0,,
2011-11-18 00:00:00+00:00,1190.0,1200.0,1150.0,1150.0,12.0,,
2011-11-21 00:00:00+00:00,1150.0,1150.0,1050.0,1050.0,0.0,,
2011-11-22 00:00:00+00:00,965.0,965.0,900.0,920.0,28.0,,
2011-11-23 00:00:00+00:00,920.0,960.0,920.0,960.0,0.0,,
2011-11-25 00:00:00+00:00,960.0,960.0,960.0,960.0,0.0,,
2011-11-28 00:00:00+00:00,980.0,1100.0,980.0,1100.0,0.0,,
2011-11-29 00:00:00+00:00,1100.0,1100.0,1100.0,1100.0,0.0,,
2011-11-30 00:00:00+00:00,1100.0,1100.0,1100.0,1100.0,0.0,,
2011-12-01 00:00:00+00:00,990.0,990.0,990.0,990.0,8.0,,
2011-12-02 00:00:00+00:00,990.0,1000.0,950.0,950.0,6.0,,
2011-12-05 00:00:00+00:00,950.0,950.0,920.0,945.0,21.0,,
2011-12-06 00:00:00+00:00,920.0,945.0,900.0,945.0,0.0,,
2011-12-07 00:00:00+00:00,900.0,900.0,900.0,900.0,3.0,,
2011-12-08 00:00:00+00:00,900.0,945.0,880.0,945.0,18.0,,
2011-12-09 00:00:00+00:00,800.0,900.0,800.0,900.0,1.0,,
2011-12-12 00:00:00+00:00,800.0,900.0,800.0,900.0,0.0,,
2011-12-13 00:00:00+00:00,800.0,800.0,800.0,800.0,3.0,,
2011-12-14 00:00:00+00:00,800.0,800.0,630.0,750.0,8.0,,
2011-12-15 00:00:00+00:00,700.0,700.0,620.0,700.0,25.0,,
2011-12-16 00:00:00+00:00,650.0,750.0,620.0,730.0,42.0,,
2011-12-19 00:00:00+00:00,730.0,730.0,730.0,730.0,0.0,,
2011-12-20 00:00:00+00:00,600.0,730.0,600.0,650.0,21.0,,
2011-12-21 00:00:00+00:00,600.0,650.0,600.0,650.0,21.0,,
2011-12-22 00:00:00+00:00,600.0,650.0,580.0,640.0,39.0,,
2011-12-23 00:00:00+00:00,650.0,650.0,580.0,650.0,2.0,,
2011-12-27 00:00:00+00:00,580.0,640.0,580.0,580.0,27.0,,
2011-12-28 00:00:00+00:00,600.0,600.0,500.0,520.0,141.0,,
2011-12-29 00:00:00+00:00,500.0,700.0,500.0,650.0,6.0,,
2011-12-30 00:00:00+00:00,570.0,750.0,570.0,750.0,7.0,,
2012-01-03 00:00:00+00:00,650.0,850.0,650.0,850.0,2.0,,
2012-01-04 00:00:00+00:00,700.0,950.0,700.0,950.0,3.0,,
2012-01-05 00:00:00+00:00,900.0,910.0,900.0,900.0,22.0,,
2012-01-06 00:00:00+00:00,900.0,900.0,900.0,900.0,0.0,,
2012-01-09 00:00:00+00:00,950.0,950.0,800.0,950.0,4.0,,
2012-01-10 00:00:00+00:00,1010.0,1050.0,1010.0,1050.0,4.0,,
2012-01-11 00:00:00+00:00,1000.0,1000.0,800.0,800.0,5.0,,
2012-01-12 00:00:00+00:00,1050.0,1050.0,1050.0,1050.0,2.0,,
2012-01-13 00:00:00+00:00,1050.0,1050.0,1050.0,1050.0,0.0,,
2012-01-17 00:00:00+00:00,1050.0,1050.0,900.0,900.0,0.0,,
2012-01-18 00:00:00+00:00,1050.0,1050.0,1050.0,1050.0,2.0,,
2012-01-19 00:00:00+00:00,1100.0,1100.0,900.0,1100.0,0.0,,
2012-01-20 00:00:00+00:00,1100.0,1140.0,1100.0,1140.0,3.0,,
2012-01-23 00:00:00+00:00,1090.0,1090.0,1050.0,1050.0,5.0,,
2012-01-24 00:00:00+00:00,1130.0,1150.0,1000.0,1150.0,4.0,,
2012-01-25 00:00:00+00:00,1150.0,1150.0,1050.0,1050.0,17.0,,
2012-01-26 00:00:00+00:00,1050.0,1120.0,1050.0,1100.0,5.0,,
2012-01-27 00:00:00+00:00,950.0,1140.0,950.0,1140.0,1.0,,
2012-01-30 00:00:00+00:00,1130.0,1140.0,950.0,950.0,6.0,,
2012-01-31 00:00:00+00:00,1130.0,1130.0,1130.0,1130.0,1.0,,
2012-02-01 00:00:00+00:00,1130.0,1140.0,950.0,1030.0,8.0,,
2012-02-02 00:00:00+00:00,990.0,990.0,800.0,900.0,6.0,,
2012-02-03 00:00:00+00:00,900.0,1250.0,810.0,1250.0,32.0,,
2012-02-06 00:00:00+00:00,1200.0,1200.0,1200.0,1200.0,3.0,,
2012-02-07 00:00:00+00:00,1050.0,1140.0,1000.0,1000.0,8.0,,
2012-02-08 00:00:00+00:00,1000.0,1000.0,1000.0,1000.0,1.0,,
2012-02-09 00:00:00+00:00,1100.0,1100.0,1090.0,1090.0,1.0,,
2012-02-10 00:00:00+00:00,1000.0,1190.0,1000.0,1190.0,47.0,,
2012-02-13 00:00:00+00:00,1190.0,1190.0,1190.0,1190.0,0.0,,
2012-02-14 00:00:00+00:00,1190.0,1190.0,1190.0,1190.0,0.0,,
2012-02-15 00:00:00+00:00,1170.0,1170.0,900.0,1160.0,2.0,,
2012-02-16 00:00:00+00:00,900.0,1170.0,900.0,1170.0,1.0,,
2012-02-17 00:00:00+00:00,1170.0,1170.0,1170.0,1170.0,0.0,,
2012-02-21 00:00:00+00:00,900.0,1170.0,900.0,1170.0,2.0,,
2012-02-22 00:00:00+00:00,1010.0,1170.0,1010.0,1170.0,5.0,,
2012-02-23 00:00:00+00:00,1170.0,1200.0,1170.0,1170.0,3.0,,
2012-02-24 00:00:00+00:00,1170.0,1400.0,1170.0,1400.0,31.0,,
2012-02-27 00:00:00+00:00,1350.0,1420.0,1350.0,1350.0,14.0,,
2012-02-28 00:00:00+00:00,1400.0,1400.0,1230.0,1400.0,22.0,,
2012-02-29 00:00:00+00:00,1400.0,1510.0,1390.0,1500.0,22.0,,
2012-03-01 00:00:00+00:00,1450.0,1480.0,1450.0,1450.0,2.0,,
2012-03-02 00:00:00+00:00,1400.0,1530.0,1400.0,1530.0,1.0,,
2012-03-05 00:00:00+00:00,1450.0,1450.0,1450.0,1450.0,0.0,,
2012-03-06 00:00:00+00:00,1450.0,1450.0,1450.0,1450.0,0.0,,
2012-03-07 00:00:00+00:00,1520.0,1520.0,1420.0,1500.0,4.0,,
2012-03-08 00:00:00+00:00,1420.0,1520.0,1400.0,1520.0,1.0,,
2012-03-09 00:00:00+00:00,1500.0,1640.0,1500.0,1500.0,11.0,,
2012-03-12 00:00:00+00:00,1500.0,1610.0,1500.0,1610.0,1.0,,
2012-03-13 00:00:00+00:00,1610.0,1610.0,1610.0,1610.0,2.0,,
2012-03-14 00:00:00+00:00,1570.0,1630.0,1550.0,1630.0,25.0,,
2012-03-15 00:00:00+00:00,1600.0,1600.0,1400.0,1600.0,3.0,,
2012-03-16 00:00:00+00:00,1620.0,1620.0,1620.0,1620.0,0.0,,
2012-03-19 00:00:00+00:00,1620.0,1620.0,1410.0,1610.0,3.0,,
