date,PRIM_Open,PRIM_High,PRIM_Low,PRIM_Close,PRIM_Volume,PRIM_Dividends,PRIM_Stock Splits
2008-08-06 00:00:00+00:00,7.300000190734863,7.349999904632568,7.199999809265137,6.242800712585449,14500,0.0,
2008-08-07 00:00:00+00:00,7.199999809265137,7.260000228881836,7.079999923706055,6.030459880828857,29700,0.0,
2008-08-08 00:00:00+00:00,7.110000133514404,7.25,7.099999904632568,6.157864093780518,46500,0.0,
2008-08-11 00:00:00+00:00,7.150000095367432,7.25,7.050000190734863,6.149371147155762,28600,0.0,
2008-08-12 00:00:00+00:00,7.260000228881836,7.369999885559082,7.25,6.225812911987305,47600,0.0,
2008-08-13 00:00:00+00:00,7.400000095367432,7.71999979019165,7.400000095367432,6.540079116821289,192600,0.0,
2008-08-14 00:00:00+00:00,7.75,8.25,7.75,6.95626163482666,327900,0.0,
2008-08-15 00:00:00+00:00,8.640000343322754,8.640000343322754,8.0,6.87982177734375,6000,0.0,
2008-08-18 00:00:00+00:00,8.220000267028809,8.399999618530273,8.15999984741211,7.092161178588867,29300,0.0,
2008-08-19 00:00:00+00:00,8.170000076293945,8.430000305175781,7.75,6.87982177734375,22000,0.0,
2008-08-20 00:00:00+00:00,8.100000381469727,8.329999923706055,8.100000381469727,7.075173377990723,5500,0.0,
2008-08-21 00:00:00+00:00,8.270000457763672,8.270000457763672,8.050000190734863,6.837353229522705,21900,0.0,
2008-08-22 00:00:00+00:00,8.119999885559082,8.140000343322754,8.109999656677246,6.888315677642822,1600,0.0,
2008-08-25 00:00:00+00:00,8.0600004196167,8.149999618530273,8.0600004196167,6.888315677642822,27000,0.0,
2008-08-26 00:00:00+00:00,8.100000381469727,8.100000381469727,8.0600004196167,6.87982177734375,3900,0.0,
2008-08-27 00:00:00+00:00,8.100000381469727,8.149999618530273,8.100000381469727,6.922289371490479,19000,0.0,
2008-08-28 00:00:00+00:00,8.25,8.300000190734863,8.199999809265137,7.007225036621094,4500,0.0,
2008-08-29 00:00:00+00:00,8.25,8.289999961853027,8.25,7.041199207305908,4000,0.0,
2008-09-02 00:00:00+00:00,8.300000190734863,8.300000190734863,8.210000038146973,7.007225036621094,49700,0.0,
2008-09-03 00:00:00+00:00,8.119999885559082,8.25,8.119999885559082,7.007225036621094,1200,0.0,
2008-09-04 00:00:00+00:00,8.25,8.25,7.989999771118164,6.794884204864502,24000,0.0,
2008-09-05 00:00:00+00:00,7.909999847412109,8.109999656677246,7.909999847412109,6.837353229522705,9600,0.0,
2008-09-08 00:00:00+00:00,8.050000190734863,8.050000190734863,7.849999904632568,6.777897834777832,16400,0.0,
2008-09-09 00:00:00+00:00,8.0,8.0,7.960000038146973,6.794884204864502,9300,0.0,
2008-09-10 00:00:00+00:00,7.989999771118164,8.0,7.840000152587891,6.786391735076904,7400,0.0,
2008-09-11 00:00:00+00:00,7.829999923706055,7.889999866485596,7.789999961853027,6.633505344390869,23000,0.0,
2008-09-12 00:00:00+00:00,8.0,8.0,7.800000190734863,6.794884204864502,27900,0.0,
2008-09-15 00:00:00+00:00,7.900000095367432,7.940000057220459,7.880000114440918,6.692960262298584,14800,0.0,
2008-09-16 00:00:00+00:00,7.829999923706055,7.829999923706055,7.590000152587891,6.616519451141357,9400,0.0,
2008-09-17 00:00:00+00:00,7.590000152587891,7.630000114440918,7.5,6.480621337890625,600,0.0,
2008-09-18 00:00:00+00:00,7.960000038146973,7.960000038146973,7.329999923706055,6.225812911987305,9300,0.0,
2008-09-19 00:00:00+00:00,7.849999904632568,7.849999904632568,7.5,6.562458515167236,19700,0.025,
2008-09-22 00:00:00+00:00,7.739999771118164,7.829999923706055,7.550000190734863,6.639162540435791,3800,0.0,
2008-09-23 00:00:00+00:00,7.699999809265137,7.699999809265137,7.699999809265137,6.562458515167236,2900,0.0,
2008-09-24 00:00:00+00:00,7.699999809265137,7.699999809265137,7.699999809265137,6.562458515167236,400,0.0,
2008-09-25 00:00:00+00:00,7.699999809265137,7.699999809265137,7.699999809265137,6.562458515167236,400,0.0,
2008-09-26 00:00:00+00:00,7.630000114440918,7.739999771118164,7.599999904632568,6.519845485687256,2700,0.0,
2008-09-29 00:00:00+00:00,7.599999904632568,7.730000019073486,3.440000057220459,6.39200496673584,8500,0.0,
