date,CLRB_Open,CLRB_High,CLRB_Low,CLRB_Close,CLRB_Volume,CLRB_Dividends,CLRB_Stock Splits
2005-11-10 00:00:00+00:00,9180000.0,9180000.0,8109000.0,8262000.0,0,,
2005-11-11 00:00:00+00:00,8415000.0,8415000.0,8262000.0,8323200.0,0,,
2005-11-14 00:00:00+00:00,8262000.0,8262000.0,7191000.0,7344000.0,0,,
2005-11-15 00:00:00+00:00,7344000.0,7344000.0,7038000.0,7068600.0,0,,
2005-11-16 00:00:00+00:00,7099200.0,7099200.0,7038000.0,7038000.0,0,,
2005-11-17 00:00:00+00:00,7191000.0,7803000.0,7038000.0,7099200.0,0,,
2005-11-18 00:00:00+00:00,7099200.0,7497000.0,7099200.0,7344000.0,0,,
2005-11-21 00:00:00+00:00,7344000.0,8109000.0,7038000.0,7650000.0,0,,
2005-11-22 00:00:00+00:00,7803000.0,9271800.0,7680600.0,9180000.0,0,,
2005-11-23 00:00:00+00:00,9149400.0,9455400.0,8721000.0,9271800.0,0,,
2005-11-25 00:00:00+00:00,8874000.0,9945000.0,8721000.0,9945000.0,0,,
2005-11-28 00:00:00+00:00,10006200.0,10189800.0,9945000.0,10159200.0,0,,
2005-11-29 00:00:00+00:00,10189800.0,10189800.0,9271800.0,9333000.0,0,,
2005-11-30 00:00:00+00:00,9639000.0,10251000.0,9027000.0,10251000.0,0,,
2005-12-01 00:00:00+00:00,10098000.0,10251000.0,9639000.0,9945000.0,0,,
2005-12-02 00:00:00+00:00,9792000.0,10098000.0,9639000.0,9914400.0,0,,
2005-12-05 00:00:00+00:00,10251000.0,10251000.0,9271800.0,9333000.0,0,,
2005-12-06 00:00:00+00:00,9486000.0,9486000.0,9180000.0,9180000.0,0,,
2005-12-07 00:00:00+00:00,9271800.0,9271800.0,8721000.0,8874000.0,0,,
2005-12-08 00:00:00+00:00,8721000.0,8721000.0,8262000.0,8262000.0,0,,
2005-12-09 00:00:00+00:00,7986600.0,8200800.0,7680600.0,7803000.0,0,,
2005-12-12 00:00:00+00:00,7803000.0,7803000.0,7803000.0,7803000.0,0,,
2005-12-13 00:00:00+00:00,7650000.0,7650000.0,7650000.0,7650000.0,0,,
2005-12-14 00:00:00+00:00,7558200.0,7558200.0,7191000.0,7344000.0,0,,
2005-12-15 00:00:00+00:00,7558200.0,7650000.0,6181200.0,6640200.0,0,,
2005-12-16 00:00:00+00:00,6640200.0,7007400.0,6303600.0,6823800.0,0,,
2005-12-19 00:00:00+00:00,6823800.0,6823800.0,6426000.0,6487200.0,0,,
2005-12-20 00:00:00+00:00,6456600.0,6517800.0,5783400.0,5814000.0,0,,
2005-12-21 00:00:00+00:00,5967000.0,5967000.0,4896000.0,5049000.0,0,,
2005-12-22 00:00:00+00:00,5049000.0,5049000.0,4681800.0,4896000.0,0,,
2005-12-23 00:00:00+00:00,4987800.0,5661000.0,4896000.0,5232600.0,0,,
2005-12-27 00:00:00+00:00,5355000.0,5385600.0,5049000.0,5079600.0,0,,
2005-12-28 00:00:00+00:00,5079600.0,5079600.0,4957200.0,5018400.0,0,,
2005-12-29 00:00:00+00:00,4957200.0,5967000.0,4896000.0,5905800.0,0,,
2005-12-30 00:00:00+00:00,5875200.0,6120000.0,5538600.0,6120000.0,0,,
2006-01-03 00:00:00+00:00,6120000.0,6120000.0,5202000.0,5752800.0,0,,
2006-01-04 00:00:00+00:00,5936400.0,6303600.0,5814000.0,6242400.0,0,,
2006-01-05 00:00:00+00:00,6242400.0,6426000.0,6211800.0,6426000.0,0,,
2006-01-06 00:00:00+00:00,6426000.0,6426000.0,6120000.0,6120000.0,0,,
2006-01-09 00:00:00+00:00,6211800.0,6426000.0,6120000.0,6364800.0,0,,
2006-01-10 00:00:00+00:00,6273000.0,6303600.0,6120000.0,6181200.0,0,,
2006-01-11 00:00:00+00:00,6181200.0,6701400.0,6181200.0,6670800.0,0,,
2006-01-12 00:00:00+00:00,6670800.0,6732000.0,6303600.0,6487200.0,0,,
2006-01-13 00:00:00+00:00,6487200.0,6579000.0,6211800.0,6456600.0,0,,
2006-01-17 00:00:00+00:00,6579000.0,6732000.0,6058800.0,6334200.0,0,,
2006-01-18 00:00:00+00:00,6273000.0,6273000.0,5385600.0,6120000.0,0,,
2006-01-19 00:00:00+00:00,6089400.0,6089400.0,5508000.0,5538600.0,0,,
2006-01-20 00:00:00+00:00,5538600.0,5814000.0,5508000.0,5599800.0,0,,
2006-01-23 00:00:00+00:00,5599800.0,5599800.0,5477400.0,5477400.0,0,,
2006-01-24 00:00:00+00:00,5508000.0,5661000.0,5508000.0,5599800.0,0,,
2006-01-25 00:00:00+00:00,5661000.0,5783400.0,5538600.0,5661000.0,0,,
2006-01-26 00:00:00+00:00,5783400.0,6273000.0,5508000.0,5875200.0,0,,
2006-01-27 00:00:00+00:00,5967000.0,6150600.0,5814000.0,5967000.0,0,,
2006-01-30 00:00:00+00:00,6273000.0,6273000.0,5905800.0,6273000.0,0,,
2006-01-31 00:00:00+00:00,6181200.0,6273000.0,5783400.0,6242400.0,0,,
2006-02-01 00:00:00+00:00,6120000.0,6242400.0,5875200.0,6242400.0,0,,
2006-02-02 00:00:00+00:00,6211800.0,6395400.0,6120000.0,6395400.0,0,,
2006-02-03 00:00:00+00:00,6364800.0,6548400.0,6150600.0,6548400.0,0,,
2006-02-06 00:00:00+00:00,6579000.0,6854400.0,6273000.0,6854400.0,0,,
2006-02-07 00:00:00+00:00,6885000.0,6885000.0,6273000.0,6303600.0,0,,
2006-02-08 00:00:00+00:00,6181200.0,6426000.0,6058800.0,6426000.0,0,,
2006-02-09 00:00:00+00:00,6426000.0,6456600.0,5967000.0,6456600.0,0,,
2006-02-10 00:00:00+00:00,6395400.0,6426000.0,6058800.0,6273000.0,0,,
2006-02-13 00:00:00+00:00,6273000.0,6456600.0,6242400.0,6426000.0,0,,
2006-02-14 00:00:00+00:00,6426000.0,6456600.0,6120000.0,6273000.0,0,,
2006-02-15 00:00:00+00:00,6120000.0,6150600.0,5936400.0,6120000.0,0,,
2006-02-16 00:00:00+00:00,6089400.0,6089400.0,5752800.0,5814000.0,0,,
2006-02-17 00:00:00+00:00,5814000.0,5936400.0,5661000.0,5936400.0,0,,
2006-02-21 00:00:00+00:00,5905800.0,6150600.0,5661000.0,6120000.0,0,,
2006-02-22 00:00:00+00:00,6150600.0,6150600.0,5967000.0,6120000.0,0,,
2006-02-23 00:00:00+00:00,6211800.0,6487200.0,6120000.0,6487200.0,0,,
2006-02-24 00:00:00+00:00,6487200.0,6548400.0,6120000.0,6487200.0,0,,
2006-02-27 00:00:00+00:00,6487200.0,6517800.0,6181200.0,6395400.0,0,,
2006-02-28 00:00:00+00:00,6334200.0,6334200.0,5967000.0,6028200.0,0,,
2006-03-01 00:00:00+00:00,5967000.0,6089400.0,5814000.0,6089400.0,0,,
2006-03-02 00:00:00+00:00,6058800.0,6211800.0,5752800.0,6120000.0,0,,
2006-03-03 00:00:00+00:00,6089400.0,6120000.0,5722200.0,5814000.0,0,,
2006-03-06 00:00:00+00:00,5783400.0,5905800.0,5661000.0,5691600.0,0,,
2006-03-07 00:00:00+00:00,5722200.0,5752800.0,5508000.0,5722200.0,0,,
2006-03-08 00:00:00+00:00,5661000.0,5967000.0,5661000.0,5936400.0,0,,
2006-03-09 00:00:00+00:00,5936400.0,6242400.0,5936400.0,6120000.0,0,,
2006-03-10 00:00:00+00:00,6120000.0,6120000.0,6058800.0,6120000.0,0,,
2006-03-13 00:00:00+00:00,6211800.0,6273000.0,5661000.0,5814000.0,0,,
2006-03-14 00:00:00+00:00,5783400.0,6120000.0,5783400.0,5967000.0,0,,
2006-03-15 00:00:00+00:00,6058800.0,6058800.0,5967000.0,5967000.0,0,,
2006-03-16 00:00:00+00:00,5844600.0,5905800.0,5814000.0,5814000.0,0,,
2006-03-17 00:00:00+00:00,5844600.0,5844600.0,5722200.0,5752800.0,0,,
2006-03-20 00:00:00+00:00,5661000.0,5722200.0,5661000.0,5691600.0,0,,
2006-03-21 00:00:00+00:00,5599800.0,5722200.0,5538600.0,5691600.0,0,,
2006-03-22 00:00:00+00:00,5722200.0,5967000.0,5508000.0,5967000.0,0,,
2006-03-23 00:00:00+00:00,5967000.0,5967000.0,5385600.0,5875200.0,0,,
2006-03-24 00:00:00+00:00,5722200.0,5722200.0,5538600.0,5630400.0,0,,
2006-03-27 00:00:00+00:00,5599800.0,5661000.0,5355000.0,5508000.0,0,,
2006-03-28 00:00:00+00:00,4896000.0,5936400.0,4896000.0,5875200.0,0,,
2006-03-29 00:00:00+00:00,5905800.0,5905800.0,5661000.0,5691600.0,0,,
2006-03-30 00:00:00+00:00,5722200.0,5967000.0,5630400.0,5967000.0,0,,
2006-03-31 00:00:00+00:00,5814000.0,5844600.0,5752800.0,5783400.0,0,,
2006-04-03 00:00:00+00:00,5783400.0,5967000.0,5752800.0,5967000.0,0,,
2006-04-04 00:00:00+00:00,5844600.0,5936400.0,5752800.0,5936400.0,0,,
2006-04-05 00:00:00+00:00,5967000.0,5967000.0,5661000.0,5783400.0,0,,
2006-04-06 00:00:00+00:00,5905800.0,5905800.0,5569200.0,5599800.0,0,,
2006-04-07 00:00:00+00:00,5814000.0,5814000.0,5355000.0,5661000.0,0,,
2006-04-10 00:00:00+00:00,5508000.0,5569200.0,5508000.0,5569200.0,0,,
2006-04-11 00:00:00+00:00,5569200.0,5630400.0,5508000.0,5599800.0,0,,
2006-04-12 00:00:00+00:00,5569200.0,5569200.0,5079600.0,5324400.0,0,,
2006-04-13 00:00:00+00:00,5171400.0,5661000.0,5140800.0,5630400.0,0,,
2006-04-17 00:00:00+00:00,5661000.0,5722200.0,5232600.0,5293800.0,0,,
2006-04-18 00:00:00+00:00,5355000.0,5508000.0,5293800.0,5355000.0,0,,
2006-04-19 00:00:00+00:00,5385600.0,5446800.0,5385600.0,5416200.0,0,,
2006-04-20 00:00:00+00:00,5324400.0,5355000.0,4192200.0,4222800.0,0,,
2006-04-21 00:00:00+00:00,4284000.0,4345200.0,4253400.0,4284000.0,0,,
2006-04-24 00:00:00+00:00,4406400.0,4498200.0,4253400.0,4345200.0,0,,
2006-04-25 00:00:00+00:00,4284000.0,4437000.0,4222800.0,4253400.0,0,,
2006-04-26 00:00:00+00:00,4253400.0,4253400.0,4192200.0,4192200.0,0,,
2006-04-27 00:00:00+00:00,4161600.0,4192200.0,4131000.0,4161600.0,0,,
