date,PRGO_Open,PRGO_High,PRGO_Low,PRGO_Close,PRGO_Volume,PRGO_Dividends,PRGO_Stock Splits
1992-05-26 00:00:00+00:00,14.1875,14.25,13.875,10.97429656982422,347200,0.0,
1992-05-27 00:00:00+00:00,13.875,14.125,13.875,10.97429656982422,83200,0.0,
1992-05-28 00:00:00+00:00,14.125,14.125,14.0,11.07228660583496,50800,0.0,
1992-05-29 00:00:00+00:00,14.25,14.4375,13.75,10.97429656982422,160400,0.0,
1992-06-01 00:00:00+00:00,14.125,14.125,13.25,10.68034839630127,132600,0.0,
1992-06-02 00:00:00+00:00,13.5,13.875,13.5,10.729337692260742,303600,0.0,
1992-06-03 00:00:00+00:00,13.75,13.75,13.625,10.729337692260742,200400,0.0,
1992-06-04 00:00:00+00:00,13.625,14.125,13.625,11.07228660583496,515000,0.0,
1992-06-05 00:00:00+00:00,14.125,14.125,13.75,10.778332710266112,44800,0.0,
1992-06-08 00:00:00+00:00,14.125,14.375,13.875,11.170270919799805,54400,0.0,
1992-06-09 00:00:00+00:00,14.25,14.375,13.6875,10.876315116882324,208200,0.0,
1992-06-10 00:00:00+00:00,13.875,13.875,13.375,10.533370018005373,63000,0.0,
1992-06-11 00:00:00+00:00,13.125,13.5,12.375,10.09243869781494,904200,0.0,
1992-06-12 00:00:00+00:00,12.875,13.125,12.625,10.190423011779783,91600,0.0,
1992-06-15 00:00:00+00:00,13.125,13.125,12.75,9.99444580078125,517400,0.0,
1992-06-16 00:00:00+00:00,12.875,13.0,12.375,9.896466255187988,828800,0.0,
1992-06-17 00:00:00+00:00,12.625,12.625,12.25,9.602511405944824,364000,0.0,
1992-06-18 00:00:00+00:00,12.375,12.375,11.9375,9.357548713684082,749000,0.0,
1992-06-19 00:00:00+00:00,12.375,13.0,12.0,10.190423011779783,564200,0.0,
1992-06-22 00:00:00+00:00,12.875,13.0,12.625,10.09243869781494,49600,0.0,
1992-06-23 00:00:00+00:00,13.25,13.75,13.0,10.582361221313477,404800,0.0,
1992-06-24 00:00:00+00:00,13.625,14.0,13.5,10.97429656982422,150400,0.0,
1992-06-25 00:00:00+00:00,14.0,14.0,13.75,10.778332710266112,154400,0.0,
1992-06-26 00:00:00+00:00,13.75,14.0,13.75,10.97429656982422,54000,0.0,
1992-06-29 00:00:00+00:00,13.875,14.875,13.875,11.562209129333496,202200,0.0,
1992-06-30 00:00:00+00:00,15.0,16.0,15.0,12.542057037353516,351200,0.0,
1992-07-01 00:00:00+00:00,15.875,16.625,15.625,12.640048027038574,665600,0.0,
1992-07-02 00:00:00+00:00,16.125,16.375,15.125,11.856165885925291,332000,0.0,
1992-07-06 00:00:00+00:00,15.125,15.375,14.75,11.562209129333496,78600,0.0,
1992-07-07 00:00:00+00:00,14.9375,15.0,14.375,11.366238594055176,255800,0.0,
1992-07-08 00:00:00+00:00,14.25,14.75,14.25,11.562209129333496,122200,0.0,
1992-07-09 00:00:00+00:00,14.875,15.625,14.625,12.248101234436035,85000,0.0,
1992-07-10 00:00:00+00:00,15.625,15.875,15.625,12.346084594726562,56800,0.0,
1992-07-13 00:00:00+00:00,16.0,16.125,15.625,12.542057037353516,67000,0.0,
1992-07-14 00:00:00+00:00,15.75,16.125,15.75,12.640048027038574,30800,0.0,
1992-07-15 00:00:00+00:00,16.125,16.125,15.875,12.542057037353516,92600,0.0,
1992-07-16 00:00:00+00:00,16.125,16.125,15.875,12.542057037353516,27600,0.0,
1992-07-17 00:00:00+00:00,15.875,16.0,15.25,12.150116920471191,101000,0.0,
1992-07-20 00:00:00+00:00,15.5,15.875,15.25,12.150116920471191,53600,0.0,
1992-07-21 00:00:00+00:00,15.875,16.75,15.75,12.885000228881836,142800,0.0,
1992-07-22 00:00:00+00:00,16.625,16.625,16.125,12.787020683288574,297800,0.0,
1992-07-23 00:00:00+00:00,16.25,16.625,16.25,12.933993339538574,321200,0.0,
1992-07-24 00:00:00+00:00,16.375,16.625,16.375,13.031982421875,294800,0.0,
1992-07-27 00:00:00+00:00,16.375,16.625,16.375,12.933993339538574,35600,0.0,
1992-07-28 00:00:00+00:00,16.375,16.625,16.375,12.885000228881836,44000,0.0,
1992-07-29 00:00:00+00:00,16.625,16.625,16.125,12.836010932922363,106200,0.0,
1992-07-30 00:00:00+00:00,16.125,16.5,15.375,12.150116920471191,327200,0.0,
1992-07-31 00:00:00+00:00,15.75,15.875,15.4375,12.444073677062988,54000,0.0,
1992-08-03 00:00:00+00:00,15.875,15.875,15.5,12.248101234436035,15800,0.0,
1992-08-04 00:00:00+00:00,15.75,15.875,15.5,12.297097206115724,91800,0.0,
1992-08-05 00:00:00+00:00,15.875,15.875,15.75,12.444073677062988,14600,0.0,
1992-08-06 00:00:00+00:00,15.625,15.875,15.5,12.150116920471191,104800,0.0,
1992-08-07 00:00:00+00:00,15.875,15.875,15.625,12.297097206115724,36400,0.0,
1992-08-10 00:00:00+00:00,15.875,15.875,15.5,12.346084594726562,18000,0.0,
1992-08-11 00:00:00+00:00,15.875,15.875,15.125,11.856165885925291,97000,0.0,
1992-08-12 00:00:00+00:00,15.375,15.375,14.9375,11.758180618286133,189200,0.0,
1992-08-13 00:00:00+00:00,15.25,15.25,14.875,11.954148292541504,4000,0.0,
1992-08-14 00:00:00+00:00,15.125,15.25,15.125,11.954148292541504,4800,0.0,
1992-08-17 00:00:00+00:00,15.0625,15.25,14.875,11.905153274536133,196000,0.0,
1992-08-18 00:00:00+00:00,15.0,16.0,15.0,12.346084594726562,125000,0.0,
1992-08-19 00:00:00+00:00,16.125,16.625,15.875,12.689032554626465,449200,0.0,
1992-08-20 00:00:00+00:00,16.3125,16.3125,16.125,12.640048027038574,118400,0.0,
1992-08-21 00:00:00+00:00,16.375,16.875,16.375,12.933993339538574,397800,0.0,
1992-08-24 00:00:00+00:00,16.5,17.25,16.5,13.276939392089844,258800,0.0,
1992-08-25 00:00:00+00:00,16.875,17.5,16.875,13.521904945373535,231200,0.0,
1992-08-26 00:00:00+00:00,17.25,17.25,16.875,13.325933456420898,181600,0.0,
1992-08-27 00:00:00+00:00,17.0,17.0625,16.625,13.031982421875,229600,0.0,
1992-08-28 00:00:00+00:00,16.875,17.0,16.625,13.031982421875,12000,0.0,
1992-08-31 00:00:00+00:00,16.625,16.625,15.875,12.444073677062988,93600,0.0,
1992-09-01 00:00:00+00:00,16.25,16.25,15.0,12.248101234436035,445200,0.0,
1992-09-02 00:00:00+00:00,15.375,16.125,15.375,12.640048027038574,472400,0.0,
1992-09-03 00:00:00+00:00,16.125,16.75,16.0625,12.933993339538574,96600,0.0,
1992-09-04 00:00:00+00:00,16.375,17.125,16.375,13.37492561340332,158400,0.0,
1992-09-08 00:00:00+00:00,17.0,17.75,17.0,13.619882583618164,207800,0.0,
1992-09-09 00:00:00+00:00,17.375,18.125,17.25,13.619882583618164,1015000,0.0,
1992-09-10 00:00:00+00:00,17.25,17.5,16.75,13.325933456420898,641200,0.0,
1992-09-11 00:00:00+00:00,17.125,18.125,17.125,14.10981559753418,320000,0.0,
1992-09-14 00:00:00+00:00,17.875,18.5,17.8125,14.403766632080078,555600,0.0,
1992-09-15 00:00:00+00:00,18.5,19.0,18.25,14.69772243499756,195800,0.0,
1992-09-16 00:00:00+00:00,18.5,18.75,18.375,14.599737167358398,561400,0.0,
1992-09-17 00:00:00+00:00,18.625,18.625,17.5,14.011832237243652,641000,0.0,
1992-09-18 00:00:00+00:00,17.875,18.0,17.625,14.060821533203123,343400,0.0,
1992-09-21 00:00:00+00:00,18.0,18.0,17.375,13.71787452697754,212800,0.0,
1992-09-22 00:00:00+00:00,17.625,17.625,17.0,13.325933456420898,179000,0.0,
1992-09-23 00:00:00+00:00,17.0,17.375,16.875,13.325933456420898,75400,0.0,
1992-09-24 00:00:00+00:00,17.125,17.125,16.0,13.129966735839844,437800,0.0,
1992-09-25 00:00:00+00:00,16.75,16.75,16.25,12.933993339538574,195200,0.0,
1992-09-28 00:00:00+00:00,16.5,16.75,16.25,12.982993125915527,42200,0.0,
1992-09-29 00:00:00+00:00,16.375,16.75,16.0,12.640048027038574,160000,0.0,
1992-09-30 00:00:00+00:00,16.0,16.25,16.0,12.542057037353516,8208400,0.0,
1992-10-01 00:00:00+00:00,16.125,16.25,16.0,12.542057037353516,556600,0.0,
1992-10-02 00:00:00+00:00,16.125,16.125,16.0,12.640048027038574,1032800,0.0,
1992-10-05 00:00:00+00:00,16.125,16.125,14.875,12.248101234436035,780800,0.0,
1992-10-06 00:00:00+00:00,15.625,15.875,15.5,12.444073677062988,198800,0.0,
1992-10-07 00:00:00+00:00,15.75,16.125,15.625,12.640048027038574,426200,0.0,
1992-10-08 00:00:00+00:00,16.125,16.5,15.875,12.738021850585938,551600,0.0,
1992-10-09 00:00:00+00:00,16.5,16.625,16.25,13.031982421875,435200,0.0,
1992-10-12 00:00:00+00:00,16.375,17.5,16.375,13.619882583618164,260200,0.0,
1992-10-13 00:00:00+00:00,17.75,18.0,17.5,13.96283721923828,873600,0.0,
1992-10-14 00:00:00+00:00,17.625,18.25,17.625,14.10981559753418,395400,0.0,
1992-10-15 00:00:00+00:00,18.0,18.25,17.875,14.256797790527344,236000,0.0,
1992-10-16 00:00:00+00:00,18.0,18.25,18.0,14.305782318115234,200400,0.0,
1992-10-19 00:00:00+00:00,18.25,18.625,18.125,14.305782318115234,342000,0.0,
1992-10-20 00:00:00+00:00,18.375,18.625,18.25,14.501752853393556,404400,0.0,
1992-10-21 00:00:00+00:00,18.5,18.625,18.375,14.501752853393556,360400,0.0,
1992-10-22 00:00:00+00:00,18.625,18.625,18.375,14.501752853393556,62600,0.0,
1992-10-23 00:00:00+00:00,18.5,18.625,18.375,14.403766632080078,90400,0.0,
1992-10-26 00:00:00+00:00,18.625,19.375,18.375,14.99167823791504,374400,0.0,
1992-10-27 00:00:00+00:00,19.25,19.75,19.0,15.285632133483888,755800,0.0,
1992-10-28 00:00:00+00:00,19.625,19.625,19.25,15.187650680541992,171800,0.0,
1992-10-29 00:00:00+00:00,19.375,19.5,19.375,15.285632133483888,79800,0.0,
1992-10-30 00:00:00+00:00,19.5,19.625,19.375,15.187650680541992,92400,0.0,
1992-11-02 00:00:00+00:00,19.625,19.75,19.375,15.48159408569336,120600,0.0,
1992-11-03 00:00:00+00:00,19.75,20.0,19.5,15.383615493774414,184800,0.0,
1992-11-04 00:00:00+00:00,19.75,19.875,19.375,15.334625244140623,466600,0.0,
1992-11-05 00:00:00+00:00,19.625,20.0,19.5,15.677569389343262,503200,0.0,
1992-11-06 00:00:00+00:00,20.0,20.125,19.875,15.677569389343262,558800,0.0,
1992-11-09 00:00:00+00:00,20.125,20.75,20.0,16.265478134155273,1165400,0.0,
1992-11-10 00:00:00+00:00,20.75,21.25,20.625,16.65741729736328,519400,0.0,
1992-11-11 00:00:00+00:00,20.875,22.0,20.875,17.147336959838867,1137400,0.0,
1992-11-12 00:00:00+00:00,21.875,21.875,20.875,16.36347007751465,1360400,0.0,
1992-11-13 00:00:00+00:00,20.875,21.125,20.875,16.36347007751465,311400,0.0,
1992-11-16 00:00:00+00:00,21.125,21.125,20.375,15.971517562866213,99000,0.0,
1992-11-17 00:00:00+00:00,20.625,20.625,20.0,15.873539924621582,230600,0.0,
1992-11-18 00:00:00+00:00,20.25,20.25,19.875,15.677569389343262,113200,0.0,
1992-11-19 00:00:00+00:00,20.25,20.625,19.875,16.167497634887695,317000,0.0,
1992-11-20 00:00:00+00:00,20.75,21.625,20.625,16.853384017944336,316600,0.0,
1992-11-23 00:00:00+00:00,21.375,21.5,21.375,16.80440330505371,132800,0.0,
1992-11-24 00:00:00+00:00,21.5,21.5,21.125,16.755401611328125,83800,0.0,
1992-11-25 00:00:00+00:00,21.375,21.375,20.375,16.167497634887695,160800,0.0,
1992-11-27 00:00:00+00:00,20.625,20.625,20.375,16.167497634887695,35400,0.0,
1992-11-30 00:00:00+00:00,20.625,20.875,20.375,16.36347007751465,195400,0.0,
1992-12-01 00:00:00+00:00,20.875,21.5,20.6875,16.559432983398438,543000,0.0,
1992-12-02 00:00:00+00:00,21.5,21.625,21.125,16.951372146606445,388200,0.0,
1992-12-03 00:00:00+00:00,21.625,22.0,21.375,17.245330810546875,295200,0.0,
1992-12-04 00:00:00+00:00,21.625,22.0,21.625,17.049354553222656,92600,0.0,
1992-12-07 00:00:00+00:00,22.0,22.0,21.75,17.196327209472656,211200,0.0,
1992-12-08 00:00:00+00:00,22.0,22.0,21.75,17.245330810546875,98400,0.0,
1992-12-09 00:00:00+00:00,21.875,22.5,21.75,17.63726806640625,107800,0.0,
1992-12-10 00:00:00+00:00,22.5,22.5,22.125,17.539281845092773,187600,0.0,
1992-12-11 00:00:00+00:00,22.5,22.5,22.125,17.63726806640625,80800,0.0,
1992-12-14 00:00:00+00:00,22.5,22.5,21.25,16.853384017944336,316400,0.0,
1992-12-15 00:00:00+00:00,21.5,21.5,21.0,16.65741729736328,142800,0.0,
1992-12-16 00:00:00+00:00,21.25,21.5,21.0,16.755401611328125,209800,0.0,
1992-12-17 00:00:00+00:00,21.375,21.5,20.875,16.65741729736328,135000,0.0,
1992-12-18 00:00:00+00:00,21.25,21.375,20.875,16.461454391479492,270200,0.0,
1992-12-21 00:00:00+00:00,21.25,21.5,21.0,16.853384017944336,196200,0.0,
1992-12-22 00:00:00+00:00,21.5,22.0,21.375,17.245330810546875,137800,0.0,
1992-12-23 00:00:00+00:00,22.0,22.375,21.75,17.539281845092773,161400,0.0,
1992-12-24 00:00:00+00:00,22.375,22.375,22.0,17.245330810546875,78800,0.0,
1992-12-28 00:00:00+00:00,22.0,22.5,22.0,17.588275909423828,77600,0.0,
1992-12-29 00:00:00+00:00,22.25,22.625,22.25,17.588275909423828,207600,0.0,
1992-12-30 00:00:00+00:00,22.375,22.5,22.375,17.63726806640625,162200,0.0,
1992-12-31 00:00:00+00:00,22.5,22.5,22.125,17.63726806640625,143400,0.0,
1993-01-04 00:00:00+00:00,22.375,22.5,22.0,17.343307495117188,53400,0.0,
1993-01-05 00:00:00+00:00,22.25,22.375,22.0,17.44130516052246,122400,0.0,
1993-01-06 00:00:00+00:00,22.375,22.375,21.875,17.147336959838867,315200,0.0,
1993-01-07 00:00:00+00:00,22.25,22.25,21.375,16.755401611328125,171000,0.0,
1993-01-08 00:00:00+00:00,21.375,21.625,21.0,16.65741729736328,88800,0.0,
1993-01-11 00:00:00+00:00,21.25,21.25,21.0,16.65741729736328,314800,0.0,
1993-01-12 00:00:00+00:00,21.25,21.25,21.0,16.65741729736328,151800,0.0,
1993-01-13 00:00:00+00:00,21.0,21.25,20.875,16.461454391479492,115800,0.0,
1993-01-14 00:00:00+00:00,20.875,21.125,20.75,16.461454391479492,216400,0.0,
1993-01-15 00:00:00+00:00,20.875,21.875,20.875,16.853384017944336,191600,0.0,
1993-01-18 00:00:00+00:00,21.5,21.875,21.5,17.147336959838867,37600,0.0,
1993-01-19 00:00:00+00:00,21.75,21.875,21.375,16.853384017944336,258200,0.0,
1993-01-20 00:00:00+00:00,21.5,21.75,21.375,17.049354553222656,290400,0.0,
1993-01-21 00:00:00+00:00,21.75,22.0,21.5,17.147336959838867,116400,0.0,
1993-01-22 00:00:00+00:00,21.875,22.0,21.625,17.049354553222656,148600,0.0,
1993-01-25 00:00:00+00:00,21.625,21.875,21.625,17.147336959838867,115400,0.0,
1993-01-26 00:00:00+00:00,21.75,23.0,21.75,18.029205322265625,646400,0.0,
1993-01-27 00:00:00+00:00,22.75,23.25,22.75,18.225173950195312,189400,0.0,
1993-01-28 00:00:00+00:00,23.25,23.25,22.75,18.127199172973636,145600,0.0,
1993-01-29 00:00:00+00:00,23.125,23.125,22.5,17.63726806640625,363000,0.0,
1993-02-01 00:00:00+00:00,22.875,23.25,22.5,18.225173950195312,200000,0.0,
1993-02-02 00:00:00+00:00,23.25,24.25,22.875,18.813077926635746,384800,0.0,
1993-02-03 00:00:00+00:00,24.375,25.5,24.125,19.69495391845703,912000,0.0,
1993-02-04 00:00:00+00:00,25.125,25.125,24.125,18.91106986999512,721000,0.0,
1993-02-05 00:00:00+00:00,24.375,24.375,23.75,18.764095306396484,196200,0.0,
1993-02-08 00:00:00+00:00,23.875,24.125,23.375,18.470129013061523,206400,0.0,
1993-02-09 00:00:00+00:00,23.75,23.75,22.5,17.735248565673828,260800,0.0,
1993-02-10 00:00:00+00:00,22.5,22.75,21.75,17.147336959838867,865000,0.0,
1993-02-11 00:00:00+00:00,21.875,22.0,21.625,17.147336959838867,931000,0.0,
1993-02-12 00:00:00+00:00,21.875,21.875,21.375,16.853384017944336,388800,0.0,
1993-02-16 00:00:00+00:00,21.375,21.625,20.5,16.461454391479492,369600,0.0,
1993-02-17 00:00:00+00:00,21.0,21.0,20.5,16.36347007751465,603800,0.0,
1993-02-18 00:00:00+00:00,20.875,21.375,20.625,16.65741729736328,227400,0.0,
1993-02-19 00:00:00+00:00,21.375,21.5,21.0,16.65741729736328,790600,0.0,
1993-02-22 00:00:00+00:00,21.5,21.5,19.125,15.48159408569336,628800,0.0,
1993-02-23 00:00:00+00:00,19.75,19.75,19.375,15.187650680541992,774200,0.0,
1993-02-24 00:00:00+00:00,19.625,19.75,19.375,15.48159408569336,942000,0.0,
1993-02-25 00:00:00+00:00,19.75,20.375,19.375,15.971517562866213,422400,0.0,
1993-02-26 00:00:00+00:00,20.375,20.5,20.0,16.069507598876953,357600,0.0,
1993-03-01 00:00:00+00:00,20.625,21.125,20.375,16.36347007751465,540400,0.0,
1993-03-02 00:00:00+00:00,21.125,22.0,20.875,17.245330810546875,276600,0.0,
1993-03-03 00:00:00+00:00,22.125,22.625,22.0,17.44130516052246,119200,0.0,
1993-03-04 00:00:00+00:00,22.625,22.625,21.625,16.951372146606445,303800,0.0,
