date,NTIC_Open,NTIC_High,NTIC_Low,NTIC_Close,NTIC_Volume,NTIC_Dividends,NTIC_Stock Splits
1992-03-27 00:00:00+00:00,1.25,1.4375,1.25,1.0473880767822266,15200,0.0,
1992-03-30 00:00:00+00:00,1.5,2.0,1.5,1.3661582469940186,67000,0.0,
1992-03-31 00:00:00+00:00,1.8125,1.8125,1.6875,1.2295423746109009,16800,0.0,
1992-04-01 00:00:00+00:00,1.625,1.625,1.5,1.138465404510498,19200,0.0,
1992-04-02 00:00:00+00:00,1.5,1.5625,1.5,1.138465404510498,24000,0.0,
1992-04-03 00:00:00+00:00,1.5625,1.5625,1.5,1.0929265022277832,12600,0.0,
1992-04-06 00:00:00+00:00,1.5,1.5,1.5,1.0929265022277832,1200,0.0,
1992-04-07 00:00:00+00:00,1.5,1.5625,1.5,1.0929265022277832,7800,0.0,
1992-04-08 00:00:00+00:00,1.5,1.5,1.4375,1.0473880767822266,18600,0.0,
1992-04-09 00:00:00+00:00,1.4375,1.4375,1.375,1.0018491744995115,9400,0.0,
1992-04-10 00:00:00+00:00,1.375,1.375,1.375,1.0018491744995115,6000,0.0,
1992-04-13 00:00:00+00:00,1.3125,1.3125,1.3125,0.9563109874725342,4600,0.0,
1992-04-14 00:00:00+00:00,1.3125,1.3125,1.3125,0.9563109874725342,0,0.0,
1992-04-15 00:00:00+00:00,1.3125,1.3125,1.3125,0.9563109874725342,4000,0.0,
1992-04-16 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,800,0.0,
1992-04-20 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,0,0.0,
1992-04-21 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,0,0.0,
1992-04-22 00:00:00+00:00,1.1875,1.1875,1.125,0.8196946978569031,10400,0.0,
1992-04-23 00:00:00+00:00,1.125,1.125,1.125,0.8196946978569031,2000,0.0,
1992-04-24 00:00:00+00:00,1.1875,1.1875,1.1875,0.8652337789535522,1000,0.0,
1992-04-27 00:00:00+00:00,1.25,1.25,1.1875,0.8652337789535522,4400,0.0,
1992-04-28 00:00:00+00:00,1.1875,1.1875,1.1875,0.8652337789535522,0,0.0,
1992-04-29 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,2000,0.0,
1992-04-30 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,0,0.0,
1992-05-01 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,0,0.0,
1992-05-04 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,0,0.0,
1992-05-05 00:00:00+00:00,1.1875,1.1875,1.1875,0.8652337789535522,800,0.0,
1992-05-06 00:00:00+00:00,1.1875,1.1875,1.1875,0.8652337789535522,600,0.0,
1992-05-07 00:00:00+00:00,1.1875,1.1875,1.1875,0.8652337789535522,0,0.0,
1992-05-08 00:00:00+00:00,1.25,1.3125,1.25,0.9107722640037536,6000,0.0,
1992-05-11 00:00:00+00:00,1.25,1.25,1.1875,0.8652337789535522,17200,0.0,
1992-05-12 00:00:00+00:00,1.25,1.25,1.1875,0.8652337789535522,2400,0.0,
1992-05-13 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,4000,0.0,
1992-05-14 00:00:00+00:00,1.1875,1.1875,1.1875,0.8652337789535522,6400,0.0,
1992-05-15 00:00:00+00:00,1.25,1.3125,1.25,0.9563109874725342,8000,0.0,
1992-05-18 00:00:00+00:00,1.3125,1.3125,1.3125,0.9563109874725342,0,0.0,
1992-05-19 00:00:00+00:00,1.3125,1.3125,1.25,0.9107722640037536,2000,0.0,
1992-05-20 00:00:00+00:00,1.3125,1.3125,1.25,0.9107722640037536,1000,0.0,
1992-05-21 00:00:00+00:00,1.3125,1.3125,1.3125,0.9563109874725342,10000,0.0,
1992-05-22 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,4000,0.0,
1992-05-26 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,3000,0.0,
1992-05-27 00:00:00+00:00,1.3125,1.3125,1.25,0.9563109874725342,4000,0.0,
1992-05-28 00:00:00+00:00,1.25,1.25,1.125,0.9107722640037536,16400,0.0,
1992-05-29 00:00:00+00:00,1.3125,1.3125,1.3125,0.9563109874725342,800,0.0,
1992-06-01 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,2000,0.0,
1992-06-02 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,10000,0.0,
1992-06-03 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,2000,0.0,
1992-06-04 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,5200,0.0,
1992-06-05 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,400,0.0,
1992-06-08 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,0,0.0,
1992-06-09 00:00:00+00:00,1.3125,1.3125,1.3125,0.9563109874725342,1400,0.0,
1992-06-10 00:00:00+00:00,1.3125,1.3125,1.3125,0.9563109874725342,1200,0.0,
1992-06-11 00:00:00+00:00,1.3125,1.3125,1.3125,0.9563109874725342,0,0.0,
1992-06-12 00:00:00+00:00,1.25,1.25,1.25,0.9107722640037536,200,0.0,
