date,DIT_Open,DIT_High,DIT_Low,DIT_Close,DIT_Volume,DIT_Dividends,DIT_Stock Splits
1995-08-04 00:00:00+00:00,21.81818199157715,21.81818199157715,16.363636016845703,12.029244422912598,733,0.0,
1995-08-07 00:00:00+00:00,19.09090805053711,19.09090805053711,16.363636016845703,12.029244422912598,1173,0.0,
1995-08-08 00:00:00+00:00,17.72727394104004,19.09090805053711,16.363636016845703,11.103917121887209,660,0.0,
1995-08-09 00:00:00+00:00,16.363636016845703,16.363636016845703,16.363636016845703,11.103917121887209,110,0.0,
1995-08-10 00:00:00+00:00,16.363636016845703,19.09090805053711,16.363636016845703,11.566587448120115,788,0.0,
1995-08-11 00:00:00+00:00,17.045455932617188,17.72727394104004,17.045455932617188,11.566587448120115,495,0.0,
1995-08-14 00:00:00+00:00,17.045455932617188,19.77272605895996,17.045455932617188,12.491908073425291,3373,0.0,
1995-08-15 00:00:00+00:00,17.045455932617188,19.09090805053711,17.045455932617188,12.954574584960938,1375,0.0,
1995-08-16 00:00:00+00:00,17.045455932617188,18.40909194946289,17.045455932617188,12.029244422912598,807,0.0,
1995-08-17 00:00:00+00:00,17.72727394104004,19.09090805053711,17.72727394104004,12.029244422912598,1503,0.0,
1995-08-18 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,55,0.0,
1995-08-21 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,165,0.0,
1995-08-22 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,0,0.0,
1995-08-23 00:00:00+00:00,18.40909194946289,19.77272605895996,18.40909194946289,12.491908073425291,807,0.0,
1995-08-24 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,18,0.0,
1995-08-25 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,55,0.0,
1995-08-28 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,0,0.0,
1995-08-29 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,0,0.0,
1995-08-30 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,0,0.0,
1995-08-31 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,0,0.0,
1995-09-01 00:00:00+00:00,16.363636016845703,16.363636016845703,16.363636016845703,11.103917121887209,18,0.0,
1995-09-05 00:00:00+00:00,16.363636016845703,16.363636016845703,16.363636016845703,11.103917121887209,92,0.0,
1995-09-06 00:00:00+00:00,16.363636016845703,16.363636016845703,16.363636016845703,11.103917121887209,37,0.0,
1995-09-07 00:00:00+00:00,16.363636016845703,16.363636016845703,16.363636016845703,11.103917121887209,0,0.0,
1995-09-08 00:00:00+00:00,16.363636016845703,16.363636016845703,16.363636016845703,11.103917121887209,0,0.0,
1995-09-11 00:00:00+00:00,16.363636016845703,17.72727394104004,16.363636016845703,12.029244422912598,73,0.0,
1995-09-12 00:00:00+00:00,16.363636016845703,17.72727394104004,16.363636016845703,12.029244422912598,275,0.0,
1995-09-13 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,0,0.0,
1995-09-14 00:00:00+00:00,16.363636016845703,16.704544067382812,16.363636016845703,11.335251808166504,1595,0.0,
1995-09-15 00:00:00+00:00,16.704544067382812,16.704544067382812,16.704544067382812,11.335251808166504,0,0.0,
1995-09-18 00:00:00+00:00,16.704544067382812,16.704544067382812,16.704544067382812,11.335251808166504,0,0.0,
1995-09-19 00:00:00+00:00,19.09090805053711,19.09090805053711,16.363636016845703,11.103917121887209,73,0.0,
1995-09-20 00:00:00+00:00,16.363636016845703,16.363636016845703,16.363636016845703,11.103917121887209,458,0.0,
1995-09-21 00:00:00+00:00,16.363636016845703,17.72727394104004,16.363636016845703,12.029244422912598,165,0.0,
1995-09-22 00:00:00+00:00,17.72727394104004,17.72727394104004,17.72727394104004,12.029244422912598,0,0.0,
1995-09-25 00:00:00+00:00,16.363636016845703,16.363636016845703,16.363636016845703,11.103917121887209,55,0.0,
1995-09-26 00:00:00+00:00,16.363636016845703,16.363636016845703,16.363636016845703,11.103917121887209,0,0.0,
1995-09-27 00:00:00+00:00,16.363636016845703,16.363636016845703,16.363636016845703,11.103917121887209,0,0.0,
