date,KELYA_Open,KELYA_High,KELYA_Low,KELYA_Close,KELYA_Volume,KELYA_Dividends,KELYA_Stock Splits
1980-03-17 00:00:00+00:00,0.0,6.371555805206299,6.144000053405762,3.166139841079712,18457,0.0,
1980-03-18 00:00:00+00:00,0.0,6.219851970672607,5.99229621887207,3.087963342666626,18457,0.0,
1980-03-19 00:00:00+00:00,0.0,6.144000053405762,5.916443824768066,3.0488743782043457,18457,0.0,
1980-03-20 00:00:00+00:00,0.0,6.068148136138916,5.840592861175537,3.009788274765014,9229,0.0,
1980-03-21 00:00:00+00:00,0.0,5.840592861175537,5.613037109375,2.892520904541016,25049,0.0,
1980-03-24 00:00:00+00:00,0.0,5.840592861175537,5.613037109375,2.892520904541016,5273,0.0,
1980-03-25 00:00:00+00:00,0.0,5.840592861175537,5.613037109375,2.892520904541016,3955,0.0,
1980-03-26 00:00:00+00:00,0.0,5.613037109375,5.385480880737305,2.7752578258514404,36255,0.0,
1980-03-27 00:00:00+00:00,0.0,5.46133279800415,5.23377799987793,2.697082757949829,10547,0.0,
1980-03-28 00:00:00+00:00,0.0,5.537185192108154,5.309629917144775,2.736170530319214,10547,0.0,
1980-03-31 00:00:00+00:00,0.0,5.802667140960693,5.46133279800415,2.8143439292907715,4834,0.0,
1980-04-01 00:00:00+00:00,0.0,5.802667140960693,5.46133279800415,2.8143439292907715,439,0.0,
1980-04-02 00:00:00+00:00,0.0,5.916443824768066,5.575110912322998,2.872976064682007,5713,0.0,
1980-04-03 00:00:00+00:00,0.0,6.144000053405762,5.802667140960693,2.990243434906006,4834,0.0,
1980-04-07 00:00:00+00:00,0.0,6.144000053405762,5.802667140960693,2.990243434906006,7471,0.0,
1980-04-08 00:00:00+00:00,0.0,6.144000053405762,5.802667140960693,2.990243434906006,19336,0.0,
1980-04-09 00:00:00+00:00,0.0,6.257778167724609,5.916443824768066,3.0488743782043457,439,0.0,
1980-04-10 00:00:00+00:00,0.0,6.371555805206299,6.030221939086914,3.1075069904327397,3955,0.0,
1980-04-11 00:00:00+00:00,0.0,6.371555805206299,6.030221939086914,3.1075069904327397,3076,0.0,
1980-04-14 00:00:00+00:00,0.0,6.371555805206299,6.030221939086914,3.1075069904327397,36035,0.0,
1980-04-15 00:00:00+00:00,0.0,6.371555805206299,6.030221939086914,3.1075069904327397,10107,0.0,
1980-04-16 00:00:00+00:00,0.0,6.371555805206299,6.030221939086914,3.1075069904327397,38232,0.0,
1980-04-17 00:00:00+00:00,0.0,6.371555805206299,6.030221939086914,3.1075069904327397,4395,0.0,
