date,KMB_Open,KMB_High,KMB_Low,KMB_Close,KMB_Volume,KMB_Dividends,KMB_Stock Splits
1980-03-17 00:00:00+00:00,0.0,2.539249897003174,2.501797914505005,0.7268586754798889,685877,0.0,
1980-03-18 00:00:00+00:00,0.0,2.486816883087158,2.479326009750366,0.7203294038772583,383824,0.0,
1980-03-19 00:00:00+00:00,0.0,2.479326009750366,2.456855058670044,0.7159772515296936,470602,0.0,
1980-03-20 00:00:00+00:00,0.0,2.464345932006836,2.381951093673706,0.6942146420478821,522334,0.0,
1980-03-21 00:00:00+00:00,0.0,2.4044220447540283,2.389441967010498,0.6963911652565002,420538,0.0,
1980-03-24 00:00:00+00:00,0.0,2.3969318866729736,2.374460935592652,0.6920385956764221,400512,0.0,
1980-03-25 00:00:00+00:00,0.0,2.4119129180908203,2.374460935592652,0.6963911652565002,145186,0.0,
1980-03-26 00:00:00+00:00,0.0,2.4418740272521973,2.389441967010498,0.7029196619987488,423875,0.0,
1980-03-27 00:00:00+00:00,0.0,2.426893949508667,2.389441967010498,0.7029196619987488,275352,0.0,
1980-03-28 00:00:00+00:00,0.0,2.426893949508667,2.3969318866729736,0.7050961256027222,317072,0.0,
1980-03-31 00:00:00+00:00,0.0,2.4119129180908203,2.381951093673706,0.7007434964179993,91784,0.0,
1980-04-01 00:00:00+00:00,0.0,2.4493649005889893,2.4119129180908203,0.7094484567642212,290371,0.0,
1980-04-02 00:00:00+00:00,0.0,2.456855058670044,2.426893949508667,0.7050961256027222,540691,0.0,
1980-04-03 00:00:00+00:00,0.0,2.4343841075897217,2.4044220447540283,0.7050961256027222,215275,0.0,
1980-04-07 00:00:00+00:00,0.0,2.426893949508667,2.36697006225586,0.6876866221427917,659176,0.0,
1980-04-08 00:00:00+00:00,0.0,2.381951093673706,2.36697006225586,0.6898621916770935,116816,0.0,
1980-04-09 00:00:00+00:00,0.0,2.381951093673706,2.3295180797576904,0.6789814829826355,136842,0.0,
1980-04-10 00:00:00+00:00,0.0,2.3519890308380127,2.344499111175537,0.6811574101448059,525672,0.0,
1980-04-11 00:00:00+00:00,0.0,2.3519890308380127,2.2621049880981445,0.6572186350822449,380486,0.0,
1980-04-14 00:00:00+00:00,0.0,2.299556970596313,2.2621049880981445,0.6659237742424011,664182,0.0,
1980-04-15 00:00:00+00:00,0.0,2.314537048339844,2.284575939178467,0.6637474298477173,343773,0.0,
1980-04-16 00:00:00+00:00,0.0,2.3370089530944824,2.299556970596313,0.6746290922164917,365467,0.0,
1980-04-17 00:00:00+00:00,0.0,2.3519890308380127,2.314537048339844,0.6768049597740173,488958,0.0,
1980-04-18 00:00:00+00:00,0.0,2.36697006225586,2.3295180797576904,0.6789814829826355,392168,0.0,
1980-04-21 00:00:00+00:00,0.0,2.3295180797576904,2.277085065841675,0.6615715622901917,979586,0.0,
1980-04-22 00:00:00+00:00,0.0,2.307046890258789,2.284575939178467,0.6702762842178345,669189,0.0,
1980-04-23 00:00:00+00:00,0.0,2.307046890258789,2.2621049880981445,0.6637474298477173,1425155,0.0,
1980-04-24 00:00:00+00:00,0.0,2.36697006225586,2.26959490776062,0.6811574101448059,942872,0.0,
1980-04-25 00:00:00+00:00,0.0,2.3594799041748047,2.322027921676636,0.6811574101448059,370474,0.0,
1980-04-28 00:00:00+00:00,0.0,2.4418740272521973,2.3594799041748047,0.7050961256027222,283696,0.0,
1980-04-29 00:00:00+00:00,0.0,2.531759023666382,2.4343841075897217,0.7355626821517944,138510,0.0,
1980-04-30 00:00:00+00:00,0.0,2.531759023666382,2.486816883087158,0.7225057482719421,113478,0.0,
1980-05-01 00:00:00+00:00,0.0,2.501797914505005,2.464345932006836,0.718153178691864,135173,0.0,
1980-05-02 00:00:00+00:00,0.0,2.486816883087158,2.456855058670044,0.718153178691864,61746,0.0,
1980-05-05 00:00:00+00:00,0.0,2.47183609008789,2.4343841075897217,0.711624026298523,452245,0.0,
1980-05-06 00:00:00+00:00,0.0,2.501797914505005,2.4343841075897217,0.7203294038772583,267008,0.0,
1980-05-07 00:00:00+00:00,0.0,2.50928807258606,2.47183609008789,0.718153178691864,180230,0.0,
1980-05-08 00:00:00+00:00,0.0,2.464345932006836,2.426893949508667,0.7094484567642212,310397,0.0,
1980-05-09 00:00:00+00:00,0.0,2.464345932006836,2.4343841075897217,0.711624026298523,163542,0.0,
1980-05-12 00:00:00+00:00,0.0,2.479326009750366,2.4493649005889893,0.718153178691864,267008,0.0,
1980-05-13 00:00:00+00:00,0.0,2.516778945922852,2.456855058670044,0.7290342450141907,1017968,0.0,
1980-05-14 00:00:00+00:00,0.0,2.6291348934173584,2.5242691040039062,0.763854444026947,325416,0.0,
1980-05-15 00:00:00+00:00,0.0,2.7040390968322754,2.636625051498413,0.7812635898590088,348779,0.0,
1980-05-16 00:00:00+00:00,0.0,2.6890580654144287,2.65160608291626,0.7747350931167603,166880,0.0,
1980-05-19 00:00:00+00:00,0.0,2.6665871143341064,2.65160608291626,0.7703829407691956,714246,0.0,
1980-05-20 00:00:00+00:00,0.0,2.681567907333374,2.65160608291626,0.772558867931366,171886,0.0,
1980-05-21 00:00:00+00:00,0.0,2.6665871143341064,2.65160608291626,0.7747350931167603,46726,0.0,
1980-05-22 00:00:00+00:00,0.0,2.6890580654144287,2.6665871143341064,0.7747350931167603,213606,0.0,
1980-05-23 00:00:00+00:00,0.0,2.6890580654144287,2.6665871143341064,0.7790876626968384,160205,0.0,
1980-05-27 00:00:00+00:00,0.0,2.6965479850769043,2.6665871143341064,0.7812635898590088,282027,0.0,
1980-05-28 00:00:00+00:00,0.0,2.674077033996582,2.644115924835205,0.7769114375114441,73427,0.0,
1980-05-29 00:00:00+00:00,0.0,2.6890580654144287,2.65160608291626,0.7703829407691956,98459,0.0,
1980-05-30 00:00:00+00:00,0.0,2.65160608291626,2.60666298866272,0.7703829407691956,255326,0.0,
1980-06-02 00:00:00+00:00,0.0,2.6890580654144287,2.636625051498413,0.7790876626968384,981254,0.0,
